Orthogroup	Acerv_assembly_v1.0.protein	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0019910	Acerv_evm.model.Segkk300_pilon.1				
OG0019911	Acerv_evm.model.Segkk300_pilon.3				
OG0019912	Acerv_evm.model.Segkk300_pilon.2				
OG0019913	Acerv_evm.model.Segkk300_pilon.9				
OG0019914	Acerv_evm.model.Segkk300_pilon.8				
OG0019915	Acerv_evm.model.Segkk301_pilon.31				
OG0019916	Acerv_evm.model.Segkk301_pilon.32				
OG0019917	Acerv_evm.model.Segkk301_pilon.36				
OG0019918	Acerv_evm.model.Segkk301_pilon.21				
OG0019919	Acerv_evm.model.Segkk301_pilon.24				
OG0019920	Acerv_evm.model.Segkk301_pilon.16				
OG0019921	Acerv_evm.model.Segkk301_pilon.17				
OG0019922	Acerv_evm.model.Segkk301_pilon.1				
OG0019923	Acerv_evm.model.Segkk301_pilon.18				
OG0019924	Acerv_evm.model.Segkk301_pilon.7				
OG0019925	Acerv_evm.model.Segkk301_pilon.33				
OG0019926	Acerv_evm.model.Segkk302_pilon.3				
OG0019927	Acerv_evm.model.Segkk302_pilon.2				
OG0019928	Acerv_evm.model.Segkk304_pilon.2				
OG0019929	Acerv_evm.model.Segkk304_pilon.4				
OG0019930	Acerv_evm.model.Segkk306_pilon.28				
OG0019931	Acerv_evm.model.Segkk307_pilon.1				
OG0019932	Acerv_evm.model.Segkk312_pilon.13				
OG0019933	Acerv_evm.model.Segkk312_pilon.10				
OG0019934	Acerv_evm.model.Segkk312_pilon.16				
OG0019935	Acerv_evm.model.Segkk312_pilon.17				
OG0019936	Acerv_evm.model.Segkk312_pilon.5				
OG0019937	Acerv_evm.model.Segkk312_pilon.8				
OG0019938	Acerv_evm.model.Segkk313_pilon.1				
OG0019939	Acerv_evm.model.Segkk313_pilon.2				
OG0019940	Acerv_evm.model.Segkk319_pilon.11				
OG0019941	Acerv_evm.model.Segkk319_pilon.10				
OG0019942	Acerv_evm.model.Segkk319_pilon.4				
OG0019943	Acerv_evm.model.Segkk319_pilon.3				
OG0019944	Acerv_evm.model.Segkk323_pilon.4				
OG0019945	Acerv_evm.model.Segkk323_pilon.2				
OG0019946	Acerv_evm.model.Segkk326_pilon.4				
OG0019947	Acerv_evm.model.Segkk326_pilon.7				
OG0019948	Acerv_evm.model.Segkk326_pilon.15				
OG0019949	Acerv_evm.model.Segkk326_pilon.14				
OG0019950	Acerv_evm.model.Segkk326_pilon.13				
OG0019951	Acerv_evm.model.Segkk326_pilon.12				
OG0019952	Acerv_evm.model.Segkk327_pilon.12				
OG0019953	Acerv_evm.model.Segkk327_pilon.10				
OG0019954	Acerv_evm.model.Segkk327_pilon.11				
OG0019955	Acerv_evm.model.Segkk327_pilon.16				
OG0019956	Acerv_evm.model.Segkk327_pilon.15				
OG0019957	Acerv_evm.model.Segkk327_pilon.21				
OG0019958	Acerv_evm.model.Segkk327_pilon.20				
OG0019959	Acerv_evm.model.Segkk327_pilon.8				
OG0019960	Acerv_evm.model.Segkk327_pilon.3				
OG0019961	Acerv_evm.model.Segkk327_pilon.6				
OG0019962	Acerv_evm.model.Segkk327_pilon.7				
OG0019963	Acerv_evm.model.Segkk334_pilon.1				
OG0019964	Acerv_evm.model.Segkk334_pilon.2				
OG0019965	Acerv_evm.model.Segkk334_pilon.3				
OG0019966	Acerv_evm.model.Segkk335_pilon.10				
OG0019967	Acerv_evm.model.Segkk335_pilon.25				
OG0019968	Acerv_evm.model.Segkk335_pilon.27				
OG0019969	Acerv_evm.model.Segkk335_pilon.2				
OG0019970	Acerv_evm.model.Segkk336_pilon.3				
OG0019971	Acerv_evm.model.Segkk337_pilon.10				
OG0019972	Acerv_evm.model.Segkk337_pilon.9				
OG0019973	Acerv_evm.model.Segkk337_pilon.4				
OG0019974	Acerv_evm.model.Segkk337_pilon.8				
OG0019975	Acerv_evm.model.Segkk340_pilon.2				
OG0019976	Acerv_evm.model.Segkk341_pilon.3				
OG0019977	Acerv_evm.model.Segkk342_pilon.5				
OG0019978	Acerv_evm.model.Segkk342_pilon.4				
OG0019979	Acerv_evm.model.Segkk344_pilon.4				
OG0019980	Acerv_evm.model.Segkk346_pilon.5				
OG0019981	Acerv_evm.model.Segkk348_pilon.15				
OG0019982	Acerv_evm.model.Segkk348_pilon.13				
OG0019983	Acerv_evm.model.Segkk348_pilon.1				
OG0019984	Acerv_evm.model.Segkk348_pilon.3				
OG0019985	Acerv_evm.model.Segkk348_pilon.5				
OG0019986	Acerv_evm.model.Segkk348_pilon.6				
OG0019987	Acerv_evm.model.Segkk349_pilon.1				
OG0019988	Acerv_evm.model.Segkk350_pilon.8				
OG0019989	Acerv_evm.model.Segkk353_pilon.10				
OG0019990	Acerv_evm.model.Segkk353_pilon.12				
OG0019991	Acerv_evm.model.Segkk353_pilon.1				
OG0019992	Acerv_evm.model.Segkk353_pilon.3				
OG0019993	Acerv_evm.model.Segkk353_pilon.2				
OG0019994	Acerv_evm.model.Segkk353_pilon.9				
OG0019995	Acerv_evm.model.Segkk355_pilon.11				
OG0019996	Acerv_evm.model.Segkk355_pilon.23				
OG0019997	Acerv_evm.model.Segkk355_pilon.21				
OG0019998	Acerv_evm.model.Segkk356_pilon.1				
OG0019999	Acerv_evm.model.Segkk356_pilon.8				
OG0020000	Acerv_evm.model.Segkk357_pilon.1				
OG0020001	Acerv_evm.model.Segkk357_pilon.2				
OG0020002	Acerv_evm.model.Segkk358_pilon.2				
OG0020003	Acerv_evm.model.Segkk359_pilon.2				
OG0020004	Acerv_evm.model.Segkk359_pilon.6				
OG0020005	Acerv_evm.model.Segkk360_pilon.11				
OG0020006	Acerv_evm.model.Segkk360_pilon.4				
OG0020007	Acerv_evm.model.Segkk360_pilon.3				
OG0020008	Acerv_evm.model.Segkk360_pilon.2				
OG0020009	Acerv_evm.model.Segkk364_pilon.9				
OG0020010	Acerv_evm.model.Segkk368_pilon.7				
OG0020011	Acerv_evm.model.Segkk368_pilon.8				
OG0020012	Acerv_evm.model.Segkk370_pilon.1				
OG0020013	Acerv_evm.model.Segkk371_pilon.1				
OG0020014	Acerv_evm.model.Segkk374_pilon.5				
OG0020015	Acerv_evm.model.Segkk374_pilon.9				
OG0020016	Acerv_evm.model.Segkk375_pilon.6				
OG0020017	Acerv_evm.model.Segkk379_pilon.3				
OG0020018	Acerv_evm.model.Segkk379_pilon.4				
OG0020019	Acerv_evm.model.Segkk379_pilon.6				
OG0020020	Acerv_evm.model.Segkk381_pilon.4				
OG0020021	Acerv_evm.model.Segkk381_pilon.1				
OG0020022	Acerv_evm.model.Segkk381_pilon.2				
OG0020023	Acerv_evm.model.Segkk382_pilon.1				
OG0020024	Acerv_evm.model.Segkk383_pilon.19				
OG0020025	Acerv_evm.model.Segkk383_pilon.10				
OG0020026	Acerv_evm.model.Segkk383_pilon.8				
OG0020027	Acerv_evm.model.Segkk383_pilon.9				
OG0020028	Acerv_evm.model.Segkk383_pilon.7				
OG0020029	Acerv_evm.model.Segkk384_pilon.17				
OG0020030	Acerv_evm.model.Segkk384_pilon.19				
OG0020031	Acerv_evm.model.Segkk384_pilon.18				
OG0020032	Acerv_evm.model.Segkk388_pilon.1				
OG0020033	Acerv_evm.model.Segkk388_pilon.2				
OG0020034	Acerv_evm.model.Segkk389_pilon.18				
OG0020035	Acerv_evm.model.Segkk389_pilon.19				
OG0020036	Acerv_evm.model.Segkk389_pilon.10				
OG0020037	Acerv_evm.model.Segkk389_pilon.11				
OG0020038	Acerv_evm.model.Segkk389_pilon.48				
OG0020039	Acerv_evm.model.Segkk389_pilon.44				
OG0020040	Acerv_evm.model.Segkk389_pilon.46				
OG0020041	Acerv_evm.model.Segkk389_pilon.43				
OG0020042	Acerv_evm.model.Segkk389_pilon.70				
OG0020043	Acerv_evm.model.Segkk389_pilon.22				
OG0020044	Acerv_evm.model.Segkk389_pilon.25				
OG0020045	Acerv_evm.model.Segkk389_pilon.24				
OG0020046	Acerv_evm.model.Segkk389_pilon.58				
OG0020047	Acerv_evm.model.Segkk389_pilon.51				
OG0020048	Acerv_evm.model.Segkk389_pilon.56				
OG0020049	Acerv_evm.model.Segkk389_pilon.57				
OG0020050	Acerv_evm.model.Segkk389_pilon.55				
OG0020051	Acerv_evm.model.Segkk389_pilon.37				
OG0020052	Acerv_evm.model.Segkk390_pilon.2				
OG0020053	Acerv_evm.model.Segkk390_pilon.1				
OG0020054	Acerv_evm.model.Segkk390_pilon.10				
OG0020055	Acerv_evm.model.Segkk392_pilon.10				
OG0020056	Acerv_evm.model.Segkk392_pilon.11				
OG0020057	Acerv_evm.model.Segkk392_pilon.3				
OG0020058	Acerv_evm.model.Segkk395_pilon.1				
OG0020059	Acerv_evm.model.Segkk396_pilon.5				
OG0020060	Acerv_evm.model.Segkk396_pilon.2				
OG0020061	Acerv_evm.model.Segkk398_pilon.2				
OG0020062	Acerv_evm.model.Segkk398_pilon.1				
OG0020063	Acerv_evm.model.Segkk400_pilon.5				
OG0020064	Acerv_evm.model.Segkk401_pilon.5				
OG0020065	Acerv_evm.model.Segkk401_pilon.4				
OG0020066	Acerv_evm.model.Segkk404_pilon.11				
OG0020067	Acerv_evm.model.Segkk404_pilon.9				
OG0020068	Acerv_evm.model.Segkk404_pilon.1				
OG0020069	Acerv_evm.model.Segkk404_pilon.5				
OG0020070	Acerv_evm.model.Segkk405_pilon.1				
OG0020071	Acerv_evm.model.Segkk407_pilon.13				
OG0020072	Acerv_evm.model.Segkk407_pilon.12				
OG0020073	Acerv_evm.model.Segkk407_pilon.15				
OG0020074	Acerv_evm.model.Segkk407_pilon.14				
OG0020075	Acerv_evm.model.Segkk407_pilon.7				
OG0020076	Acerv_evm.model.Segkk407_pilon.3				
OG0020077	Acerv_evm.model.Segkk409_pilon.7				
OG0020078	Acerv_evm.model.Segkk409_pilon.6				
OG0020079	Acerv_evm.model.Segkk410_pilon.1				
OG0020080	Acerv_evm.model.Segkk413_pilon.2				
OG0020081	Acerv_evm.model.Segkk413_pilon.3				
OG0020082	Acerv_evm.model.Segkk413_pilon.4				
OG0020083	Acerv_evm.model.Segkk414_pilon.1				
OG0020084	Acerv_evm.model.Segkk415_pilon.1				
OG0020085	Acerv_evm.model.Segkk415_pilon.4				
OG0020086	Acerv_evm.model.Segkk418_pilon.1				
OG0020087	Acerv_evm.model.Segkk419_pilon.9				
OG0020088	Acerv_evm.model.Segkk421_pilon.2				
OG0020089	Acerv_evm.model.Segkk422_pilon.2				
OG0020090	Acerv_evm.model.Segkk422_pilon.1				
OG0020091	Acerv_evm.model.Segkk423_pilon.5				
OG0020092	Acerv_evm.model.Segkk423_pilon.4				
OG0020093	Acerv_evm.model.Segkk424_pilon.4				
OG0020094	Acerv_evm.model.Segkk424_pilon.6				
OG0020095	Acerv_evm.model.Segkk426_pilon.5				
OG0020096	Acerv_evm.model.Segkk428_pilon.2				
OG0020097	Acerv_evm.model.Segkk428_pilon.3				
OG0020098	Acerv_evm.model.Segkk429_pilon.6				
OG0020099	Acerv_evm.model.Segkk430_pilon.2				
OG0020100	Acerv_evm.model.Segkk431_pilon.2				
OG0020101	Acerv_evm.model.Segkk432_pilon.10				
OG0020102	Acerv_evm.model.Segkk432_pilon.3				
OG0020103	Acerv_evm.model.Segkk432_pilon.2				
OG0020104	Acerv_evm.model.Segkk435_pilon.26				
OG0020105	Acerv_evm.model.Segkk435_pilon.13				
OG0020106	Acerv_evm.model.Segkk435_pilon.17				
OG0020107	Acerv_evm.model.Segkk436_pilon.1				
OG0020108	Acerv_evm.model.Segkk437_pilon.7				
OG0020109	Acerv_evm.model.Segkk438_pilon.12				
OG0020110	Acerv_evm.model.Segkk438_pilon.10				
OG0020111	Acerv_evm.model.Segkk438_pilon.8				
OG0020112	Acerv_evm.model.Segkk438_pilon.2				
OG0020113	Acerv_evm.model.Segkk438_pilon.1				
OG0020114	Acerv_evm.model.Segkk438_pilon.27				
OG0020115	Acerv_evm.model.Segkk439_pilon.2				
OG0020116	Acerv_evm.model.Segkk439_pilon.4				
OG0020117	Acerv_evm.model.Segkk440_pilon.9				
OG0020118	Acerv_evm.model.Segkk440_pilon.2				
OG0020119	Acerv_evm.model.Segkk440_pilon.3				
OG0020120	Acerv_evm.model.Segkk440_pilon.7				
OG0020121	Acerv_evm.model.Segkk440_pilon.4				
OG0020122	Acerv_evm.model.Segkk440_pilon.5				
OG0020123	Acerv_evm.model.Segkk441_pilon.2				
OG0020124	Acerv_evm.model.Segkk441_pilon.18				
OG0020125	Acerv_evm.model.Segkk442_pilon.2				
OG0020126	Acerv_evm.model.Segkk442_pilon.3				
OG0020127	Acerv_evm.model.Segkk442_pilon.14				
OG0020128	Acerv_evm.model.Segkk442_pilon.13				
OG0020129	Acerv_evm.model.Segkk444_pilon.4				
OG0020130	Acerv_evm.model.Segkk444_pilon.1				
OG0020131	Acerv_evm.model.Segkk447_pilon.9				
OG0020132	Acerv_evm.model.Segkk447_pilon.5				
OG0020133	Acerv_evm.model.Segkk447_pilon.7				
OG0020134	Acerv_evm.model.Segkk447_pilon.6				
OG0020135	Acerv_evm.model.Segkk447_pilon.10				
OG0020136	Acerv_evm.model.Segkk447_pilon.12				
OG0020137	Acerv_evm.model.Segkk449_pilon.4				
OG0020138	Acerv_evm.model.Segkk449_pilon.8				
OG0020139	Acerv_evm.model.Segkk450_pilon.5				
OG0020140	Acerv_evm.model.Segkk450_pilon.4				
OG0020141	Acerv_evm.model.Segkk450_pilon.6				
OG0020142	Acerv_evm.model.Segkk451_pilon.4				
OG0020143	Acerv_evm.model.Segkk451_pilon.5				
OG0020144	Acerv_evm.model.Segkk453_pilon.4				
OG0020145	Acerv_evm.model.Segkk453_pilon.10				
OG0020146	Acerv_evm.model.Segkk453_pilon.11				
OG0020147	Acerv_evm.model.Segkk453_pilon.15				
OG0020148	Acerv_evm.model.Segkk454_pilon.2				
OG0020149	Acerv_evm.model.Segkk455_pilon.4				
OG0020150	Acerv_evm.model.Segkk455_pilon.2				
OG0020151	Acerv_evm.model.Segkk455_pilon.3				
OG0020152	Acerv_evm.model.Segkk458_pilon.1				
OG0020153	Acerv_evm.model.Segkk458_pilon.2				
OG0020154	Acerv_evm.model.Segkk463_pilon.5				
OG0020155	Acerv_evm.model.Segkk463_pilon.28				
OG0020156	Acerv_evm.model.Segkk463_pilon.29				
OG0020157	Acerv_evm.model.Segkk463_pilon.26				
OG0020158	Acerv_evm.model.Segkk463_pilon.27				
OG0020159	Acerv_evm.model.Segkk463_pilon.23				
OG0020160	Acerv_evm.model.Segkk463_pilon.20				
OG0020161	Acerv_evm.model.Segkk463_pilon.13				
OG0020162	Acerv_evm.model.Segkk463_pilon.17				
OG0020163	Acerv_evm.model.Segkk463_pilon.14				
OG0020164	Acerv_evm.model.Segkk464_pilon.32				
OG0020165	Acerv_evm.model.Segkk464_pilon.8				
OG0020166	Acerv_evm.model.Segkk464_pilon.5				
OG0020167	Acerv_evm.model.Segkk464_pilon.6				
OG0020168	Acerv_evm.model.Segkk464_pilon.7				
OG0020169	Acerv_evm.model.Segkk464_pilon.1				
OG0020170	Acerv_evm.model.Segkk464_pilon.2				
OG0020171	Acerv_evm.model.Segkk464_pilon.3				
OG0020172	Acerv_evm.model.Segkk464_pilon.21				
OG0020173	Acerv_evm.model.Segkk464_pilon.26				
OG0020174	Acerv_evm.model.Segkk465_pilon.9				
OG0020175	Acerv_evm.model.Segkk465_pilon.4				
OG0020176	Acerv_evm.model.Segkk465_pilon.6				
OG0020177	Acerv_evm.model.Segkk466_pilon.2				
OG0020178	Acerv_evm.model.Segkk466_pilon.3				
OG0020179	Acerv_evm.model.Segkk466_pilon.1				
OG0020180	Acerv_evm.model.Segkk467_pilon.4				
OG0020181	Acerv_evm.model.Segkk469_pilon.86				
OG0020182	Acerv_evm.model.Segkk469_pilon.87				
OG0020183	Acerv_evm.model.Segkk469_pilon.89				
OG0020184	Acerv_evm.model.Segkk469_pilon.51				
OG0020185	Acerv_evm.model.Segkk469_pilon.52				
OG0020186	Acerv_evm.model.Segkk469_pilon.57				
OG0020187	Acerv_evm.model.Segkk469_pilon.36				
OG0020188	Acerv_evm.model.Segkk469_pilon.30				
OG0020189	Acerv_evm.model.Segkk469_pilon.38				
OG0020190	Acerv_evm.model.Segkk469_pilon.69				
OG0020191	Acerv_evm.model.Segkk469_pilon.64				
OG0020192	Acerv_evm.model.Segkk469_pilon.67				
OG0020193	Acerv_evm.model.Segkk469_pilon.37				
OG0020194	Acerv_evm.model.Segkk469_pilon.35				
OG0020195	Acerv_evm.model.Segkk469_pilon.34				
OG0020196	Acerv_evm.model.Segkk469_pilon.31				
OG0020197	Acerv_evm.model.Segkk469_pilon.39				
OG0020198	Acerv_evm.model.Segkk469_pilon.44				
OG0020199	Acerv_evm.model.Segkk469_pilon.42				
OG0020200	Acerv_evm.model.Segkk469_pilon.43				
OG0020201	Acerv_evm.model.Segkk469_pilon.7				
OG0020202	Acerv_evm.model.Segkk469_pilon.19				
OG0020203	Acerv_evm.model.Segkk469_pilon.15				
OG0020204	Acerv_evm.model.Segkk469_pilon.10				
OG0020205	Acerv_evm.model.Segkk469_pilon.96				
OG0020206	Acerv_evm.model.Segkk469_pilon.91				
OG0020207	Acerv_evm.model.Segkk469_pilon.93				
OG0020208	Acerv_evm.model.Segkk469_pilon.25				
OG0020209	Acerv_evm.model.Segkk469_pilon.26				
OG0020210	Acerv_evm.model.Segkk469_pilon.27				
OG0020211	Acerv_evm.model.Segkk469_pilon.21				
OG0020212	Acerv_evm.model.Segkk469_pilon.23				
OG0020213	Acerv_evm.model.Segkk469_pilon.28				
OG0020214	Acerv_evm.model.Segkk469_pilon.29				
OG0020215	Acerv_evm.model.Segkk469_pilon.73				
OG0020216	Acerv_evm.model.Segkk469_pilon.72				
OG0020217	Acerv_evm.model.Segkk469_pilon.71				
OG0020218	Acerv_evm.model.Segkk469_pilon.70				
OG0020219	Acerv_evm.model.Segkk469_pilon.74				
OG0020220	Acerv_evm.model.Segkk470_pilon.28				
OG0020221	Acerv_evm.model.Segkk470_pilon.29				
OG0020222	Acerv_evm.model.Segkk471_pilon.4				
OG0020223	Acerv_evm.model.Segkk471_pilon.8				
OG0020224	Acerv_evm.model.Segkk471_pilon.11				
OG0020225	Acerv_evm.model.Segkk471_pilon.13				
OG0020226	Acerv_evm.model.Segkk472_pilon.1				
OG0020227	Acerv_evm.model.Segkk473_pilon.21				
OG0020228	Acerv_evm.model.Segkk473_pilon.9				
OG0020229	Acerv_evm.model.Segkk473_pilon.6				
OG0020230	Acerv_evm.model.Segkk473_pilon.11				
OG0020231	Acerv_evm.model.Segkk473_pilon.14				
OG0020232	Acerv_evm.model.Segkk474_pilon.2				
OG0020233	Acerv_evm.model.Segkk474_pilon.1				
OG0020234	Acerv_evm.model.Segkk474_pilon.4				
OG0020235	Acerv_evm.model.Segkk476_pilon.9				
OG0020236	Acerv_evm.model.Segkk476_pilon.1				
OG0020237	Acerv_evm.model.Segkk477_pilon.9				
OG0020238	Acerv_evm.model.Segkk477_pilon.5				
OG0020239	Acerv_evm.model.Segkk477_pilon.7				
OG0020240	Acerv_evm.model.Segkk477_pilon.1				
OG0020241	Acerv_evm.model.Segkk477_pilon.2				
OG0020242	Acerv_evm.model.Segkk477_pilon.3				
OG0020243	Acerv_evm.model.Segkk477_pilon.8				
OG0020244	Acerv_evm.model.Segkk477_pilon.6				
OG0020245	Acerv_evm.model.Segkk477_pilon.11				
OG0020246	Acerv_evm.model.Segkk477_pilon.19				
OG0020247	Acerv_evm.model.Segkk478_pilon.10				
OG0020248	Acerv_evm.model.Segkk479_pilon.1				
OG0020249	Acerv_evm.model.Segkk480_pilon.2				
OG0020250	Acerv_evm.model.Segkk481_pilon.1				
OG0020251	Acerv_evm.model.Segkk482_pilon.1				
OG0020252	Acerv_evm.model.Segkk485_pilon.1				
OG0020253	Acerv_evm.model.Segkk488_pilon.4				
OG0020254	Acerv_evm.model.Segkk488_pilon.12				
OG0020255	Acerv_evm.model.Segkk489_pilon.4				
OG0020256	Acerv_evm.model.Segkk489_pilon.3				
OG0020257	Acerv_evm.model.Segkk489_pilon.2				
OG0020258	Acerv_evm.model.Segkk491_pilon.2				
OG0020259	Acerv_evm.model.Segkk492_pilon.1				
OG0020260	Acerv_evm.model.Segkk493_pilon.2				
OG0020261	Acerv_evm.model.Segkk494_pilon.2				
OG0020262	Acerv_evm.model.Segkk494_pilon.5				
OG0020263	Acerv_evm.model.Segkk495_pilon.1				
OG0020264	Acerv_evm.model.Segkk496_pilon.6				
OG0020265	Acerv_evm.model.Segkk497_pilon.1				
OG0020266	Acerv_evm.model.Segkk499_pilon.2				
OG0020267	Acerv_evm.model.Segkk500_pilon.2				
OG0020268	Acerv_evm.model.Segkk505_pilon.1				
OG0020269	Acerv_evm.model.Segkk508_pilon.1				
OG0020270	Acerv_evm.model.Segkk510_pilon.2				
OG0020271	Acerv_evm.model.Segkk513_pilon.5				
OG0020272	Acerv_evm.model.Segkk513_pilon.3				
OG0020273	Acerv_evm.model.Segkk513_pilon.2				
OG0020274	Acerv_evm.model.Segkk513_pilon.4				
OG0020275	Acerv_evm.model.Segkk514_pilon.5				
OG0020276	Acerv_evm.model.Segkk515_pilon.7				
OG0020277	Acerv_evm.model.Segkk515_pilon.10				
OG0020278	Acerv_evm.model.Segkk515_pilon.12				
OG0020279	Acerv_evm.model.Segkk516_pilon.4				
OG0020280	Acerv_evm.model.Segkk522_pilon.3				
OG0020281	Acerv_evm.model.Segkk522_pilon.2				
OG0020282	Acerv_evm.model.Segkk522_pilon.1				
OG0020283	Acerv_evm.model.Segkk524_pilon.25				
OG0020284	Acerv_evm.model.Segkk524_pilon.26				
OG0020285	Acerv_evm.model.Segkk524_pilon.1				
OG0020286	Acerv_evm.model.Segkk524_pilon.73				
OG0020287	Acerv_evm.model.Segkk524_pilon.57				
OG0020288	Acerv_evm.model.Segkk524_pilon.52				
OG0020289	Acerv_evm.model.Segkk524_pilon.60				
OG0020290	Acerv_evm.model.Segkk524_pilon.42				
OG0020291	Acerv_evm.model.Segkk524_pilon.43				
OG0020292	Acerv_evm.model.Segkk524_pilon.44				
OG0020293	Acerv_evm.model.Segkk524_pilon.48				
OG0020294	Acerv_evm.model.Segkk525_pilon.4				
OG0020295	Acerv_evm.model.Segkk525_pilon.1				
OG0020296	Acerv_evm.model.Segkk525_pilon.2				
OG0020297	Acerv_evm.model.Segkk525_pilon.3				
OG0020298	Acerv_evm.model.Segkk526_pilon.1				
OG0020299	Acerv_evm.model.Segkk527_pilon.1				
OG0020300	Acerv_evm.model.Segkk527_pilon.4				
OG0020301	Acerv_evm.model.Segkk527_pilon.8				
OG0020302	Acerv_evm.model.Segkk527_pilon.9				
OG0020303	Acerv_evm.model.Segkk533_pilon.1				
OG0020304	Acerv_evm.model.Segkk536_pilon.3				
OG0020305	Acerv_evm.model.Segkk536_pilon.2				
OG0020306	Acerv_evm.model.Segkk537_pilon.1				
OG0020307	Acerv_evm.model.Segkk537_pilon.3				
OG0020308	Acerv_evm.model.Segkk537_pilon.2				
OG0020309	Acerv_evm.model.Segkk537_pilon.5				
OG0020310	Acerv_evm.model.Segkk537_pilon.4				
OG0020311	Acerv_evm.model.Segkk537_pilon.6				
OG0020312	Acerv_evm.model.Segkk538_pilon.2				
OG0020313	Acerv_evm.model.Segkk538_pilon.3				
OG0020314	Acerv_evm.model.Segkk540_pilon.3				
OG0020315	Acerv_evm.model.Segkk541_pilon.2				
OG0020316	Acerv_evm.model.Segkk541_pilon.4				
OG0020317	Acerv_evm.model.Segkk542_pilon.5				
OG0020318	Acerv_evm.model.Segkk542_pilon.7				
OG0020319	Acerv_evm.model.Segkk542_pilon.6				
OG0020320	Acerv_evm.model.Segkk543_pilon.1				
OG0020321	Acerv_evm.model.Segkk547_pilon.5				
OG0020322	Acerv_evm.model.Segkk547_pilon.6				
OG0020323	Acerv_evm.model.Segkk548_pilon.3				
OG0020324	Acerv_evm.model.Segkk548_pilon.1				
OG0020325	Acerv_evm.model.Segkk548_pilon.7				
OG0020326	Acerv_evm.model.Segkk548_pilon.6				
OG0020327	Acerv_evm.model.Segkk548_pilon.5				
OG0020328	Acerv_evm.model.Segkk548_pilon.4				
OG0020329	Acerv_evm.model.Segkk548_pilon.17				
OG0020330	Acerv_evm.model.Segkk548_pilon.15				
OG0020331	Acerv_evm.model.Segkk548_pilon.18				
OG0020332	Acerv_evm.model.Segkk549_pilon.14				
OG0020333	Acerv_evm.model.Segkk549_pilon.11				
OG0020334	Acerv_evm.model.Segkk552_pilon.21				
OG0020335	Acerv_evm.model.Segkk552_pilon.20				
OG0020336	Acerv_evm.model.Segkk552_pilon.23				
OG0020337	Acerv_evm.model.Segkk552_pilon.18				
OG0020338	Acerv_evm.model.Segkk552_pilon.10				
OG0020339	Acerv_evm.model.Segkk552_pilon.11				
OG0020340	Acerv_evm.model.Segkk552_pilon.4				
OG0020341	Acerv_evm.model.Segkk553_pilon.2				
OG0020342	Acerv_evm.model.Segkk553_pilon.7				
OG0020343	Acerv_evm.model.Segkk553_pilon.4				
OG0020344	Acerv_evm.model.Segkk553_pilon.20				
OG0020345	Acerv_evm.model.Segkk553_pilon.17				
OG0020346	Acerv_evm.model.Segkk553_pilon.16				
OG0020347	Acerv_evm.model.Segkk553_pilon.15				
OG0020348	Acerv_evm.model.Segkk553_pilon.14				
OG0020349	Acerv_evm.model.Segkk553_pilon.13				
OG0020350	Acerv_evm.model.Segkk554_pilon.6				
OG0020351	Acerv_evm.model.Segkk554_pilon.7				
OG0020352	Acerv_evm.model.Segkk555_pilon.43				
OG0020353	Acerv_evm.model.Segkk555_pilon.49				
OG0020354	Acerv_evm.model.Segkk555_pilon.28				
OG0020355	Acerv_evm.model.Segkk555_pilon.26				
OG0020356	Acerv_evm.model.Segkk555_pilon.27				
OG0020357	Acerv_evm.model.Segkk555_pilon.23				
OG0020358	Acerv_evm.model.Segkk557_pilon.1				
OG0020359	Acerv_evm.model.Segkk559_pilon.1				
OG0020360	Acerv_evm.model.Segkk559_pilon.2				
OG0020361	Acerv_evm.model.Segkk564_pilon.5				
OG0020362	Acerv_evm.model.Segkk565_pilon.4				
OG0020363	Acerv_evm.model.Segkk565_pilon.8				
OG0020364	Acerv_evm.model.Segkk565_pilon.10				
OG0020365	Acerv_evm.model.Segkk565_pilon.1				
