Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0000048	Mcavernosa09943-RA	Acerv_evm.model.Segkk3263_pilon.42
OG0000049	Mcavernosa19954-RA, Mcavernosa33237-RA, Mcavernosa28132-RA, Mcavernosa23280-RA	Acerv_evm.model.Segkk3642_pilon.1, Acerv_evm.model.Segkk3451_pilon.11, Acerv_evm.model.Segkk2410_pilon.19, Acerv_evm.model.Segkk2424_pilon.9, Acerv_evm.model.Segkk3408_pilon.22, Acerv_evm.model.Segkk1868_pilon.28, Acerv_evm.model.Segkk2693_pilon.3, Acerv_evm.model.Segkk2794_pilon.5, Acerv_evm.model.Segkk4338_pilon.13, Acerv_evm.model.Segkk126_pilon.13, Acerv_evm.model.Segkk1749_pilon.2, Acerv_evm.model.Segkk1475_pilon.7, Acerv_evm.model.Segkk1451_pilon.33, Acerv_evm.model.Segkk1822_pilon.3, Acerv_evm.model.Segkk4048_pilon.19, Acerv_evm.model.Segkk3864_pilon.13, Acerv_evm.model.Segkk2274_pilon.29, Acerv_evm.model.Segkk2420_pilon.3, Acerv_evm.model.Segkk1392_pilon.4, Acerv_evm.model.Segkk383_pilon.18, Acerv_evm.model.Segkk2978_pilon.30, Acerv_evm.model.Segkk3830_pilon.1, Acerv_evm.model.Segkk3013_pilon.1, Acerv_evm.model.Segkk2274_pilon.30, Acerv_evm.model.Segkk2510_pilon.27, Acerv_evm.model.Segkk4365_pilon.1, Acerv_evm.model.Segkk3642_pilon.2, Acerv_evm.model.Segkk2301_pilon.1, Acerv_evm.model.Segkk2005_pilon.1, Acerv_evm.model.Segkk2567_pilon.5, Acerv_evm.model.Segkk158_pilon.3, Acerv_evm.model.Segkk2152_pilon.3
OG0000051	Mcavernosa09517-RA	Acerv_evm.model.Segkk3376_pilon.14, Acerv_evm.model.Segkk3999_pilon.16, Acerv_evm.model.Segkk2151_pilon.6, Acerv_evm.model.Segkk1151_pilon.27, Acerv_evm.model.Segkk1003_pilon.15
OG0000053	Mcavernosa32765-RA, Mcavernosa23210-RA, Mcavernosa23212-RA	Acerv_evm.model.Segkk2530_pilon.1
OG0000054	Mcavernosa30506-RA	Acerv_evm.model.Segkk609_pilon.7
OG0000054	Mcavernosa02136-RA	Acerv_evm.model.Segkk389_pilon.15, Acerv_evm.model.Segkk2540_pilon.2, Acerv_evm.model.Segkk2112_pilon.1
OG0000054	Mcavernosa14358-RA	Acerv_evm.model.Segkk3454_pilon.45
OG0000054	Mcavernosa04969-RA	Acerv_evm.model.Segkk472_pilon.2, Acerv_evm.model.Segkk3763_pilon.21, Acerv_evm.model.Segkk3134_pilon.20, Acerv_evm.model.Segkk4136_pilon.8, Acerv_evm.model.Segkk56_pilon.5, Acerv_evm.model.Segkk3093_pilon.3, Acerv_evm.model.Segkk971_pilon.61, Acerv_evm.model.Segkk326_pilon.3, Acerv_evm.model.Segkk3741_pilon.16
OG0000055	Mcavernosa34575-RA	Acerv_evm.model.Segkk3834_pilon.1, Acerv_evm.model.Segkk122_pilon.2, Acerv_evm.model.Segkk122_pilon.3, Acerv_evm.model.Segkk2208_pilon.1, Acerv_evm.model.Segkk3834_pilon.2, Acerv_evm.model.Segkk3479_pilon.5, Acerv_evm.model.Segkk3254_pilon.2, Acerv_evm.model.Segkk3834_pilon.3, Acerv_evm.model.Segkk3479_pilon.3, Acerv_evm.model.Segkk2623_pilon.2
OG0000055	Mcavernosa12136-RA	Acerv_evm.model.Segkk2319_pilon.11
OG0000056	Mcavernosa07912-RA	Acerv_evm.model.Segkk1154_pilon.9, Acerv_evm.model.Segkk2808_pilon.8, Acerv_evm.model.Segkk2808_pilon.11, Acerv_evm.model.Segkk2808_pilon.5, Acerv_evm.model.Segkk2808_pilon.1, Acerv_evm.model.Segkk2808_pilon.3, Acerv_evm.model.Segkk3446_pilon.2, Acerv_evm.model.Segkk2808_pilon.13, Acerv_evm.model.Segkk1154_pilon.5
OG0000056	Mcavernosa07913-RA, Mcavernosa07916-RA	Acerv_evm.model.Segkk2594_pilon.28
OG0000057	Mcavernosa20864-RA	Acerv_evm.model.Segkk276_pilon.1, Acerv_evm.model.Segkk584_pilon.6, Acerv_evm.model.Segkk2675_pilon.13, Acerv_evm.model.Segkk1128_pilon.7, Acerv_evm.model.Segkk584_pilon.7, Acerv_evm.model.Segkk164_pilon.1, Acerv_evm.model.Segkk2361_pilon.4, Acerv_evm.model.Segkk55_pilon.1, Acerv_evm.model.Segkk2532_pilon.1
OG0000058	Mcavernosa11660-RA	Acerv_evm.model.Segkk4024_pilon.1, Acerv_evm.model.Segkk2123_pilon.1, Acerv_evm.model.Segkk669_pilon.25, Acerv_evm.model.Segkk3221_pilon.16, Acerv_evm.model.Segkk844_pilon.1, Acerv_evm.model.Segkk1797_pilon.1
OG0000059	Mcavernosa27878-RA, Mcavernosa27866-RA, Mcavernosa15770-RA, Mcavernosa27867-RA, Mcavernosa27868-RA	Acerv_evm.model.Segkk2537_pilon.1
OG0000060	Mcavernosa01859-RA, Mcavernosa10980-RA	Acerv_evm.model.Segkk333_pilon.16, Acerv_evm.model.Segkk333_pilon.14
OG0000060	Mcavernosa16515-RA, Mcavernosa34230-RA, Mcavernosa29410-RA, Mcavernosa25858-RA	Acerv_evm.model.Segkk2229_pilon.7
OG0000061	Mcavernosa27448-RA	Acerv_evm.model.Segkk2356_pilon.7
OG0000063	Mcavernosa14374-RA	Acerv_evm.model.Segkk123_pilon.9, Acerv_evm.model.Segkk2666_pilon.43, Acerv_evm.model.Segkk3609_pilon.4, Acerv_evm.model.Segkk3900_pilon.31, Acerv_evm.model.Segkk3363_pilon.10, Acerv_evm.model.Segkk2722_pilon.26
OG0000064	Mcavernosa20927-RA, Mcavernosa20926-RA, Mcavernosa21729-RA	Acerv_evm.model.Segkk2329_pilon.6
OG0000066	Mcavernosa32307-RA	Acerv_evm.model.Segkk2481_pilon.76, Acerv_evm.model.Segkk766_pilon.2, Acerv_evm.model.Segkk4159_pilon.2
OG0000066	Mcavernosa25799-RA, Mcavernosa25800-RA, Mcavernosa31906-RA, Mcavernosa11912-RA, Mcavernosa19533-RA	Acerv_evm.model.Segkk2117_pilon.4, Acerv_evm.model.Segkk4338_pilon.18
OG0000067	Mcavernosa07904-RA	Acerv_evm.model.Segkk3896_pilon.2, Acerv_evm.model.Segkk94_pilon.9, Acerv_evm.model.Segkk2212_pilon.5, Acerv_evm.model.Segkk1455_pilon.1
OG0000069	Mcavernosa17556-RA, Mcavernosa09501-RA, Mcavernosa17557-RA	Acerv_evm.model.Segkk1489_pilon.5
OG0000070	Mcavernosa08157-RA	Acerv_evm.model.Segkk2386_pilon.21, Acerv_evm.model.Segkk2386_pilon.22, Acerv_evm.model.Segkk2386_pilon.11, Acerv_evm.model.Segkk3009_pilon.1, Acerv_evm.model.Segkk1293_pilon.1
OG0000071	Mcavernosa12461-RA	Acerv_evm.model.Segkk3363_pilon.29, Acerv_evm.model.Segkk3363_pilon.35
OG0000074	Mcavernosa17608-RA	Acerv_evm.model.Segkk2481_pilon.53
OG0000074	Mcavernosa30542-RA, Mcavernosa29093-RA	Acerv_evm.model.Segkk1630_pilon.5, Acerv_evm.model.Segkk1828_pilon.1
OG0000074	Mcavernosa29092-RA, Mcavernosa19091-RA	Acerv_evm.model.Segkk3713_pilon.4
OG0000074	Mcavernosa18234-RA	Acerv_evm.model.Segkk649_pilon.3, Acerv_evm.model.Segkk2611_pilon.5
OG0000074	Mcavernosa02085-RA	Acerv_evm.model.Segkk3432_pilon.5, Acerv_evm.model.Segkk1828_pilon.2
OG0000074	Mcavernosa26923-RA, Mcavernosa09510-RA, Mcavernosa20122-RA, Mcavernosa19092-RA, Mcavernosa30470-RA, Mcavernosa24776-RA, Mcavernosa21258-RA	Acerv_evm.model.Segkk1689_pilon.2
OG0000075	Mcavernosa31903-RA	Acerv_evm.model.Segkk1512_pilon.2, Acerv_evm.model.Segkk1827_pilon.1, Acerv_evm.model.Segkk4081_pilon.7, Acerv_evm.model.Segkk920_pilon.3, Acerv_evm.model.Segkk4212_pilon.4, Acerv_evm.model.Segkk748_pilon.12, Acerv_evm.model.Segkk1051_pilon.1, Acerv_evm.model.Segkk2081_pilon.1
OG0000076	Mcavernosa11352-RA	Acerv_evm.model.Segkk3320_pilon.16
OG0000077	Mcavernosa16149-RA, Mcavernosa32819-RA, Mcavernosa34677-RA, Mcavernosa22487-RA, Mcavernosa15349-RA	Acerv_evm.model.Segkk269_pilon.7, Acerv_evm.model.Segkk269_pilon.8, Acerv_evm.model.Segkk377_pilon.3, Acerv_evm.model.Segkk2267_pilon.6, Acerv_evm.model.Segkk1461_pilon.1, Acerv_evm.model.Segkk2267_pilon.22, Acerv_evm.model.Segkk269_pilon.9, Acerv_evm.model.Segkk4108_pilon.16, Acerv_evm.model.Segkk269_pilon.6
OG0000080	Mcavernosa04235-RA	Acerv_evm.model.Segkk1946_pilon.42
OG0000081	Mcavernosa11573-RA	Acerv_evm.model.Segkk718_pilon.5
OG0000082	Mcavernosa14362-RA	Acerv_evm.model.Segkk3935_pilon.32, Acerv_evm.model.Segkk249_pilon.12
OG0000082	Mcavernosa31272-RA	Acerv_evm.model.Segkk2055_pilon.23, Acerv_evm.model.Segkk2581_pilon.13, Acerv_evm.model.Segkk1282_pilon.8, Acerv_evm.model.Segkk2885_pilon.11, Acerv_evm.model.Segkk2050_pilon.27, Acerv_evm.model.Segkk1302_pilon.6, Acerv_evm.model.Segkk2881_pilon.15, Acerv_evm.model.Segkk3051_pilon.2, Acerv_evm.model.Segkk2050_pilon.26, Acerv_evm.model.Segkk1068_pilon.7, Acerv_evm.model.Segkk1302_pilon.7, Acerv_evm.model.Segkk2335_pilon.6, Acerv_evm.model.Segkk1282_pilon.9, Acerv_evm.model.Segkk2715_pilon.18, Acerv_evm.model.Segkk2055_pilon.22, Acerv_evm.model.Segkk3222_pilon.10
OG0000083	Mcavernosa08890-RA	Acerv_evm.model.Segkk344_pilon.1
OG0000084	Mcavernosa24871-RA	Acerv_evm.model.Segkk4217_pilon.9, Acerv_evm.model.Segkk647_pilon.4, Acerv_evm.model.Segkk617_pilon.2
OG0000084	Mcavernosa04967-RA	Acerv_evm.model.Segkk2752_pilon.48, Acerv_evm.model.Segkk4364_pilon.28
OG0000084	Mcavernosa08142-RA, Mcavernosa21542-RA, Mcavernosa29104-RA	Acerv_evm.model.Segkk2886_pilon.2
OG0000086	Mcavernosa29534-RA	Acerv_evm.model.Segkk2752_pilon.17, Acerv_evm.model.Segkk1400_pilon.8, Acerv_evm.model.Segkk1389_pilon.5, Acerv_evm.model.Segkk473_pilon.16, Acerv_evm.model.Segkk1389_pilon.4, Acerv_evm.model.Segkk473_pilon.15, Acerv_evm.model.Segkk1290_pilon.27, Acerv_evm.model.Segkk20_pilon.17, Acerv_evm.model.Segkk2111_pilon.2
OG0000087	Mcavernosa23663-RA	Acerv_evm.model.Segkk255_pilon.1
OG0000087	Mcavernosa03198-RA	Acerv_evm.model.Segkk2152_pilon.2
OG0000087	Mcavernosa00408-RA	Acerv_evm.model.Segkk3213_pilon.17, Acerv_evm.model.Segkk3061_pilon.7, Acerv_evm.model.Segkk360_pilon.9, Acerv_evm.model.Segkk943_pilon.9, Acerv_evm.model.Segkk3773_pilon.7
OG0000087	Mcavernosa21457-RA, Mcavernosa31374-RA	Acerv_evm.model.Segkk2504_pilon.2
OG0000087	Mcavernosa05769-RA, Mcavernosa25668-RA, Mcavernosa18963-RA, Mcavernosa11849-RA	Acerv_evm.model.Segkk4028_pilon.34, Acerv_evm.model.Segkk3233_pilon.13
OG0000088	Mcavernosa11682-RA	Acerv_evm.model.Segkk3551_pilon.1
OG0000089	Mcavernosa30315-RA	Acerv_evm.model.Segkk3730_pilon.19
OG0000093	Mcavernosa08536-RA, Mcavernosa34471-RA, Mcavernosa09533-RA, Mcavernosa27476-RA	Acerv_evm.model.Segkk767_pilon.3
OG0000094	Mcavernosa29661-RA	Acerv_evm.model.Segkk2634_pilon.21
OG0000095	Mcavernosa34922-RA, Mcavernosa29646-RA, Mcavernosa00664-RA, Mcavernosa15010-RA, Mcavernosa15008-RA, Mcavernosa23096-RA	Acerv_evm.model.Segkk4267_pilon.11, Acerv_evm.model.Segkk3957_pilon.16, Acerv_evm.model.Segkk4267_pilon.13, Acerv_evm.model.Segkk3056_pilon.4, Acerv_evm.model.Segkk3056_pilon.1, Acerv_evm.model.Segkk2763_pilon.4
OG0000096	Mcavernosa32100-RA	Acerv_evm.model.Segkk4323_pilon.3
OG0000096	Mcavernosa33283-RA	Acerv_evm.model.Segkk1312_pilon.1
OG0000096	Mcavernosa00300-RA	Acerv_evm.model.Segkk993_pilon.71, Acerv_evm.model.Segkk2510_pilon.5
OG0000097	Mcavernosa22353-RA	Acerv_evm.model.Segkk1608_pilon.2, Acerv_evm.model.Segkk1122_pilon.7, Acerv_evm.model.Segkk1608_pilon.7, Acerv_evm.model.Segkk4_pilon.10
OG0000097	Mcavernosa24247-RA, Mcavernosa27974-RA	Acerv_evm.model.Segkk3626_pilon.1, Acerv_evm.model.Segkk1571_pilon.16, Acerv_evm.model.Segkk374_pilon.7, Acerv_evm.model.Segkk4338_pilon.31, Acerv_evm.model.Segkk2881_pilon.17, Acerv_evm.model.Segkk3989_pilon.5, Acerv_evm.model.Segkk3857_pilon.46, Acerv_evm.model.Segkk873_pilon.9, Acerv_evm.model.Segkk943_pilon.12, Acerv_evm.model.Segkk1835_pilon.16
OG0000098	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA	Acerv_evm.model.Segkk283_pilon.1
OG0000098	Mcavernosa03262-RA, Mcavernosa03267-RA, Mcavernosa23945-RA, Mcavernosa03264-RA	Acerv_evm.model.Segkk3048_pilon.9, Acerv_evm.model.Segkk3048_pilon.6, Acerv_evm.model.Segkk3048_pilon.4, Acerv_evm.model.Segkk3048_pilon.5, Acerv_evm.model.Segkk3048_pilon.3
OG0000099	Mcavernosa33915-RA, Mcavernosa27723-RA, Mcavernosa33916-RA	Acerv_evm.model.Segkk3020_pilon.1, Acerv_evm.model.Segkk329_pilon.2, Acerv_evm.model.Segkk3417_pilon.7, Acerv_evm.model.Segkk3020_pilon.3, Acerv_evm.model.Segkk3020_pilon.2, Acerv_evm.model.Segkk329_pilon.1, Acerv_evm.model.Segkk3417_pilon.6
OG0000100	Mcavernosa02733-RA	Acerv_evm.model.Segkk643_pilon.3, Acerv_evm.model.Segkk643_pilon.4, Acerv_evm.model.Segkk440_pilon.8, Acerv_evm.model.Segkk3042_pilon.6, Acerv_evm.model.Segkk2530_pilon.2
OG0000100	Mcavernosa29219-RA	Acerv_evm.model.Segkk2210_pilon.1, Acerv_evm.model.Segkk3173_pilon.2, Acerv_evm.model.Segkk3173_pilon.3
OG0000103	Mcavernosa19918-RA, Mcavernosa19923-RA, Mcavernosa11021-RA, Mcavernosa34527-RA, Mcavernosa33308-RA, Mcavernosa34525-RA, Mcavernosa27084-RA	Acerv_evm.model.Segkk4002_pilon.4, Acerv_evm.model.Segkk1199_pilon.1, Acerv_evm.model.Segkk4002_pilon.1
OG0000104	Mcavernosa14898-RA	Acerv_evm.model.Segkk93_pilon.7
OG0000104	Mcavernosa10842-RA, Mcavernosa14897-RA	Acerv_evm.model.Segkk2921_pilon.3
OG0000109	Mcavernosa07350-RA	Acerv_evm.model.Segkk2355_pilon.16, Acerv_evm.model.Segkk4067_pilon.2, Acerv_evm.model.Segkk4109_pilon.8, Acerv_evm.model.Segkk842_pilon.33
OG0000109	Mcavernosa34101-RA	Acerv_evm.model.Segkk842_pilon.32
OG0000109	Mcavernosa32911-RA, Mcavernosa26966-RA, Mcavernosa22265-RA, Mcavernosa00569-RA, Mcavernosa29056-RA	Acerv_evm.model.Segkk1003_pilon.60
OG0000109	Mcavernosa32969-RA	Acerv_evm.model.Segkk1513_pilon.17
OG0000111	Mcavernosa17903-RA, Mcavernosa17906-RA, Mcavernosa17907-RA	Acerv_evm.model.Segkk3006_pilon.6, Acerv_evm.model.Segkk406_pilon.2, Acerv_evm.model.Segkk1260_pilon.1, Acerv_evm.model.Segkk643_pilon.7, Acerv_evm.model.Segkk2738_pilon.1, Acerv_evm.model.Segkk3885_pilon.2, Acerv_evm.model.Segkk1742_pilon.2, Acerv_evm.model.Segkk1616_pilon.11, Acerv_evm.model.Segkk2149_pilon.3, Acerv_evm.model.Segkk1614_pilon.1, Acerv_evm.model.Segkk1616_pilon.10, Acerv_evm.model.Segkk542_pilon.1, Acerv_evm.model.Segkk1567_pilon.7, Acerv_evm.model.Segkk671_pilon.21, Acerv_evm.model.Segkk2846_pilon.9, Acerv_evm.model.Segkk1147_pilon.2, Acerv_evm.model.Segkk2551_pilon.3, Acerv_evm.model.Segkk4309_pilon.27, Acerv_evm.model.Segkk1421_pilon.10, Acerv_evm.model.Segkk2346_pilon.1, Acerv_evm.model.Segkk1986_pilon.1, Acerv_evm.model.Segkk1370_pilon.2, Acerv_evm.model.Segkk2045_pilon.1, Acerv_evm.model.Segkk3417_pilon.17, Acerv_evm.model.Segkk46_pilon.2
OG0000112	Mcavernosa30463-RA	Acerv_evm.model.Segkk2062_pilon.7, Acerv_evm.model.Segkk3572_pilon.15, Acerv_evm.model.Segkk353_pilon.8, Acerv_evm.model.Segkk2353_pilon.17, Acerv_evm.model.Segkk469_pilon.1, Acerv_evm.model.Segkk1280_pilon.2, Acerv_evm.model.Segkk3572_pilon.16
OG0000112	Mcavernosa28640-RA	Acerv_evm.model.Segkk581_pilon.19
OG0000113	Mcavernosa23998-RA	Acerv_evm.model.Segkk2908_pilon.2, Acerv_evm.model.Segkk3238_pilon.19, Acerv_evm.model.Segkk553_pilon.19
OG0000113	Mcavernosa04729-RA, Mcavernosa34219-RA, Mcavernosa34082-RA, Mcavernosa32872-RA, Mcavernosa34925-RA, Mcavernosa30310-RA	Acerv_evm.model.Segkk1517_pilon.4, Acerv_evm.model.Segkk2059_pilon.2, Acerv_evm.model.Segkk476_pilon.11, Acerv_evm.model.Segkk4347_pilon.3, Acerv_evm.model.Segkk1289_pilon.3, Acerv_evm.model.Segkk4126_pilon.14, Acerv_evm.model.Segkk2662_pilon.5, Acerv_evm.model.Segkk1222_pilon.30
OG0000114	Mcavernosa18242-RA	Acerv_evm.model.Segkk1960_pilon.11, Acerv_evm.model.Segkk1960_pilon.12, Acerv_evm.model.Segkk1281_pilon.10, Acerv_evm.model.Segkk2117_pilon.8
OG0000114	Mcavernosa11164-RA, Mcavernosa24343-RA	Acerv_evm.model.Segkk3859_pilon.1, Acerv_evm.model.Segkk3179_pilon.7, Acerv_evm.model.Segkk2778_pilon.1, Acerv_evm.model.Segkk2122_pilon.11, Acerv_evm.model.Segkk2808_pilon.7, Acerv_evm.model.Segkk4052_pilon.6, Acerv_evm.model.Segkk1158_pilon.13, Acerv_evm.model.Segkk3995_pilon.9, Acerv_evm.model.Segkk1226_pilon.3, Acerv_evm.model.Segkk3672_pilon.22, Acerv_evm.model.Segkk3097_pilon.4, Acerv_evm.model.Segkk2162_pilon.10, Acerv_evm.model.Segkk301_pilon.22, Acerv_evm.model.Segkk3485_pilon.18, Acerv_evm.model.Segkk910_pilon.6
OG0000114	Mcavernosa04081-RA	Acerv_evm.model.Segkk2782_pilon.36
OG0000114	Mcavernosa32924-RA	Acerv_evm.model.Segkk3857_pilon.33, Acerv_evm.model.Segkk1068_pilon.11, Acerv_evm.model.Segkk1963_pilon.2, Acerv_evm.model.Segkk2111_pilon.18, Acerv_evm.model.Segkk2062_pilon.2, Acerv_evm.model.Segkk1053_pilon.7
OG0000115	Mcavernosa05994-RA	Acerv_evm.model.Segkk1288_pilon.25, Acerv_evm.model.Segkk2354_pilon.15, Acerv_evm.model.Segkk928_pilon.2
OG0000115	Mcavernosa05995-RA	Acerv_evm.model.Segkk962_pilon.1, Acerv_evm.model.Segkk4209_pilon.1
OG0000115	Mcavernosa22464-RA	Acerv_evm.model.Segkk943_pilon.3
OG0000115	Mcavernosa22457-RA	Acerv_evm.model.Segkk581_pilon.37, Acerv_evm.model.Segkk2596_pilon.27, Acerv_evm.model.Segkk2322_pilon.2, Acerv_evm.model.Segkk2754_pilon.13
OG0000115	Mcavernosa01436-RA, Mcavernosa22949-RA	Acerv_evm.model.Segkk563_pilon.1
OG0000116	Mcavernosa08315-RA, Mcavernosa34884-RA, Mcavernosa08094-RA, Mcavernosa09443-RA, Mcavernosa33768-RA, Mcavernosa31028-RA, Mcavernosa22527-RA, Mcavernosa22526-RA, Mcavernosa11332-RA	Acerv_evm.model.Segkk2432_pilon.11
OG0000118	Mcavernosa05771-RA, Mcavernosa30591-RA	Acerv_evm.model.Segkk1288_pilon.56, Acerv_evm.model.Segkk1858_pilon.8, Acerv_evm.model.Segkk2343_pilon.8, Acerv_evm.model.Segkk1451_pilon.56
OG0000118	Mcavernosa35043-RA, Mcavernosa32315-RA	Acerv_evm.model.Segkk575_pilon.3
OG0000118	Mcavernosa32314-RA, Mcavernosa33208-RA	Acerv_evm.model.Segkk1732_pilon.35
OG0000118	Mcavernosa23472-RA	Acerv_evm.model.Segkk1887_pilon.38, Acerv_evm.model.Segkk463_pilon.18
OG0000118	Mcavernosa35039-RA	Acerv_evm.model.Segkk2557_pilon.2
OG0000119	Mcavernosa27333-RA, Mcavernosa21846-RA	Acerv_evm.model.Segkk2510_pilon.23
OG0000119	Mcavernosa27334-RA	Acerv_evm.model.Segkk3378_pilon.3, Acerv_evm.model.Segkk1158_pilon.49, Acerv_evm.model.Segkk1821_pilon.29, Acerv_evm.model.Segkk971_pilon.72, Acerv_evm.model.Segkk3611_pilon.2, Acerv_evm.model.Segkk3609_pilon.3, Acerv_evm.model.Segkk2481_pilon.48, Acerv_evm.model.Segkk1573_pilon.5
OG0000119	Mcavernosa14635-RA, Mcavernosa35067-RA, Mcavernosa35066-RA, Mcavernosa27335-RA, Mcavernosa33983-RA, Mcavernosa33752-RA, Mcavernosa30962-RA, Mcavernosa14470-RA, Mcavernosa19077-RA, Mcavernosa11134-RA	Acerv_evm.model.Segkk2020_pilon.4
OG0000119	Mcavernosa09979-RA	Acerv_evm.model.Segkk1288_pilon.37
OG0000119	Mcavernosa20415-RA, Mcavernosa20621-RA	Acerv_evm.model.Segkk3454_pilon.37
OG0000121	Mcavernosa16074-RA	Acerv_evm.model.Segkk962_pilon.21
OG0000121	Mcavernosa28439-RA	Acerv_evm.model.Segkk296_pilon.10, Acerv_evm.model.Segkk2510_pilon.4, Acerv_evm.model.Segkk2262_pilon.13
OG0000121	Mcavernosa01703-RA, Mcavernosa21418-RA	Acerv_evm.model.Segkk4345_pilon.3, Acerv_evm.model.Segkk3171_pilon.1, Acerv_evm.model.Segkk2612_pilon.8, Acerv_evm.model.Segkk2759_pilon.17, Acerv_evm.model.Segkk2752_pilon.20
OG0000122	Mcavernosa19226-RA	Acerv_evm.model.Segkk1150_pilon.1, Acerv_evm.model.Segkk3935_pilon.24
OG0000122	Mcavernosa08390-RA	Acerv_evm.model.Segkk2510_pilon.33
OG0000122	Mcavernosa23864-RA	Acerv_evm.model.Segkk1281_pilon.33
OG0000122	Mcavernosa05764-RA	Acerv_evm.model.Segkk2274_pilon.15, Acerv_evm.model.Segkk346_pilon.1, Acerv_evm.model.Segkk3432_pilon.8, Acerv_evm.model.Segkk3084_pilon.22
OG0000123	Mcavernosa16634-RA	Acerv_evm.model.Segkk664_pilon.14, Acerv_evm.model.Segkk664_pilon.13
OG0000124	Mcavernosa10442-RA, Mcavernosa32612-RA, Mcavernosa33023-RA	Acerv_evm.model.Segkk3431_pilon.13
OG0000124	Mcavernosa34109-RA, Mcavernosa05650-RA, Mcavernosa33785-RA, Mcavernosa10443-RA	Acerv_evm.model.Segkk3857_pilon.30, Acerv_evm.model.Segkk2111_pilon.21
OG0000124	Mcavernosa22177-RA, Mcavernosa28973-RA, Mcavernosa22182-RA	Acerv_evm.model.Segkk1871_pilon.3, Acerv_evm.model.Segkk464_pilon.12, Acerv_evm.model.Segkk3262_pilon.3, Acerv_evm.model.Segkk2596_pilon.47
OG0000124	Mcavernosa23251-RA	Acerv_evm.model.Segkk2195_pilon.36, Acerv_evm.model.Segkk3145_pilon.8, Acerv_evm.model.Segkk2195_pilon.21
OG0000125	Mcavernosa06234-RA	Acerv_evm.model.Segkk1909_pilon.12
OG0000125	Mcavernosa33615-RA	Acerv_evm.model.Segkk934_pilon.19, Acerv_evm.model.Segkk4218_pilon.11, Acerv_evm.model.Segkk3778_pilon.2
OG0000125	Mcavernosa10989-RA, Mcavernosa30593-RA	Acerv_evm.model.Segkk1909_pilon.11
OG0000127	Mcavernosa26601-RA, Mcavernosa27775-RA	Acerv_evm.model.Segkk2072_pilon.19
OG0000127	Mcavernosa26149-RA, Mcavernosa33077-RA	Acerv_evm.model.Segkk2117_pilon.15, Acerv_evm.model.Segkk2666_pilon.37
OG0000128	Mcavernosa23370-RA, Mcavernosa23371-RA, Mcavernosa23369-RA	Acerv_evm.model.Segkk96_pilon.10, Acerv_evm.model.Segkk96_pilon.9, Acerv_evm.model.Segkk96_pilon.11
OG0000129	Mcavernosa16235-RA, Mcavernosa16237-RA, Mcavernosa16240-RA, Mcavernosa31508-RA, Mcavernosa16239-RA, Mcavernosa31509-RA	Acerv_evm.model.Segkk463_pilon.30, Acerv_evm.model.Segkk130_pilon.1, Acerv_evm.model.Segkk463_pilon.16, Acerv_evm.model.Segkk1432_pilon.6, Acerv_evm.model.Segkk1432_pilon.7, Acerv_evm.model.Segkk2059_pilon.5, Acerv_evm.model.Segkk1578_pilon.1, Acerv_evm.model.Segkk1432_pilon.8
OG0000130	Mcavernosa20101-RA	Acerv_evm.model.Segkk2634_pilon.20, Acerv_evm.model.Segkk2634_pilon.14
OG0000130	Mcavernosa23994-RA	Acerv_evm.model.Segkk3648_pilon.3, Acerv_evm.model.Segkk3648_pilon.2
OG0000130	Mcavernosa10157-RA	Acerv_evm.model.Segkk2632_pilon.18, Acerv_evm.model.Segkk2632_pilon.17, Acerv_evm.model.Segkk2632_pilon.15
OG0000130	Mcavernosa04570-RA	Acerv_evm.model.Segkk253_pilon.10
OG0000131	Mcavernosa25694-RA	Acerv_evm.model.Segkk3043_pilon.3, Acerv_evm.model.Segkk3043_pilon.1, Acerv_evm.model.Segkk3081_pilon.1
OG0000131	Mcavernosa26260-RA	Acerv_evm.model.Segkk1653_pilon.7, Acerv_evm.model.Segkk4125_pilon.3, Acerv_evm.model.Segkk657_pilon.1
OG0000131	Mcavernosa25681-RA, Mcavernosa34440-RA	Acerv_evm.model.Segkk1514_pilon.5, Acerv_evm.model.Segkk3159_pilon.1, Acerv_evm.model.Segkk3140_pilon.5, Acerv_evm.model.Segkk565_pilon.11, Acerv_evm.model.Segkk2116_pilon.43
OG0000133	Mcavernosa02989-RA, Mcavernosa03559-RA, Mcavernosa32504-RA, Mcavernosa02988-RA, Mcavernosa02987-RA, Mcavernosa32501-RA, Mcavernosa11967-RA, Mcavernosa02447-RA	Acerv_evm.model.Segkk3779_pilon.3
OG0000135	Mcavernosa29559-RA, Mcavernosa30686-RA, Mcavernosa22332-RA, Mcavernosa33856-RA, Mcavernosa33430-RA	Acerv_evm.model.Segkk527_pilon.3
OG0000135	Mcavernosa24058-RA	Acerv_evm.model.Segkk3503_pilon.2, Acerv_evm.model.Segkk3503_pilon.1
OG0000136	Mcavernosa14627-RA	Acerv_evm.model.Segkk842_pilon.40
OG0000136	Mcavernosa02331-RA, Mcavernosa30422-RA, Mcavernosa33386-RA, Mcavernosa27209-RA, Mcavernosa06945-RA, Mcavernosa11532-RA	Acerv_evm.model.Segkk842_pilon.39
