Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0000048	Acerv_evm.model.Segkk3263_pilon.42	Mcavernosa09943-RA
OG0000049	Acerv_evm.model.Segkk3642_pilon.1, Acerv_evm.model.Segkk3451_pilon.11, Acerv_evm.model.Segkk2410_pilon.19, Acerv_evm.model.Segkk2424_pilon.9, Acerv_evm.model.Segkk3408_pilon.22, Acerv_evm.model.Segkk1868_pilon.28, Acerv_evm.model.Segkk2693_pilon.3, Acerv_evm.model.Segkk2794_pilon.5, Acerv_evm.model.Segkk4338_pilon.13, Acerv_evm.model.Segkk126_pilon.13, Acerv_evm.model.Segkk1749_pilon.2, Acerv_evm.model.Segkk1475_pilon.7, Acerv_evm.model.Segkk1451_pilon.33, Acerv_evm.model.Segkk1822_pilon.3, Acerv_evm.model.Segkk4048_pilon.19, Acerv_evm.model.Segkk3864_pilon.13, Acerv_evm.model.Segkk2274_pilon.29, Acerv_evm.model.Segkk2420_pilon.3, Acerv_evm.model.Segkk1392_pilon.4, Acerv_evm.model.Segkk383_pilon.18, Acerv_evm.model.Segkk2978_pilon.30, Acerv_evm.model.Segkk3830_pilon.1, Acerv_evm.model.Segkk3013_pilon.1, Acerv_evm.model.Segkk2274_pilon.30, Acerv_evm.model.Segkk2510_pilon.27, Acerv_evm.model.Segkk4365_pilon.1, Acerv_evm.model.Segkk3642_pilon.2, Acerv_evm.model.Segkk2301_pilon.1, Acerv_evm.model.Segkk2005_pilon.1, Acerv_evm.model.Segkk2567_pilon.5, Acerv_evm.model.Segkk158_pilon.3, Acerv_evm.model.Segkk2152_pilon.3	Mcavernosa19954-RA, Mcavernosa33237-RA, Mcavernosa28132-RA, Mcavernosa23280-RA
OG0000051	Acerv_evm.model.Segkk3376_pilon.14, Acerv_evm.model.Segkk3999_pilon.16, Acerv_evm.model.Segkk2151_pilon.6, Acerv_evm.model.Segkk1151_pilon.27, Acerv_evm.model.Segkk1003_pilon.15	Mcavernosa09517-RA
OG0000053	Acerv_evm.model.Segkk2530_pilon.1	Mcavernosa32765-RA, Mcavernosa23210-RA, Mcavernosa23212-RA
OG0000054	Acerv_evm.model.Segkk609_pilon.7	Mcavernosa30506-RA
OG0000054	Acerv_evm.model.Segkk389_pilon.15, Acerv_evm.model.Segkk2540_pilon.2, Acerv_evm.model.Segkk2112_pilon.1	Mcavernosa02136-RA
OG0000054	Acerv_evm.model.Segkk3454_pilon.45	Mcavernosa14358-RA
OG0000054	Acerv_evm.model.Segkk472_pilon.2, Acerv_evm.model.Segkk3763_pilon.21, Acerv_evm.model.Segkk3134_pilon.20, Acerv_evm.model.Segkk4136_pilon.8, Acerv_evm.model.Segkk56_pilon.5, Acerv_evm.model.Segkk3093_pilon.3, Acerv_evm.model.Segkk971_pilon.61, Acerv_evm.model.Segkk326_pilon.3, Acerv_evm.model.Segkk3741_pilon.16	Mcavernosa04969-RA
OG0000055	Acerv_evm.model.Segkk3834_pilon.1, Acerv_evm.model.Segkk122_pilon.2, Acerv_evm.model.Segkk122_pilon.3, Acerv_evm.model.Segkk2208_pilon.1, Acerv_evm.model.Segkk3834_pilon.2, Acerv_evm.model.Segkk3479_pilon.5, Acerv_evm.model.Segkk3254_pilon.2, Acerv_evm.model.Segkk3834_pilon.3, Acerv_evm.model.Segkk3479_pilon.3, Acerv_evm.model.Segkk2623_pilon.2	Mcavernosa34575-RA
OG0000055	Acerv_evm.model.Segkk2319_pilon.11	Mcavernosa12136-RA
OG0000056	Acerv_evm.model.Segkk1154_pilon.9, Acerv_evm.model.Segkk2808_pilon.8, Acerv_evm.model.Segkk2808_pilon.11, Acerv_evm.model.Segkk2808_pilon.5, Acerv_evm.model.Segkk2808_pilon.1, Acerv_evm.model.Segkk2808_pilon.3, Acerv_evm.model.Segkk3446_pilon.2, Acerv_evm.model.Segkk2808_pilon.13, Acerv_evm.model.Segkk1154_pilon.5	Mcavernosa07912-RA
OG0000056	Acerv_evm.model.Segkk2594_pilon.28	Mcavernosa07913-RA, Mcavernosa07916-RA
OG0000057	Acerv_evm.model.Segkk276_pilon.1, Acerv_evm.model.Segkk584_pilon.6, Acerv_evm.model.Segkk2675_pilon.13, Acerv_evm.model.Segkk1128_pilon.7, Acerv_evm.model.Segkk584_pilon.7, Acerv_evm.model.Segkk164_pilon.1, Acerv_evm.model.Segkk2361_pilon.4, Acerv_evm.model.Segkk55_pilon.1, Acerv_evm.model.Segkk2532_pilon.1	Mcavernosa20864-RA
OG0000058	Acerv_evm.model.Segkk4024_pilon.1, Acerv_evm.model.Segkk2123_pilon.1, Acerv_evm.model.Segkk669_pilon.25, Acerv_evm.model.Segkk3221_pilon.16, Acerv_evm.model.Segkk844_pilon.1, Acerv_evm.model.Segkk1797_pilon.1	Mcavernosa11660-RA
OG0000059	Acerv_evm.model.Segkk2537_pilon.1	Mcavernosa27878-RA, Mcavernosa27866-RA, Mcavernosa15770-RA, Mcavernosa27867-RA, Mcavernosa27868-RA
OG0000060	Acerv_evm.model.Segkk333_pilon.16, Acerv_evm.model.Segkk333_pilon.14	Mcavernosa01859-RA, Mcavernosa10980-RA
OG0000060	Acerv_evm.model.Segkk2229_pilon.7	Mcavernosa16515-RA, Mcavernosa34230-RA, Mcavernosa29410-RA, Mcavernosa25858-RA
OG0000061	Acerv_evm.model.Segkk2356_pilon.7	Mcavernosa27448-RA
OG0000063	Acerv_evm.model.Segkk123_pilon.9, Acerv_evm.model.Segkk2666_pilon.43, Acerv_evm.model.Segkk3609_pilon.4, Acerv_evm.model.Segkk3900_pilon.31, Acerv_evm.model.Segkk3363_pilon.10, Acerv_evm.model.Segkk2722_pilon.26	Mcavernosa14374-RA
OG0000064	Acerv_evm.model.Segkk2329_pilon.6	Mcavernosa20927-RA, Mcavernosa20926-RA, Mcavernosa21729-RA
OG0000066	Acerv_evm.model.Segkk2481_pilon.76, Acerv_evm.model.Segkk766_pilon.2, Acerv_evm.model.Segkk4159_pilon.2	Mcavernosa32307-RA
OG0000066	Acerv_evm.model.Segkk2117_pilon.4, Acerv_evm.model.Segkk4338_pilon.18	Mcavernosa25799-RA, Mcavernosa25800-RA, Mcavernosa31906-RA, Mcavernosa11912-RA, Mcavernosa19533-RA
OG0000067	Acerv_evm.model.Segkk3896_pilon.2, Acerv_evm.model.Segkk94_pilon.9, Acerv_evm.model.Segkk2212_pilon.5, Acerv_evm.model.Segkk1455_pilon.1	Mcavernosa07904-RA
OG0000069	Acerv_evm.model.Segkk1489_pilon.5	Mcavernosa17556-RA, Mcavernosa09501-RA, Mcavernosa17557-RA
OG0000070	Acerv_evm.model.Segkk2386_pilon.21, Acerv_evm.model.Segkk2386_pilon.22, Acerv_evm.model.Segkk2386_pilon.11, Acerv_evm.model.Segkk3009_pilon.1, Acerv_evm.model.Segkk1293_pilon.1	Mcavernosa08157-RA
OG0000071	Acerv_evm.model.Segkk3363_pilon.29, Acerv_evm.model.Segkk3363_pilon.35	Mcavernosa12461-RA
OG0000074	Acerv_evm.model.Segkk2481_pilon.53	Mcavernosa17608-RA
OG0000074	Acerv_evm.model.Segkk1630_pilon.5, Acerv_evm.model.Segkk1828_pilon.1	Mcavernosa30542-RA, Mcavernosa29093-RA
OG0000074	Acerv_evm.model.Segkk3713_pilon.4	Mcavernosa29092-RA, Mcavernosa19091-RA
OG0000074	Acerv_evm.model.Segkk649_pilon.3, Acerv_evm.model.Segkk2611_pilon.5	Mcavernosa18234-RA
OG0000074	Acerv_evm.model.Segkk3432_pilon.5, Acerv_evm.model.Segkk1828_pilon.2	Mcavernosa02085-RA
OG0000074	Acerv_evm.model.Segkk1689_pilon.2	Mcavernosa26923-RA, Mcavernosa09510-RA, Mcavernosa20122-RA, Mcavernosa19092-RA, Mcavernosa30470-RA, Mcavernosa24776-RA, Mcavernosa21258-RA
OG0000075	Acerv_evm.model.Segkk1512_pilon.2, Acerv_evm.model.Segkk1827_pilon.1, Acerv_evm.model.Segkk4081_pilon.7, Acerv_evm.model.Segkk920_pilon.3, Acerv_evm.model.Segkk4212_pilon.4, Acerv_evm.model.Segkk748_pilon.12, Acerv_evm.model.Segkk1051_pilon.1, Acerv_evm.model.Segkk2081_pilon.1	Mcavernosa31903-RA
OG0000076	Acerv_evm.model.Segkk3320_pilon.16	Mcavernosa11352-RA
OG0000077	Acerv_evm.model.Segkk269_pilon.7, Acerv_evm.model.Segkk269_pilon.8, Acerv_evm.model.Segkk377_pilon.3, Acerv_evm.model.Segkk2267_pilon.6, Acerv_evm.model.Segkk1461_pilon.1, Acerv_evm.model.Segkk2267_pilon.22, Acerv_evm.model.Segkk269_pilon.9, Acerv_evm.model.Segkk4108_pilon.16, Acerv_evm.model.Segkk269_pilon.6	Mcavernosa16149-RA, Mcavernosa32819-RA, Mcavernosa34677-RA, Mcavernosa22487-RA, Mcavernosa15349-RA
OG0000080	Acerv_evm.model.Segkk1946_pilon.42	Mcavernosa04235-RA
OG0000081	Acerv_evm.model.Segkk718_pilon.5	Mcavernosa11573-RA
OG0000082	Acerv_evm.model.Segkk3935_pilon.32, Acerv_evm.model.Segkk249_pilon.12	Mcavernosa14362-RA
OG0000082	Acerv_evm.model.Segkk2055_pilon.23, Acerv_evm.model.Segkk2581_pilon.13, Acerv_evm.model.Segkk1282_pilon.8, Acerv_evm.model.Segkk2885_pilon.11, Acerv_evm.model.Segkk2050_pilon.27, Acerv_evm.model.Segkk1302_pilon.6, Acerv_evm.model.Segkk2881_pilon.15, Acerv_evm.model.Segkk3051_pilon.2, Acerv_evm.model.Segkk2050_pilon.26, Acerv_evm.model.Segkk1068_pilon.7, Acerv_evm.model.Segkk1302_pilon.7, Acerv_evm.model.Segkk2335_pilon.6, Acerv_evm.model.Segkk1282_pilon.9, Acerv_evm.model.Segkk2715_pilon.18, Acerv_evm.model.Segkk2055_pilon.22, Acerv_evm.model.Segkk3222_pilon.10	Mcavernosa31272-RA
OG0000083	Acerv_evm.model.Segkk344_pilon.1	Mcavernosa08890-RA
OG0000084	Acerv_evm.model.Segkk4217_pilon.9, Acerv_evm.model.Segkk647_pilon.4, Acerv_evm.model.Segkk617_pilon.2	Mcavernosa24871-RA
OG0000084	Acerv_evm.model.Segkk2752_pilon.48, Acerv_evm.model.Segkk4364_pilon.28	Mcavernosa04967-RA
OG0000084	Acerv_evm.model.Segkk2886_pilon.2	Mcavernosa08142-RA, Mcavernosa21542-RA, Mcavernosa29104-RA
OG0000086	Acerv_evm.model.Segkk2752_pilon.17, Acerv_evm.model.Segkk1400_pilon.8, Acerv_evm.model.Segkk1389_pilon.5, Acerv_evm.model.Segkk473_pilon.16, Acerv_evm.model.Segkk1389_pilon.4, Acerv_evm.model.Segkk473_pilon.15, Acerv_evm.model.Segkk1290_pilon.27, Acerv_evm.model.Segkk20_pilon.17, Acerv_evm.model.Segkk2111_pilon.2	Mcavernosa29534-RA
OG0000087	Acerv_evm.model.Segkk255_pilon.1	Mcavernosa23663-RA
OG0000087	Acerv_evm.model.Segkk2152_pilon.2	Mcavernosa03198-RA
OG0000087	Acerv_evm.model.Segkk3213_pilon.17, Acerv_evm.model.Segkk3061_pilon.7, Acerv_evm.model.Segkk360_pilon.9, Acerv_evm.model.Segkk943_pilon.9, Acerv_evm.model.Segkk3773_pilon.7	Mcavernosa00408-RA
OG0000087	Acerv_evm.model.Segkk2504_pilon.2	Mcavernosa21457-RA, Mcavernosa31374-RA
OG0000087	Acerv_evm.model.Segkk4028_pilon.34, Acerv_evm.model.Segkk3233_pilon.13	Mcavernosa05769-RA, Mcavernosa25668-RA, Mcavernosa18963-RA, Mcavernosa11849-RA
OG0000088	Acerv_evm.model.Segkk3551_pilon.1	Mcavernosa11682-RA
OG0000089	Acerv_evm.model.Segkk3730_pilon.19	Mcavernosa30315-RA
OG0000093	Acerv_evm.model.Segkk767_pilon.3	Mcavernosa08536-RA, Mcavernosa34471-RA, Mcavernosa09533-RA, Mcavernosa27476-RA
OG0000094	Acerv_evm.model.Segkk2634_pilon.21	Mcavernosa29661-RA
OG0000095	Acerv_evm.model.Segkk4267_pilon.11, Acerv_evm.model.Segkk3957_pilon.16, Acerv_evm.model.Segkk4267_pilon.13, Acerv_evm.model.Segkk3056_pilon.4, Acerv_evm.model.Segkk3056_pilon.1, Acerv_evm.model.Segkk2763_pilon.4	Mcavernosa34922-RA, Mcavernosa29646-RA, Mcavernosa00664-RA, Mcavernosa15010-RA, Mcavernosa15008-RA, Mcavernosa23096-RA
OG0000096	Acerv_evm.model.Segkk4323_pilon.3	Mcavernosa32100-RA
OG0000096	Acerv_evm.model.Segkk1312_pilon.1	Mcavernosa33283-RA
OG0000096	Acerv_evm.model.Segkk993_pilon.71, Acerv_evm.model.Segkk2510_pilon.5	Mcavernosa00300-RA
OG0000097	Acerv_evm.model.Segkk1608_pilon.2, Acerv_evm.model.Segkk1122_pilon.7, Acerv_evm.model.Segkk1608_pilon.7, Acerv_evm.model.Segkk4_pilon.10	Mcavernosa22353-RA
OG0000097	Acerv_evm.model.Segkk3626_pilon.1, Acerv_evm.model.Segkk1571_pilon.16, Acerv_evm.model.Segkk374_pilon.7, Acerv_evm.model.Segkk4338_pilon.31, Acerv_evm.model.Segkk2881_pilon.17, Acerv_evm.model.Segkk3989_pilon.5, Acerv_evm.model.Segkk3857_pilon.46, Acerv_evm.model.Segkk873_pilon.9, Acerv_evm.model.Segkk943_pilon.12, Acerv_evm.model.Segkk1835_pilon.16	Mcavernosa24247-RA, Mcavernosa27974-RA
OG0000098	Acerv_evm.model.Segkk283_pilon.1	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA
OG0000098	Acerv_evm.model.Segkk3048_pilon.9, Acerv_evm.model.Segkk3048_pilon.6, Acerv_evm.model.Segkk3048_pilon.4, Acerv_evm.model.Segkk3048_pilon.5, Acerv_evm.model.Segkk3048_pilon.3	Mcavernosa03262-RA, Mcavernosa03267-RA, Mcavernosa23945-RA, Mcavernosa03264-RA
OG0000099	Acerv_evm.model.Segkk3020_pilon.1, Acerv_evm.model.Segkk329_pilon.2, Acerv_evm.model.Segkk3417_pilon.7, Acerv_evm.model.Segkk3020_pilon.3, Acerv_evm.model.Segkk3020_pilon.2, Acerv_evm.model.Segkk329_pilon.1, Acerv_evm.model.Segkk3417_pilon.6	Mcavernosa33915-RA, Mcavernosa27723-RA, Mcavernosa33916-RA
OG0000100	Acerv_evm.model.Segkk643_pilon.3, Acerv_evm.model.Segkk643_pilon.4, Acerv_evm.model.Segkk440_pilon.8, Acerv_evm.model.Segkk3042_pilon.6, Acerv_evm.model.Segkk2530_pilon.2	Mcavernosa02733-RA
OG0000100	Acerv_evm.model.Segkk2210_pilon.1, Acerv_evm.model.Segkk3173_pilon.2, Acerv_evm.model.Segkk3173_pilon.3	Mcavernosa29219-RA
OG0000103	Acerv_evm.model.Segkk4002_pilon.4, Acerv_evm.model.Segkk1199_pilon.1, Acerv_evm.model.Segkk4002_pilon.1	Mcavernosa19918-RA, Mcavernosa19923-RA, Mcavernosa11021-RA, Mcavernosa34527-RA, Mcavernosa33308-RA, Mcavernosa34525-RA, Mcavernosa27084-RA
OG0000104	Acerv_evm.model.Segkk93_pilon.7	Mcavernosa14898-RA
OG0000104	Acerv_evm.model.Segkk2921_pilon.3	Mcavernosa10842-RA, Mcavernosa14897-RA
OG0000109	Acerv_evm.model.Segkk2355_pilon.16, Acerv_evm.model.Segkk4067_pilon.2, Acerv_evm.model.Segkk4109_pilon.8, Acerv_evm.model.Segkk842_pilon.33	Mcavernosa07350-RA
OG0000109	Acerv_evm.model.Segkk842_pilon.32	Mcavernosa34101-RA
OG0000109	Acerv_evm.model.Segkk1003_pilon.60	Mcavernosa32911-RA, Mcavernosa26966-RA, Mcavernosa22265-RA, Mcavernosa00569-RA, Mcavernosa29056-RA
OG0000109	Acerv_evm.model.Segkk1513_pilon.17	Mcavernosa32969-RA
OG0000111	Acerv_evm.model.Segkk3006_pilon.6, Acerv_evm.model.Segkk406_pilon.2, Acerv_evm.model.Segkk1260_pilon.1, Acerv_evm.model.Segkk643_pilon.7, Acerv_evm.model.Segkk2738_pilon.1, Acerv_evm.model.Segkk3885_pilon.2, Acerv_evm.model.Segkk1742_pilon.2, Acerv_evm.model.Segkk1616_pilon.11, Acerv_evm.model.Segkk2149_pilon.3, Acerv_evm.model.Segkk1614_pilon.1, Acerv_evm.model.Segkk1616_pilon.10, Acerv_evm.model.Segkk542_pilon.1, Acerv_evm.model.Segkk1567_pilon.7, Acerv_evm.model.Segkk671_pilon.21, Acerv_evm.model.Segkk2846_pilon.9, Acerv_evm.model.Segkk1147_pilon.2, Acerv_evm.model.Segkk2551_pilon.3, Acerv_evm.model.Segkk4309_pilon.27, Acerv_evm.model.Segkk1421_pilon.10, Acerv_evm.model.Segkk2346_pilon.1, Acerv_evm.model.Segkk1986_pilon.1, Acerv_evm.model.Segkk1370_pilon.2, Acerv_evm.model.Segkk2045_pilon.1, Acerv_evm.model.Segkk3417_pilon.17, Acerv_evm.model.Segkk46_pilon.2	Mcavernosa17903-RA, Mcavernosa17906-RA, Mcavernosa17907-RA
OG0000112	Acerv_evm.model.Segkk2062_pilon.7, Acerv_evm.model.Segkk3572_pilon.15, Acerv_evm.model.Segkk353_pilon.8, Acerv_evm.model.Segkk2353_pilon.17, Acerv_evm.model.Segkk469_pilon.1, Acerv_evm.model.Segkk1280_pilon.2, Acerv_evm.model.Segkk3572_pilon.16	Mcavernosa30463-RA
OG0000112	Acerv_evm.model.Segkk581_pilon.19	Mcavernosa28640-RA
OG0000113	Acerv_evm.model.Segkk2908_pilon.2, Acerv_evm.model.Segkk3238_pilon.19, Acerv_evm.model.Segkk553_pilon.19	Mcavernosa23998-RA
OG0000113	Acerv_evm.model.Segkk1517_pilon.4, Acerv_evm.model.Segkk2059_pilon.2, Acerv_evm.model.Segkk476_pilon.11, Acerv_evm.model.Segkk4347_pilon.3, Acerv_evm.model.Segkk1289_pilon.3, Acerv_evm.model.Segkk4126_pilon.14, Acerv_evm.model.Segkk2662_pilon.5, Acerv_evm.model.Segkk1222_pilon.30	Mcavernosa04729-RA, Mcavernosa34219-RA, Mcavernosa34082-RA, Mcavernosa32872-RA, Mcavernosa34925-RA, Mcavernosa30310-RA
OG0000114	Acerv_evm.model.Segkk1960_pilon.11, Acerv_evm.model.Segkk1960_pilon.12, Acerv_evm.model.Segkk1281_pilon.10, Acerv_evm.model.Segkk2117_pilon.8	Mcavernosa18242-RA
OG0000114	Acerv_evm.model.Segkk3859_pilon.1, Acerv_evm.model.Segkk3179_pilon.7, Acerv_evm.model.Segkk2778_pilon.1, Acerv_evm.model.Segkk2122_pilon.11, Acerv_evm.model.Segkk2808_pilon.7, Acerv_evm.model.Segkk4052_pilon.6, Acerv_evm.model.Segkk1158_pilon.13, Acerv_evm.model.Segkk3995_pilon.9, Acerv_evm.model.Segkk1226_pilon.3, Acerv_evm.model.Segkk3672_pilon.22, Acerv_evm.model.Segkk3097_pilon.4, Acerv_evm.model.Segkk2162_pilon.10, Acerv_evm.model.Segkk301_pilon.22, Acerv_evm.model.Segkk3485_pilon.18, Acerv_evm.model.Segkk910_pilon.6	Mcavernosa11164-RA, Mcavernosa24343-RA
OG0000114	Acerv_evm.model.Segkk2782_pilon.36	Mcavernosa04081-RA
OG0000114	Acerv_evm.model.Segkk3857_pilon.33, Acerv_evm.model.Segkk1068_pilon.11, Acerv_evm.model.Segkk1963_pilon.2, Acerv_evm.model.Segkk2111_pilon.18, Acerv_evm.model.Segkk2062_pilon.2, Acerv_evm.model.Segkk1053_pilon.7	Mcavernosa32924-RA
OG0000115	Acerv_evm.model.Segkk1288_pilon.25, Acerv_evm.model.Segkk2354_pilon.15, Acerv_evm.model.Segkk928_pilon.2	Mcavernosa05994-RA
OG0000115	Acerv_evm.model.Segkk962_pilon.1, Acerv_evm.model.Segkk4209_pilon.1	Mcavernosa05995-RA
OG0000115	Acerv_evm.model.Segkk943_pilon.3	Mcavernosa22464-RA
OG0000115	Acerv_evm.model.Segkk581_pilon.37, Acerv_evm.model.Segkk2596_pilon.27, Acerv_evm.model.Segkk2322_pilon.2, Acerv_evm.model.Segkk2754_pilon.13	Mcavernosa22457-RA
OG0000115	Acerv_evm.model.Segkk563_pilon.1	Mcavernosa01436-RA, Mcavernosa22949-RA
OG0000116	Acerv_evm.model.Segkk2432_pilon.11	Mcavernosa08315-RA, Mcavernosa34884-RA, Mcavernosa08094-RA, Mcavernosa09443-RA, Mcavernosa33768-RA, Mcavernosa31028-RA, Mcavernosa22527-RA, Mcavernosa22526-RA, Mcavernosa11332-RA
OG0000118	Acerv_evm.model.Segkk1288_pilon.56, Acerv_evm.model.Segkk1858_pilon.8, Acerv_evm.model.Segkk2343_pilon.8, Acerv_evm.model.Segkk1451_pilon.56	Mcavernosa05771-RA, Mcavernosa30591-RA
OG0000118	Acerv_evm.model.Segkk575_pilon.3	Mcavernosa35043-RA, Mcavernosa32315-RA
OG0000118	Acerv_evm.model.Segkk1732_pilon.35	Mcavernosa32314-RA, Mcavernosa33208-RA
OG0000118	Acerv_evm.model.Segkk1887_pilon.38, Acerv_evm.model.Segkk463_pilon.18	Mcavernosa23472-RA
OG0000118	Acerv_evm.model.Segkk2557_pilon.2	Mcavernosa35039-RA
OG0000119	Acerv_evm.model.Segkk2510_pilon.23	Mcavernosa27333-RA, Mcavernosa21846-RA
OG0000119	Acerv_evm.model.Segkk3378_pilon.3, Acerv_evm.model.Segkk1158_pilon.49, Acerv_evm.model.Segkk1821_pilon.29, Acerv_evm.model.Segkk971_pilon.72, Acerv_evm.model.Segkk3611_pilon.2, Acerv_evm.model.Segkk3609_pilon.3, Acerv_evm.model.Segkk2481_pilon.48, Acerv_evm.model.Segkk1573_pilon.5	Mcavernosa27334-RA
OG0000119	Acerv_evm.model.Segkk2020_pilon.4	Mcavernosa14635-RA, Mcavernosa35067-RA, Mcavernosa35066-RA, Mcavernosa27335-RA, Mcavernosa33983-RA, Mcavernosa33752-RA, Mcavernosa30962-RA, Mcavernosa14470-RA, Mcavernosa19077-RA, Mcavernosa11134-RA
OG0000119	Acerv_evm.model.Segkk1288_pilon.37	Mcavernosa09979-RA
OG0000119	Acerv_evm.model.Segkk3454_pilon.37	Mcavernosa20415-RA, Mcavernosa20621-RA
OG0000121	Acerv_evm.model.Segkk962_pilon.21	Mcavernosa16074-RA
OG0000121	Acerv_evm.model.Segkk296_pilon.10, Acerv_evm.model.Segkk2510_pilon.4, Acerv_evm.model.Segkk2262_pilon.13	Mcavernosa28439-RA
OG0000121	Acerv_evm.model.Segkk4345_pilon.3, Acerv_evm.model.Segkk3171_pilon.1, Acerv_evm.model.Segkk2612_pilon.8, Acerv_evm.model.Segkk2759_pilon.17, Acerv_evm.model.Segkk2752_pilon.20	Mcavernosa01703-RA, Mcavernosa21418-RA
OG0000122	Acerv_evm.model.Segkk1150_pilon.1, Acerv_evm.model.Segkk3935_pilon.24	Mcavernosa19226-RA
OG0000122	Acerv_evm.model.Segkk2510_pilon.33	Mcavernosa08390-RA
OG0000122	Acerv_evm.model.Segkk1281_pilon.33	Mcavernosa23864-RA
OG0000122	Acerv_evm.model.Segkk2274_pilon.15, Acerv_evm.model.Segkk346_pilon.1, Acerv_evm.model.Segkk3432_pilon.8, Acerv_evm.model.Segkk3084_pilon.22	Mcavernosa05764-RA
OG0000123	Acerv_evm.model.Segkk664_pilon.14, Acerv_evm.model.Segkk664_pilon.13	Mcavernosa16634-RA
OG0000124	Acerv_evm.model.Segkk3431_pilon.13	Mcavernosa10442-RA, Mcavernosa32612-RA, Mcavernosa33023-RA
OG0000124	Acerv_evm.model.Segkk3857_pilon.30, Acerv_evm.model.Segkk2111_pilon.21	Mcavernosa34109-RA, Mcavernosa05650-RA, Mcavernosa33785-RA, Mcavernosa10443-RA
OG0000124	Acerv_evm.model.Segkk1871_pilon.3, Acerv_evm.model.Segkk464_pilon.12, Acerv_evm.model.Segkk3262_pilon.3, Acerv_evm.model.Segkk2596_pilon.47	Mcavernosa22177-RA, Mcavernosa28973-RA, Mcavernosa22182-RA
OG0000124	Acerv_evm.model.Segkk2195_pilon.36, Acerv_evm.model.Segkk3145_pilon.8, Acerv_evm.model.Segkk2195_pilon.21	Mcavernosa23251-RA
OG0000125	Acerv_evm.model.Segkk1909_pilon.12	Mcavernosa06234-RA
OG0000125	Acerv_evm.model.Segkk934_pilon.19, Acerv_evm.model.Segkk4218_pilon.11, Acerv_evm.model.Segkk3778_pilon.2	Mcavernosa33615-RA
OG0000125	Acerv_evm.model.Segkk1909_pilon.11	Mcavernosa10989-RA, Mcavernosa30593-RA
OG0000127	Acerv_evm.model.Segkk2072_pilon.19	Mcavernosa26601-RA, Mcavernosa27775-RA
OG0000127	Acerv_evm.model.Segkk2117_pilon.15, Acerv_evm.model.Segkk2666_pilon.37	Mcavernosa26149-RA, Mcavernosa33077-RA
OG0000128	Acerv_evm.model.Segkk96_pilon.10, Acerv_evm.model.Segkk96_pilon.9, Acerv_evm.model.Segkk96_pilon.11	Mcavernosa23370-RA, Mcavernosa23371-RA, Mcavernosa23369-RA
OG0000129	Acerv_evm.model.Segkk463_pilon.30, Acerv_evm.model.Segkk130_pilon.1, Acerv_evm.model.Segkk463_pilon.16, Acerv_evm.model.Segkk1432_pilon.6, Acerv_evm.model.Segkk1432_pilon.7, Acerv_evm.model.Segkk2059_pilon.5, Acerv_evm.model.Segkk1578_pilon.1, Acerv_evm.model.Segkk1432_pilon.8	Mcavernosa16235-RA, Mcavernosa16237-RA, Mcavernosa16240-RA, Mcavernosa31508-RA, Mcavernosa16239-RA, Mcavernosa31509-RA
OG0000130	Acerv_evm.model.Segkk2634_pilon.20, Acerv_evm.model.Segkk2634_pilon.14	Mcavernosa20101-RA
OG0000130	Acerv_evm.model.Segkk3648_pilon.3, Acerv_evm.model.Segkk3648_pilon.2	Mcavernosa23994-RA
OG0000130	Acerv_evm.model.Segkk2632_pilon.18, Acerv_evm.model.Segkk2632_pilon.17, Acerv_evm.model.Segkk2632_pilon.15	Mcavernosa10157-RA
OG0000130	Acerv_evm.model.Segkk253_pilon.10	Mcavernosa04570-RA
OG0000131	Acerv_evm.model.Segkk3043_pilon.3, Acerv_evm.model.Segkk3043_pilon.1, Acerv_evm.model.Segkk3081_pilon.1	Mcavernosa25694-RA
OG0000131	Acerv_evm.model.Segkk1653_pilon.7, Acerv_evm.model.Segkk4125_pilon.3, Acerv_evm.model.Segkk657_pilon.1	Mcavernosa26260-RA
OG0000131	Acerv_evm.model.Segkk1514_pilon.5, Acerv_evm.model.Segkk3159_pilon.1, Acerv_evm.model.Segkk3140_pilon.5, Acerv_evm.model.Segkk565_pilon.11, Acerv_evm.model.Segkk2116_pilon.43	Mcavernosa25681-RA, Mcavernosa34440-RA
OG0000133	Acerv_evm.model.Segkk3779_pilon.3	Mcavernosa02989-RA, Mcavernosa03559-RA, Mcavernosa32504-RA, Mcavernosa02988-RA, Mcavernosa02987-RA, Mcavernosa32501-RA, Mcavernosa11967-RA, Mcavernosa02447-RA
OG0000135	Acerv_evm.model.Segkk527_pilon.3	Mcavernosa29559-RA, Mcavernosa30686-RA, Mcavernosa22332-RA, Mcavernosa33856-RA, Mcavernosa33430-RA
OG0000135	Acerv_evm.model.Segkk3503_pilon.2, Acerv_evm.model.Segkk3503_pilon.1	Mcavernosa24058-RA
OG0000136	Acerv_evm.model.Segkk842_pilon.40	Mcavernosa14627-RA
OG0000136	Acerv_evm.model.Segkk842_pilon.39	Mcavernosa02331-RA, Mcavernosa30422-RA, Mcavernosa33386-RA, Mcavernosa27209-RA, Mcavernosa06945-RA, Mcavernosa11532-RA
