"","prot","Predict","GO_term"
"387","Mcavernosa33568-RA","ProSiteProfiles","GO:0016020"
"388","Mcavernosa33568-RA","Pfam","GO:0016020"
"389","Mcavernosa27340-RA","SUPERFAMILY","GO:0003676"
"390","Mcavernosa25046-RA","SMART","GO:0008083"
"391","Mcavernosa25046-RA","Pfam","GO:0008083"
"392","Mcavernosa25046-RA","ProSitePatterns","GO:0008083"
"393","Mcavernosa25046-RA","ProSiteProfiles","GO:0008083"
"394","Mcavernosa20508-RA","Gene3D","GO:0004623,GO:0006644,GO:0050482"
"395","Mcavernosa20508-RA","SUPERFAMILY","GO:0004623,GO:0006644,GO:0050482"
"396","Mcavernosa18282-RA","Pfam","GO:0030145,GO:0070006"
"397","Mcavernosa03723-RA","ProSitePatterns","GO:0005524"
"398","Mcavernosa03723-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"399","Mcavernosa03723-RA","Pfam","GO:0004672,GO:0006468"
"400","Mcavernosa11817-RA","ProSiteProfiles","GO:0005525"
"401","Mcavernosa11817-RA","Pfam","GO:0003924,GO:0005525"
"402","Mcavernosa11817-RA","SUPERFAMILY","GO:0003924,GO:0005525"
"403","Mcavernosa18437-RA","SMART","GO:0016307,GO:0046488"
"404","Mcavernosa18437-RA","Pfam","GO:0016307,GO:0046488"
"405","Mcavernosa18437-RA","ProSiteProfiles","GO:0016307,GO:0046488"
"406","Mcavernosa15479-RA","Pfam","GO:0003700,GO:0006355"
"407","Mcavernosa15479-RA","SMART","GO:0003700,GO:0006355"
"408","Mcavernosa15479-RA","ProSitePatterns","GO:0003700,GO:0006355"
"409","Mcavernosa15479-RA","ProSiteProfiles","GO:0003700,GO:0006355"
"410","Mcavernosa15463-RA","SUPERFAMILY","GO:0003824,GO:0005975"
"411","Mcavernosa15463-RA","Pfam","GO:0005975,GO:0016810"
"412","Mcavernosa26654-RA","Pfam","GO:0015018,GO:0016020"
"413","Mcavernosa26654-RA","CDD","GO:0015018,GO:0016020"
"414","Mcavernosa17870-RA","ProSiteProfiles","GO:0005856"
"415","Mcavernosa30851-RA","SMART","GO:0005515"
"416","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"417","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"418","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"419","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"420","Mcavernosa30851-RA","Pfam","GO:0051260"
"421","Mcavernosa30851-RA","Pfam","GO:0005216,GO:0006811,GO:0016020,GO:0055085"
"422","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"423","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"424","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"425","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"426","Mcavernosa30851-RA","PRINTS","GO:0005249,GO:0006813,GO:0008076"
"427","Mcavernosa19516-RA","TIGRFAM","GO:0000287,GO:0003924,GO:0005525"
"428","Mcavernosa19516-RA","CDD","GO:0005525"
"429","Mcavernosa19516-RA","ProSiteProfiles","GO:0005525"
"430","Mcavernosa19516-RA","TIGRFAM","GO:0005525"
"431","Mcavernosa19516-RA","PRINTS","GO:0005525"
"432","Mcavernosa19516-RA","PRINTS","GO:0005525"
"433","Mcavernosa19516-RA","PRINTS","GO:0005525"
"434","Mcavernosa19516-RA","PRINTS","GO:0005525"
"435","Mcavernosa19516-RA","Pfam","GO:0005525"
"436","Mcavernosa07559-RA","Pfam","GO:0008272,GO:0015116,GO:0016021"
"437","Mcavernosa33347-RA","Pfam","GO:0004347,GO:0006094,GO:0006096"
"438","Mcavernosa33347-RA","ProSiteProfiles","GO:0004347,GO:0006094,GO:0006096"
"439","Mcavernosa07912-RA","Gene3D","GO:0005515"
"440","Mcavernosa07912-RA","SUPERFAMILY","GO:0005515"
"441","Mcavernosa07912-RA","ProSiteProfiles","GO:0005515"
"442","Mcavernosa32331-RA","Pfam","GO:0003677,GO:0003678,GO:0005524"
"443","Mcavernosa04531-RA","Gene3D","GO:0003676"
"444","Mcavernosa04531-RA","ProSiteProfiles","GO:0015074"
"445","Mcavernosa28919-RA","SMART","GO:0005576,GO:0009405"
"446","Mcavernosa28919-RA","Pfam","GO:0005576,GO:0009405"
"447","Mcavernosa10069-RA","ProSiteProfiles","GO:0004725,GO:0006470"
"448","Mcavernosa10069-RA","Pfam","GO:0004725,GO:0006470"
"449","Mcavernosa10069-RA","Pfam","GO:0004725,GO:0006470"
"450","Mcavernosa10069-RA","ProSiteProfiles","GO:0004725,GO:0006470"
"451","Mcavernosa10069-RA","ProSiteProfiles","GO:0016311,GO:0016791"
"452","Mcavernosa10069-RA","PRINTS","GO:0004725,GO:0006470"
"453","Mcavernosa10069-RA","PRINTS","GO:0004725,GO:0006470"
"454","Mcavernosa10069-RA","PRINTS","GO:0004725,GO:0006470"
"455","Mcavernosa10069-RA","PRINTS","GO:0004725,GO:0006470"
"456","Mcavernosa10069-RA","PRINTS","GO:0004725,GO:0006470"
"457","Mcavernosa10069-RA","ProSiteProfiles","GO:0016311,GO:0016791"
"458","Mcavernosa10069-RA","SMART","GO:0004725,GO:0006470"
"459","Mcavernosa19105-RA","CDD","GO:0004497,GO:0006744"
"460","Mcavernosa19105-RA","Pfam","GO:0004497,GO:0006744"
"461","Mcavernosa27543-RA","Pfam","GO:0005272,GO:0006814,GO:0016020"
"462","Mcavernosa27543-RA","PRINTS","GO:0005272,GO:0006814,GO:0016020"
"463","Mcavernosa27543-RA","PRINTS","GO:0005272,GO:0006814,GO:0016020"
"464","Mcavernosa27543-RA","PRINTS","GO:0005272,GO:0006814,GO:0016020"
"465","Mcavernosa27543-RA","PRINTS","GO:0005272,GO:0006814,GO:0016020"
"466","Mcavernosa22310-RA","Pfam","GO:0016429,GO:0030488,GO:0031515"
"467","Mcavernosa28753-RA","CDD","GO:0016791"
"468","Mcavernosa28753-RA","ProSiteProfiles","GO:0016791"
"469","Mcavernosa28753-RA","SMART","GO:0016791"
"470","Mcavernosa28753-RA","Pfam","GO:0016791"
"471","Mcavernosa12750-RA","Pfam","GO:0003725"
"472","Mcavernosa12750-RA","Pfam","GO:0003725"
"473","Mcavernosa12750-RA","ProSiteProfiles","GO:0003725"
"474","Mcavernosa10231-RA","Pfam","GO:0016491,GO:0055114"
"475","Mcavernosa01225-RA","Pfam","GO:0005524"
"476","Mcavernosa01225-RA","Pfam","GO:0005524"
"477","Mcavernosa27884-RA","PRINTS","GO:0016829"
"478","Mcavernosa27884-RA","PRINTS","GO:0016829"
"479","Mcavernosa27884-RA","ProSitePatterns","GO:0016829"
"480","Mcavernosa27884-RA","SMART","GO:0016829"
"481","Mcavernosa27884-RA","Gene3D","GO:0003824"
"482","Mcavernosa27884-RA","Pfam","GO:0016829"
"483","Mcavernosa24386-RA","ProSiteProfiles","GO:0005509"
"484","Mcavernosa27352-RA","Gene3D","GO:0003824"
"485","Mcavernosa05177-RA","Pfam","GO:0008521,GO:0016021"
"486","Mcavernosa05177-RA","Pfam","GO:0008521,GO:0016021"
"487","Mcavernosa01327-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"488","Mcavernosa01327-RA","ProSitePatterns","GO:0004672,GO:0006468"
"489","Mcavernosa01327-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"490","Mcavernosa01327-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"491","Mcavernosa04799-RA","SUPERFAMILY","GO:0003824"
"492","Mcavernosa04799-RA","Pfam","GO:0004357,GO:0006750"
"493","Mcavernosa04799-RA","Pfam","GO:0004357,GO:0006750"
"494","Mcavernosa13000-RA","Pfam","GO:0006629"
"495","Mcavernosa05182-RA","Pfam","GO:0003677,GO:0003899,GO:0006351"
"496","Mcavernosa05182-RA","Pfam","GO:0003677,GO:0003899,GO:0006351"
"497","Mcavernosa05182-RA","ProSitePatterns","GO:0003677,GO:0003899,GO:0006351"
"498","Mcavernosa05182-RA","CDD","GO:0003899,GO:0006351,GO:0032549"
"499","Mcavernosa05182-RA","Pfam","GO:0003677,GO:0003899,GO:0006351"
"500","Mcavernosa05182-RA","Pfam","GO:0003899,GO:0005634,GO:0006351"
"501","Mcavernosa05182-RA","Gene3D","GO:0003677,GO:0003899,GO:0006351"
"502","Mcavernosa05182-RA","Gene3D","GO:0003899"
"503","Mcavernosa17946-RA","SUPERFAMILY","GO:0005515"
"504","Mcavernosa21216-RA","Gene3D","GO:0005515"
"505","Mcavernosa21216-RA","Pfam","GO:0005515"
"506","Mcavernosa21216-RA","ProSiteProfiles","GO:0005515"
"507","Mcavernosa21216-RA","SUPERFAMILY","GO:0005515"
"508","Mcavernosa21216-RA","SMART","GO:0005515"
"509","Mcavernosa21216-RA","SMART","GO:0005515"
"510","Mcavernosa21216-RA","SMART","GO:0005515"
"511","Mcavernosa24153-RA","Pfam","GO:0008270"
"512","Mcavernosa24153-RA","CDD","GO:0008270"
"513","Mcavernosa00156-RA","Pfam","GO:0005515"
"514","Mcavernosa00156-RA","Pfam","GO:0005515"
"515","Mcavernosa00156-RA","Pfam","GO:0005515"
"516","Mcavernosa00156-RA","Pfam","GO:0005515"
"517","Mcavernosa00156-RA","SMART","GO:0005515"
"518","Mcavernosa00156-RA","SUPERFAMILY","GO:0005515"
"519","Mcavernosa00156-RA","Pfam","GO:0005515"
"520","Mcavernosa00156-RA","SMART","GO:0005515"
"521","Mcavernosa00156-RA","SMART","GO:0005515"
"522","Mcavernosa00156-RA","SMART","GO:0005515"
"523","Mcavernosa00156-RA","SMART","GO:0005515"
"524","Mcavernosa00156-RA","Gene3D","GO:0005515"
"525","Mcavernosa00156-RA","Gene3D","GO:0005515"
"526","Mcavernosa00156-RA","ProSiteProfiles","GO:0005515"
"527","Mcavernosa26672-RA","PIRSF","GO:0004407,GO:0016575"
"528","Mcavernosa26672-RA","PIRSF","GO:0004407,GO:0016575"
"529","Mcavernosa26672-RA","PRINTS","GO:0004407,GO:0016575"
"530","Mcavernosa26672-RA","PRINTS","GO:0004407,GO:0016575"
"531","Mcavernosa26672-RA","PRINTS","GO:0004407,GO:0016575"
"532","Mcavernosa26672-RA","PRINTS","GO:0004407,GO:0016575"
"533","Mcavernosa26672-RA","PRINTS","GO:0004407,GO:0016575"
"534","Mcavernosa26672-RA","PRINTS","GO:0004407,GO:0016575"
"535","Mcavernosa26672-RA","PRINTS","GO:0004407,GO:0016575"
"536","Mcavernosa23418-RA","ProSitePatterns","GO:0005524"
"537","Mcavernosa23418-RA","ProSitePatterns","GO:0004672,GO:0006468"
"538","Mcavernosa23418-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"539","Mcavernosa23418-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"540","Mcavernosa23418-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"541","Mcavernosa06968-RA","ProSitePatterns","GO:0004930,GO:0007186,GO:0016021"
"542","Mcavernosa06968-RA","SMART","GO:0004930,GO:0007186,GO:0016021"
"543","Mcavernosa06968-RA","Pfam","GO:0016021"
"544","Mcavernosa06968-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"545","Mcavernosa06968-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"546","Mcavernosa06968-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"547","Mcavernosa06968-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"548","Mcavernosa06968-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"549","Mcavernosa06968-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"550","Mcavernosa06968-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"551","Mcavernosa06968-RA","ProSiteProfiles","GO:0016021"
"552","Mcavernosa25372-RA","Pfam","GO:0008080"
"553","Mcavernosa25372-RA","ProSiteProfiles","GO:0008080"
"554","Mcavernosa05950-RA","Pfam","GO:0004930,GO:0007186,GO:0016021"
"555","Mcavernosa27268-RA","ProSiteProfiles","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"556","Mcavernosa27268-RA","SMART","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"557","Mcavernosa27268-RA","Pfam","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"558","Mcavernosa27268-RA","ProSitePatterns","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"559","Mcavernosa27268-RA","PRINTS","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"560","Mcavernosa27268-RA","PRINTS","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"561","Mcavernosa27268-RA","PRINTS","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"562","Mcavernosa27268-RA","PRINTS","GO:0003700,GO:0006355,GO:0008270,GO:0043565"
"563","Mcavernosa27268-RA","Gene3D","GO:0006355,GO:0008270"
"564","Mcavernosa22333-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"565","Mcavernosa22333-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"566","Mcavernosa22333-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"567","Mcavernosa22333-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"568","Mcavernosa22333-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"569","Mcavernosa22333-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"570","Mcavernosa22333-RA","ProSiteProfiles","GO:0016021"
"571","Mcavernosa22333-RA","Pfam","GO:0016021"
"572","Mcavernosa31660-RA","SUPERFAMILY","GO:0003700,GO:0006355"
"573","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"574","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"575","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"576","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"577","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"578","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"579","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"580","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"581","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"582","Mcavernosa31660-RA","PRINTS","GO:0003700,GO:0005634,GO:0006355"
"583","Mcavernosa31660-RA","CDD","GO:0003700,GO:0005634,GO:0006355"
"584","Mcavernosa31660-RA","Gene3D","GO:0003700,GO:0005634,GO:0006355"
"585","Mcavernosa31660-RA","ProSiteProfiles","GO:0003700,GO:0005634,GO:0006355"
"586","Mcavernosa31660-RA","SMART","GO:0003700,GO:0005634,GO:0006355"
"587","Mcavernosa31660-RA","Pfam","GO:0003700,GO:0005634,GO:0006355"
"588","Mcavernosa31660-RA","ProSitePatterns","GO:0003700,GO:0005634,GO:0006355"
"589","Mcavernosa31660-RA","ProSitePatterns","GO:0003700,GO:0005634,GO:0006355"
"590","Mcavernosa07927-RA","Pfam","GO:0003824"
"591","Mcavernosa07927-RA","Pfam","GO:0003824"
"592","Mcavernosa07927-RA","Pfam","GO:0003857,GO:0006631,GO:0016491,GO:0055114"
"593","Mcavernosa27723-RA","Pfam","GO:0016491,GO:0055114"
"594","Mcavernosa27723-RA","PRINTS","GO:0016491,GO:0055114"
"595","Mcavernosa27723-RA","PRINTS","GO:0016491,GO:0055114"
"596","Mcavernosa15829-RA","Pfam","GO:0000387,GO:0032797"
"597","Mcavernosa29089-RA","Gene3D","GO:0005515"
"598","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"599","Mcavernosa29089-RA","SMART","GO:0005515"
"600","Mcavernosa29089-RA","SMART","GO:0005515"
"601","Mcavernosa29089-RA","SMART","GO:0005515"
"602","Mcavernosa29089-RA","SMART","GO:0005515"
"603","Mcavernosa29089-RA","SMART","GO:0005515"
"604","Mcavernosa29089-RA","SMART","GO:0005515"
"605","Mcavernosa29089-RA","SMART","GO:0005515"
"606","Mcavernosa29089-RA","SMART","GO:0005515"
"607","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"608","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"609","Mcavernosa29089-RA","Pfam","GO:0005515"
"610","Mcavernosa29089-RA","Gene3D","GO:0005515"
"611","Mcavernosa29089-RA","Gene3D","GO:0005515"
"612","Mcavernosa29089-RA","SUPERFAMILY","GO:0005515"
"613","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"614","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"615","Mcavernosa29089-RA","SUPERFAMILY","GO:0005515"
"616","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"617","Mcavernosa29089-RA","Gene3D","GO:0005515"
"618","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"619","Mcavernosa29089-RA","ProSiteProfiles","GO:0005515"
"620","Mcavernosa25708-RA","Pfam","GO:0004672,GO:0006468"
"621","Mcavernosa25708-RA","Pfam","GO:0004672,GO:0006468"
"622","Mcavernosa25708-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"623","Mcavernosa25708-RA","SMART","GO:0004713,GO:0006468"
"624","Mcavernosa05454-RA","ProSiteProfiles","GO:0003924,GO:0005525"
"625","Mcavernosa05454-RA","PRINTS","GO:0003924,GO:0005525"
"626","Mcavernosa05454-RA","PRINTS","GO:0003924,GO:0005525"
"627","Mcavernosa05454-RA","PRINTS","GO:0003924,GO:0005525"
"628","Mcavernosa05454-RA","Pfam","GO:0003924,GO:0005525"
"629","Mcavernosa07733-RA","ProSitePatterns","GO:0005576"
"630","Mcavernosa14986-RA","SUPERFAMILY","GO:0005515"
"631","Mcavernosa29690-RA","Gene3D","GO:0003676,GO:0004518"
"632","Mcavernosa29690-RA","SUPERFAMILY","GO:0006388"
"633","Mcavernosa24937-RA","ProSiteProfiles","GO:0022857"
"634","Mcavernosa24937-RA","Pfam","GO:0022857,GO:0055085"
"635","Mcavernosa21091-RA","Pfam","GO:0005887,GO:0010756"
"636","Mcavernosa17021-RA","ProSiteProfiles","GO:0022857"
"637","Mcavernosa04853-RA","ProSiteProfiles","GO:0003677"
"638","Mcavernosa04853-RA","CDD","GO:0003677"
"639","Mcavernosa04853-RA","Pfam","GO:0003677"
"640","Mcavernosa04853-RA","SMART","GO:0003677,GO:0006355"
"641","Mcavernosa04853-RA","ProSiteProfiles","GO:0003677,GO:0006355"
"642","Mcavernosa04853-RA","Pfam","GO:0003677,GO:0006355"
"643","Mcavernosa04853-RA","SMART","GO:0003677"
"644","Mcavernosa04853-RA","PRINTS","GO:0003677,GO:0006355"
"645","Mcavernosa04853-RA","PRINTS","GO:0003677,GO:0006355"
"646","Mcavernosa04853-RA","PRINTS","GO:0003677,GO:0006355"
"647","Mcavernosa04853-RA","PRINTS","GO:0003677,GO:0006355"
"648","Mcavernosa16021-RA","ProSiteProfiles","GO:0008270"
"649","Mcavernosa16021-RA","SMART","GO:0008270"
"650","Mcavernosa16021-RA","Pfam","GO:0008270"
"651","Mcavernosa03807-RA","SMART","GO:0007165"
"652","Mcavernosa03807-RA","ProSiteProfiles","GO:0005085,GO:0007264"
"653","Mcavernosa03807-RA","Gene3D","GO:0005085,GO:0007264"
"654","Mcavernosa03807-RA","ProSitePatterns","GO:0005085,GO:0007264"
"655","Mcavernosa03807-RA","SMART","GO:0005085,GO:0007264"
"656","Mcavernosa03807-RA","Pfam","GO:0007165"
"657","Mcavernosa03807-RA","ProSiteProfiles","GO:0007165"
"658","Mcavernosa03807-RA","CDD","GO:0005085,GO:0007264"
"659","Mcavernosa03807-RA","Pfam","GO:0005085,GO:0007264"
"660","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"661","Mcavernosa29649-RA","PRINTS","GO:0005515"
"662","Mcavernosa29649-RA","PRINTS","GO:0005515"
"663","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"664","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"665","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"666","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"667","Mcavernosa29649-RA","Pfam","GO:0005515"
"668","Mcavernosa29649-RA","Pfam","GO:0005515"
"669","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"670","Mcavernosa29649-RA","SMART","GO:0005515"
"671","Mcavernosa29649-RA","SMART","GO:0005515"
"672","Mcavernosa29649-RA","SMART","GO:0005515"
"673","Mcavernosa29649-RA","SMART","GO:0005515"
"674","Mcavernosa29649-RA","SMART","GO:0005515"
"675","Mcavernosa29649-RA","SMART","GO:0005515"
"676","Mcavernosa29649-RA","SMART","GO:0005515"
"677","Mcavernosa29649-RA","SMART","GO:0005515"
"678","Mcavernosa29649-RA","SMART","GO:0005515"
"679","Mcavernosa29649-RA","SMART","GO:0005515"
"680","Mcavernosa29649-RA","SMART","GO:0005515"
"681","Mcavernosa29649-RA","SMART","GO:0005515"
"682","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"683","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"684","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"685","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"686","Mcavernosa29649-RA","ProSiteProfiles","GO:0005515"
"687","Mcavernosa25706-RA","Pfam","GO:0008080"
"688","Mcavernosa25706-RA","ProSiteProfiles","GO:0008080"
"689","Mcavernosa18508-RA","Pfam","GO:0005515,GO:0007165"
"690","Mcavernosa18508-RA","SMART","GO:0005515,GO:0007165"
"691","Mcavernosa18508-RA","ProSiteProfiles","GO:0005515,GO:0007165"
"692","Mcavernosa02602-RA","CDD","GO:0008270"
"693","Mcavernosa02602-RA","Pfam","GO:0008270"
"694","Mcavernosa02602-RA","ProSiteProfiles","GO:0008270"
"695","Mcavernosa01392-RA","Pfam","GO:0005515"
"696","Mcavernosa01392-RA","SMART","GO:0005515"
"697","Mcavernosa01392-RA","ProSiteProfiles","GO:0005515"
"698","Mcavernosa07714-RA","Pfam","GO:0006486,GO:0016020"
"699","Mcavernosa13045-RA","Gene3D","GO:0016021"
"700","Mcavernosa13045-RA","Pfam","GO:0016021"
"701","Mcavernosa13045-RA","SUPERFAMILY","GO:0016021"
"702","Mcavernosa13045-RA","PRINTS","GO:0016021"
"703","Mcavernosa13045-RA","PRINTS","GO:0016021"
"704","Mcavernosa13045-RA","PRINTS","GO:0016021"
"705","Mcavernosa14631-RA","Pfam","GO:0005515"
"706","Mcavernosa14631-RA","SUPERFAMILY","GO:0005515"
"707","Mcavernosa14631-RA","Pfam","GO:0005515"
"708","Mcavernosa12566-RA","CDD","GO:0005515"
"709","Mcavernosa12566-RA","ProSiteProfiles","GO:0005515"
"710","Mcavernosa12566-RA","Pfam","GO:0005515"
"711","Mcavernosa12566-RA","SUPERFAMILY","GO:0005515"
"712","Mcavernosa04090-RA","SUPERFAMILY","GO:0005515"
"713","Mcavernosa04090-RA","SMART","GO:0005515"
"714","Mcavernosa04090-RA","CDD","GO:0005515"
"715","Mcavernosa04090-RA","Gene3D","GO:0005515"
"716","Mcavernosa04090-RA","ProSiteProfiles","GO:0005515"
"717","Mcavernosa04090-RA","Pfam","GO:0005515"
"718","Mcavernosa07190-RA","PRINTS","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"719","Mcavernosa07190-RA","PRINTS","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"720","Mcavernosa07190-RA","PRINTS","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"721","Mcavernosa07190-RA","PRINTS","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"722","Mcavernosa07190-RA","PRINTS","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"723","Mcavernosa07190-RA","Pfam","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"724","Mcavernosa07190-RA","SMART","GO:0005102,GO:0005576,GO:0007275,GO:0016055"
"725","Mcavernosa11681-RA","Pfam","GO:0016021"
"726","Mcavernosa11681-RA","SMART","GO:0004930,GO:0007186,GO:0016021"
"727","Mcavernosa11681-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"728","Mcavernosa11681-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"729","Mcavernosa11681-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"730","Mcavernosa11681-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"731","Mcavernosa11681-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"732","Mcavernosa11681-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"733","Mcavernosa11681-RA","ProSiteProfiles","GO:0016021"
"734","Mcavernosa10934-RA","Pfam","GO:0004252,GO:0006508"
"735","Mcavernosa04436-RA","Pfam","GO:0004620"
"736","Mcavernosa00798-RA","Gene3D","GO:0008237"
"737","Mcavernosa09614-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"738","Mcavernosa09614-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"739","Mcavernosa09614-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"740","Mcavernosa09614-RA","ProSitePatterns","GO:0004672,GO:0006468"
"741","Mcavernosa00185-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"742","Mcavernosa00185-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"743","Mcavernosa00185-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"744","Mcavernosa00185-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"745","Mcavernosa00185-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"746","Mcavernosa00185-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"747","Mcavernosa00185-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"748","Mcavernosa00185-RA","SMART","GO:0004930,GO:0007186,GO:0016021"
"749","Mcavernosa00185-RA","Pfam","GO:0016021"
"750","Mcavernosa00185-RA","ProSiteProfiles","GO:0016021"
"751","Mcavernosa00785-RA","SMART","GO:0005509"
"752","Mcavernosa00785-RA","SMART","GO:0005509"
"753","Mcavernosa00785-RA","SMART","GO:0005509"
"754","Mcavernosa00785-RA","SMART","GO:0005509"
"755","Mcavernosa00785-RA","SMART","GO:0005509"
"756","Mcavernosa00785-RA","SMART","GO:0005509"
"757","Mcavernosa00785-RA","SMART","GO:0005509"
