"","category","gene","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","41_ctl3_Ac_RN_1","37_T13_Ac_ML","52_T11_Ac_II","31_T22_Ac_UV","38_T23_Ac_IN","53_T21_Ac_NH","19_T33_Ac_WK","47_T31_Ac_JB","57_T32_Ac_NM","35_T43_Ac_MT","54_T42_Ac_JQ","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"567","GO:0019752","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
"568","GO:0019752","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
"569","GO:0019752","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
"570","GO:0019752","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
"571","GO:0019752","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
"572","GO:0020037","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"573","GO:0020037","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"574","GO:0020037","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"575","GO:0020037","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"576","GO:0020037","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"577","GO:0020037","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"578","GO:0020037","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"579","GO:0020037","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"580","GO:0020037","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"581","GO:0020037","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"582","GO:0020037","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"583","GO:0020037","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"584","GO:0020037","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"585","GO:0020037","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"586","GO:0020037","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"587","GO:0020037","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"588","GO:0020037","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"589","GO:0020037","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"590","GO:0020037","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"591","GO:0020037","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0369943450710385,0.991678765098336,4,55,"heme binding","MF"
"592","GO:0022857","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.580429065357732,0.694445620833592,2,85,"transmembrane transporter activity","MF"
"593","GO:0022857","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.580429065357732,0.694445620833592,2,85,"transmembrane transporter activity","MF"
"594","GO:0022857","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.580429065357732,0.694445620833592,2,85,"transmembrane transporter activity","MF"
"595","GO:0022857","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.580429065357732,0.694445620833592,2,85,"transmembrane transporter activity","MF"
"596","GO:0022857","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.580429065357732,0.694445620833592,2,85,"transmembrane transporter activity","MF"
"597","GO:0022857","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.580429065357732,0.694445620833592,2,85,"transmembrane transporter activity","MF"
"598","GO:0022904","Acerv_evm.TU.Segkk3381_pilon.2",488,481,474,121,117,117,143,73,225,119,82,221,221,0.0245280469951749,1,1,1,"respiratory electron transport chain","BP"
"599","GO:0030047","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.0245280469951749,1,1,1,"actin modification","BP"
"600","GO:0030047","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.0245280469951749,1,1,1,"actin modification","BP"
"601","GO:0030047","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.0245280469951749,1,1,1,"actin modification","BP"
"602","GO:0030170","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.423872576080855,0.897610163222904,1,26,"pyridoxal phosphate binding","MF"
"603","GO:0030170","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.423872576080855,0.897610163222904,1,26,"pyridoxal phosphate binding","MF"
"604","GO:0030170","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.423872576080855,0.897610163222904,1,26,"pyridoxal phosphate binding","MF"
"605","GO:0030170","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.423872576080855,0.897610163222904,1,26,"pyridoxal phosphate binding","MF"
"606","GO:0030170","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.423872576080855,0.897610163222904,1,26,"pyridoxal phosphate binding","MF"
"607","GO:0030170","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.423872576080855,0.897610163222904,1,26,"pyridoxal phosphate binding","MF"
"608","GO:0030170","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.423872576080855,0.897610163222904,1,26,"pyridoxal phosphate binding","MF"
"609","GO:0030414","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.203151994022315,0.979617326240867,1,12,"peptidase inhibitor activity","MF"
"610","GO:0030414","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.203151994022315,0.979617326240867,1,12,"peptidase inhibitor activity","MF"
"611","GO:0030414","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.203151994022315,0.979617326240867,1,12,"peptidase inhibitor activity","MF"
"612","GO:0030414","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.203151994022315,0.979617326240867,1,12,"peptidase inhibitor activity","MF"
"613","GO:0032580","Acerv_evm.TU.Segkk1575_pilon.7",22,9,8,15,14,24,19,11,18,12,10,42,20,0.219973702347547,0.976335787351496,1,10,"Golgi cisterna membrane","CC"
"614","GO:0032580","Acerv_evm.TU.Segkk1575_pilon.7",22,9,8,15,14,24,19,11,18,12,10,42,20,0.219973702347547,0.976335787351496,1,10,"Golgi cisterna membrane","CC"
"615","GO:0035091","Acerv_evm.TU.Segkk3306_pilon.14",1232,1362,929,454,209,798,1056,464,707,368,211,1451,1063,0.432651406906425,0.892997430073982,1,25,"phosphatidylinositol binding","MF"
"616","GO:0035091","Acerv_evm.TU.Segkk3306_pilon.14",1232,1362,929,454,209,798,1056,464,707,368,211,1451,1063,0.432651406906425,0.892997430073982,1,25,"phosphatidylinositol binding","MF"
"617","GO:0035556","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.691785408675685,0.675733699177852,1,57,"intracellular signal transduction","BP"
"618","GO:0035556","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.691785408675685,0.675733699177852,1,57,"intracellular signal transduction","BP"
"619","GO:0035556","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.691785408675685,0.675733699177852,1,57,"intracellular signal transduction","BP"
"620","GO:0036374","Acerv_evm.TU.Segkk3940_pilon.21",140,150,130,104,86,101,102,90,190,63,56,172,152,0.107344004407603,0.995202191604191,1,5,"glutathione hydrolase activity","MF"
"621","GO:0036374","Acerv_evm.TU.Segkk3940_pilon.21",140,150,130,104,86,101,102,90,190,63,56,172,152,0.107344004407603,0.995202191604191,1,5,"glutathione hydrolase activity","MF"
"622","GO:0046872","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.919935492103401,0.285716228731239,1,112,"metal ion binding","MF"
"623","GO:0046872","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.919935492103401,0.285716228731239,1,112,"metal ion binding","MF"
"624","GO:0046872","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.919935492103401,0.285716228731239,1,112,"metal ion binding","MF"
"625","GO:0046872","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.919935492103401,0.285716228731239,1,112,"metal ion binding","MF"
"626","GO:0046872","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.919935492103401,0.285716228731239,1,112,"metal ion binding","MF"
"627","GO:0046872","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.919935492103401,0.285716228731239,1,112,"metal ion binding","MF"
"628","GO:0046872","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.919935492103401,0.285716228731239,1,112,"metal ion binding","MF"
"629","GO:0046983","Acerv_evm.TU.Segkk671_pilon.1",633,725,555,322,352,190,122,100,370,180,240,368,347,0.283273095409626,0.912806888087362,2,43,"protein dimerization activity","MF"
"630","GO:0046983","Acerv_evm.TU.Segkk1509_pilon.11",870,449,948,218,177,134,164,113,384,250,138,291,293,0.283273095409626,0.912806888087362,2,43,"protein dimerization activity","MF"
"631","GO:0046983","Acerv_evm.TU.Segkk671_pilon.1",633,725,555,322,352,190,122,100,370,180,240,368,347,0.283273095409626,0.912806888087362,2,43,"protein dimerization activity","MF"
"632","GO:0046983","Acerv_evm.TU.Segkk671_pilon.1",633,725,555,322,352,190,122,100,370,180,240,368,347,0.283273095409626,0.912806888087362,2,43,"protein dimerization activity","MF"
"633","GO:0051082","Acerv_evm.TU.Segkk2518_pilon.2",59,78,54,78,98,114,48,97,46,18,46,151,163,0.302180669220491,0.952125787422715,1,15,"unfolded protein binding","MF"
"634","GO:0051082","Acerv_evm.TU.Segkk2518_pilon.2",59,78,54,78,98,114,48,97,46,18,46,151,163,0.302180669220491,0.952125787422715,1,15,"unfolded protein binding","MF"
"635","GO:0055085","Acerv_evm.TU.Segkk1350_pilon.5",157,200,110,73,51,166,133,109,92,53,43,224,152,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"636","GO:0055085","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"637","GO:0055085","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"638","GO:0055085","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"639","GO:0055085","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"640","GO:0055085","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"641","GO:0055085","Acerv_evm.TU.Segkk1350_pilon.5",157,200,110,73,51,166,133,109,92,53,43,224,152,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"642","GO:0055085","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"643","GO:0055085","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"644","GO:0055085","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.802764057987146,0.380900999286833,3,187,"transmembrane transport","BP"
"645","GO:0055114","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"646","GO:0055114","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"647","GO:0055114","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"648","GO:0055114","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"649","GO:0055114","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"650","GO:0055114","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"651","GO:0055114","Acerv_evm.TU.Segkk3937_pilon.25",97,117,54,44,30,56,167,67,54,28,12,78,113,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"652","GO:0055114","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"653","GO:0055114","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"654","GO:0055114","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"655","GO:0055114","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"656","GO:0055114","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"657","GO:0055114","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"658","GO:0055114","Acerv_evm.TU.Segkk1079_pilon.5",7611,6411,2576,2828,2614,4724,5159,4117,4548,1067,1405,6933,10827,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"659","GO:0055114","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"660","GO:0055114","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"661","GO:0055114","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"662","GO:0055114","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"663","GO:0055114","Acerv_evm.TU.Segkk3937_pilon.25",97,117,54,44,30,56,167,67,54,28,12,78,113,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"664","GO:0055114","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"665","GO:0055114","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"666","GO:0055114","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.720060927670848,0.443761660950374,5,250,"oxidation-reduction process","BP"
"667","GO:0071705","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.0482428057123934,0.999406431806771,1,2,"nitrogen compound transport","BP"
"668","GO:0071705","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.0482428057123934,0.999406431806771,1,2,"nitrogen compound transport","BP"
"669","GO:0071705","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.0482428057123934,0.999406431806771,1,2,"nitrogen compound transport","BP"
"670","GO:0090729","Acerv_evm.TU.Segkk657_pilon.10",353,330,264,161,225,96,74,58,170,149,105,183,147,0.0250046201618902,1,1,1,"toxin activity","MF"
"671",NA,"Acerv_evm.TU.Segkk1022_pilon.1",8,13,7,12,14,23,17,10,26,9,6,48,23,NA,NA,NA,NA,NA,NA
"672",NA,"Acerv_evm.TU.Segkk1375_pilon.15",228,168,237,104,147,62,51,24,133,44,69,93,87,NA,NA,NA,NA,NA,NA
"673",NA,"Acerv_evm.TU.Segkk1040_pilon.15",422,604,646,104,69,124,160,72,243,193,105,226,146,NA,NA,NA,NA,NA,NA
"674",NA,"Acerv_evm.TU.Segkk1708_pilon.21",7,4,11,10,18,10,20,9,14,10,7,14,22,NA,NA,NA,NA,NA,NA
"675",NA,"Acerv_evm.TU.Segkk1732_pilon.61",108,75,94,30,18,16,18,9,39,24,9,35,29,NA,NA,NA,NA,NA,NA
"676",NA,"Acerv_evm.TU.Segkk1732_pilon.65",151,104,100,25,33,19,27,13,33,16,12,38,47,NA,NA,NA,NA,NA,NA
"677",NA,"Acerv_evm.TU.Segkk3327_pilon.18",257,131,171,100,201,62,51,30,117,60,85,57,114,NA,NA,NA,NA,NA,NA
"678",NA,"Acerv_evm.TU.Segkk3105_pilon.1",135,166,128,97,130,95,162,111,113,27,55,130,141,NA,NA,NA,NA,NA,NA
"679",NA,"Acerv_evm.TU.Segkk315_pilon.1",5,7,19,15,16,25,23,18,35,23,7,50,39,NA,NA,NA,NA,NA,NA
"680",NA,"Acerv_evm.TU.Segkk3377_pilon.3",1267,1655,2214,258,244,115,311,71,992,258,92,292,197,NA,NA,NA,NA,NA,NA
"681",NA,"Acerv_evm.TU.Segkk2181_pilon.1",70,71,52,81,165,66,70,64,94,55,37,104,149,NA,NA,NA,NA,NA,NA
"682",NA,"Acerv_evm.TU.Segkk2199_pilon.3",10,11,9,12,18,11,18,11,20,11,10,18,18,NA,NA,NA,NA,NA,NA
"683",NA,"Acerv_evm.TU.Segkk1929_pilon.4",211,265,254,118,105,169,146,135,229,98,74,263,252,NA,NA,NA,NA,NA,NA
"684",NA,"Acerv_evm.TU.Segkk2237_pilon.14",1407,877,1428,473,631,263,181,101,712,383,311,353,507,NA,NA,NA,NA,NA,NA
"685",NA,"Acerv_evm.TU.Segkk2838_pilon.7",97,69,161,15,11,15,13,10,38,20,8,40,37,NA,NA,NA,NA,NA,NA
"686",NA,"Acerv_evm.TU.Segkk2537_pilon.1",889,1206,608,257,145,862,830,510,400,162,116,1369,648,NA,NA,NA,NA,NA,NA
"687",NA,"Acerv_evm.TU.Segkk2782_pilon.21",813,862,465,365,233,522,889,508,652,200,190,932,1025,NA,NA,NA,NA,NA,NA
"688",NA,"Acerv_evm.TU.Segkk2551_pilon.2",42,51,50,39,44,53,55,32,53,31,16,97,73,NA,NA,NA,NA,NA,NA
"689",NA,"Acerv_evm.TU.Segkk966_pilon.1",31,52,32,45,53,39,42,49,75,37,25,84,78,NA,NA,NA,NA,NA,NA
"690",NA,"Acerv_evm.TU.Segkk3844_pilon.1",118,124,112,89,126,107,106,57,152,91,65,187,167,NA,NA,NA,NA,NA,NA
"691",NA,"Acerv_evm.TU.Segkk1157_pilon.2",917,634,544,32,44,51,67,33,57,28,27,112,100,NA,NA,NA,NA,NA,NA
"692",NA,"Acerv_evm.TU.Segkk119_pilon.17",35,36,28,75,50,108,283,81,110,72,38,186,132,NA,NA,NA,NA,NA,NA
"693",NA,"Acerv_evm.TU.Segkk1235_pilon.8",44,24,34,24,22,27,45,19,41,16,18,51,31,NA,NA,NA,NA,NA,NA
"694",NA,"Acerv_evm.TU.Segkk1268_pilon.2",7,6,10,30,50,27,43,14,25,35,28,35,39,NA,NA,NA,NA,NA,NA
"695",NA,"Acerv_evm.TU.Segkk4122_pilon.1",44,54,31,44,42,33,40,23,61,38,23,68,64,NA,NA,NA,NA,NA,NA
"696",NA,"Acerv_evm.TU.Segkk1291_pilon.1",1316,1108,1200,438,564,316,393,181,521,301,274,501,592,NA,NA,NA,NA,NA,NA
"697",NA,"Acerv_evm.TU.Segkk1299_pilon.1",27,24,35,24,47,19,25,21,28,32,15,33,45,NA,NA,NA,NA,NA,NA
"698",NA,"Acerv_evm.TU.Segkk1793_pilon.1",6,9,6,25,37,24,41,14,36,33,13,38,37,NA,NA,NA,NA,NA,NA
"699",NA,"Acerv_evm.TU.Segkk3192_pilon.40",354,466,316,119,55,255,244,238,281,71,72,491,444,NA,NA,NA,NA,NA,NA
"700",NA,"Acerv_evm.TU.Segkk1821_pilon.34",21,27,23,21,33,19,23,9,24,17,16,29,28,NA,NA,NA,NA,NA,NA
"701",NA,"Acerv_evm.TU.Segkk1982_pilon.11",5,10,9,15,14,15,13,6,15,9,10,22,11,NA,NA,NA,NA,NA,NA
"702",NA,"Acerv_evm.TU.Segkk1991_pilon.4",166,161,100,67,59,104,144,94,129,28,43,202,356,NA,NA,NA,NA,NA,NA
"703",NA,"Acerv_evm.TU.Segkk1858_pilon.11",671,531,380,335,183,557,462,382,616,178,133,884,674,NA,NA,NA,NA,NA,NA
"704",NA,"Acerv_evm.TU.Segkk3655_pilon.33",338,822,352,1069,587,1313,1214,1039,1663,627,590,2299,2012,NA,NA,NA,NA,NA,NA
"705",NA,"Acerv_evm.TU.Segkk2012_pilon.2",780,857,783,291,386,215,276,144,389,229,158,475,450,NA,NA,NA,NA,NA,NA
"706",NA,"Acerv_evm.TU.Segkk1480_pilon.2",7,6,10,12,13,12,18,6,12,10,8,22,24,NA,NA,NA,NA,NA,NA
"707",NA,"Acerv_evm.TU.Segkk1318_pilon.7",143,111,110,51,31,77,103,59,79,27,25,158,117,NA,NA,NA,NA,NA,NA
"708",NA,"Acerv_evm.TU.Segkk2117_pilon.21",30,17,28,27,18,32,40,24,45,26,16,61,44,NA,NA,NA,NA,NA,NA
"709",NA,"Acerv_evm.TU.Segkk1560_pilon.6",707,611,658,251,283,202,190,111,333,187,150,349,345,NA,NA,NA,NA,NA,NA
"710",NA,"Acerv_evm.TU.Segkk3213_pilon.37",257,759,204,225,159,477,627,268,437,241,159,761,394,NA,NA,NA,NA,NA,NA
"711",NA,"Acerv_evm.TU.Segkk2935_pilon.2",12,12,13,21,15,22,58,11,22,26,13,57,27,NA,NA,NA,NA,NA,NA
"712",NA,"Acerv_evm.TU.Segkk2954_pilon.6",1560,965,1189,322,232,225,105,147,615,210,278,497,512,NA,NA,NA,NA,NA,NA
"713",NA,"Acerv_evm.TU.Segkk2970_pilon.1",21,39,44,38,27,38,130,41,72,42,21,111,53,NA,NA,NA,NA,NA,NA
"714",NA,"Acerv_evm.TU.Segkk3419_pilon.10",14,10,0,13,27,16,12,12,24,8,13,33,27,NA,NA,NA,NA,NA,NA
"715",NA,"Acerv_evm.TU.Segkk2811_pilon.9",204,165,181,84,89,54,52,38,84,39,38,99,99,NA,NA,NA,NA,NA,NA
"716",NA,"Acerv_evm.TU.Segkk227_pilon.2",7,12,0,11,8,12,21,12,18,10,6,25,26,NA,NA,NA,NA,NA,NA
"717",NA,"Acerv_evm.TU.Segkk3453_pilon.14",226,210,187,46,35,37,34,17,96,28,26,74,38,NA,NA,NA,NA,NA,NA
"718",NA,"Acerv_evm.TU.Segkk4074_pilon.1",21,25,23,19,16,41,43,26,56,21,8,76,41,NA,NA,NA,NA,NA,NA
"719",NA,"Acerv_evm.TU.Segkk3363_pilon.30",93,151,99,60,37,87,136,54,94,76,36,130,91,NA,NA,NA,NA,NA,NA
"720",NA,"Acerv_evm.TU.Segkk2166_pilon.1",148,188,111,103,128,85,85,54,105,61,55,180,145,NA,NA,NA,NA,NA,NA
"721",NA,"Acerv_evm.TU.Segkk2716_pilon.12",15,24,25,19,42,16,80,16,18,23,18,44,62,NA,NA,NA,NA,NA,NA
