"","gene_id","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","scaffold","start","stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"6009","Acerv_evm.TU.Segkk3674_pilon.8",6293,601,11402,10786,5069,8468,3946,4832,10039,11757,3090,2822,3220,6802,2151,"Segkk3674_pilon",58692,99496,40804,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6011","Acerv_evm.TU.Segkk3676_pilon.1",92,0,187,158,66,120,54,64,107,180,42,64,47,98,27,"Segkk3676_pilon",353,2712,2359,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6012","Acerv_evm.TU.Segkk3676_pilon.2",33,0,66,45,28,45,18,26,35,58,15,29,19,40,9,"Segkk3676_pilon",2801,4549,1748,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6017","Acerv_evm.TU.Segkk3683_pilon.3",75,13,144,164,46,88,43,62,148,215,50,49,29,79,28,"Segkk3683_pilon",16341,23749,7408,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6022","Acerv_evm.TU.Segkk3684_pilon.16",19,0,27,31,9,14,13,13,26,29,9,6,8,16,6,"Segkk3684_pilon",190487,191392,905,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6023","Acerv_evm.TU.Segkk3684_pilon.20",1837,0,3514,3427,1288,2338,1158,1335,2882,3413,867,1083,707,1904,654,"Segkk3684_pilon",216132,236953,20821,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6150","Acerv_evm.TU.Segkk374_pilon.11",127,0,185,166,74,148,63,84,200,312,78,55,47,118,30,"Segkk374_pilon",159607,171222,11615,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6173","Acerv_evm.TU.Segkk375_pilon.9",632,0,1325,985,473,843,277,338,752,1113,219,205,251,638,150,"Segkk375_pilon",67917,99059,31142,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6223","Acerv_evm.TU.Segkk377_pilon.2",65,2,129,125,37,65,39,47,68,108,30,27,23,70,15,"Segkk377_pilon",6026,7981,1955,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6268","Acerv_evm.TU.Segkk3782_pilon.7",24,0,64,45,13,30,14,25,104,81,23,24,20,28,9,"Segkk3782_pilon",75356,78421,3065,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6269","Acerv_evm.TU.Segkk3782_pilon.9",51,0,128,117,42,82,39,56,125,158,42,30,40,74,34,"Segkk3782_pilon",87350,88926,1576,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6273","Acerv_evm.TU.Segkk3784_pilon.5",464,0,769,752,238,434,250,322,877,989,272,218,146,418,136,"Segkk3784_pilon",35548,45903,10355,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6288","Acerv_evm.TU.Segkk3798_pilon.1",755,0,1839,1653,550,938,512,401,1271,2041,469,752,415,1191,326,"Segkk3798_pilon",869,16191,15322,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6293","Acerv_evm.TU.Segkk3799_pilon.17",40,4,77,106,56,67,30,56,41,51,28,10,36,56,16,"Segkk3799_pilon",163260,163994,734,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6295","Acerv_evm.TU.Segkk3799_pilon.20",313,4,540,510,241,426,214,144,322,399,147,163,131,351,125,"Segkk3799_pilon",195925,197274,1349,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6323","Acerv_evm.TU.Segkk3804_pilon.5",99,0,199,200,65,108,80,74,232,240,60,79,32,110,53,"Segkk3804_pilon",31107,32703,1596,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6328","Acerv_evm.TU.Segkk3807_pilon.13",369,0,660,625,228,384,206,254,642,820,190,203,147,371,157,"Segkk3807_pilon",98604,106464,7860,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6339","Acerv_evm.TU.Segkk3812_pilon.1",184,0,275,195,98,170,59,92,212,295,49,36,65,145,26,"Segkk3812_pilon",96,13693,13597,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6341","Acerv_evm.TU.Segkk3812_pilon.4",160,0,340,221,113,195,80,97,178,267,59,53,69,167,41,"Segkk3812_pilon",41591,53599,12008,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6383","Acerv_evm.TU.Segkk383_pilon.1",234,0,469,343,164,331,123,140,329,445,111,156,97,261,67,"Segkk383_pilon",7471,24552,17081,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6399","Acerv_evm.TU.Segkk384_pilon.13",250,0,509,491,193,304,189,147,334,407,89,133,128,266,93,"Segkk384_pilon",167691,179275,11584,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6406","Acerv_evm.TU.Segkk384_pilon.6",303,0,736,796,275,341,343,376,438,792,222,128,105,568,180,"Segkk384_pilon",72736,77303,4567,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6407","Acerv_evm.TU.Segkk384_pilon.7",69,0,74,66,68,95,70,81,28,76,49,37,28,162,33,"Segkk384_pilon",82895,87407,4512,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6449","Acerv_evm.TU.Segkk386_pilon.3",115,0,245,197,87,128,81,68,199,266,66,68,61,142,34,"Segkk386_pilon",27890,38547,10657,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6463","Acerv_evm.TU.Segkk3865_pilon.5",1423,0,2935,2641,1033,1826,988,1105,2756,3356,899,1068,683,1712,588,"Segkk3865_pilon",37458,87111,49653,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6472","Acerv_evm.TU.Segkk3871_pilon.10",401,0,778,808,270,499,295,377,955,1289,324,306,178,457,163,"Segkk3871_pilon",67947,84621,16674,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6473","Acerv_evm.TU.Segkk3871_pilon.13",55,0,80,100,0,41,22,40,115,154,29,20,24,43,18,"Segkk3871_pilon",95028,98102,3074,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6486","Acerv_evm.TU.Segkk3882_pilon.2",101,0,154,155,58,109,40,13,23,39,9,44,33,73,20,"Segkk3882_pilon",8858,11315,2457,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6488","Acerv_evm.TU.Segkk3883_pilon.15",317,0,484,586,151,258,179,281,733,706,181,257,107,266,141,"Segkk3883_pilon",169668,180051,10383,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6492","Acerv_evm.TU.Segkk3884_pilon.1",50,0,93,54,31,28,35,19,39,36,14,25,0,47,30,"Segkk3884_pilon",1313,5329,4016,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6502","Acerv_evm.TU.Segkk389_pilon.65",67,24,97,124,33,62,34,29,65,143,30,24,28,52,16,"Segkk389_pilon",391256,393838,2582,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6505","Acerv_evm.TU.Segkk3893_pilon.1",594,0,1378,1101,432,763,475,577,1022,1358,335,401,263,759,228,"Segkk3893_pilon",2289,35390,33101,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6514","Acerv_evm.TU.Segkk3900_pilon.25",271,0,471,526,296,466,197,236,274,274,127,129,220,317,82,"Segkk3900_pilon",153207,176037,22830,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6517","Acerv_evm.TU.Segkk3900_pilon.41",120,0,238,281,99,151,71,92,197,252,59,77,68,153,47,"Segkk3900_pilon",297596,307986,10390,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6597","Acerv_evm.TU.Segkk394_pilon.1",28,0,64,59,17,41,16,26,54,66,17,27,12,39,0,"Segkk394_pilon",151,4591,4440,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6669","Acerv_evm.TU.Segkk396_pilon.1",87,0,167,154,56,137,39,59,108,146,37,38,47,112,24,"Segkk396_pilon",21,9996,9975,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7043","Acerv_evm.TU.Segkk407_pilon.8",383,0,747,592,262,436,234,186,491,536,134,155,227,402,128,"Segkk407_pilon",90135,110132,19997,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7085","Acerv_evm.TU.Segkk41_pilon.1",477,0,1103,584,513,502,284,214,511,513,123,211,464,819,119,"Segkk41_pilon",2512,16520,14008,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7242","Acerv_evm.TU.Segkk416_pilon.4",26,0,56,35,19,35,13,13,37,49,14,7,8,28,9,"Segkk416_pilon",62608,65607,2999,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7249","Acerv_evm.TU.Segkk4161_pilon.4",201,0,189,393,181,307,106,426,752,945,321,88,113,196,44,"Segkk4161_pilon",27460,39983,12523,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7254","Acerv_evm.TU.Segkk4165_pilon.1",280,0,488,489,203,366,146,193,405,537,132,130,158,360,91,"Segkk4165_pilon",1375,23485,22110,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7257","Acerv_evm.TU.Segkk4166_pilon.1",107,0,310,383,82,128,95,140,553,565,122,173,43,129,76,"Segkk4166_pilon",233,2208,1975,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7260","Acerv_evm.TU.Segkk4175_pilon.5",669,0,1215,1039,404,849,391,196,432,599,130,276,334,683,193,"Segkk4175_pilon",29007,45660,16653,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7271","Acerv_evm.TU.Segkk4185_pilon.2",450,0,928,661,265,577,184,46,121,215,24,176,184,455,107,"Segkk4185_pilon",11064,26433,15369,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7302","Acerv_evm.TU.Segkk4198_pilon.1",508,0,898,827,505,760,360,436,500,458,211,259,331,555,189,"Segkk4198_pilon",163,15650,15487,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7315","Acerv_evm.TU.Segkk421_pilon.1",1966,0,3730,3295,1019,1750,1100,1206,4764,5518,906,875,775,1896,827,"Segkk421_pilon",16141,23162,7021,"GO:0004190",0.0377620954367538,0.999379666947881,1,8,"aspartic-type endopeptidase activity","MF"
"7316","Acerv_evm.TU.Segkk421_pilon.3",42,0,53,39,19,43,17,18,41,67,10,21,15,37,8,"Segkk421_pilon",47,1039,992,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7331","Acerv_evm.TU.Segkk4219_pilon.2",176,0,402,303,200,285,133,99,174,215,73,86,107,287,55,"Segkk4219_pilon",4212,23988,19776,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7333","Acerv_evm.TU.Segkk4219_pilon.4",80,0,151,112,78,124,39,54,79,68,31,30,47,59,0,"Segkk4219_pilon",33406,38169,4763,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7335","Acerv_evm.TU.Segkk4220_pilon.4",58,1,90,105,34,70,38,56,195,288,43,23,26,62,17,"Segkk4220_pilon",37888,39267,1379,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7336","Acerv_evm.TU.Segkk4220_pilon.5",67,1,114,100,51,99,37,96,254,327,69,25,35,81,21,"Segkk4220_pilon",59895,61274,1379,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7337","Acerv_evm.TU.Segkk4221_pilon.1",650,41,1574,1014,503,914,429,415,960,1401,304,352,304,941,196,"Segkk4221_pilon",368,27731,27363,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7341","Acerv_evm.TU.Segkk4221_pilon.4",31,0,107,38,22,32,27,9,35,17,5,40,10,53,14,"Segkk4221_pilon",33850,37063,3213,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7342","Acerv_evm.TU.Segkk4221_pilon.8",334,0,594,703,220,421,202,260,621,928,250,258,202,375,133,"Segkk4221_pilon",90437,104720,14283,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7350","Acerv_evm.TU.Segkk423_pilon.2",7254,434,13828,14556,5819,10164,4952,6383,14338,15633,3912,3717,3552,8213,2536,"Segkk423_pilon",7283,32468,25185,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7351","Acerv_evm.TU.Segkk423_pilon.6",198,0,339,275,121,268,125,150,392,392,129,114,92,281,71,"Segkk423_pilon",60773,76556,15783,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7366","Acerv_evm.TU.Segkk424_pilon.3",56,0,110,110,37,75,46,62,97,123,47,57,21,71,34,"Segkk424_pilon",20212,20679,467,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7367","Acerv_evm.TU.Segkk424_pilon.7",93,0,134,122,64,97,47,52,108,107,46,48,34,72,28,"Segkk424_pilon",57834,64604,6770,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7368","Acerv_evm.TU.Segkk4241_pilon.1",414,0,636,475,240,456,186,223,432,697,161,83,162,412,97,"Segkk4241_pilon",208,8219,8011,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7382","Acerv_evm.TU.Segkk4249_pilon.7",96,0,180,230,94,202,78,81,218,226,71,74,55,144,41,"Segkk4249_pilon",52882,55515,2633,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7384","Acerv_evm.TU.Segkk4255_pilon.13",81,0,187,127,81,117,39,42,83,121,32,33,35,86,0,"Segkk4255_pilon",147106,162562,15456,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7385","Acerv_evm.TU.Segkk4255_pilon.14",341,0,708,560,209,455,182,239,487,652,171,138,129,332,98,"Segkk4255_pilon",162691,189995,27304,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7386","Acerv_evm.TU.Segkk4255_pilon.32",201,0,410,316,154,281,129,165,250,422,102,90,107,261,63,"Segkk4255_pilon",322515,329547,7032,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7389","Acerv_evm.TU.Segkk426_pilon.1",1026,0,2084,1837,715,1389,699,822,1717,2530,594,678,563,1199,407,"Segkk426_pilon",2843,77039,74196,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7398","Acerv_evm.TU.Segkk4267_pilon.9",75,30,165,113,33,71,39,83,109,147,21,70,21,71,30,"Segkk4267_pilon",90430,92502,2072,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7405","Acerv_evm.TU.Segkk4278_pilon.1",117,0,257,223,102,156,95,83,189,295,66,71,69,196,54,"Segkk4278_pilon",3652,4503,851,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7408","Acerv_evm.TU.Segkk4278_pilon.18",36,0,102,57,37,71,21,20,29,40,8,10,17,55,11,"Segkk4278_pilon",257836,279062,21226,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7409","Acerv_evm.TU.Segkk4278_pilon.19",160,0,494,352,163,298,105,107,200,249,36,82,81,229,62,"Segkk4278_pilon",280215,306884,26669,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7411","Acerv_evm.TU.Segkk4278_pilon.7",438,0,666,496,260,479,215,382,537,619,157,247,201,487,153,"Segkk4278_pilon",69104,93197,24093,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7423","Acerv_evm.TU.Segkk4281_pilon.1",44,0,13,19,21,36,12,19,15,32,17,28,18,27,5,"Segkk4281_pilon",1964,4959,2995,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7433","Acerv_evm.TU.Segkk4288_pilon.1",31,0,39,48,19,32,24,24,38,55,17,21,17,34,13,"Segkk4288_pilon",426,8656,8230,"GO:0015935",0.0324665869580688,0.99956398874078,1,6,"small ribosomal subunit","CC"
"7439","Acerv_evm.TU.Segkk4289_pilon.3",246,39,547,385,194,359,147,191,339,517,105,90,135,285,76,"Segkk4289_pilon",17511,29583,12072,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7448","Acerv_evm.TU.Segkk4290_pilon.19",133,0,312,281,137,221,102,144,252,305,100,124,88,168,58,"Segkk4290_pilon",204652,219346,14694,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7451","Acerv_evm.TU.Segkk4290_pilon.22",244,26,446,455,172,352,173,272,505,653,184,162,137,269,100,"Segkk4290_pilon",249116,261892,12776,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7462","Acerv_evm.TU.Segkk4294_pilon.9",15,0,42,42,20,25,14,18,17,21,8,8,8,24,7,"Segkk4294_pilon",112331,124281,11950,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7463","Acerv_evm.TU.Segkk4296_pilon.3",345,0,553,524,245,465,208,216,343,550,123,118,193,421,105,"Segkk4296_pilon",15125,28256,13131,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7470","Acerv_evm.TU.Segkk4297_pilon.7",819,14,1705,1104,539,1053,438,975,2022,2051,459,301,385,950,280,"Segkk4297_pilon",63695,74148,10453,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7472","Acerv_evm.TU.Segkk4297_pilon.9",83,0,178,99,60,97,33,51,74,104,31,30,32,74,16,"Segkk4297_pilon",76725,83448,6723,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7473","Acerv_evm.TU.Segkk4299_pilon.1",440,1,564,812,295,479,306,1242,2787,4005,1042,290,198,416,175,"Segkk4299_pilon",1716,4493,2777,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7486","Acerv_evm.TU.Segkk4302_pilon.18",94,0,179,179,65,141,87,92,231,291,63,58,53,130,45,"Segkk4302_pilon",130309,133952,3643,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7492","Acerv_evm.TU.Segkk4303_pilon.5",89,0,170,173,58,89,51,103,252,320,71,64,33,76,34,"Segkk4303_pilon",34867,43172,8305,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7493","Acerv_evm.TU.Segkk4303_pilon.9",938,0,1711,1366,403,873,483,383,1857,2192,315,556,370,954,284,"Segkk4303_pilon",76316,96469,20153,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7494","Acerv_evm.TU.Segkk4304_pilon.2",224,0,432,314,172,275,124,112,249,400,92,125,110,314,85,"Segkk4304_pilon",31308,39559,8251,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7495","Acerv_evm.TU.Segkk4304_pilon.3",251,0,456,382,185,315,155,151,377,486,109,124,95,253,68,"Segkk4304_pilon",44935,61904,16969,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7505","Acerv_evm.TU.Segkk4306_pilon.3",266,0,508,415,202,320,156,225,513,770,152,138,134,318,98,"Segkk4306_pilon",16728,48544,31816,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7506","Acerv_evm.TU.Segkk4306_pilon.5",397,0,1146,977,312,558,279,343,980,1297,262,408,191,572,253,"Segkk4306_pilon",65895,95850,29955,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7509","Acerv_evm.TU.Segkk4307_pilon.4",258,0,538,455,199,316,161,210,338,472,128,157,125,280,84,"Segkk4307_pilon",11665,30119,18454,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7515","Acerv_evm.TU.Segkk4309_pilon.16",500,0,1040,732,344,601,369,169,558,723,257,473,335,752,241,"Segkk4309_pilon",180384,205435,25051,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7516","Acerv_evm.TU.Segkk4309_pilon.17",345,0,766,525,361,500,231,205,203,410,91,171,352,612,113,"Segkk4309_pilon",226064,238748,12684,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7524","Acerv_evm.TU.Segkk4310_pilon.11",240,0,456,486,184,306,151,194,420,595,126,106,146,323,84,"Segkk4310_pilon",126255,137326,11071,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7543","Acerv_evm.TU.Segkk4318_pilon.11",230,0,446,405,186,351,157,114,206,300,83,109,145,276,93,"Segkk4318_pilon",75570,99406,23836,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7544","Acerv_evm.TU.Segkk4318_pilon.16",538,0,1059,890,417,682,365,249,800,964,269,408,255,604,232,"Segkk4318_pilon",166029,189126,23097,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7545","Acerv_evm.TU.Segkk4318_pilon.18",118,0,374,354,120,214,76,74,257,331,42,102,59,175,50,"Segkk4318_pilon",205934,223217,17283,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7558","Acerv_evm.TU.Segkk4320_pilon.5",199,0,438,317,201,252,196,200,307,456,125,140,133,309,120,"Segkk4320_pilon",36983,42118,5135,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7571","Acerv_evm.TU.Segkk4326_pilon.8",26,0,52,79,18,34,11,24,50,46,20,4,11,19,11,"Segkk4326_pilon",68618,74635,6017,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7598","Acerv_evm.TU.Segkk434_pilon.3",268,0,540,530,178,331,209,158,459,644,156,214,133,366,131,"Segkk434_pilon",38780,47680,8900,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7621","Acerv_evm.TU.Segkk4346_pilon.1",548,7,1048,1267,400,671,438,478,984,1526,333,522,265,725,272,"Segkk4346_pilon",47610,60476,12866,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7627","Acerv_evm.TU.Segkk4347_pilon.9",406,0,804,735,240,482,218,276,735,1029,209,206,202,487,132,"Segkk4347_pilon",114776,124859,10083,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7637","Acerv_evm.TU.Segkk435_pilon.3",243,10,622,469,187,326,219,229,463,571,136,168,127,356,132,"Segkk435_pilon",27340,35520,8180,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7639","Acerv_evm.TU.Segkk435_pilon.33",195,6,457,319,170,287,153,150,300,515,107,134,131,376,90,"Segkk435_pilon",331004,333343,2339,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7643","Acerv_evm.TU.Segkk4350_pilon.1",103,15,117,89,71,124,42,41,71,145,49,35,56,82,24,"Segkk4350_pilon",1845,6446,4601,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7649","Acerv_evm.TU.Segkk4355_pilon.5",259,0,474,342,150,260,121,127,298,530,89,49,107,243,45,"Segkk4355_pilon",62183,68426,6243,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7667","Acerv_evm.TU.Segkk4362_pilon.10",171,0,361,214,139,237,75,112,202,364,65,42,81,243,49,"Segkk4362_pilon",41531,53890,12359,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7669","Acerv_evm.TU.Segkk4362_pilon.5",720,0,1440,1369,509,1008,522,658,1510,1804,503,433,421,974,324,"Segkk4362_pilon",15866,22209,6343,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7670","Acerv_evm.TU.Segkk4362_pilon.8",138,0,295,275,123,169,88,97,221,278,85,77,99,210,59,"Segkk4362_pilon",34205,38897,4692,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7671","Acerv_evm.TU.Segkk4363_pilon.1",165,0,294,270,86,150,80,115,311,408,106,101,54,141,56,"Segkk4363_pilon",1302,11829,10527,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7673","Acerv_evm.TU.Segkk4364_pilon.10",163,0,394,375,162,218,152,203,356,510,190,176,117,224,101,"Segkk4364_pilon",181276,201180,19904,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7674","Acerv_evm.TU.Segkk4364_pilon.14",50,2,103,65,45,56,44,30,54,95,32,23,26,65,19,"Segkk4364_pilon",262533,264745,2212,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7677","Acerv_evm.TU.Segkk4364_pilon.21",360,0,658,664,224,372,202,282,615,759,171,231,145,346,127,"Segkk4364_pilon",362822,394529,31707,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7682","Acerv_evm.TU.Segkk4367_pilon.1",57,0,102,91,39,56,28,42,61,119,20,16,26,66,20,"Segkk4367_pilon",4534,13436,8902,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7697","Acerv_evm.TU.Segkk4374_pilon.3",115,0,182,203,85,126,62,101,130,141,39,63,70,105,31,"Segkk4374_pilon",17438,33136,15698,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7704","Acerv_evm.TU.Segkk438_pilon.13",417,0,889,837,321,514,294,304,693,954,212,293,220,492,177,"Segkk438_pilon",109432,125946,16514,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7723","Acerv_evm.TU.Segkk441_pilon.7",1158,0,2108,1772,798,1447,671,645,1301,1756,520,641,562,1300,340,"Segkk441_pilon",55367,97763,42396,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"7738","Acerv_evm.TU.Segkk450_pilon.3",778,0,1707,1518,556,1027,531,658,1278,1793,456,399,387,895,311,"Segkk450_pilon",27670,53092,25422,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
