Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins
OG0000179	XP_020612171.1, XP_020612114.1	Mcavernosa28055-RA, Mcavernosa28053-RA
OG0000179	XP_020612172.1, XP_020612173.1	Mcavernosa21413-RA
OG0000179	XP_020612177.1, XP_020612176.1	Mcavernosa13551-RA, Mcavernosa34862-RA, Mcavernosa35072-RA, Mcavernosa29211-RA
OG0000179	XP_020612191.1	Mcavernosa21414-RA
OG0000180	XP_020631555.1, XP_020631554.1	Mcavernosa29049-RA
OG0000181	XP_020628110.1	Mcavernosa03594-RA
OG0000181	XP_020601129.1, XP_020601127.1, XP_020601128.1, XP_020627413.1	Mcavernosa14543-RA
OG0000182	XP_020626712.1, XP_020626713.1	Mcavernosa33943-RA
OG0000182	XP_020621202.1, XP_020629969.1, XP_020619602.1, XP_020626711.1, XP_020626726.1, XP_020626681.1, XP_020606744.1, XP_020606781.1	Mcavernosa19647-RA
OG0000183	XP_020605413.1	Mcavernosa15627-RA, Mcavernosa28689-RA, Mcavernosa15621-RA, Mcavernosa15622-RA, Mcavernosa28686-RA
OG0000183	XP_020605391.1, XP_020605389.1	Mcavernosa28685-RA
OG0000183	XP_020605378.1	Mcavernosa27595-RA
OG0000183	XP_020605416.1	Mcavernosa27598-RA
OG0000184	XP_020617977.1, XP_020617975.1	Mcavernosa17399-RA, Mcavernosa33853-RA
OG0000186	XP_020618529.1	Mcavernosa16048-RA
OG0000186	XP_020618542.1	Mcavernosa16050-RA
OG0000186	XP_020618540.1, XP_020618541.1	Mcavernosa16046-RA, Mcavernosa16049-RA
OG0000186	XP_020618538.1	Mcavernosa16047-RA
OG0000187	XP_020616779.1	Mcavernosa11163-RA
OG0000187	XP_020616757.1, XP_020616768.1, XP_020604350.1, XP_020627086.1, XP_020611943.1, XP_020611944.1	Mcavernosa18874-RA
OG0000187	XP_020616729.1	Mcavernosa15482-RA, Mcavernosa33562-RA, Mcavernosa24346-RA, Mcavernosa33819-RA, Mcavernosa22713-RA, Mcavernosa33667-RA
OG0000188	XP_020609639.1	Mcavernosa10042-RA, Mcavernosa31048-RA, Mcavernosa16710-RA
OG0000189	XP_020629148.1, XP_020629146.1	Mcavernosa25686-RA
OG0000189	XP_020613136.1, XP_020613137.1, XP_020613135.1	Mcavernosa21324-RA
OG0000189	XP_020613129.1	Mcavernosa05752-RA
OG0000189	XP_020613165.1	Mcavernosa34654-RA
OG0000194	XP_020607544.1	Mcavernosa19394-RA
OG0000196	XP_020604263.1, XP_020604264.1, XP_020609071.1	Mcavernosa20482-RA
OG0000196	XP_020604249.1, XP_020604248.1, XP_020604247.1, XP_020616235.1	Mcavernosa10891-RA, Mcavernosa24267-RA
OG0000198	XP_020610576.1	Mcavernosa11311-RA
OG0000198	XP_020610624.1, XP_020610626.1, XP_020610627.1	Mcavernosa30596-RA
OG0000198	XP_020611703.1	Mcavernosa11309-RA, Mcavernosa11310-RA
OG0000198	XP_020619559.1, XP_020619556.1, XP_020619558.1, XP_020619557.1, XP_020619560.1, XP_020619552.1, XP_020619553.1, XP_020601981.1, XP_020601980.1	Mcavernosa12326-RA, Mcavernosa12322-RA
OG0000199	XP_020608427.1, XP_020608428.1	Mcavernosa01316-RA
OG0000200	XP_020604697.1	Mcavernosa07112-RA
OG0000200	XP_020604696.1	Mcavernosa07111-RA
OG0000200	XP_020629330.1	Mcavernosa10402-RA, Mcavernosa07146-RA, Mcavernosa16016-RA, Mcavernosa30603-RA
OG0000200	XP_020629394.1	Mcavernosa13043-RA
OG0000200	XP_020605299.1	Mcavernosa10652-RA
OG0000202	XP_020617866.1, XP_020617865.1, XP_020617867.1, XP_020617810.1	Mcavernosa20968-RA
OG0000203	XP_020606909.1	Mcavernosa23975-RA
OG0000205	XP_020621086.1	Mcavernosa33691-RA, Mcavernosa07315-RA, Mcavernosa07312-RA, Mcavernosa34144-RA, Mcavernosa06441-RA, Mcavernosa27630-RA
OG0000205	XP_020609436.1, XP_020631698.1	Mcavernosa07319-RA
OG0000205	XP_020609434.1	Mcavernosa07318-RA, Mcavernosa10069-RA, Mcavernosa10057-RA, Mcavernosa32917-RA, Mcavernosa10062-RA
OG0000206	XP_020623593.1	Mcavernosa31626-RA
OG0000206	XP_020621299.1, XP_020621298.1	Mcavernosa22344-RA, Mcavernosa22347-RA, Mcavernosa30410-RA, Mcavernosa22350-RA
OG0000207	XP_020604909.1, XP_020604910.1	Mcavernosa02496-RA, Mcavernosa02495-RA, Mcavernosa32678-RA
OG0000208	XP_020623642.1, XP_020623421.1	Mcavernosa28000-RA, Mcavernosa08405-RA, Mcavernosa08412-RA, Mcavernosa08415-RA
OG0000208	XP_020623487.1, XP_020623491.1, XP_020623493.1	Mcavernosa08409-RA
OG0000208	XP_020623483.1	Mcavernosa08403-RA, Mcavernosa08416-RA
OG0000209	XP_020619395.1	Mcavernosa34703-RA, Mcavernosa00658-RA
OG0000210	XP_020623185.1, XP_020624187.1	Mcavernosa13032-RA
OG0000211	XP_020604998.1, XP_020601446.1	Mcavernosa34435-RA
OG0000214	XP_020612813.1, XP_020612815.1, XP_020612816.1, XP_020612817.1	Mcavernosa01761-RA, Mcavernosa01763-RA
OG0000215	XP_020601430.1	Mcavernosa29841-RA
OG0000216	XP_020630320.1, XP_020630321.1, XP_020630324.1, XP_020630325.1, XP_020630322.1, XP_020630318.1, XP_020630319.1, XP_020630382.1, XP_020602452.1	Mcavernosa25600-RA
OG0000217	XP_020617678.1	Mcavernosa25349-RA, Mcavernosa00584-RA, Mcavernosa33384-RA, Mcavernosa19080-RA, Mcavernosa30440-RA
OG0000217	XP_020624358.1, XP_020624357.1	Mcavernosa34762-RA
OG0000218	XP_020608746.1	Mcavernosa10954-RA, Mcavernosa10958-RA
OG0000218	XP_020622779.1, XP_020622778.1, XP_020622777.1, XP_020622780.1	Mcavernosa26498-RA, Mcavernosa26494-RA
OG0000218	XP_020618191.1, XP_020618192.1	Mcavernosa01583-RA
OG0000219	XP_020631187.1	Mcavernosa00495-RA
OG0000220	XP_020617814.1	Mcavernosa28804-RA, Mcavernosa30651-RA
OG0000220	XP_020605446.1	Mcavernosa30408-RA, Mcavernosa34784-RA
OG0000221	XP_020605305.1	Mcavernosa06953-RA, Mcavernosa24125-RA
OG0000222	XP_020607210.1	Mcavernosa23026-RA
OG0000222	XP_020601305.1, XP_020601304.1, XP_020601303.1, XP_020601302.1	Mcavernosa11133-RA
OG0000222	XP_020618399.1	Mcavernosa34054-RA
OG0000224	XP_020630167.1, XP_020630128.1	Mcavernosa03840-RA, Mcavernosa03842-RA
OG0000224	XP_020630174.1	Mcavernosa03850-RA
OG0000224	XP_020630109.1	Mcavernosa03838-RA
OG0000224	XP_020630171.1	Mcavernosa03843-RA, Mcavernosa03846-RA
OG0000225	XP_020617974.1	Mcavernosa34594-RA, Mcavernosa34595-RA, Mcavernosa17452-RA
OG0000226	XP_020631534.1	Mcavernosa08107-RA
OG0000226	XP_020631541.1	Mcavernosa08130-RA
OG0000226	XP_020631521.1, XP_020631499.1, XP_020631515.1, XP_020631379.1	Mcavernosa08106-RA
OG0000226	XP_020631504.1, XP_020631519.1, XP_020631514.1	Mcavernosa08123-RA
OG0000226	XP_020631733.1, XP_020631500.1	Mcavernosa08116-RA
OG0000226	XP_020631535.1	Mcavernosa08126-RA
OG0000226	XP_020631505.1, XP_020631503.1, XP_020631520.1	Mcavernosa08128-RA
OG0000228	XP_020616793.1	Mcavernosa20876-RA
OG0000230	XP_020600722.1	Mcavernosa03065-RA
OG0000230	XP_020600721.1, XP_020600720.1, XP_020600717.1, XP_020600718.1, XP_020600709.1, XP_020600708.1, XP_020600710.1, XP_020600712.1, XP_020600714.1, XP_020600711.1, XP_020600715.1, XP_020600716.1, XP_020600719.1	Mcavernosa03067-RA
OG0000231	XP_020631294.1	Mcavernosa19289-RA
OG0000231	XP_020631022.1	Mcavernosa19288-RA
OG0000231	XP_020631011.1	Mcavernosa24018-RA
OG0000232	XP_020624374.1	Mcavernosa16912-RA
OG0000232	XP_020624389.1	Mcavernosa33765-RA
OG0000233	XP_020614114.1, XP_020614113.1, XP_020614153.1, XP_020613537.1, XP_020614100.1, XP_020614096.1, XP_020614099.1, XP_020614098.1, XP_020614097.1, XP_020618182.1	Mcavernosa34030-RA, Mcavernosa22543-RA, Mcavernosa14047-RA, Mcavernosa14053-RA, Mcavernosa14048-RA, Mcavernosa14046-RA, Mcavernosa14045-RA
OG0000234	XP_020622161.1	Mcavernosa17385-RA, Mcavernosa21244-RA, Mcavernosa14628-RA, Mcavernosa08685-RA, Mcavernosa02956-RA, Mcavernosa30941-RA
OG0000234	XP_020628368.1	Mcavernosa25263-RA, Mcavernosa12738-RA, Mcavernosa15237-RA
OG0000234	XP_020624468.1	Mcavernosa16586-RA, Mcavernosa10943-RA, Mcavernosa33296-RA
OG0000235	XP_020612736.1, XP_020606653.1, XP_020601174.1, XP_020606654.1, XP_020601172.1	Mcavernosa26982-RA, Mcavernosa26986-RA, Mcavernosa26981-RA
OG0000235	XP_020616781.1, XP_020607897.1, XP_020629951.1, XP_020629943.1	Mcavernosa06638-RA
OG0000237	XP_020627048.1	Mcavernosa12421-RA
OG0000238	XP_020631392.1	Mcavernosa08060-RA
OG0000238	XP_020631397.1, XP_020631396.1, XP_020631395.1, XP_020631394.1, XP_020631393.1	Mcavernosa08059-RA
OG0000238	XP_020631390.1	Mcavernosa32552-RA
OG0000238	XP_020631476.1, XP_020628534.1	Mcavernosa08061-RA
OG0000238	XP_020625406.1	Mcavernosa03779-RA
OG0000241	XP_020602873.1	Mcavernosa26975-RA
OG0000242	XP_020609618.1	Mcavernosa13172-RA
OG0000243	XP_020618406.1, XP_020601470.1, XP_020623913.1, XP_020623917.1, XP_020632307.1, XP_020632310.1, XP_020601469.1, XP_020601471.1, XP_020632308.1, XP_020632311.1, XP_020623914.1, XP_020623918.1	Mcavernosa15791-RA, Mcavernosa26440-RA
OG0000244	XP_020615056.1	Mcavernosa32102-RA, Mcavernosa30421-RA
OG0000245	XP_020614318.1	Mcavernosa10959-RA, Mcavernosa21842-RA
OG0000246	XP_020609053.1	Mcavernosa09491-RA
OG0000247	XP_020632785.1	Mcavernosa07299-RA
OG0000249	XP_020621536.1	Mcavernosa20071-RA, Mcavernosa20073-RA
OG0000249	XP_020619385.1	Mcavernosa20078-RA
OG0000250	XP_020606397.1, XP_020627144.1	Mcavernosa05431-RA
OG0000255	XP_020629949.1	Mcavernosa23812-RA, Mcavernosa28362-RA, Mcavernosa23810-RA
OG0000255	XP_020604332.1, XP_020614350.1, XP_020614351.1	Mcavernosa22758-RA
OG0000256	XP_020608734.1, XP_020615417.1, XP_020615415.1	Mcavernosa23285-RA
OG0000257	XP_020622153.1	Mcavernosa22773-RA, Mcavernosa03767-RA, Mcavernosa30757-RA
OG0000260	XP_020601434.1, XP_020605307.1	Mcavernosa32345-RA
OG0000261	XP_020600419.1	Mcavernosa01245-RA
OG0000262	XP_020612542.1	Mcavernosa23142-RA
OG0000262	XP_020621657.1, XP_020621520.1	Mcavernosa35207-RA
OG0000262	XP_020602891.1	Mcavernosa10399-RA
OG0000263	XP_020614922.1, XP_020614921.1, XP_020630788.1	Mcavernosa32360-RA
OG0000263	XP_020630790.1	Mcavernosa32358-RA
OG0000264	XP_020602396.1	Mcavernosa02458-RA
OG0000267	XP_020600693.1, XP_020600695.1, XP_020600694.1, XP_020600696.1	Mcavernosa18856-RA, Mcavernosa18848-RA
OG0000268	XP_020620709.1, XP_020620663.1, XP_020620935.1, XP_020620943.1, XP_020620674.1, XP_020620687.1, XP_020620953.1, XP_020620829.1, XP_020620836.1	Mcavernosa08559-RA
OG0000269	XP_020626372.1	Mcavernosa32350-RA, Mcavernosa35107-RA, Mcavernosa32790-RA
OG0000269	XP_020626373.1	Mcavernosa33821-RA
OG0000270	XP_020623711.1	Mcavernosa09410-RA
OG0000270	XP_020623865.1	Mcavernosa27858-RA, Mcavernosa27862-RA
OG0000270	XP_020623867.1, XP_020623775.1, XP_020623774.1, XP_020623773.1, XP_020623776.1	Mcavernosa27865-RA
OG0000271	XP_020630030.1, XP_020629991.1	Mcavernosa18423-RA
OG0000271	XP_020620992.1, XP_020610082.1, XP_020620897.1	Mcavernosa23186-RA, Mcavernosa23185-RA
OG0000272	XP_020615556.1	Mcavernosa20380-RA, Mcavernosa20381-RA, Mcavernosa10612-RA, Mcavernosa10610-RA
OG0000272	XP_020611540.1	Mcavernosa05875-RA
OG0000272	XP_020627567.1	Mcavernosa12856-RA, Mcavernosa12862-RA, Mcavernosa13459-RA, Mcavernosa13456-RA
OG0000273	XP_020624916.1	Mcavernosa20109-RA
OG0000279	XP_020617435.1, XP_020617422.1, XP_020617455.1, XP_020617429.1, XP_020617443.1, XP_020617449.1, XP_020617414.1, XP_020617462.1	Mcavernosa21204-RA, Mcavernosa21200-RA, Mcavernosa21206-RA, Mcavernosa21198-RA, Mcavernosa21205-RA
OG0000280	XP_020617954.1	Mcavernosa24368-RA
OG0000280	XP_020621124.1	Mcavernosa24367-RA
OG0000281	XP_020632037.1	Mcavernosa26129-RA, Mcavernosa22371-RA, Mcavernosa30123-RA, Mcavernosa19804-RA
OG0000281	XP_020617180.1	Mcavernosa19805-RA
OG0000282	XP_020629749.1, XP_020629750.1, XP_020629751.1, XP_020629742.1, XP_020629743.1, XP_020624943.1	Mcavernosa35199-RA
OG0000283	XP_020615615.1	Mcavernosa34501-RA
OG0000284	XP_020617539.1	Mcavernosa19958-RA, Mcavernosa19957-RA
OG0000285	XP_020626795.1, XP_020619861.1	Mcavernosa34932-RA
OG0000286	XP_020608736.1	Mcavernosa34838-RA, Mcavernosa09381-RA
OG0000288	XP_020621475.1	Mcavernosa32270-RA
OG0000288	XP_020621464.1, XP_020621463.1, XP_020621462.1, XP_020621461.1, XP_020621474.1	Mcavernosa32271-RA, Mcavernosa20579-RA
OG0000288	XP_020624780.1	Mcavernosa00358-RA
OG0000288	XP_020630939.1, XP_020630920.1	Mcavernosa32277-RA
OG0000289	XP_020614483.1	Mcavernosa18020-RA
OG0000290	XP_020632330.1	Mcavernosa19770-RA
OG0000291	XP_020619540.1, XP_020619639.1	Mcavernosa22977-RA, Mcavernosa22979-RA
OG0000292	XP_020601366.1	Mcavernosa29066-RA, Mcavernosa13684-RA, Mcavernosa13687-RA, Mcavernosa34162-RA, Mcavernosa19445-RA
OG0000292	XP_020628564.1	Mcavernosa35163-RA
OG0000292	XP_020601814.1	Mcavernosa11952-RA, Mcavernosa06385-RA
OG0000293	XP_020614649.1	Mcavernosa26651-RA, Mcavernosa23522-RA
OG0000294	XP_020618618.1	Mcavernosa17390-RA
OG0000295	XP_020619802.1	Mcavernosa02194-RA
OG0000295	XP_020619864.1	Mcavernosa04567-RA
OG0000296	XP_020608607.1	Mcavernosa10156-RA
OG0000296	XP_020604716.1	Mcavernosa16973-RA, Mcavernosa16972-RA
OG0000296	XP_020624717.1	Mcavernosa00377-RA
OG0000296	XP_020620548.1, XP_020620549.1	Mcavernosa20951-RA, Mcavernosa20952-RA
OG0000296	XP_020629092.1	Mcavernosa27845-RA
OG0000297	XP_020626026.1, XP_020626025.1, XP_020626024.1	Mcavernosa22370-RA
OG0000297	XP_020618911.1, XP_020618913.1	Mcavernosa13808-RA
OG0000297	XP_020618912.1	Mcavernosa13809-RA
OG0000298	XP_020617145.1	Mcavernosa16816-RA
OG0000298	XP_020617144.1	Mcavernosa16817-RA, Mcavernosa16818-RA, Mcavernosa16815-RA
OG0000300	XP_020605140.1, XP_020605133.1, XP_020605149.1	Mcavernosa24047-RA
OG0000300	XP_020622436.1, XP_020622435.1	Mcavernosa33295-RA
OG0000301	XP_020626682.1, XP_020602067.1, XP_020602068.1, XP_020615319.1, XP_020605505.1, XP_020615347.1, XP_020615335.1, XP_020602066.1, XP_020615317.1, XP_020605501.1	Mcavernosa26804-RA, Mcavernosa31451-RA, Mcavernosa34125-RA, Mcavernosa27325-RA, Mcavernosa26802-RA
OG0000306	XP_020609301.1	Mcavernosa06949-RA
OG0000306	XP_020627095.1	Mcavernosa07098-RA, Mcavernosa24245-RA
OG0000307	XP_020631298.1	Mcavernosa29260-RA, Mcavernosa22948-RA, Mcavernosa22938-RA, Mcavernosa26156-RA
OG0000307	XP_020631359.1, XP_020614881.1, XP_020614820.1	Mcavernosa26157-RA
OG0000308	XP_020622991.1	Mcavernosa30499-RA
OG0000309	XP_020618066.1	Mcavernosa21092-RA
OG0000310	XP_020610291.1, XP_020623044.1, XP_020623045.1, XP_020601650.1, XP_020601649.1	Mcavernosa31989-RA
OG0000310	XP_020600445.1, XP_020610357.1, XP_020610350.1, XP_020610342.1, XP_020610280.1	Mcavernosa31990-RA, Mcavernosa23592-RA, Mcavernosa31985-RA
OG0000310	XP_020620775.1, XP_020620776.1	Mcavernosa25454-RA
OG0000312	XP_020625157.1	Mcavernosa30539-RA
OG0000314	XP_020632372.1, XP_020632656.1	Mcavernosa00430-RA, Mcavernosa25856-RA, Mcavernosa00429-RA, Mcavernosa26761-RA
OG0000315	XP_020601196.1, XP_020627411.1, XP_020627412.1	Mcavernosa06851-RA, Mcavernosa14559-RA, Mcavernosa30386-RA, Mcavernosa14536-RA, Mcavernosa14541-RA, Mcavernosa14560-RA, Mcavernosa02513-RA, Mcavernosa14542-RA, Mcavernosa30385-RA, Mcavernosa14539-RA
OG0000316	XP_020606681.1, XP_020606680.1, XP_020606675.1	Mcavernosa24088-RA, Mcavernosa24089-RA, Mcavernosa24093-RA, Mcavernosa24096-RA, Mcavernosa24087-RA, Mcavernosa24092-RA
OG0000318	XP_020603086.1, XP_020603085.1	Mcavernosa12249-RA, Mcavernosa12254-RA
OG0000318	XP_020616584.1	Mcavernosa07896-RA
OG0000318	XP_020616534.1	Mcavernosa29273-RA, Mcavernosa12253-RA, Mcavernosa30090-RA
OG0000319	XP_020602544.1, XP_020605025.1, XP_020602575.1, XP_020602576.1, XP_020602577.1	Mcavernosa17901-RA, Mcavernosa30382-RA
OG0000320	XP_020631617.1, XP_020631618.1, XP_020631564.1, XP_020631568.1, XP_020631569.1, XP_020631570.1, XP_020631571.1, XP_020631565.1, XP_020631566.1, XP_020631567.1	Mcavernosa03543-RA, Mcavernosa03545-RA, Mcavernosa03541-RA, Mcavernosa03542-RA
OG0000320	XP_020617477.1	Mcavernosa20444-RA
OG0000322	XP_020614613.1, XP_020607321.1, XP_020619800.1, XP_020612897.1, XP_020612902.1, XP_020612424.1, XP_020616446.1, XP_020616445.1	Mcavernosa16709-RA
OG0000323	XP_020610128.1	Mcavernosa00477-RA, Mcavernosa02618-RA
OG0000326	XP_020605019.1	Mcavernosa07368-RA
OG0000328	XP_020606473.1	Mcavernosa29861-RA
OG0000330	XP_020609184.1	Mcavernosa02829-RA, Mcavernosa07317-RA
OG0000331	XP_020613051.1, XP_020600872.1, XP_020608972.1	Mcavernosa24148-RA
OG0000333	XP_020600576.1, XP_020617409.1	Mcavernosa34056-RA, Mcavernosa20160-RA
OG0000334	XP_020617988.1	Mcavernosa21056-RA, Mcavernosa20844-RA, Mcavernosa21057-RA
OG0000334	XP_020617984.1	Mcavernosa21061-RA
OG0000334	XP_020605508.1, XP_020617983.1, XP_020618009.1	Mcavernosa21054-RA
OG0000335	XP_020607467.1, XP_020600779.1	Mcavernosa34739-RA
OG0000336	XP_020605054.1, XP_020605053.1, XP_020605055.1, XP_020605051.1	Mcavernosa23687-RA, Mcavernosa12085-RA, Mcavernosa32755-RA, Mcavernosa33771-RA
OG0000336	XP_020602661.1	Mcavernosa15863-RA
OG0000337	XP_020616940.1	Mcavernosa01308-RA, Mcavernosa19553-RA, Mcavernosa15624-RA
OG0000338	XP_020605386.1, XP_020605388.1, XP_020605387.1	Mcavernosa16666-RA, Mcavernosa16667-RA, Mcavernosa16665-RA
OG0000339	XP_020610773.1	Mcavernosa30291-RA, Mcavernosa33465-RA, Mcavernosa06560-RA
OG0000340	XP_020619118.1	Mcavernosa05997-RA, Mcavernosa04082-RA
OG0000340	XP_020624359.1	Mcavernosa29507-RA, Mcavernosa13340-RA, Mcavernosa05745-RA, Mcavernosa00409-RA
OG0000346	XP_020614919.1	Mcavernosa32367-RA
OG0000346	XP_020616505.1, XP_020616493.1	Mcavernosa30039-RA
OG0000348	XP_020626401.1	Mcavernosa02619-RA
OG0000348	XP_020621738.1, XP_020605164.1, XP_020605165.1	Mcavernosa32030-RA
OG0000349	XP_020632303.1	Mcavernosa05357-RA
OG0000350	XP_020600609.1, XP_020600610.1, XP_020600598.1	Mcavernosa25949-RA, Mcavernosa25948-RA
OG0000350	XP_020608640.1	Mcavernosa19006-RA
OG0000351	XP_020630895.1	Mcavernosa32293-RA, Mcavernosa32290-RA
OG0000351	XP_020630923.1	Mcavernosa32287-RA
OG0000351	XP_020630921.1	Mcavernosa32288-RA, Mcavernosa32295-RA
OG0000351	XP_020614899.1	Mcavernosa13408-RA
OG0000352	XP_020629937.1	Mcavernosa06619-RA
OG0000352	XP_020629957.1	Mcavernosa06622-RA
OG0000353	XP_020604995.1, XP_020604996.1	Mcavernosa10235-RA
OG0000353	XP_020615063.1, XP_020615069.1, XP_020630533.1, XP_020630534.1, XP_020630536.1, XP_020630537.1	Mcavernosa31905-RA
OG0000354	XP_020627617.1	Mcavernosa34035-RA
OG0000354	XP_020611343.1	Mcavernosa07536-RA, Mcavernosa07521-RA, Mcavernosa07522-RA
OG0000355	XP_020613150.1	Mcavernosa34351-RA
OG0000355	XP_020613127.1	Mcavernosa02944-RA
OG0000357	XP_020628090.1, XP_020628089.1, XP_020628231.1	Mcavernosa20288-RA, Mcavernosa10987-RA
OG0000358	XP_020627392.1, XP_020627390.1, XP_020627391.1	Mcavernosa18282-RA
OG0000361	XP_020623222.1, XP_020623223.1	Mcavernosa32994-RA
OG0000361	XP_020620959.1, XP_020620958.1, XP_020607685.1, XP_020607581.1, XP_020619600.1	Mcavernosa01929-RA, Mcavernosa09527-RA, Mcavernosa10867-RA, Mcavernosa29666-RA, Mcavernosa23786-RA
OG0000363	XP_020632887.1	Mcavernosa28885-RA, Mcavernosa28886-RA, Mcavernosa27038-RA
OG0000363	XP_020632862.1	Mcavernosa34255-RA, Mcavernosa29029-RA, Mcavernosa24948-RA, Mcavernosa28966-RA
OG0000365	XP_020622575.1	Mcavernosa19959-RA, Mcavernosa26505-RA
OG0000366	XP_020632809.1	Mcavernosa15977-RA
OG0000366	XP_020630850.1, XP_020630849.1, XP_020630851.1, XP_020630852.1	Mcavernosa15963-RA
OG0000368	XP_020623283.1	Mcavernosa03685-RA
OG0000370	XP_020601468.1	Mcavernosa29272-RA
OG0000371	XP_020626805.1, XP_020627014.1	Mcavernosa29221-RA, Mcavernosa23373-RA, Mcavernosa23374-RA
OG0000371	XP_020626986.1	Mcavernosa23375-RA, Mcavernosa02423-RA, Mcavernosa02422-RA
OG0000372	XP_020619857.1	Mcavernosa27480-RA
OG0000372	XP_020619860.1	Mcavernosa02172-RA, Mcavernosa11504-RA
OG0000373	XP_020610153.1, XP_020610155.1	Mcavernosa26577-RA, Mcavernosa30439-RA
OG0000374	XP_020614039.1, XP_020602979.1, XP_020618208.1, XP_020618207.1	Mcavernosa01626-RA
OG0000374	XP_020628224.1, XP_020627752.1, XP_020627754.1	Mcavernosa27104-RA, Mcavernosa27103-RA, Mcavernosa32219-RA
OG0000377	XP_020627053.1	Mcavernosa28861-RA
OG0000377	XP_020602020.1	Mcavernosa12352-RA
OG0000377	XP_020601995.1	Mcavernosa32908-RA
OG0000378	XP_020629493.1	Mcavernosa19217-RA, Mcavernosa33362-RA
OG0000381	XP_020624062.1, XP_020619567.1, XP_020619566.1, XP_020619599.1	Mcavernosa08776-RA
OG0000381	XP_020610402.1, XP_020610404.1	Mcavernosa18299-RA, Mcavernosa02823-RA, Mcavernosa02824-RA
OG0000382	XP_020627172.1	Mcavernosa01469-RA
OG0000382	XP_020631299.1, XP_020631354.1, XP_020631340.1	Mcavernosa01473-RA
OG0000383	XP_020600775.1	Mcavernosa34292-RA, Mcavernosa12422-RA
OG0000384	XP_020603356.1, XP_020603358.1, XP_020603357.1, XP_020603376.1, XP_020601665.1, XP_020601666.1	Mcavernosa17666-RA
OG0000384	XP_020603359.1, XP_020602732.1	Mcavernosa34232-RA
OG0000385	XP_020629509.1	Mcavernosa27730-RA, Mcavernosa29290-RA, Mcavernosa12239-RA
OG0000386	XP_020630449.1, XP_020630512.1, XP_020614273.1	Mcavernosa34900-RA
OG0000387	XP_020607681.1, XP_020607267.1	Mcavernosa29277-RA, Mcavernosa13934-RA
OG0000387	XP_020607724.1, XP_020607731.1, XP_020607715.1, XP_020617457.1	Mcavernosa29278-RA
OG0000389	XP_020606847.1	Mcavernosa09143-RA, Mcavernosa09141-RA, Mcavernosa09140-RA
OG0000390	XP_020622137.1	Mcavernosa12384-RA
OG0000390	XP_020604284.1, XP_020604285.1	Mcavernosa12391-RA, Mcavernosa12393-RA
OG0000390	XP_020622146.1	Mcavernosa34579-RA
OG0000391	XP_020603339.1	Mcavernosa21556-RA, Mcavernosa21555-RA, Mcavernosa21559-RA, Mcavernosa21557-RA
OG0000391	XP_020603389.1	Mcavernosa17824-RA
OG0000393	XP_020610679.1, XP_020610678.1	Mcavernosa25426-RA, Mcavernosa25419-RA
OG0000394	XP_020602710.1	Mcavernosa35055-RA, Mcavernosa30706-RA
OG0000394	XP_020616780.1	Mcavernosa35056-RA, Mcavernosa10059-RA, Mcavernosa23467-RA
OG0000396	XP_020605804.1	Mcavernosa11588-RA, Mcavernosa17122-RA
OG0000396	XP_020605764.1, XP_020605769.1	Mcavernosa17125-RA
OG0000397	XP_020602909.1	Mcavernosa12040-RA, Mcavernosa12041-RA
OG0000397	XP_020605454.1	Mcavernosa03796-RA
OG0000398	XP_020602287.1	Mcavernosa30107-RA
OG0000401	XP_020632751.1, XP_020632742.1	Mcavernosa30025-RA
OG0000403	XP_020606391.1	Mcavernosa09464-RA, Mcavernosa09476-RA
OG0000404	XP_020616125.1	Mcavernosa31782-RA
OG0000406	XP_020609178.1, XP_020604514.1	Mcavernosa02300-RA, Mcavernosa34980-RA, Mcavernosa29464-RA
OG0000406	XP_020604603.1	Mcavernosa03093-RA, Mcavernosa29465-RA
OG0000407	XP_020614507.1	Mcavernosa30171-RA
OG0000407	XP_020614841.1	Mcavernosa20760-RA, Mcavernosa30130-RA
OG0000407	XP_020614963.1	Mcavernosa30176-RA
OG0000407	XP_020614865.1	Mcavernosa30173-RA
OG0000408	XP_020620120.1	Mcavernosa06710-RA
OG0000408	XP_020632323.1, XP_020632322.1, XP_020632320.1, XP_020632319.1, XP_020632318.1, XP_020632321.1, XP_020632324.1	Mcavernosa06715-RA, Mcavernosa15135-RA
OG0000409	XP_020622725.1	Mcavernosa30032-RA
OG0000410	XP_020601636.1	Mcavernosa32400-RA
OG0000411	XP_020618007.1	Mcavernosa21051-RA
OG0000412	XP_020603340.1, XP_020603372.1	Mcavernosa25766-RA
OG0000412	XP_020617098.1	Mcavernosa18444-RA
OG0000416	XP_020605077.1	Mcavernosa31901-RA, Mcavernosa23942-RA
OG0000417	XP_020604281.1	Mcavernosa25383-RA, Mcavernosa25384-RA
