Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Pocillopora_acuta_HIv1.genes.pep
OG0000046	XP_020611253.1, XP_020611254.1, XP_020602510.1, XP_020602552.1, XP_020604981.1, XP_020604971.1, XP_020604967.1, XP_020604975.1, XP_020604976.1, XP_020603818.1, XP_020604977.1, XP_020603869.1, XP_020623244.1, XP_020616202.1, XP_020616059.1, XP_020616233.1, XP_020616245.1, XP_020623233.1, XP_020616223.1, XP_020616477.1	Pocillopora_acuta_HIv1_PredGene_g23811.t1, Pocillopora_acuta_HIv1_PredGene_g23805.t1
OG0000047	XP_020604162.1, XP_020617570.1	Pocillopora_acuta_HIv1_PredGene_g964.t1
OG0000048	XP_020615708.1, XP_020615706.1, XP_020615707.1	Pocillopora_acuta_HIv1_PredGene_g12566.t1
OG0000048	XP_020629199.1	Pocillopora_acuta_HIv1_PredGene_g19890.t1, Pocillopora_acuta_HIv1_PredGene_g13612.t1
OG0000049	XP_020614132.1, XP_020609179.1, XP_020623899.1	Pocillopora_acuta_HIv1_PredGene_g10826.t1
OG0000050	XP_020610813.1, XP_020632899.1	Pocillopora_acuta_HIv1_PredGene_g2944.t1
OG0000050	XP_020617467.1	Pocillopora_acuta_HIv1_PredGene_g10386.t1, Pocillopora_acuta_HIv1_PredGene_g14237.t1, Pocillopora_acuta_HIv1_PredGene_g30977.t1, Pocillopora_acuta_HIv1_PredGene_g30360.t1
OG0000051	XP_020603098.1, XP_020622548.1, XP_020601031.1	Pocillopora_acuta_HIv1_PredGene_g26230.t1, Pocillopora_acuta_HIv1_PredGene_g28649.t1, Pocillopora_acuta_HIv1_PredGene_g12432.t1, Pocillopora_acuta_HIv1_PredGene_g28505.t1, Pocillopora_acuta_HIv1_PredGene_g28505.t2, Pocillopora_acuta_HIv1_PredGene_g24309.t1
OG0000052	XP_020610956.1, XP_020619079.1	Pocillopora_acuta_HIv1_PredGene_g17497.t1, Pocillopora_acuta_HIv1_PredGene_11579_t, Pocillopora_acuta_HIv1_PredGene_g1209.t1, Pocillopora_acuta_HIv1_PredGene_11578_t, Pocillopora_acuta_HIv1_PredGene_g1211.t1
OG0000052	XP_020628624.1	Pocillopora_acuta_HIv1_PredGene_g6537.t1
OG0000052	XP_020631452.1, XP_020624433.1	Pocillopora_acuta_HIv1_PredGene_g9676.t1
OG0000052	XP_020615285.1	Pocillopora_acuta_HIv1_PredGene_g9701.t1
OG0000052	XP_020601332.1, XP_020615274.1, XP_020615273.1	Pocillopora_acuta_HIv1_PredGene_g11570.t1
OG0000052	XP_020628118.1, XP_020612088.1, XP_020612054.1, XP_020612050.1	Pocillopora_acuta_HIv1_PredGene_15668_t
OG0000053	XP_020617179.1	Pocillopora_acuta_HIv1_PredGene_g20513.t1
OG0000053	XP_020617175.1, XP_020601830.1, XP_020624118.1, XP_020601829.1	Pocillopora_acuta_HIv1_PredGene_6981_t, Pocillopora_acuta_HIv1_PredGene_g20510.t1, Pocillopora_acuta_HIv1_PredGene_g20501.t1, Pocillopora_acuta_HIv1_PredGene_6976_t, Pocillopora_acuta_HIv1_PredGene_g20500.t1, Pocillopora_acuta_HIv1_PredGene_g20503.t1, Pocillopora_acuta_HIv1_PredGene_g6452.t1
OG0000053	XP_020617182.1	Pocillopora_acuta_HIv1_PredGene_g20511.t1, Pocillopora_acuta_HIv1_PredGene_g20512.t1
OG0000053	XP_020602992.1, XP_020632522.1, XP_020632580.1, XP_020632457.1, XP_020632437.1, XP_020632447.1	Pocillopora_acuta_HIv1_PredGene_g31472.t1
OG0000054	XP_020625488.1, XP_020605029.1	Pocillopora_acuta_HIv1_PredGene_g10147.t1, Pocillopora_acuta_HIv1_PredGene_g5000.t1
OG0000055	XP_020619664.1, XP_020619662.1, XP_020625398.1, XP_020623243.1, XP_020619613.1, XP_020627723.1, XP_020625407.1, XP_020625846.1, XP_020625853.1	Pocillopora_acuta_HIv1_PredGene_18915_t, Pocillopora_acuta_HIv1_PredGene_g9539.t1, Pocillopora_acuta_HIv1_PredGene_6429_t, Pocillopora_acuta_HIv1_PredGene_g9456.t1
OG0000055	XP_020621557.1, XP_020613969.1, XP_020621678.1	Pocillopora_acuta_HIv1_PredGene_g13707.t1, Pocillopora_acuta_HIv1_PredGene_g12367.t1
OG0000055	XP_020624019.1	Pocillopora_acuta_HIv1_PredGene_g25553.t1
OG0000056	XP_020630620.1, XP_020630672.1, XP_020630593.1	Pocillopora_acuta_HIv1_PredGene_g7181.t1, Pocillopora_acuta_HIv1_PredGene_g7176.t1, Pocillopora_acuta_HIv1_PredGene_g7180.t1, Pocillopora_acuta_HIv1_PredGene_g7182.t1, Pocillopora_acuta_HIv1_PredGene_g7174.t1, Pocillopora_acuta_HIv1_PredGene_169_t, Pocillopora_acuta_HIv1_PredGene_g7175.t1, Pocillopora_acuta_HIv1_PredGene_g7179.t1, Pocillopora_acuta_HIv1_PredGene_g33513.t1, Pocillopora_acuta_HIv1_PredGene_g33512.t1, Pocillopora_acuta_HIv1_PredGene_g7173.t1, Pocillopora_acuta_HIv1_PredGene_g7183.t1
OG0000056	XP_020630719.1	Pocillopora_acuta_HIv1_PredGene_g7185.t1, Pocillopora_acuta_HIv1_PredGene_g7178.t1
OG0000056	XP_020630609.1	Pocillopora_acuta_HIv1_PredGene_g8093.t1, Pocillopora_acuta_HIv1_PredGene_g8089.t1
OG0000056	XP_020630608.1	Pocillopora_acuta_HIv1_PredGene_g7186.t1, Pocillopora_acuta_HIv1_PredGene_g24188.t1
OG0000057	XP_020616577.1, XP_020616564.1	Pocillopora_acuta_HIv1_PredGene_g23681.t1
OG0000058	XP_020630492.1, XP_020630493.1, XP_020630494.1, XP_020630495.1, XP_020609264.1, XP_020609263.1, XP_020609262.1, XP_020601644.1, XP_020601166.1, XP_020630387.1	Pocillopora_acuta_HIv1_PredGene_g27588.t1, Pocillopora_acuta_HIv1_PredGene_g6705.t1, Pocillopora_acuta_HIv1_PredGene_g27576.t1, Pocillopora_acuta_HIv1_PredGene_g6702.t1
OG0000059	XP_020623850.1, XP_020623849.1, XP_020623851.1	Pocillopora_acuta_HIv1_PredGene_11118_t, Pocillopora_acuta_HIv1_PredGene_11800_t
OG0000059	XP_020623896.1, XP_020610454.1	Pocillopora_acuta_HIv1_PredGene_g31212.t1, Pocillopora_acuta_HIv1_PredGene_g31213.t1, Pocillopora_acuta_HIv1_PredGene_g32172.t1, Pocillopora_acuta_HIv1_PredGene_g31207.t1, Pocillopora_acuta_HIv1_PredGene_g32167.t1, Pocillopora_acuta_HIv1_PredGene_g16584.t1
OG0000059	XP_020602071.1, XP_020602069.1, XP_020623868.1	Pocillopora_acuta_HIv1_PredGene_g27516.t1
OG0000059	XP_020608613.1, XP_020608612.1, XP_020608614.1, XP_020608615.1	Pocillopora_acuta_HIv1_PredGene_g32173.t1, Pocillopora_acuta_HIv1_PredGene_g31214.t1, Pocillopora_acuta_HIv1_PredGene_11803_t, Pocillopora_acuta_HIv1_PredGene_11122_t
OG0000060	XP_020611030.1, XP_020611031.1	Pocillopora_acuta_HIv1_PredGene_g18941.t2, Pocillopora_acuta_HIv1_PredGene_g18941.t1, Pocillopora_acuta_HIv1_PredGene_28305_t, Pocillopora_acuta_HIv1_PredGene_g1898.t1
OG0000060	XP_020627864.1	Pocillopora_acuta_HIv1_PredGene_g20972.t1, Pocillopora_acuta_HIv1_PredGene_g20384.t1, Pocillopora_acuta_HIv1_PredGene_g22573.t1
OG0000061	XP_020620875.1, XP_020620876.1	Pocillopora_acuta_HIv1_PredGene_g1534.t1, Pocillopora_acuta_HIv1_PredGene_g32569.t1, Pocillopora_acuta_HIv1_PredGene_g32577.t1, Pocillopora_acuta_HIv1_PredGene_g1530.t1, Pocillopora_acuta_HIv1_PredGene_g32573.t1, Pocillopora_acuta_HIv1_PredGene_g32571.t1, Pocillopora_acuta_HIv1_PredGene_g32578.t1, Pocillopora_acuta_HIv1_PredGene_g25203.t1, Pocillopora_acuta_HIv1_PredGene_g25210.t1, Pocillopora_acuta_HIv1_PredGene_g14385.t1, Pocillopora_acuta_HIv1_PredGene_g25213.t1, Pocillopora_acuta_HIv1_PredGene_g25207.t1, Pocillopora_acuta_HIv1_PredGene_g32574.t1, Pocillopora_acuta_HIv1_PredGene_g32583.t1, Pocillopora_acuta_HIv1_PredGene_g32575.t1, Pocillopora_acuta_HIv1_PredGene_g32572.t1, Pocillopora_acuta_HIv1_PredGene_g32579.t1, Pocillopora_acuta_HIv1_PredGene_g1531.t1, Pocillopora_acuta_HIv1_PredGene_g1527.t1, Pocillopora_acuta_HIv1_PredGene_g8560.t1, Pocillopora_acuta_HIv1_PredGene_g32570.t1, Pocillopora_acuta_HIv1_PredGene_g1529.t1, Pocillopora_acuta_HIv1_PredGene_g8557.t1, Pocillopora_acuta_HIv1_PredGene_g32584.t1, Pocillopora_acuta_HIv1_PredGene_g32582.t1
OG0000061	XP_020620878.1	Pocillopora_acuta_HIv1_PredGene_g1357.t1, Pocillopora_acuta_HIv1_PredGene_g32921.t1
OG0000062	XP_020607831.1	Pocillopora_acuta_HIv1_PredGene_g25053.t1, Pocillopora_acuta_HIv1_PredGene_g9509.t1, Pocillopora_acuta_HIv1_PredGene_g6064.t1, Pocillopora_acuta_HIv1_PredGene_g13466.t1
OG0000062	XP_020608749.1, XP_020608740.1, XP_020609142.1	Pocillopora_acuta_HIv1_PredGene_g15388.t1
OG0000062	XP_020622188.1	Pocillopora_acuta_HIv1_PredGene_g24818.t1, Pocillopora_acuta_HIv1_PredGene_g17883.t1
OG0000063	XP_020616624.1	Pocillopora_acuta_HIv1_PredGene_g11520.t1, Pocillopora_acuta_HIv1_PredGene_g27339.t1, Pocillopora_acuta_HIv1_PredGene_g3536.t1, Pocillopora_acuta_HIv1_PredGene_g12774.t1, Pocillopora_acuta_HIv1_PredGene_g21238.t1
OG0000063	XP_020629983.1, XP_020619744.1, XP_020619743.1, XP_020601667.1, XP_020601668.1, XP_020605269.1	Pocillopora_acuta_HIv1_PredGene_g23257.t1, Pocillopora_acuta_HIv1_PredGene_g24815.t1, Pocillopora_acuta_HIv1_PredGene_g16471.t1, Pocillopora_acuta_HIv1_PredGene_g24687.t1, Pocillopora_acuta_HIv1_PredGene_g10794.t1, Pocillopora_acuta_HIv1_PredGene_g18434.t1, Pocillopora_acuta_HIv1_PredGene_g24675.t1, Pocillopora_acuta_HIv1_PredGene_g24655.t1
OG0000064	XP_020612667.1, XP_020618836.1	Pocillopora_acuta_HIv1_PredGene_g9348.t1, Pocillopora_acuta_HIv1_PredGene_g9349.t1, Pocillopora_acuta_HIv1_PredGene_g21114.t1, Pocillopora_acuta_HIv1_PredGene_g21116.t1, Pocillopora_acuta_HIv1_PredGene_g21115.t1, Pocillopora_acuta_HIv1_PredGene_g9350.t1
OG0000065	XP_020604783.1	Pocillopora_acuta_HIv1_PredGene_g5445.t1
OG0000065	XP_020627043.1, XP_020626965.1	Pocillopora_acuta_HIv1_PredGene_g33469.t1
OG0000065	XP_020605998.1	Pocillopora_acuta_HIv1_PredGene_g26864.t1, Pocillopora_acuta_HIv1_PredGene_g26861.t1, Pocillopora_acuta_HIv1_PredGene_g26862.t1, Pocillopora_acuta_HIv1_PredGene_g26863.t1
OG0000065	XP_020624253.1	Pocillopora_acuta_HIv1_PredGene_g5305.t1
OG0000065	XP_020626335.1	Pocillopora_acuta_HIv1_PredGene_g19623.t1
OG0000065	XP_020615370.1, XP_020615374.1, XP_020615367.1, XP_020626418.1, XP_020626422.1, XP_020615365.1, XP_020615385.1, XP_020615366.1, XP_020615356.1, XP_020615358.1, XP_020615373.1	Pocillopora_acuta_HIv1_PredGene_g15564.t1
OG0000066	XP_020630815.1	Pocillopora_acuta_HIv1_PredGene_g29117.t1, Pocillopora_acuta_HIv1_PredGene_g32307.t1, Pocillopora_acuta_HIv1_PredGene_g24077.t1, Pocillopora_acuta_HIv1_PredGene_g11929.t1, Pocillopora_acuta_HIv1_PredGene_g23304.t1, Pocillopora_acuta_HIv1_PredGene_g23306.t1, Pocillopora_acuta_HIv1_PredGene_g5430.t1
OG0000066	XP_020607911.1	Pocillopora_acuta_HIv1_PredGene_g9675.t1, Pocillopora_acuta_HIv1_PredGene_g10145.t1, Pocillopora_acuta_HIv1_PredGene_g20955.t1, Pocillopora_acuta_HIv1_PredGene_g32005.t1, Pocillopora_acuta_HIv1_PredGene_g24571.t1, Pocillopora_acuta_HIv1_PredGene_g10819.t1, Pocillopora_acuta_HIv1_PredGene_g29620.t1, Pocillopora_acuta_HIv1_PredGene_g32939.t1, Pocillopora_acuta_HIv1_PredGene_g30623.t1, Pocillopora_acuta_HIv1_PredGene_g17814.t1, Pocillopora_acuta_HIv1_PredGene_g17893.t1
OG0000067	XP_020631179.1	Pocillopora_acuta_HIv1_PredGene_g9696.t1, Pocillopora_acuta_HIv1_PredGene_g9698.t1, Pocillopora_acuta_HIv1_PredGene_g9692.t1
OG0000067	XP_020621035.1, XP_020621036.1, XP_020623007.1	Pocillopora_acuta_HIv1_PredGene_g22315.t1, Pocillopora_acuta_HIv1_PredGene_27094_t
OG0000067	XP_020623000.1, XP_020622999.1	Pocillopora_acuta_HIv1_PredGene_g9691.t1
OG0000067	XP_020615286.1, XP_020624435.1, XP_020615287.1	Pocillopora_acuta_HIv1_PredGene_g22535.t1, Pocillopora_acuta_HIv1_PredGene_g18464.t1, Pocillopora_acuta_HIv1_PredGene_g1656.t1, Pocillopora_acuta_HIv1_PredGene_g1643.t1
OG0000068	XP_020609997.1, XP_020610010.1	Pocillopora_acuta_HIv1_PredGene_g3117.t1, Pocillopora_acuta_HIv1_PredGene_g812.t1, Pocillopora_acuta_HIv1_PredGene_g31990.t1
OG0000069	XP_020628791.1, XP_020631095.1, XP_020631072.1, XP_020631073.1, XP_020631096.1, XP_020609717.1	Pocillopora_acuta_HIv1_PredGene_g16639.t1
OG0000070	XP_020605568.1, XP_020605569.1, XP_020605658.1, XP_020626821.1	Pocillopora_acuta_HIv1_PredGene_g3668.t1, Pocillopora_acuta_HIv1_PredGene_g30263.t1
OG0000070	XP_020629935.1, XP_020629956.1	Pocillopora_acuta_HIv1_PredGene_g590.t1, Pocillopora_acuta_HIv1_PredGene_g3502.t1
OG0000071	XP_020615557.1, XP_020602061.1, XP_020602097.1, XP_020602083.1, XP_020621379.1	Pocillopora_acuta_HIv1_PredGene_g19810.t1
OG0000072	XP_020600915.1, XP_020617309.1	Pocillopora_acuta_HIv1_PredGene_g132.t1
OG0000072	XP_020620891.1, XP_020627081.1, XP_020619420.1, XP_020629758.1, XP_020620485.1	Pocillopora_acuta_HIv1_PredGene_g131.t1, Pocillopora_acuta_HIv1_PredGene_g3565.t1, Pocillopora_acuta_HIv1_PredGene_g26732.t1, Pocillopora_acuta_HIv1_PredGene_g748.t1, Pocillopora_acuta_HIv1_PredGene_g16655.t1, Pocillopora_acuta_HIv1_PredGene_g5846.t1, Pocillopora_acuta_HIv1_PredGene_g17219.t1
OG0000072	XP_020630998.1, XP_020603334.1, XP_020606780.1	Pocillopora_acuta_HIv1_PredGene_g13512.t1
OG0000072	XP_020621740.1, XP_020602207.1, XP_020602614.1	Pocillopora_acuta_HIv1_PredGene_g3564.t1, Pocillopora_acuta_HIv1_PredGene_g133.t1
OG0000075	XP_020631558.1, XP_020631559.1, XP_020631560.1	Pocillopora_acuta_HIv1_PredGene_g505.t1
OG0000075	XP_020615114.1, XP_020605666.1, XP_020605667.1, XP_020605668.1, XP_020605669.1, XP_020605659.1, XP_020605660.1	Pocillopora_acuta_HIv1_PredGene_g506.t1
OG0000076	XP_020628676.1, XP_020628647.1, XP_020628774.1, XP_020628773.1, XP_020603888.1, XP_020603887.1	Pocillopora_acuta_HIv1_PredGene_g2544.t1, Pocillopora_acuta_HIv1_PredGene_g2545.t1
OG0000076	XP_020605623.1	Pocillopora_acuta_HIv1_PredGene_g5242.t1
OG0000076	XP_020618111.1	Pocillopora_acuta_HIv1_PredGene_g1308.t1, Pocillopora_acuta_HIv1_PredGene_g1304.t1, Pocillopora_acuta_HIv1_PredGene_g1310.t1, Pocillopora_acuta_HIv1_PredGene_g1306.t1, Pocillopora_acuta_HIv1_PredGene_g1305.t2, Pocillopora_acuta_HIv1_PredGene_g1305.t1, Pocillopora_acuta_HIv1_PredGene_g1303.t1, Pocillopora_acuta_HIv1_PredGene_g17475.t1, Pocillopora_acuta_HIv1_PredGene_g5243.t1
OG0000077	XP_020622717.1, XP_020623794.1, XP_020623804.1, XP_020623813.1, XP_020622854.1	Pocillopora_acuta_HIv1_PredGene_g30790.t1, Pocillopora_acuta_HIv1_PredGene_g3469.t1
OG0000077	XP_020622736.1	Pocillopora_acuta_HIv1_PredGene_g28252.t1, Pocillopora_acuta_HIv1_PredGene_19705_t
OG0000079	XP_020602521.1	Pocillopora_acuta_HIv1_PredGene_g6024.t1, Pocillopora_acuta_HIv1_PredGene_g27077.t1
OG0000079	XP_020625577.1	Pocillopora_acuta_HIv1_PredGene_21110_t, Pocillopora_acuta_HIv1_PredGene_g21404.t1, Pocillopora_acuta_HIv1_PredGene_g16880.t1
OG0000080	XP_020606617.1	Pocillopora_acuta_HIv1_PredGene_g15508.t1, Pocillopora_acuta_HIv1_PredGene_g23997.t1
OG0000081	XP_020614402.1, XP_020617223.1, XP_020623490.1	Pocillopora_acuta_HIv1_PredGene_g17404.t1
OG0000082	XP_020607568.1	Pocillopora_acuta_HIv1_PredGene_g32057.t1, Pocillopora_acuta_HIv1_PredGene_g32344.t1, Pocillopora_acuta_HIv1_PredGene_g29349.t1, Pocillopora_acuta_HIv1_PredGene_g27059.t1, Pocillopora_acuta_HIv1_PredGene_g6877.t1, Pocillopora_acuta_HIv1_PredGene_g24285.t1, Pocillopora_acuta_HIv1_PredGene_g33201.t1, Pocillopora_acuta_HIv1_PredGene_g17550.t1, Pocillopora_acuta_HIv1_PredGene_g11274.t1, Pocillopora_acuta_HIv1_PredGene_g8847.t1
OG0000082	XP_020624950.1	Pocillopora_acuta_HIv1_PredGene_g6054.t1, Pocillopora_acuta_HIv1_PredGene_g23243.t1, Pocillopora_acuta_HIv1_PredGene_g9586.t1, Pocillopora_acuta_HIv1_PredGene_g25164.t1, Pocillopora_acuta_HIv1_PredGene_g31959.t1, Pocillopora_acuta_HIv1_PredGene_g1801.t1, Pocillopora_acuta_HIv1_PredGene_g10673.t1
OG0000085	XP_020629800.1	Pocillopora_acuta_HIv1_PredGene_g11168.t1, Pocillopora_acuta_HIv1_PredGene_g11166.t1
OG0000088	XP_020630523.1	Pocillopora_acuta_HIv1_PredGene_g25927.t1, Pocillopora_acuta_HIv1_PredGene_g23335.t1
OG0000088	XP_020630418.1	Pocillopora_acuta_HIv1_PredGene_g23333.t1, Pocillopora_acuta_HIv1_PredGene_g25925.t1
OG0000088	XP_020630417.1, XP_020630424.1, XP_020630453.1	Pocillopora_acuta_HIv1_PredGene_g21430.t1
OG0000089	XP_020613521.1	Pocillopora_acuta_HIv1_PredGene_g1927.t1, Pocillopora_acuta_HIv1_PredGene_g6150.t1, Pocillopora_acuta_HIv1_PredGene_g10521.t1, Pocillopora_acuta_HIv1_PredGene_g16402.t1, Pocillopora_acuta_HIv1_PredGene_g27548.t1, Pocillopora_acuta_HIv1_PredGene_g23499.t1, Pocillopora_acuta_HIv1_PredGene_g1585.t1, Pocillopora_acuta_HIv1_PredGene_g19096.t1, Pocillopora_acuta_HIv1_PredGene_g26791.t1
OG0000089	XP_020626972.1, XP_020609708.1, XP_020621603.1	Pocillopora_acuta_HIv1_PredGene_g24697.t1, Pocillopora_acuta_HIv1_PredGene_g24697.t2
OG0000089	XP_020607840.1, XP_020607835.1, XP_020607834.1	Pocillopora_acuta_HIv1_PredGene_g14483.t1
OG0000091	XP_020632312.1, XP_020613042.1	Pocillopora_acuta_HIv1_PredGene_g6448.t1, Pocillopora_acuta_HIv1_PredGene_g24809.t1, Pocillopora_acuta_HIv1_PredGene_g20159.t1, Pocillopora_acuta_HIv1_PredGene_24418_t, Pocillopora_acuta_HIv1_PredGene_25297_t, Pocillopora_acuta_HIv1_PredGene_g27274.t1, Pocillopora_acuta_HIv1_PredGene_g23965.t1, Pocillopora_acuta_HIv1_PredGene_g27628.t1, Pocillopora_acuta_HIv1_PredGene_g23964.t1, Pocillopora_acuta_HIv1_PredGene_g6287.t2, Pocillopora_acuta_HIv1_PredGene_g19270.t1, Pocillopora_acuta_HIv1_PredGene_13670_t, Pocillopora_acuta_HIv1_PredGene_g24619.t1, Pocillopora_acuta_HIv1_PredGene_g27631.t1, Pocillopora_acuta_HIv1_PredGene_20860_t, Pocillopora_acuta_HIv1_PredGene_g22446.t1, Pocillopora_acuta_HIv1_PredGene_g22452.t1, Pocillopora_acuta_HIv1_PredGene_g6404.t1, Pocillopora_acuta_HIv1_PredGene_g24640.t1
OG0000092	XP_020628792.1, XP_020622757.1, XP_020622759.1, XP_020622738.1, XP_020622737.1	Pocillopora_acuta_HIv1_PredGene_g25291.t1
OG0000092	XP_020631094.1	Pocillopora_acuta_HIv1_PredGene_g22333.t1
OG0000092	XP_020628450.1	Pocillopora_acuta_HIv1_PredGene_g1412.t1
OG0000093	XP_020605081.1	Pocillopora_acuta_HIv1_PredGene_g6770.t1
OG0000093	XP_020612434.1	Pocillopora_acuta_HIv1_PredGene_g15025.t1, Pocillopora_acuta_HIv1_PredGene_30676_t, Pocillopora_acuta_HIv1_PredGene_7670_t, Pocillopora_acuta_HIv1_PredGene_g11046.t1, Pocillopora_acuta_HIv1_PredGene_g9191.t1, Pocillopora_acuta_HIv1_PredGene_g6793.t1, Pocillopora_acuta_HIv1_PredGene_g6792.t1, Pocillopora_acuta_HIv1_PredGene_g6751.t1, Pocillopora_acuta_HIv1_PredGene_g6782.t1, Pocillopora_acuta_HIv1_PredGene_g6773.t1, Pocillopora_acuta_HIv1_PredGene_g6755.t1, Pocillopora_acuta_HIv1_PredGene_g6768.t1, Pocillopora_acuta_HIv1_PredGene_g21000.t1
OG0000093	XP_020615575.1	Pocillopora_acuta_HIv1_PredGene_g6767.t1
OG0000094	XP_020608731.1, XP_020608721.1	Pocillopora_acuta_HIv1_PredGene_g5910.t1, Pocillopora_acuta_HIv1_PredGene_g5912.t1, Pocillopora_acuta_HIv1_PredGene_g5212.t1, Pocillopora_acuta_HIv1_PredGene_g5213.t1, Pocillopora_acuta_HIv1_PredGene_g5211.t1
OG0000094	XP_020627750.1, XP_020627739.1	Pocillopora_acuta_HIv1_PredGene_g21100.t1, Pocillopora_acuta_HIv1_PredGene_g9364.t1
OG0000095	XP_020628787.1, XP_020628785.1, XP_020606858.1, XP_020621456.1, XP_020606859.1	Pocillopora_acuta_HIv1_PredGene_g6068.t1, Pocillopora_acuta_HIv1_PredGene_g6062.t1, Pocillopora_acuta_HIv1_PredGene_g6062.t3, Pocillopora_acuta_HIv1_PredGene_g13470.t1, Pocillopora_acuta_HIv1_PredGene_g13464.t3, Pocillopora_acuta_HIv1_PredGene_g13464.t2, Pocillopora_acuta_HIv1_PredGene_g13464.t1, Pocillopora_acuta_HIv1_PredGene_g6062.t2
OG0000096	XP_020630242.1	Pocillopora_acuta_HIv1_PredGene_g32229.t1, Pocillopora_acuta_HIv1_PredGene_g5892.t1, Pocillopora_acuta_HIv1_PredGene_g10970.t1
OG0000096	XP_020623973.1	Pocillopora_acuta_HIv1_PredGene_g1204.t1, Pocillopora_acuta_HIv1_PredGene_g13623.t1, Pocillopora_acuta_HIv1_PredGene_28697_t, Pocillopora_acuta_HIv1_PredGene_g30189.t1, Pocillopora_acuta_HIv1_PredGene_g146.t1
OG0000098	XP_020607279.1	Pocillopora_acuta_HIv1_PredGene_g2818.t1
OG0000098	XP_020607300.1, XP_020607290.1	Pocillopora_acuta_HIv1_PredGene_g15702.t1
OG0000098	XP_020607495.1, XP_020607503.1, XP_020607560.1, XP_020607553.1, XP_020607566.1, XP_020607593.1, XP_020607585.1, XP_020607577.1, XP_020607697.1, XP_020607705.1, XP_020607514.1, XP_020607522.1, XP_020607535.1	Pocillopora_acuta_HIv1_PredGene_g15699.t1, Pocillopora_acuta_HIv1_PredGene_g15701.t1, Pocillopora_acuta_HIv1_PredGene_g15700.t1
OG0000099	XP_020626200.1, XP_020626201.1	Pocillopora_acuta_HIv1_PredGene_g29536.t1
OG0000099	XP_020622655.1, XP_020622730.1, XP_020622692.1	Pocillopora_acuta_HIv1_PredGene_g29107.t1, Pocillopora_acuta_HIv1_PredGene_g29105.t1, Pocillopora_acuta_HIv1_PredGene_g29104.t1, Pocillopora_acuta_HIv1_PredGene_g9974.t1, Pocillopora_acuta_HIv1_PredGene_g9970.t1, Pocillopora_acuta_HIv1_PredGene_g29112.t1, Pocillopora_acuta_HIv1_PredGene_g9972.t1, Pocillopora_acuta_HIv1_PredGene_g29110.t1, Pocillopora_acuta_HIv1_PredGene_g29106.t1, Pocillopora_acuta_HIv1_PredGene_g9971.t1, Pocillopora_acuta_HIv1_PredGene_g29111.t1, Pocillopora_acuta_HIv1_PredGene_g9973.t1, Pocillopora_acuta_HIv1_PredGene_g29113.t1
OG0000099	XP_020622728.1, XP_020622729.1, XP_020622657.1	Pocillopora_acuta_HIv1_PredGene_g29108.t1
OG0000099	XP_020628422.1	Pocillopora_acuta_HIv1_PredGene_g22365.t1, Pocillopora_acuta_HIv1_PredGene_g31074.t1
OG0000100	XP_020621357.1, XP_020621350.1, XP_020621351.1, XP_020621352.1, XP_020621354.1, XP_020621353.1, XP_020621355.1, XP_020621349.1, XP_020621347.1, XP_020621348.1	Pocillopora_acuta_HIv1_PredGene_g4630.t1
OG0000100	XP_020602096.1, XP_020619440.1	Pocillopora_acuta_HIv1_PredGene_g4631.t1
OG0000100	XP_020615324.1	Pocillopora_acuta_HIv1_PredGene_g4633.t1, Pocillopora_acuta_HIv1_PredGene_g4642.t1, Pocillopora_acuta_HIv1_PredGene_g8192.t1, Pocillopora_acuta_HIv1_PredGene_g4636.t1, Pocillopora_acuta_HIv1_PredGene_g4636.t2, Pocillopora_acuta_HIv1_PredGene_g4632.t1, Pocillopora_acuta_HIv1_PredGene_g4634.t1, Pocillopora_acuta_HIv1_PredGene_g4637.t1, Pocillopora_acuta_HIv1_PredGene_g4635.t1, Pocillopora_acuta_HIv1_PredGene_g4638.t1
OG0000102	XP_020627867.1, XP_020628019.1, XP_020628018.1, XP_020628020.1	Pocillopora_acuta_HIv1_PredGene_g15894.t1, Pocillopora_acuta_HIv1_PredGene_g15894.t2
OG0000102	XP_020627894.1, XP_020627895.1	Pocillopora_acuta_HIv1_PredGene_g13521.t1, Pocillopora_acuta_HIv1_PredGene_g13521.t3, Pocillopora_acuta_HIv1_PredGene_g13521.t2, Pocillopora_acuta_HIv1_PredGene_g15871.t1, Pocillopora_acuta_HIv1_PredGene_g15871.t2, Pocillopora_acuta_HIv1_PredGene_g13529.t1
OG0000102	XP_020628021.1, XP_020631754.1, XP_020631761.1	Pocillopora_acuta_HIv1_PredGene_g13544.t1, Pocillopora_acuta_HIv1_PredGene_g13533.t1, Pocillopora_acuta_HIv1_PredGene_g15880.t1
OG0000102	XP_020627994.1, XP_020617380.1, XP_020627910.1	Pocillopora_acuta_HIv1_PredGene_g13528.t1, Pocillopora_acuta_HIv1_PredGene_g13531.t1, Pocillopora_acuta_HIv1_PredGene_24441_t, Pocillopora_acuta_HIv1_PredGene_g15885.t1, Pocillopora_acuta_HIv1_PredGene_g13524.t1, Pocillopora_acuta_HIv1_PredGene_24432_t
