Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0000230	Mcavernosa27084-RA	XP_020606610.1, XP_020606604.1, XP_020606603.1, XP_020606602.1, XP_020606609.1
OG0000230	Mcavernosa11021-RA, Mcavernosa34527-RA, Mcavernosa33308-RA, Mcavernosa34525-RA	XP_020622414.1
OG0000230	Mcavernosa19923-RA, Mcavernosa19918-RA	XP_020606581.1, XP_020606580.1, XP_020630311.1
OG0000231	Mcavernosa01761-RA	XP_020602949.1, XP_020602948.1
OG0000231	Mcavernosa01763-RA	XP_020612813.1, XP_020612815.1, XP_020612816.1, XP_020612817.1
OG0000234	Mcavernosa04822-RA, Mcavernosa04821-RA, Mcavernosa04820-RA	XP_020608972.1, XP_020609043.1, XP_020608974.1, XP_020609044.1
OG0000234	Mcavernosa24148-RA	XP_020600872.1
OG0000236	Mcavernosa32101-RA	XP_020605517.1
OG0000237	Mcavernosa17502-RA	XP_020621728.1, XP_020623050.1
OG0000238	Mcavernosa18244-RA, Mcavernosa30296-RA, Mcavernosa18245-RA	XP_020628755.1
OG0000240	Mcavernosa17390-RA	XP_020618618.1
OG0000241	Mcavernosa02354-RA, Mcavernosa02355-RA	XP_020627556.1
OG0000246	Mcavernosa03599-RA	XP_020624334.1, XP_020617181.1
OG0000248	Mcavernosa10154-RA	XP_020612242.1, XP_020612241.1, XP_020612227.1
OG0000250	Mcavernosa21092-RA	XP_020618066.1, XP_020609792.1
OG0000251	Mcavernosa09656-RA, Mcavernosa26751-RA	XP_020616785.1
OG0000251	Mcavernosa26918-RA	XP_020617399.1
OG0000252	Mcavernosa28685-RA	XP_020605391.1, XP_020605389.1
OG0000252	Mcavernosa27595-RA	XP_020605378.1
OG0000252	Mcavernosa28686-RA, Mcavernosa15621-RA, Mcavernosa28689-RA, Mcavernosa15622-RA, Mcavernosa15627-RA	XP_020605413.1
OG0000252	Mcavernosa27598-RA	XP_020605416.1
OG0000252	Mcavernosa27599-RA	XP_020605379.1, XP_020605380.1
OG0000253	Mcavernosa04974-RA	XP_020623970.1, XP_020609697.1
OG0000256	Mcavernosa08128-RA	XP_020631520.1, XP_020631535.1, XP_020631378.1, XP_020631377.1
OG0000256	Mcavernosa08116-RA	XP_020631500.1
OG0000256	Mcavernosa08106-RA	XP_020631521.1, XP_020631499.1, XP_020631515.1, XP_020631512.1, XP_020631511.1, XP_020631379.1
OG0000256	Mcavernosa08123-RA	XP_020631519.1
OG0000256	Mcavernosa08109-RA	XP_020631505.1, XP_020631503.1, XP_020631498.1
OG0000256	Mcavernosa08130-RA	XP_020631541.1
OG0000256	Mcavernosa08107-RA	XP_020631522.1
OG0000257	Mcavernosa30706-RA, Mcavernosa35055-RA	XP_020602710.1
OG0000258	Mcavernosa02117-RA	XP_020618050.1
OG0000258	Mcavernosa05787-RA	XP_020612212.1
OG0000258	Mcavernosa02113-RA, Mcavernosa05786-RA	XP_020618048.1
OG0000260	Mcavernosa07645-RA	XP_020621033.1
OG0000261	Mcavernosa27515-RA, Mcavernosa17518-RA, Mcavernosa11740-RA	XP_020605118.1
OG0000262	Mcavernosa20793-RA	XP_020610680.1
OG0000262	Mcavernosa00307-RA, Mcavernosa32754-RA, Mcavernosa05318-RA	XP_020616747.1
OG0000263	Mcavernosa10842-RA	XP_020622429.1, XP_020623191.1, XP_020625784.1, XP_020623180.1
OG0000264	Mcavernosa10552-RA	XP_020615024.1, XP_020615023.1
OG0000264	Mcavernosa34437-RA	XP_020628021.1, XP_020631754.1, XP_020631761.1
OG0000264	Mcavernosa25556-RA	XP_020627894.1, XP_020627895.1
OG0000264	Mcavernosa10569-RA	XP_020627994.1, XP_020617380.1
OG0000264	Mcavernosa35121-RA	XP_020627910.1
OG0000266	Mcavernosa20968-RA	XP_020609363.1, XP_020624217.1, XP_020617762.1, XP_020617849.1, XP_020617850.1, XP_020617851.1, XP_020617755.1
OG0000267	Mcavernosa16710-RA, Mcavernosa31048-RA, Mcavernosa10042-RA	XP_020609639.1
OG0000269	Mcavernosa23975-RA	XP_020606909.1
OG0000270	Mcavernosa21205-RA, Mcavernosa21206-RA, Mcavernosa21204-RA, Mcavernosa21200-RA, Mcavernosa21198-RA	XP_020617435.1, XP_020617455.1, XP_020617429.1, XP_020617449.1, XP_020617422.1, XP_020617443.1, XP_020617414.1, XP_020617462.1
OG0000270	Mcavernosa08862-RA	XP_020617838.1, XP_020615318.1, XP_020615395.1, XP_020615467.1
OG0000272	Mcavernosa00663-RA, Mcavernosa21313-RA, Mcavernosa21101-RA	XP_020627109.1
OG0000273	Mcavernosa22736-RA	XP_020615105.1, XP_020618087.1
OG0000273	Mcavernosa19138-RA	XP_020618067.1, XP_020615080.1
OG0000274	Mcavernosa17125-RA, Mcavernosa17122-RA, Mcavernosa11588-RA	XP_020605804.1
OG0000275	Mcavernosa16460-RA	XP_020603988.1, XP_020603975.1, XP_020603989.1, XP_020604015.1, XP_020604014.1
OG0000275	Mcavernosa32891-RA	XP_020629659.1
OG0000279	Mcavernosa13438-RA	XP_020614855.1
OG0000279	Mcavernosa00358-RA	XP_020624780.1
OG0000279	Mcavernosa32277-RA	XP_020630939.1, XP_020630920.1
OG0000279	Mcavernosa32270-RA	XP_020621475.1
OG0000279	Mcavernosa32271-RA, Mcavernosa20579-RA	XP_020621463.1, XP_020621464.1, XP_020621462.1, XP_020621461.1, XP_020621474.1
OG0000280	Mcavernosa32524-RA	XP_020629514.1, XP_020629513.1, XP_020629516.1, XP_020629515.1, XP_020624006.1, XP_020623987.1, XP_020624007.1
OG0000280	Mcavernosa28330-RA	XP_020629658.1
OG0000281	Mcavernosa29527-RA, Mcavernosa06032-RA, Mcavernosa06031-RA, Mcavernosa06036-RA, Mcavernosa06028-RA	XP_020617208.1, XP_020617270.1, XP_020617278.1, XP_020617082.1, XP_020617319.1, XP_020616981.1, XP_020616989.1, XP_020616998.1, XP_020617218.1, XP_020617238.1, XP_020617252.1, XP_020617246.1, XP_020617260.1, XP_020617567.1, XP_020617352.1, XP_020617191.1, XP_020617198.1
OG0000281	Mcavernosa03666-RA	XP_020623352.1, XP_020623351.1, XP_020623353.1, XP_020623354.1
OG0000282	Mcavernosa28871-RA	XP_020622726.1
OG0000284	Mcavernosa04818-RA, Mcavernosa21844-RA	XP_020628242.1
OG0000286	Mcavernosa20482-RA	XP_020604263.1, XP_020609071.1, XP_020604264.1
OG0000286	Mcavernosa10891-RA, Mcavernosa24267-RA	XP_020604249.1, XP_020604248.1, XP_020604247.1, XP_020616235.1
OG0000287	Mcavernosa29219-RA, Mcavernosa02733-RA	XP_020615324.1
OG0000288	Mcavernosa04729-RA	XP_020625491.1
OG0000289	Mcavernosa34838-RA, Mcavernosa09381-RA	XP_020608736.1
OG0000290	Mcavernosa35072-RA, Mcavernosa34862-RA, Mcavernosa29211-RA, Mcavernosa21414-RA	XP_020628386.1
OG0000290	Mcavernosa13551-RA	XP_020612176.1, XP_020612177.1
OG0000290	Mcavernosa28056-RA	XP_020612124.1, XP_020612184.1
OG0000291	Mcavernosa06953-RA, Mcavernosa34438-RA, Mcavernosa24125-RA	XP_020605305.1
OG0000292	Mcavernosa19223-RA	XP_020619620.1, XP_020619621.1
OG0000294	Mcavernosa12732-RA	XP_020608027.1, XP_020613981.1, XP_020608026.1, XP_020613982.1
OG0000295	Mcavernosa11469-RA	XP_020627105.1, XP_020627106.1, XP_020627107.1, XP_020627124.1, XP_020621038.1, XP_020605284.1
OG0000296	Mcavernosa23454-RA	XP_020619396.1
OG0000298	Mcavernosa29229-RA	XP_020609272.1
OG0000298	Mcavernosa12243-RA	XP_020609284.1, XP_020609283.1
OG0000298	Mcavernosa12246-RA	XP_020609281.1
OG0000298	Mcavernosa12242-RA	XP_020609271.1
OG0000301	Mcavernosa10052-RA, Mcavernosa28994-RA	XP_020632884.1, XP_020632892.1, XP_020622502.1, XP_020632953.1, XP_020600412.1, XP_020600441.1
OG0000301	Mcavernosa30510-RA	XP_020616482.1, XP_020610488.1
OG0000301	Mcavernosa05587-RA	XP_020622503.1
OG0000301	Mcavernosa17513-RA	XP_020626038.1
OG0000301	Mcavernosa09896-RA, Mcavernosa09895-RA	XP_020616758.1
OG0000303	Mcavernosa32901-RA	XP_020622216.1
OG0000306	Mcavernosa12421-RA	XP_020627048.1
OG0000307	Mcavernosa34054-RA	XP_020618399.1
OG0000310	Mcavernosa05887-RA	XP_020626393.1
OG0000312	Mcavernosa07332-RA	XP_020630199.1
OG0000314	Mcavernosa24343-RA, Mcavernosa11164-RA	XP_020627845.1
OG0000316	Mcavernosa05843-RA	XP_020610490.1, XP_020610491.1
OG0000318	Mcavernosa01245-RA	XP_020600418.1, XP_020600419.1
OG0000319	Mcavernosa14238-RA	XP_020632668.1
OG0000320	Mcavernosa10690-RA, Mcavernosa10691-RA, Mcavernosa10685-RA	XP_020602723.1
OG0000321	Mcavernosa30089-RA, Mcavernosa18338-RA	XP_020614649.1
OG0000323	Mcavernosa03594-RA	XP_020628110.1
OG0000323	Mcavernosa14543-RA	XP_020601127.1, XP_020601128.1, XP_020601129.1, XP_020627413.1
OG0000326	Mcavernosa03779-RA	XP_020625406.1
OG0000326	Mcavernosa08061-RA	XP_020631476.1, XP_020628534.1
OG0000326	Mcavernosa08059-RA	XP_020631395.1, XP_020631394.1, XP_020631393.1, XP_020631396.1, XP_020631397.1
OG0000326	Mcavernosa08060-RA	XP_020631392.1
OG0000326	Mcavernosa32552-RA	XP_020631390.1
OG0000327	Mcavernosa18962-RA	XP_020620878.1
OG0000327	Mcavernosa27448-RA	XP_020627568.1, XP_020620876.1
OG0000327	Mcavernosa18961-RA	XP_020620874.1
OG0000327	Mcavernosa18959-RA	XP_020620989.1, XP_020620990.1
OG0000328	Mcavernosa10652-RA	XP_020605299.1
OG0000328	Mcavernosa13043-RA	XP_020629394.1
OG0000328	Mcavernosa07111-RA	XP_020604696.1, XP_020604697.1
OG0000328	Mcavernosa07146-RA, Mcavernosa16016-RA, Mcavernosa10402-RA, Mcavernosa30603-RA	XP_020629330.1
OG0000329	Mcavernosa32488-RA	XP_020623624.1, XP_020623625.1, XP_020623626.1, XP_020623623.1
OG0000334	Mcavernosa09985-RA, Mcavernosa34898-RA	XP_020612231.1
OG0000335	Mcavernosa10855-RA	XP_020623035.1, XP_020623037.1, XP_020623038.1, XP_020623042.1
OG0000337	Mcavernosa12965-RA, Mcavernosa12969-RA	XP_020608407.1
OG0000341	Mcavernosa10588-RA, Mcavernosa10589-RA	XP_020606321.1, XP_020606322.1, XP_020606320.1, XP_020606319.1, XP_020606307.1, XP_020606249.1
OG0000341	Mcavernosa00345-RA, Mcavernosa10587-RA	XP_020624804.1
OG0000342	Mcavernosa16048-RA	XP_020618529.1
OG0000342	Mcavernosa16047-RA	XP_020618538.1
OG0000342	Mcavernosa16050-RA	XP_020618542.1
OG0000342	Mcavernosa16049-RA	XP_020618540.1, XP_020618541.1
OG0000345	Mcavernosa01859-RA, Mcavernosa10980-RA	XP_020630550.1, XP_020625603.1, XP_020625602.1, XP_020625601.1, XP_020625600.1, XP_020617933.1, XP_020617929.1, XP_020617926.1, XP_020617927.1, XP_020617928.1, XP_020617930.1, XP_020617931.1, XP_020617932.1, XP_020617935.1, XP_020617934.1, XP_020617936.1, XP_020630526.1, XP_020630525.1
OG0000345	Mcavernosa16515-RA	XP_020617937.1, XP_020617938.1
OG0000345	Mcavernosa34230-RA	XP_020614090.1, XP_020630502.1
OG0000346	Mcavernosa06949-RA	XP_020609248.1, XP_020609249.1, XP_020609301.1
OG0000349	Mcavernosa29221-RA, Mcavernosa23373-RA, Mcavernosa23374-RA	XP_020627014.1, XP_020626805.1
OG0000349	Mcavernosa23375-RA, Mcavernosa02422-RA, Mcavernosa02423-RA	XP_020626986.1
OG0000355	Mcavernosa11311-RA	XP_020610576.1
OG0000355	Mcavernosa30596-RA	XP_020610624.1, XP_020610626.1, XP_020610627.1
OG0000355	Mcavernosa11309-RA, Mcavernosa11310-RA	XP_020611703.1
OG0000355	Mcavernosa12326-RA, Mcavernosa12322-RA	XP_020619558.1, XP_020619557.1, XP_020619560.1, XP_020619559.1, XP_020619556.1, XP_020619552.1, XP_020619553.1, XP_020601981.1, XP_020601980.1
OG0000358	Mcavernosa03838-RA	XP_020630109.1
OG0000358	Mcavernosa03843-RA, Mcavernosa03846-RA	XP_020630171.1
OG0000358	Mcavernosa03850-RA	XP_020630174.1
OG0000358	Mcavernosa03840-RA, Mcavernosa03842-RA	XP_020630167.1
OG0000359	Mcavernosa20109-RA	XP_020624916.1
OG0000361	Mcavernosa18829-RA, Mcavernosa19200-RA, Mcavernosa13721-RA, Mcavernosa23093-RA, Mcavernosa04976-RA	XP_020618392.1
OG0000364	Mcavernosa09491-RA	XP_020609053.1
OG0000366	Mcavernosa34934-RA, Mcavernosa34932-RA, Mcavernosa03328-RA	XP_020626795.1, XP_020619861.1
OG0000369	Mcavernosa01308-RA, Mcavernosa19553-RA, Mcavernosa15624-RA	XP_020617107.1, XP_020602811.1, XP_020620276.1
OG0000370	Mcavernosa03067-RA	XP_020600712.1, XP_020600714.1, XP_020600711.1, XP_020600715.1, XP_020600716.1, XP_020600719.1
OG0000370	Mcavernosa03065-RA, Mcavernosa33020-RA, Mcavernosa33048-RA, Mcavernosa32674-RA	XP_020600710.1, XP_020600708.1, XP_020600709.1, XP_020600717.1, XP_020600718.1, XP_020600720.1, XP_020600721.1, XP_020600722.1
OG0000374	Mcavernosa01469-RA	XP_020627172.1
OG0000374	Mcavernosa01473-RA	XP_020631340.1
OG0000375	Mcavernosa09410-RA	XP_020623711.1
OG0000375	Mcavernosa27865-RA	XP_020623775.1, XP_020623774.1, XP_020623773.1, XP_020623776.1, XP_020623867.1
OG0000375	Mcavernosa27858-RA, Mcavernosa27862-RA	XP_020623865.1
OG0000376	Mcavernosa34391-RA	XP_020602584.1
OG0000382	Mcavernosa22758-RA	XP_020629949.1
OG0000382	Mcavernosa23812-RA, Mcavernosa23810-RA, Mcavernosa28362-RA	XP_020604332.1, XP_020614350.1, XP_020614351.1
OG0000384	Mcavernosa34654-RA	XP_020613165.1
OG0000384	Mcavernosa21324-RA	XP_020613136.1, XP_020613135.1, XP_020613137.1
OG0000384	Mcavernosa25686-RA	XP_020629148.1, XP_020629146.1
OG0000387	Mcavernosa03685-RA	XP_020623283.1
OG0000392	Mcavernosa22586-RA	XP_020631218.1, XP_020631220.1
OG0000392	Mcavernosa22589-RA	XP_020631226.1
OG0000392	Mcavernosa22587-RA	XP_020631221.1
OG0000392	Mcavernosa24914-RA	XP_020632121.1
OG0000393	Mcavernosa02496-RA, Mcavernosa02495-RA, Mcavernosa32678-RA	XP_020604909.1, XP_020604910.1
OG0000394	Mcavernosa27977-RA, Mcavernosa27734-RA, Mcavernosa29049-RA	XP_020631555.1, XP_020631554.1
OG0000395	Mcavernosa00429-RA	XP_020632656.1, XP_020632372.1
OG0000403	Mcavernosa19332-RA	XP_020618711.1
OG0000403	Mcavernosa27718-RA	XP_020629268.1
OG0000403	Mcavernosa31901-RA, Mcavernosa23942-RA	XP_020605077.1
OG0000404	Mcavernosa25384-RA, Mcavernosa25383-RA	XP_020604281.1
OG0000407	Mcavernosa25228-RA, Mcavernosa25226-RA	XP_020620402.1, XP_020620787.1
OG0000408	Mcavernosa29358-RA	XP_020607550.1, XP_020607582.1
OG0000408	Mcavernosa29357-RA, Mcavernosa03694-RA, Mcavernosa03696-RA	XP_020613407.1
OG0000410	Mcavernosa26577-RA, Mcavernosa30439-RA, Mcavernosa15792-RA, Mcavernosa26442-RA, Mcavernosa11074-RA, Mcavernosa24147-RA, Mcavernosa26953-RA	XP_020610153.1, XP_020610155.1
OG0000410	Mcavernosa22997-RA, Mcavernosa08273-RA, Mcavernosa29468-RA, Mcavernosa24750-RA	XP_020604789.1
OG0000413	Mcavernosa20077-RA, Mcavernosa33816-RA, Mcavernosa20071-RA, Mcavernosa20073-RA	XP_020621536.1
OG0000413	Mcavernosa20078-RA	XP_020619385.1
OG0000414	Mcavernosa31626-RA	XP_020623593.1
OG0000414	Mcavernosa22347-RA, Mcavernosa22344-RA, Mcavernosa30410-RA, Mcavernosa22350-RA	XP_020621299.1, XP_020621298.1
OG0000415	Mcavernosa09505-RA	XP_020627863.1
OG0000416	Mcavernosa30173-RA	XP_020614865.1
OG0000416	Mcavernosa30171-RA	XP_020614507.1
OG0000416	Mcavernosa30130-RA, Mcavernosa20760-RA	XP_020614841.1
OG0000416	Mcavernosa30176-RA	XP_020614963.1
OG0000418	Mcavernosa18845-RA	XP_020600663.1, XP_020600662.1, XP_020600664.1
OG0000418	Mcavernosa18856-RA, Mcavernosa18848-RA	XP_020600667.1, XP_020600682.1
OG0000419	Mcavernosa06638-RA	XP_020629943.1
OG0000423	Mcavernosa07896-RA	XP_020616584.1
OG0000423	Mcavernosa29273-RA, Mcavernosa12253-RA, Mcavernosa30090-RA	XP_020616534.1
OG0000423	Mcavernosa12249-RA, Mcavernosa12254-RA	XP_020603086.1, XP_020603085.1
OG0000424	Mcavernosa06622-RA	XP_020629957.1
OG0000424	Mcavernosa06619-RA, Mcavernosa06623-RA	XP_020629937.1
OG0000425	Mcavernosa08414-RA, Mcavernosa08403-RA, Mcavernosa08416-RA	XP_020623483.1
OG0000425	Mcavernosa08409-RA	XP_020623487.1, XP_020623491.1, XP_020623493.1
OG0000429	Mcavernosa05993-RA, Mcavernosa32556-RA	XP_020623973.1
OG0000431	Mcavernosa24368-RA	XP_020617954.1
OG0000431	Mcavernosa24367-RA	XP_020621124.1
OG0000432	Mcavernosa33579-RA, Mcavernosa08628-RA, Mcavernosa20871-RA, Mcavernosa09312-RA	XP_020603310.1
OG0000433	Mcavernosa18235-RA, Mcavernosa20122-RA	XP_020627912.1
OG0000435	Mcavernosa12735-RA, Mcavernosa30479-RA, Mcavernosa26599-RA, Mcavernosa27644-RA, Mcavernosa19230-RA, Mcavernosa33437-RA, Mcavernosa12801-RA, Mcavernosa23873-RA, Mcavernosa28271-RA	XP_020630449.1, XP_020630512.1
OG0000437	Mcavernosa29908-RA	XP_020632853.1, XP_020632846.1
OG0000437	Mcavernosa23924-RA	XP_020632844.1
OG0000437	Mcavernosa23921-RA	XP_020629415.1, XP_020629413.1
OG0000437	Mcavernosa32838-RA	XP_020630548.1
OG0000438	Mcavernosa30498-RA	XP_020619116.1
OG0000439	Mcavernosa25137-RA, Mcavernosa28912-RA, Mcavernosa07704-RA, Mcavernosa07700-RA, Mcavernosa07696-RA	XP_020624113.1
OG0000442	Mcavernosa02458-RA	XP_020602396.1
OG0000445	Mcavernosa16973-RA, Mcavernosa16972-RA	XP_020604716.1
OG0000445	Mcavernosa00377-RA	XP_020624717.1
OG0000445	Mcavernosa10156-RA	XP_020608626.1, XP_020608607.1
OG0000445	Mcavernosa20951-RA, Mcavernosa20952-RA	XP_020620548.1, XP_020620549.1
OG0000445	Mcavernosa27845-RA	XP_020629092.1
OG0000446	Mcavernosa13808-RA	XP_020618911.1, XP_020618913.1, XP_020618912.1
OG0000446	Mcavernosa22370-RA	XP_020626026.1, XP_020626025.1, XP_020626024.1
OG0000446	Mcavernosa13809-RA	XP_020603378.1
OG0000447	Mcavernosa16816-RA	XP_020617145.1
OG0000447	Mcavernosa16819-RA	XP_020617143.1
OG0000449	Mcavernosa33470-RA	XP_020621088.1, XP_020621089.1
OG0000449	Mcavernosa12408-RA	XP_020609714.1, XP_020615933.1
OG0000450	Mcavernosa19647-RA	XP_020626711.1, XP_020606744.1, XP_020606781.1, XP_020626726.1, XP_020626681.1, XP_020629969.1, XP_020621202.1
OG0000450	Mcavernosa33943-RA	XP_020626712.1, XP_020626713.1
OG0000453	Mcavernosa20887-RA	XP_020614709.1
OG0000454	Mcavernosa28804-RA, Mcavernosa30651-RA	XP_020617814.1
OG0000454	Mcavernosa23534-RA, Mcavernosa26218-RA	XP_020608042.1, XP_020617864.1
OG0000454	Mcavernosa30408-RA, Mcavernosa34784-RA	XP_020605446.1
OG0000456	Mcavernosa13456-RA, Mcavernosa13459-RA, Mcavernosa12856-RA, Mcavernosa12862-RA	XP_020627567.1
OG0000456	Mcavernosa05875-RA, Mcavernosa10612-RA, Mcavernosa10610-RA, Mcavernosa20380-RA, Mcavernosa20381-RA	XP_020615562.1
OG0000461	Mcavernosa04778-RA, Mcavernosa30279-RA	XP_020609614.1
OG0000463	Mcavernosa14583-RA	XP_020624348.1
OG0000464	Mcavernosa13795-RA, Mcavernosa13797-RA	XP_020618907.1
OG0000464	Mcavernosa13454-RA, Mcavernosa11387-RA	XP_020625248.1
OG0000464	Mcavernosa16852-RA	XP_020620703.1
OG0000465	Mcavernosa22979-RA, Mcavernosa22977-RA	XP_020619540.1, XP_020619639.1
OG0000466	Mcavernosa23687-RA, Mcavernosa32755-RA, Mcavernosa33771-RA, Mcavernosa12085-RA	XP_020605055.1, XP_020605051.1, XP_020605054.1, XP_020605053.1
OG0000468	Mcavernosa16490-RA	XP_020619427.1
OG0000468	Mcavernosa12578-RA	XP_020628799.1
OG0000469	Mcavernosa12004-RA	XP_020627970.1, XP_020627983.1
OG0000471	Mcavernosa34030-RA, Mcavernosa22543-RA, Mcavernosa14047-RA, Mcavernosa14053-RA, Mcavernosa14048-RA, Mcavernosa14046-RA, Mcavernosa14045-RA	XP_020614113.1, XP_020614153.1, XP_020614114.1, XP_020613537.1, XP_020614099.1, XP_020614098.1, XP_020614097.1, XP_020614096.1, XP_020614100.1
OG0000472	Mcavernosa14033-RA	XP_020615969.1, XP_020615968.1, XP_020615967.1
OG0000472	Mcavernosa22319-RA	XP_020628811.1
OG0000472	Mcavernosa04284-RA, Mcavernosa04288-RA	XP_020619200.1
OG0000472	Mcavernosa04287-RA, Mcavernosa04289-RA	XP_020619216.1, XP_020619185.1, XP_020619186.1
OG0000473	Mcavernosa26644-RA	XP_020605862.1
OG0000473	Mcavernosa29268-RA, Mcavernosa29267-RA	XP_020627719.1
OG0000473	Mcavernosa12675-RA	XP_020627709.1
OG0000475	Mcavernosa24205-RA	XP_020611721.1
OG0000480	Mcavernosa00564-RA	XP_020630002.1, XP_020630001.1, XP_020630003.1, XP_020630011.1, XP_020630012.1, XP_020630013.1, XP_020630006.1, XP_020630007.1, XP_020630008.1, XP_020630009.1, XP_020630014.1, XP_020630015.1, XP_020630004.1, XP_020630016.1, XP_020630010.1
OG0000481	Mcavernosa34035-RA	XP_020627617.1
OG0000481	Mcavernosa07521-RA, Mcavernosa07536-RA	XP_020611343.1
OG0000482	Mcavernosa26804-RA, Mcavernosa31451-RA, Mcavernosa34125-RA, Mcavernosa27325-RA, Mcavernosa26802-RA	XP_020602065.1, XP_020602066.1, XP_020615317.1, XP_020605501.1
OG0000483	Mcavernosa11492-RA	XP_020627303.1
OG0000484	Mcavernosa32994-RA	XP_020619600.1, XP_020607685.1, XP_020607581.1, XP_020620959.1, XP_020620958.1, XP_020623222.1, XP_020620957.1
OG0000484	Mcavernosa29667-RA	XP_020623223.1
OG0000486	Mcavernosa29258-RA	XP_020605873.1
OG0000486	Mcavernosa29257-RA, Mcavernosa29259-RA	XP_020608629.1, XP_020608515.1
OG0000486	Mcavernosa34205-RA	XP_020606852.1
OG0000486	Mcavernosa00665-RA, Mcavernosa35117-RA, Mcavernosa31045-RA	XP_020621541.1
OG0000487	Mcavernosa12040-RA, Mcavernosa12041-RA	XP_020602909.1
OG0000488	Mcavernosa15501-RA	XP_020619062.1
OG0000489	Mcavernosa26921-RA	XP_020625653.1
OG0000491	Mcavernosa26157-RA	XP_020631359.1, XP_020614881.1, XP_020614820.1
OG0000491	Mcavernosa22938-RA, Mcavernosa22948-RA, Mcavernosa26156-RA, Mcavernosa29260-RA	XP_020631298.1
OG0000492	Mcavernosa18020-RA	XP_020614483.1
OG0000493	Mcavernosa25426-RA, Mcavernosa25419-RA	XP_020610679.1, XP_020610678.1
OG0000497	Mcavernosa07889-RA	XP_020621084.1, XP_020621040.1, XP_020621039.1, XP_020621041.1
OG0000497	Mcavernosa17574-RA	XP_020621083.1
OG0000497	Mcavernosa17577-RA	XP_020621062.1
OG0000498	Mcavernosa30291-RA, Mcavernosa33465-RA	XP_020610773.1
OG0000499	Mcavernosa35178-RA, Mcavernosa13345-RA, Mcavernosa19777-RA, Mcavernosa07117-RA, Mcavernosa24951-RA, Mcavernosa07116-RA	XP_020617364.1
OG0000500	Mcavernosa31627-RA	XP_020623383.1, XP_020623381.1, XP_020623594.1, XP_020619604.1, XP_020623510.1
OG0000500	Mcavernosa31628-RA	XP_020623511.1
OG0000500	Mcavernosa31629-RA	XP_020623384.1
OG0000503	Mcavernosa12422-RA	XP_020600775.1
OG0000505	Mcavernosa26603-RA, Mcavernosa13287-RA, Mcavernosa06153-RA	XP_020621727.1
OG0000505	Mcavernosa27730-RA, Mcavernosa29290-RA, Mcavernosa12239-RA	XP_020629509.1
OG0000506	Mcavernosa25949-RA, Mcavernosa25948-RA	XP_020600610.1, XP_020600609.1, XP_020600598.1
OG0000506	Mcavernosa19006-RA	XP_020608640.1
OG0000508	Mcavernosa17681-RA	XP_020617908.1, XP_020617918.1
OG0000510	Mcavernosa32237-RA, Mcavernosa06870-RA, Mcavernosa19224-RA	XP_020607837.1, XP_020604962.1
OG0000511	Mcavernosa33295-RA	XP_020622436.1, XP_020622435.1
OG0000511	Mcavernosa24047-RA	XP_020622418.1, XP_020622412.1, XP_020622416.1, XP_020622417.1, XP_020622419.1, XP_020605149.1, XP_020605140.1, XP_020605133.1
OG0000512	Mcavernosa01429-RA, Mcavernosa15568-RA	XP_020612610.1
OG0000515	Mcavernosa07368-RA	XP_020605019.1
OG0000516	Mcavernosa25973-RA, Mcavernosa25966-RA, Mcavernosa25967-RA	XP_020607036.1, XP_020624512.1, XP_020624513.1, XP_020624514.1, XP_020624482.1
OG0000517	Mcavernosa21157-RA	XP_020631671.1, XP_020631670.1, XP_020631668.1, XP_020631669.1, XP_020631667.1
OG0000517	Mcavernosa24248-RA	XP_020631588.1
OG0000518	Mcavernosa00291-RA, Mcavernosa02264-RA	XP_020601443.1
OG0000522	Mcavernosa15172-RA, Mcavernosa16584-RA, Mcavernosa15171-RA, Mcavernosa32257-RA, Mcavernosa16583-RA, Mcavernosa10966-RA	XP_020621605.1
OG0000524	Mcavernosa22984-RA	XP_020601429.1, XP_020602918.1
OG0000525	Mcavernosa16630-RA	XP_020611781.1, XP_020611780.1, XP_020611782.1
OG0000525	Mcavernosa19457-RA, Mcavernosa34167-RA, Mcavernosa19456-RA	XP_020625482.1
OG0000526	Mcavernosa05763-RA, Mcavernosa32147-RA	XP_020621733.1, XP_020619696.1
OG0000527	Mcavernosa15252-RA, Mcavernosa19759-RA, Mcavernosa15250-RA	XP_020622131.1
OG0000527	Mcavernosa19752-RA, Mcavernosa19762-RA, Mcavernosa24306-RA	XP_020624607.1, XP_020622128.1
OG0000527	Mcavernosa19755-RA	XP_020606704.1
OG0000528	Mcavernosa10808-RA	XP_020613976.1
OG0000529	Mcavernosa19078-RA	XP_020612464.1
OG0000529	Mcavernosa05773-RA	XP_020619397.1
OG0000530	Mcavernosa34056-RA, Mcavernosa20160-RA	XP_020600576.1, XP_020617409.1
OG0000531	Mcavernosa29066-RA, Mcavernosa13684-RA, Mcavernosa34162-RA, Mcavernosa13687-RA, Mcavernosa19445-RA	XP_020601366.1
