Orthogroup	plut2v1.1.proteins	Montipora_capitata_HIv2.genes.pep
OG0000015	jamg1.model.Sc0000664.1	Montipora_capitata_PredGene_adi2mcaRNA36073_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA36073_R3.t1, Montipora_capitata_PredGene_g3918.t1, Montipora_capitata_PredGene_g17856.t1, Montipora_capitata_PredGene_g71226.t1, Montipora_capitata_PredGene_g61187.t1, Montipora_capitata_PredGene_adi2mcaRNA4908_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R5.t1, Montipora_capitata_PredGene_g31023.t1, Montipora_capitata_PredGene_adi2mcaRNA33358_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA36098_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA36238_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA29532_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA29532_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA4167_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA4167_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA5409_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA29532_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA32128_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA39280_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA39280_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA39280_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA38622_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA38622_R0.t1, Montipora_capitata_PredGene_g55487.t1, Montipora_capitata_PredGene_g13584.t1, Montipora_capitata_PredGene_g68546.t1, Montipora_capitata_PredGene_g56369.t1, Montipora_capitata_PredGene_g42898.t1, Montipora_capitata_PredGene_adi2mcaRNA40240_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA39281_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA8282_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA39281_R6.t1, Montipora_capitata_PredGene_g65679.t1, Montipora_capitata_PredGene_adi2mcaRNA32128_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA32128_R8.t1, Montipora_capitata_PredGene_g44541.t1
OG0000016	plut2.m8.23502.m1	Montipora_capitata_PredGene_g26281.t1
OG0000016	plut2.m8.23501.m1	Montipora_capitata_PredGene_g26282.t1
OG0000016	plut2.m8.6992.m1	Montipora_capitata_PredGene_g21622.t1
OG0000016	plut2.m8.18722.m1	Montipora_capitata_PredGene_g56811.t1
OG0000016	plut2.m8.18731.m1, plut2.m8.33053.m1, plut2.m8.33580.m1, plut2.m8.5238.m1, plut2.m8.15283.m1, plut2.m8.21885.m1, plut2.m8.18723.m1, plut2.m8.26285.m1, plut2.m8.20272.m1, plut2.m8.21884.m1, plut2.m8.20292.m1, plut2.m8.20271.m1, plut2.m8.18725.m1, plut2.m8.20279.m1, plut2.m8.8594.m1, plut2.m8.33432.m1, plut2.m8.18718.m1, plut2.m8.18719.m1, plut2.m8.20291.m1, plut2.m8.21894.m1, plut2.m8.23184.m1, plut2.m8.20290.m1, plut2.m8.23185.m1	Montipora_capitata_PredGene_adi2mcaRNA25482_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA25482_R7.t1, Montipora_capitata_PredGene_g54745.t1, Montipora_capitata_PredGene_g56802.t1, Montipora_capitata_PredGene_adi2mcaRNA39738_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA39738_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA39738_R0.t1, Montipora_capitata_PredGene_g9122.t1, Montipora_capitata_PredGene_g56837.t1, Montipora_capitata_PredGene_g39179.t1, Montipora_capitata_PredGene_g9121.t1, Montipora_capitata_PredGene_g39164.t1, Montipora_capitata_PredGene_g28872.t1
OG0000018	jamg1.model.xfSc0000135.2, plut2.m8.33119.m1, jamg1.model.xfSc0000166.3	Montipora_capitata_PredGene_g1051.t1, Montipora_capitata_PredGene_g40642.t1, Montipora_capitata_PredGene_g65282.t1, Montipora_capitata_PredGene_g59288.t1, Montipora_capitata_PredGene_g61418.t1, Montipora_capitata_PredGene_g46497.t1, Montipora_capitata_PredGene_g40812.t1, Montipora_capitata_PredGene_g46295.t1, Montipora_capitata_PredGene_g11720.t1, Montipora_capitata_PredGene_g26162.t1, Montipora_capitata_PredGene_g44626.t1, Montipora_capitata_PredGene_adi2mcaRNA40504_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA40969_R9.t1, Montipora_capitata_PredGene_g32607.t1, Montipora_capitata_PredGene_g29700.t1, Montipora_capitata_PredGene_g70397.t1, Montipora_capitata_PredGene_g46665.t1, Montipora_capitata_PredGene_adi2mcaRNA40969_R0.t1, Montipora_capitata_PredGene_g60896.t1, Montipora_capitata_PredGene_g40563.t1, Montipora_capitata_PredGene_g43881.t1, Montipora_capitata_PredGene_g55460.t1, Montipora_capitata_PredGene_g45340.t1, Montipora_capitata_PredGene_g34118.t1, Montipora_capitata_PredGene_g17276.t1, Montipora_capitata_PredGene_g65953.t1, Montipora_capitata_PredGene_g22044.t1, Montipora_capitata_PredGene_g63754.t1
OG0000018	plut2.m8.33120.m1	Montipora_capitata_PredGene_g59176.t1, Montipora_capitata_PredGene_g1465.t1, Montipora_capitata_PredGene_g52235.t1, Montipora_capitata_PredGene_g65834.t1, Montipora_capitata_PredGene_g45720.t1, Montipora_capitata_PredGene_g34768.t1, Montipora_capitata_PredGene_g55665.t1, Montipora_capitata_PredGene_g852.t1, Montipora_capitata_PredGene_g48022.t1, Montipora_capitata_PredGene_g32344.t1, Montipora_capitata_PredGene_g50232.t1, Montipora_capitata_PredGene_g62817.t1, Montipora_capitata_PredGene_g6091.t1, Montipora_capitata_PredGene_g16410.t1, Montipora_capitata_PredGene_g37073.t1, Montipora_capitata_PredGene_g21964.t1, Montipora_capitata_PredGene_g6155.t1, Montipora_capitata_PredGene_g50313.t1, Montipora_capitata_PredGene_g51141.t1, Montipora_capitata_PredGene_g23340.t1, Montipora_capitata_PredGene_g59471.t1, Montipora_capitata_PredGene_g19351.t1, Montipora_capitata_PredGene_adi2mcaRNA35085_R8.t1, Montipora_capitata_PredGene_g182.t1, Montipora_capitata_PredGene_g5628.t1, Montipora_capitata_PredGene_g13806.t1, Montipora_capitata_PredGene_g10718.t1, Montipora_capitata_PredGene_g64840.t1, Montipora_capitata_PredGene_g55467.t1, Montipora_capitata_PredGene_g177.t1, Montipora_capitata_PredGene_g64849.t1, Montipora_capitata_PredGene_g14356.t1, Montipora_capitata_PredGene_g19550.t1
OG0000019	plut2.m8.7393.m1, plut2.m8.31363.m1, plut2.m8.7392.m1	Montipora_capitata_PredGene_adi2mcaRNA5735_R1.t1
OG0000019	plut2.m8.29028.m1, plut2.m8.715.m1, plut2.m8.723.m1, plut2.m8.19584.m1, plut2.m8.2647.m1, plut2.m8.29026.m1, plut2.m8.7835.m1, plut2.m8.11714.m1, plut2.m8.29027.m1, plut2.m8.29036.m1	Montipora_capitata_PredGene_g16117.t1, Montipora_capitata_PredGene_g30413.t1, Montipora_capitata_PredGene_g16113.t1, Montipora_capitata_PredGene_adi2mcaRNA3652_R0.t1
OG0000019	plut2.m8.20559.m1	Montipora_capitata_PredGene_g8462.t1
OG0000019	plut2.m8.716.m1	Montipora_capitata_PredGene_adi2mcaRNA35872_R9.t1, Montipora_capitata_PredGene_g9835.t1
OG0000019	plut2.m8.24823.m1, plut2.m8.24826.m1, plut2.m8.30471.m1, plut2.m8.10909.m1	Montipora_capitata_PredGene_g18912.t1, Montipora_capitata_PredGene_g44937.t1, Montipora_capitata_PredGene_g53373.t1
OG0000020	plut2.m8.6876.m1	Montipora_capitata_PredGene_g29735.t1, Montipora_capitata_PredGene_g49966.t1
OG0000020	plut2.m8.2885.m1	Montipora_capitata_PredGene_adi2mcaRNA34016_R0.t1
OG0000020	plut2.m8.6231.m1, plut2.m8.11818.m1	Montipora_capitata_PredGene_g2470.t1
OG0000021	plut2.m8.4342.m1, plut2.m8.4343.m1, plut2.m8.6167.m1	Montipora_capitata_PredGene_adi2mcaRNA15410_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA15410_R4.t1
OG0000021	plut2.m8.26892.m1, plut2.m8.26897.m1	Montipora_capitata_PredGene_adi2mcaRNA12529_R0.t1
OG0000021	plut2.m8.5431.m1	Montipora_capitata_PredGene_adi2mcaRNA2274_R2.t1
OG0000022	jamg1.model.Sc0000141.73, jamg1.model.Sc0000827.7, jamg1.model.Sc0000377.15, jamg1.model.Sc0000612.3, jamg1.model.xpSc0007185.7, jamg1.model.Sc0000076.44, jamg1.model.xpSc0007481.6, jamg1.model.Sc0000500.16, jamg1.model.Sc0000415.14, jamg1.model.Sc0000415.17, jamg1.model.Sc0000606.7, jamg1.model.Sc0000213.22, jamg1.model.Sc0000207.22, jamg1.model.xpSc0007090.11, jamg1.model.Sc0000122.53, jamg1.model.Sc0000034.113, jamg1.model.Sc0000326.7, jamg1.model.Sc0000092.10, jamg1.model.Sc0000500.15, jamg1.model.Sc0000089.4, jamg1.model.xpSc0007261.8, jamg1.model.xpSc0007481.5, jamg1.model.xpSc0007153.12, jamg1.model.Sc0000101.74, jamg1.model.xfSc0000241.14, jamg1.model.Sc0000213.18, jamg1.model.Sc0000084.75, jamg1.model.Sc0000244.47, jamg1.model.Sc0000546.8	Montipora_capitata_PredGene_g23342.t1, Montipora_capitata_PredGene_g69226.t1, Montipora_capitata_PredGene_g69199.t1, Montipora_capitata_PredGene_g69253.t1, Montipora_capitata_PredGene_g29027.t1, Montipora_capitata_PredGene_g58708.t1
OG0000022	jamg1.model.xfSc0000010.12, jamg1.model.Sc0000009.46, jamg1.model.Sc0000214.15, jamg1.model.Sc0000653.9, jamg1.model.xpSc0007232.11, jamg1.model.Sc0000254.7, jamg1.model.Sc0000456.17	Montipora_capitata_PredGene_g4491.t1, Montipora_capitata_PredGene_g19562.t1, Montipora_capitata_PredGene_g12564.t1, Montipora_capitata_PredGene_g18894.t1, Montipora_capitata_PredGene_g18133.t1, Montipora_capitata_PredGene_g16329.t1, Montipora_capitata_PredGene_g19005.t1, Montipora_capitata_PredGene_g67204.t1, Montipora_capitata_PredGene_g52956.t1, Montipora_capitata_PredGene_g59604.t1, Montipora_capitata_PredGene_g29992.t1, Montipora_capitata_PredGene_g23195.t1, Montipora_capitata_PredGene_g15999.t1, Montipora_capitata_PredGene_g25850.t1, Montipora_capitata_PredGene_g5098.t1, Montipora_capitata_PredGene_g29426.t1, Montipora_capitata_PredGene_g29429.t1, Montipora_capitata_PredGene_g71331.t1, Montipora_capitata_PredGene_adi2mcaRNA15523_R9.t1, Montipora_capitata_PredGene_g12762.t1, Montipora_capitata_PredGene_g23343.t1, Montipora_capitata_PredGene_g15981.t1
OG0000023	jamg1.model.Sc0000137.80, jamg1.model.Sc0000338.14, jamg1.model.Sc0000083.7, jamg1.model.Sc0000244.48, jamg1.model.xfSc0000076.24, jamg1.model.Sc0000034.90, jamg1.model.Sc0000415.7	Montipora_capitata_PredGene_g71332.t1
OG0000023	jamg1.model.Sc0000214.14, jamg1.model.Sc0000653.8, jamg1.model.Sc0000009.45, plut2.m8.16792.m1, jamg1.model.xpSc0007232.10, jamg1.model.Sc0000851.8, jamg1.model.Sc0000456.16, jamg1.model.Sc0000827.8, jamg1.model.Sc0000141.74, jamg1.model.Sc0000377.14, jamg1.model.Sc0000089.3, jamg1.model.Sc0000636.13, jamg1.model.Sc0000092.11, jamg1.model.Sc0000390.9, jamg1.model.xfSc0000241.13, jamg1.model.Sc0000076.45, jamg1.model.Sc0000034.114, jamg1.model.Sc0000645.8, jamg1.model.xpSc0007481.3, jamg1.model.xpSc0007481.4, jamg1.model.Sc0000500.14, jamg1.model.Sc0000213.19, plut2.m8.24554.m1, jamg1.model.Sc0000213.24, jamg1.model.xfSc0000241.12, jamg1.model.Sc0000092.12, jamg1.model.Sc0000834.9, jamg1.model.xpSc0007123.23, jamg1.model.Sc0000207.21, jamg1.model.xpSc0007153.11, jamg1.model.Sc0000326.8, jamg1.model.xfSc0000241.10, jamg1.model.Sc0000101.73, jamg1.model.xpSc0007261.7, jamg1.model.xpSc0007185.6, jamg1.model.Sc0000546.10, jamg1.model.xfSc0000076.25, plut2.m8.5808.m1, jamg1.model.xfSc0000044.19, jamg1.model.Sc0000083.6, jamg1.model.Sc0000338.15, jamg1.model.Sc0000322.20, jamg1.model.Sc0000107.70, jamg1.model.xfSc0000091.8, jamg1.model.Sc0000183.33	Montipora_capitata_PredGene_g69306.t1, Montipora_capitata_PredGene_g69307.t1, Montipora_capitata_PredGene_g69317.t1, Montipora_capitata_PredGene_g68031.t1, Montipora_capitata_PredGene_g60595.t1, Montipora_capitata_PredGene_g5244.t1, Montipora_capitata_PredGene_g56065.t1
OG0000024	plut2.m8.20458.m1, plut2.m8.20455.m1	Montipora_capitata_PredGene_g57111.t1, Montipora_capitata_PredGene_g57110.t1
OG0000024	plut2.m8.31467.m1, plut2.m8.20439.m1	Montipora_capitata_PredGene_g10917.t1, Montipora_capitata_PredGene_g17293.t1, Montipora_capitata_PredGene_g54971.t1
OG0000024	plut2.m8.20464.m1, plut2.m8.20466.m1, plut2.m8.10816.m1, plut2.m8.20462.m1, plut2.m8.20465.m1, plut2.m8.20463.m1, plut2.m8.5031.m1, plut2.m8.20454.m1, plut2.m8.20457.m1, plut2.m8.20456.m1	Montipora_capitata_PredGene_adi2mcaRNA16840_R4.t1, Montipora_capitata_PredGene_g30340.t1, Montipora_capitata_PredGene_g50495.t1, Montipora_capitata_PredGene_g30336.t1, Montipora_capitata_PredGene_g51747.t1, Montipora_capitata_PredGene_g51761.t1, Montipora_capitata_PredGene_adi2mcaRNA16840_R8.t1, Montipora_capitata_PredGene_g51785.t1, Montipora_capitata_PredGene_g44510.t1, Montipora_capitata_PredGene_adi2mcaRNA6091_R7.t1, Montipora_capitata_PredGene_g54352.t1, Montipora_capitata_PredGene_g44516.t1, Montipora_capitata_PredGene_adi2mcaRNA25193_R6.t1, Montipora_capitata_PredGene_g6900.t1, Montipora_capitata_PredGene_g6887.t1
OG0000024	plut2.m8.5900.m1, plut2.m8.20442.m1	Montipora_capitata_PredGene_g66889.t1, Montipora_capitata_PredGene_g66891.t1
OG0000024	plut2.m8.6938.m1	Montipora_capitata_PredGene_g32499.t1
OG0000024	plut2.m8.6936.m1, plut2.m8.6941.m1	Montipora_capitata_PredGene_g32503.t1, Montipora_capitata_PredGene_g32500.t1
OG0000025	plut2.m8.20563.m1	Montipora_capitata_PredGene_g32101.t1
OG0000025	plut2.m8.19378.m1, plut2.m8.19384.m1, plut2.m8.19381.m1, plut2.m8.19386.m1, plut2.m8.19376.m1, plut2.m8.19380.m1, plut2.m8.19377.m1, plut2.m8.19383.m1, plut2.m8.19382.m1, plut2.m8.19375.m1, plut2.m8.19379.m1	Montipora_capitata_PredGene_g38684.t1
OG0000025	plut2.m8.16600.m1, plut2.m8.16599.m1	Montipora_capitata_PredGene_g19356.t1, Montipora_capitata_PredGene_g19358.t1, Montipora_capitata_PredGene_g9736.t1, Montipora_capitata_PredGene_g9742.t1, Montipora_capitata_PredGene_g9744.t1, Montipora_capitata_PredGene_g9745.t1, Montipora_capitata_PredGene_g4910.t1, Montipora_capitata_PredGene_g9747.t1, Montipora_capitata_PredGene_g50716.t1, Montipora_capitata_PredGene_g9737.t1, Montipora_capitata_PredGene_g9746.t1, Montipora_capitata_PredGene_g9749.t1, Montipora_capitata_PredGene_g9748.t1, Montipora_capitata_PredGene_g4916.t1, Montipora_capitata_PredGene_g4917.t1, Montipora_capitata_PredGene_g19355.t1, Montipora_capitata_PredGene_g9743.t1, Montipora_capitata_PredGene_g4911.t1
OG0000026	plut2.m8.5235.m1	Montipora_capitata_PredGene_adi2mcaRNA18092_R3.t1, Montipora_capitata_PredGene_g26160.t1, Montipora_capitata_PredGene_g26528.t1, Montipora_capitata_PredGene_g23558.t1, Montipora_capitata_PredGene_g36430.t1
OG0000026	plut2.m8.10331.m1	Montipora_capitata_PredGene_g5845.t1, Montipora_capitata_PredGene_g5844.t1, Montipora_capitata_PredGene_g21791.t1, Montipora_capitata_PredGene_g39469.t1
OG0000026	plut2.m8.31728.m1	Montipora_capitata_PredGene_g23089.t1, Montipora_capitata_PredGene_g30797.t1, Montipora_capitata_PredGene_g65173.t1, Montipora_capitata_PredGene_g65174.t1, Montipora_capitata_PredGene_g219.t1, Montipora_capitata_PredGene_g31540.t1, Montipora_capitata_PredGene_g19228.t1, Montipora_capitata_PredGene_g63318.t1, Montipora_capitata_PredGene_g49678.t1, Montipora_capitata_PredGene_g70808.t1, Montipora_capitata_PredGene_g17919.t1, Montipora_capitata_PredGene_g50990.t1, Montipora_capitata_PredGene_g57583.t1, Montipora_capitata_PredGene_g48889.t1, Montipora_capitata_PredGene_g37960.t1, Montipora_capitata_PredGene_g57582.t1, Montipora_capitata_PredGene_g32809.t1, Montipora_capitata_PredGene_g394.t1, Montipora_capitata_PredGene_g49831.t1, Montipora_capitata_PredGene_g24767.t1, Montipora_capitata_PredGene_g34363.t1, Montipora_capitata_PredGene_g62269.t1, Montipora_capitata_PredGene_g53299.t1, Montipora_capitata_PredGene_g70293.t1, Montipora_capitata_PredGene_adi2mcaRNA18411_R9.t1, Montipora_capitata_PredGene_g1034.t1, Montipora_capitata_PredGene_g46671.t1, Montipora_capitata_PredGene_g57798.t1
OG0000027	plut2.m8.24865.m1, plut2.m8.24867.m1, plut2.m8.24335.m1, plut2.m8.31329.m1, plut2.m8.19044.m1, plut2.m8.24332.m1	Montipora_capitata_PredGene_g38273.t1
OG0000027	plut2.m8.14633.m1, plut2.m8.33174.m1	Montipora_capitata_PredGene_g25213.t1, Montipora_capitata_PredGene_g53812.t1, Montipora_capitata_PredGene_g53811.t1, Montipora_capitata_PredGene_adi2mcaRNA4201_R8.t1, Montipora_capitata_PredGene_g53809.t1, Montipora_capitata_PredGene_g30079.t1, Montipora_capitata_PredGene_g30085.t1, Montipora_capitata_PredGene_g30072.t1
OG0000027	plut2.m8.23346.m1, plut2.m8.23343.m1	Montipora_capitata_PredGene_g25211.t1, Montipora_capitata_PredGene_g53807.t1, Montipora_capitata_PredGene_g53816.t1, Montipora_capitata_PredGene_g30077.t1
OG0000027	plut2.m8.17292.m1, plut2.m8.17302.m1, plut2.m8.11828.m1, plut2.m8.33504.m1, plut2.m8.17296.m1, plut2.m8.23345.m1, plut2.m8.17301.m1, plut2.m8.17303.m1, plut2.m8.17291.m1	Montipora_capitata_PredGene_g49528.t1
OG0000028	plut2.m8.29548.m1, plut2.m8.29557.m1, plut2.m8.15565.m1, plut2.m8.15561.m1, plut2.m8.15562.m1	Montipora_capitata_PredGene_g66627.t1
OG0000028	plut2.m8.4359.m1	Montipora_capitata_PredGene_adi2mcaRNA35439_R0.t1
OG0000028	plut2.m8.29546.m1	Montipora_capitata_PredGene_g48205.t1
OG0000028	plut2.m8.29552.m1, plut2.m8.4330.m1, plut2.m8.29553.m1, plut2.m8.4331.m1, plut2.m8.29544.m1, plut2.m8.29559.m1, plut2.m8.4332.m1, plut2.m8.29554.m1, plut2.m8.29555.m1	Montipora_capitata_PredGene_adi2mcaRNA35439_R1.t1, Montipora_capitata_PredGene_g18474.t1
OG0000028	plut2.m8.2477.m1, plut2.m8.2478.m1, plut2.m8.2470.m1	Montipora_capitata_PredGene_g22268.t1
OG0000028	plut2.m8.18836.m1, plut2.m8.18837.m1, plut2.m8.18840.m1	Montipora_capitata_PredGene_g44723.t1, Montipora_capitata_PredGene_g44720.t1
OG0000029	plut2.m8.30628.m1	Montipora_capitata_PredGene_g28602.t1, Montipora_capitata_PredGene_g31564.t1, Montipora_capitata_PredGene_g23180.t1, Montipora_capitata_PredGene_g28518.t1
OG0000029	plut2.m8.8666.m1	Montipora_capitata_PredGene_g802.t1, Montipora_capitata_PredGene_g1149.t1
OG0000030	plut2.m8.16989.m1	Montipora_capitata_PredGene_adi2mcaRNA9434_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA28387_R0.t1
OG0000030	plut2.m8.17001.m1	Montipora_capitata_PredGene_adi2mcaRNA37078_R0.t1
OG0000030	jamg1.model.xfSc0000231.4	Montipora_capitata_PredGene_g17831.t1, Montipora_capitata_PredGene_adi2mcaRNA28389_R2.t1
OG0000030	plut2.m8.29240.m1, plut2.m8.29251.m1, plut2.m8.31621.m1, plut2.m8.26295.m1, plut2.m8.29246.m1, plut2.m8.29250.m1	Montipora_capitata_PredGene_adi2mcaRNA31729_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA37078_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA31729_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA31729_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA31729_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA17035_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA17039_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA17035_R1.t1
OG0000030	plut2.m8.24713.m1, plut2.m8.6767.m1, plut2.m8.6769.m1, plut2.m8.24716.m1, plut2.m8.25684.m1, plut2.m8.17600.m1, plut2.m8.31478.m1, plut2.m8.6768.m1, plut2.m8.31912.m1, plut2.m8.20331.m1, plut2.m8.17603.m1	Montipora_capitata_PredGene_adi2mcaRNA9428_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA9434_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA27809_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA9419_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA9419_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA22950_R3.t1
OG0000031	plut2.m8.6451.m1, plut2.m8.32505.m1	Montipora_capitata_PredGene_adi2mcaRNA11137_R0.t1
OG0000031	plut2.m8.14069.m1	Montipora_capitata_PredGene_g49226.t1
OG0000033	plut2.m8.32987.m1	Montipora_capitata_PredGene_g45059.t1, Montipora_capitata_PredGene_adi2mcaRNA14220_R5.t1, Montipora_capitata_PredGene_g1245.t1
OG0000033	plut2.m8.1599.m1, plut2.m8.31134.m1	Montipora_capitata_PredGene_g30297.t1, Montipora_capitata_PredGene_g1796.t1, Montipora_capitata_PredGene_g54837.t1
OG0000033	plut2.m8.19878.m1	Montipora_capitata_PredGene_adi2mcaRNA3483_R9.t1, Montipora_capitata_PredGene_g51887.t1
OG0000033	plut2.m8.10926.m1	Montipora_capitata_PredGene_g44203.t1
OG0000034	plut2.m8.17284.m1, plut2.m8.15074.m1, plut2.m8.17283.m1, plut2.m8.17277.m1, plut2.m8.2453.m1, jamg1.model.Sc0000267.33, plut2.m8.17285.m1, plut2.m8.8216.m1, plut2.m8.15072.m1, plut2.m8.15070.m1, plut2.m8.20565.m1, plut2.m8.24418.m1, plut2.m8.25408.m1, plut2.m8.24055.m1, plut2.m8.15905.m1, plut2.m8.15904.m1, plut2.m8.80.m1, plut2.m8.14171.m1, plut2.m8.14173.m1, plut2.m8.14170.m1, plut2.m8.14172.m1, plut2.m8.14215.m1, plut2.m8.20670.m1, plut2.m8.14182.m1, plut2.m8.20669.m1, plut2.m8.14179.m1, plut2.m8.14178.m1	Montipora_capitata_PredGene_adi2mcaRNA20852_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R6.t1
OG0000034	jamg1.model.xfSc0003787.1	Montipora_capitata_PredGene_g10414.t1
OG0000035	jamg1.model.Sc0000780.4, plut2.m8.30514.m1, plut2.m8.30518.m1, plut2.m8.30517.m1, jamg1.model.Sc0000393.31, plut2.m8.30521.m1, plut2.m8.30516.m1, plut2.m8.30515.m1	Montipora_capitata_PredGene_g67864.t1, Montipora_capitata_PredGene_g21060.t1, Montipora_capitata_PredGene_g33914.t1, Montipora_capitata_PredGene_g33910.t1, Montipora_capitata_PredGene_g33908.t1, Montipora_capitata_PredGene_g67866.t1, Montipora_capitata_PredGene_g33907.t1, Montipora_capitata_PredGene_g33917.t1, Montipora_capitata_PredGene_g21062.t1, Montipora_capitata_PredGene_g33911.t1, Montipora_capitata_PredGene_g32437.t1, Montipora_capitata_PredGene_g35276.t1
OG0000035	plut2.m8.9298.m1, plut2.m8.9297.m1	Montipora_capitata_PredGene_g35245.t1
OG0000035	jamg1.model.Sc0000010.116, jamg1.model.Sc0000010.118, jamg1.model.Sc0000010.117, jamg1.model.Sc0000029.5, jamg1.model.Sc0000132.66, plut2.m8.10879.m1, jamg1.model.Sc0000416.37, plut2.m8.10857.m1, plut2.m8.11781.m1, jamg1.model.Sc0000152.1, jamg1.model.Sc0000132.10, jamg1.model.Sc0000132.11, plut2.m8.26375.m1, plut2.m8.10856.m1	Montipora_capitata_PredGene_g33684.t1
OG0000036	plut2.m8.19906.m1	Montipora_capitata_PredGene_adi2mcaRNA25587_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA25575_R8.t1, Montipora_capitata_PredGene_g15058.t1, Montipora_capitata_PredGene_adi2mcaRNA25575_R9.t1, Montipora_capitata_PredGene_g6098.t1, Montipora_capitata_PredGene_g407.t1, Montipora_capitata_PredGene_g15499.t1, Montipora_capitata_PredGene_g9804.t1, Montipora_capitata_PredGene_g18210.t1, Montipora_capitata_PredGene_g5074.t1, Montipora_capitata_PredGene_g14364.t1, Montipora_capitata_PredGene_g389.t1, Montipora_capitata_PredGene_g400.t1, Montipora_capitata_PredGene_g70645.t1, Montipora_capitata_PredGene_g395.t1, Montipora_capitata_PredGene_g9797.t1, Montipora_capitata_PredGene_g8328.t1, Montipora_capitata_PredGene_g403.t1, Montipora_capitata_PredGene_adi2mcaRNA36696_R6.t1, Montipora_capitata_PredGene_g70644.t1, Montipora_capitata_PredGene_g70656.t1, Montipora_capitata_PredGene_g14374.t1, Montipora_capitata_PredGene_g15052.t1, Montipora_capitata_PredGene_adi2mcaRNA36695_R4.t1, Montipora_capitata_PredGene_g70657.t1, Montipora_capitata_PredGene_g7474.t1, Montipora_capitata_PredGene_g70643.t1, Montipora_capitata_PredGene_g391.t1, Montipora_capitata_PredGene_g18207.t1
