Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Acerv_assembly_v1.0.protein
OG0000027	XP_020604972.1	Acerv_evm.model.Segkk1158_pilon.58
OG0000027	XP_020616233.1, XP_020616245.1, XP_020616059.1, XP_020616202.1, XP_020623244.1	Acerv_evm.model.Segkk3256_pilon.2
OG0000027	XP_020616223.1, XP_020623233.1	Acerv_evm.model.Segkk4357_pilon.6
OG0000027	XP_020616477.1	Acerv_evm.model.Segkk1076_pilon.7
OG0000027	XP_020616478.1	Acerv_evm.model.Segkk4357_pilon.3, Acerv_evm.model.Segkk3790_pilon.2
OG0000027	XP_020604977.1	Acerv_evm.model.Segkk117_pilon.19, Acerv_evm.model.Segkk543_pilon.5, Acerv_evm.model.Segkk543_pilon.4, Acerv_evm.model.Segkk543_pilon.3, Acerv_evm.model.Segkk543_pilon.7, Acerv_evm.model.Segkk2162_pilon.15
OG0000028	XP_020624752.1, XP_020624751.1, XP_020624753.1, XP_020624701.1, XP_020624700.1, XP_020624691.1, XP_020616112.1	Acerv_evm.model.Segkk431_pilon.6, Acerv_evm.model.Segkk431_pilon.7
OG0000028	XP_020617768.1, XP_020617769.1, XP_020617770.1, XP_020618771.1, XP_020624744.1, XP_020624748.1, XP_020624692.1, XP_020624754.1, XP_020624745.1, XP_020624747.1, XP_020624687.1	Acerv_evm.model.Segkk2216_pilon.13
OG0000028	XP_020609482.1, XP_020609478.1, XP_020609480.1, XP_020609479.1, XP_020609481.1	Acerv_evm.model.Segkk2482_pilon.7, Acerv_evm.model.Segkk2482_pilon.8
OG0000029	XP_020608739.1	Acerv_evm.model.Segkk4247_pilon.4, Acerv_evm.model.Segkk2306_pilon.15
OG0000029	XP_020619744.1, XP_020619743.1, XP_020601667.1, XP_020601668.1, XP_020629983.1, XP_020605269.1	Acerv_evm.model.Segkk2324_pilon.9
OG0000030	XP_020613210.1	Acerv_evm.model.Segkk4321_pilon.1, Acerv_evm.model.Segkk4321_pilon.3
OG0000030	XP_020613201.1, XP_020632897.1	Acerv_evm.model.Segkk383_pilon.16, Acerv_evm.model.Segkk4232_pilon.5, Acerv_evm.model.Segkk4232_pilon.6
OG0000030	XP_020613209.1, XP_020613241.1, XP_020615961.1	Acerv_evm.model.Segkk3998_pilon.3, Acerv_evm.model.Segkk4010_pilon.4, Acerv_evm.model.Segkk4010_pilon.1, Acerv_evm.model.Segkk3998_pilon.4, Acerv_evm.model.Segkk4010_pilon.3, Acerv_evm.model.Segkk4010_pilon.2, Acerv_evm.model.Segkk463_pilon.43
OG0000030	XP_020618763.1, XP_020618740.1	Acerv_evm.model.Segkk984_pilon.7, Acerv_evm.model.Segkk984_pilon.10, Acerv_evm.model.Segkk1541_pilon.4
OG0000030	XP_020611394.1, XP_020626590.1, XP_020618435.1	Acerv_evm.model.Segkk228_pilon.9, Acerv_evm.model.Segkk228_pilon.10, Acerv_evm.model.Segkk2576_pilon.2, Acerv_evm.model.Segkk228_pilon.8, Acerv_evm.model.Segkk1158_pilon.7
OG0000031	XP_020631561.1	Acerv_evm.model.Segkk1796_pilon.23, Acerv_evm.model.Segkk1796_pilon.24, Acerv_evm.model.Segkk1796_pilon.22
OG0000031	XP_020617887.1, XP_020601279.1, XP_020601280.1, XP_020601282.1, XP_020630391.1	Acerv_evm.model.Segkk2930_pilon.1, Acerv_evm.model.Segkk3124_pilon.2, Acerv_evm.model.Segkk1514_pilon.7, Acerv_evm.model.Segkk2789_pilon.1, Acerv_evm.model.Segkk1583_pilon.2, Acerv_evm.model.Segkk1709_pilon.2, Acerv_evm.model.Segkk3203_pilon.2, Acerv_evm.model.Segkk3417_pilon.34, Acerv_evm.model.Segkk3519_pilon.1, Acerv_evm.model.Segkk3333_pilon.2, Acerv_evm.model.Segkk2741_pilon.13, Acerv_evm.model.Segkk465_pilon.5, Acerv_evm.model.Segkk671_pilon.20, Acerv_evm.model.Segkk4189_pilon.2, Acerv_evm.model.Segkk719_pilon.4, Acerv_evm.model.Segkk1622_pilon.2, Acerv_evm.model.Segkk2205_pilon.4, Acerv_evm.model.Segkk3417_pilon.12
OG0000031	XP_020603581.1	Acerv_evm.model.Segkk150_pilon.22
OG0000032	XP_020613765.1	Acerv_evm.model.Segkk3618_pilon.3, Acerv_evm.model.Segkk3221_pilon.20
OG0000032	XP_020631330.1	Acerv_evm.model.Segkk71_pilon.2
OG0000033	XP_020620756.1	Acerv_evm.model.Segkk2814_pilon.8, Acerv_evm.model.Segkk3417_pilon.25, Acerv_evm.model.Segkk611_pilon.15
OG0000033	XP_020629283.1	Acerv_evm.model.Segkk1068_pilon.3, Acerv_evm.model.Segkk622_pilon.2
OG0000033	XP_020613040.1	Acerv_evm.model.Segkk1436_pilon.30
OG0000034	XP_020603227.1	Acerv_evm.model.Segkk2445_pilon.1, Acerv_evm.model.Segkk2445_pilon.10, Acerv_evm.model.Segkk2445_pilon.11, Acerv_evm.model.Segkk3539_pilon.5, Acerv_evm.model.Segkk1913_pilon.2, Acerv_evm.model.Segkk1317_pilon.15, Acerv_evm.model.Segkk1108_pilon.2, Acerv_evm.model.Segkk1069_pilon.3, Acerv_evm.model.Segkk1867_pilon.9, Acerv_evm.model.Segkk1988_pilon.16, Acerv_evm.model.Segkk3470_pilon.4, Acerv_evm.model.Segkk3231_pilon.2, Acerv_evm.model.Segkk1317_pilon.17, Acerv_evm.model.Segkk551_pilon.5, Acerv_evm.model.Segkk1574_pilon.6, Acerv_evm.model.Segkk3539_pilon.1, Acerv_evm.model.Segkk3231_pilon.3, Acerv_evm.model.Segkk785_pilon.13, Acerv_evm.model.Segkk1559_pilon.1, Acerv_evm.model.Segkk1317_pilon.19, Acerv_evm.model.Segkk1317_pilon.14, Acerv_evm.model.Segkk2837_pilon.3, Acerv_evm.model.Segkk3231_pilon.1, Acerv_evm.model.Segkk2445_pilon.12, Acerv_evm.model.Segkk1404_pilon.2, Acerv_evm.model.Segkk2949_pilon.3, Acerv_evm.model.Segkk1574_pilon.4, Acerv_evm.model.Segkk1574_pilon.3, Acerv_evm.model.Segkk2594_pilon.22, Acerv_evm.model.Segkk2594_pilon.24, Acerv_evm.model.Segkk4041_pilon.2, Acerv_evm.model.Segkk3422_pilon.2, Acerv_evm.model.Segkk476_pilon.4, Acerv_evm.model.Segkk3331_pilon.32, Acerv_evm.model.Segkk3422_pilon.3, Acerv_evm.model.Segkk1271_pilon.4, Acerv_evm.model.Segkk652_pilon.3
OG0000034	XP_020618430.1, XP_020618432.1	Acerv_evm.model.Segkk663_pilon.6, Acerv_evm.model.Segkk1317_pilon.18, Acerv_evm.model.Segkk476_pilon.5, Acerv_evm.model.Segkk3539_pilon.2
OG0000035	XP_020601812.1, XP_020601820.1	Acerv_evm.model.Segkk2312_pilon.3, Acerv_evm.model.Segkk2312_pilon.2
OG0000035	XP_020601138.1	Acerv_evm.model.Segkk2846_pilon.4
OG0000037	XP_020623187.1, XP_020626518.1, XP_020626640.1, XP_020629375.1, XP_020619256.1, XP_020619255.1	Acerv_evm.model.Segkk841_pilon.6
OG0000037	XP_020619576.1, XP_020619575.1, XP_020619602.1	Acerv_evm.model.Segkk2240_pilon.20
OG0000037	XP_020615241.1, XP_020603532.1, XP_020603593.1, XP_020623583.1, XP_020623582.1, XP_020623474.1, XP_020630136.1	Acerv_evm.model.Segkk3741_pilon.11, Acerv_evm.model.Segkk3741_pilon.18, Acerv_evm.model.Segkk3741_pilon.15, Acerv_evm.model.Segkk4307_pilon.1, Acerv_evm.model.Segkk270_pilon.9, Acerv_evm.model.Segkk4307_pilon.2, Acerv_evm.model.Segkk3741_pilon.6, Acerv_evm.model.Segkk3741_pilon.19, Acerv_evm.model.Segkk270_pilon.11
OG0000037	XP_020624374.1, XP_020624389.1	Acerv_evm.model.Segkk4318_pilon.12
OG0000037	XP_020612153.1	Acerv_evm.model.Segkk841_pilon.5
OG0000038	XP_020617981.1, XP_020617982.1, XP_020620346.1, XP_020611887.1, XP_020611888.1, XP_020611889.1	Acerv_evm.model.Segkk2060_pilon.3, Acerv_evm.model.Segkk242_pilon.6, Acerv_evm.model.Segkk1400_pilon.20, Acerv_evm.model.Segkk3980_pilon.20
OG0000039	XP_020625543.1	Acerv_evm.model.Segkk2564_pilon.5
OG0000039	XP_020602885.1	Acerv_evm.model.Segkk3668_pilon.30
OG0000040	XP_020604022.1	Acerv_evm.model.Segkk235_pilon.7
OG0000042	XP_020617570.1	Acerv_evm.model.Segkk2578_pilon.38
OG0000042	XP_020604162.1	Acerv_evm.model.Segkk2637_pilon.3, Acerv_evm.model.Segkk1932_pilon.12, Acerv_evm.model.Segkk401_pilon.2, Acerv_evm.model.Segkk2622_pilon.2
OG0000043	XP_020623974.1	Acerv_evm.model.Segkk3572_pilon.16
OG0000045	XP_020607562.1, XP_020607576.1	Acerv_evm.model.Segkk1868_pilon.65, Acerv_evm.model.Segkk2888_pilon.2, Acerv_evm.model.Segkk3282_pilon.1
OG0000045	XP_020632312.1, XP_020613042.1	Acerv_evm.model.Segkk3233_pilon.52, Acerv_evm.model.Segkk3062_pilon.1, Acerv_evm.model.Segkk2181_pilon.2, Acerv_evm.model.Segkk3238_pilon.24, Acerv_evm.model.Segkk2266_pilon.8, Acerv_evm.model.Segkk417_pilon.1, Acerv_evm.model.Segkk2451_pilon.20
OG0000048	XP_020630620.1, XP_020630672.1, XP_020630593.1	Acerv_evm.model.Segkk2808_pilon.13, Acerv_evm.model.Segkk1154_pilon.5, Acerv_evm.model.Segkk1443_pilon.13, Acerv_evm.model.Segkk2808_pilon.3, Acerv_evm.model.Segkk2808_pilon.5, Acerv_evm.model.Segkk2808_pilon.1, Acerv_evm.model.Segkk2808_pilon.9, Acerv_evm.model.Segkk3446_pilon.2, Acerv_evm.model.Segkk2808_pilon.11, Acerv_evm.model.Segkk2808_pilon.8, Acerv_evm.model.Segkk1154_pilon.9, Acerv_evm.model.Segkk1443_pilon.14, Acerv_evm.model.Segkk1154_pilon.6, Acerv_evm.model.Segkk2808_pilon.12
OG0000048	XP_020630608.1	Acerv_evm.model.Segkk1546_pilon.12, Acerv_evm.model.Segkk1546_pilon.11, Acerv_evm.model.Segkk1154_pilon.11, Acerv_evm.model.Segkk1154_pilon.12
OG0000048	XP_020630609.1	Acerv_evm.model.Segkk2594_pilon.28, Acerv_evm.model.Segkk3819_pilon.3, Acerv_evm.model.Segkk3637_pilon.26
OG0000049	XP_020627539.1	Acerv_evm.model.Segkk4115_pilon.1, Acerv_evm.model.Segkk1759_pilon.1, Acerv_evm.model.Segkk3281_pilon.1
OG0000050	XP_020606617.1	Acerv_evm.model.Segkk1451_pilon.23, Acerv_evm.model.Segkk1288_pilon.52
OG0000051	XP_020613310.1, XP_020613312.1, XP_020630873.1, XP_020607916.1, XP_020630870.1	Acerv_evm.model.Segkk744_pilon.8, Acerv_evm.model.Segkk744_pilon.6, Acerv_evm.model.Segkk774_pilon.1
OG0000051	XP_020613311.1, XP_020613329.1	Acerv_evm.model.Segkk4350_pilon.2
OG0000052	XP_020626781.1, XP_020626833.1, XP_020626780.1, XP_020626777.1, XP_020626779.1, XP_020626778.1	Acerv_evm.model.Segkk2507_pilon.18
OG0000053	XP_020627829.1, XP_020627827.1, XP_020627828.1, XP_020631907.1, XP_020627793.1, XP_020627792.1, XP_020627791.1, XP_020631906.1, XP_020627830.1, XP_020627767.1, XP_020631921.1, XP_020631923.1, XP_020631924.1, XP_020631910.1, XP_020631911.1, XP_020631922.1, XP_020622510.1, XP_020627716.1, XP_020609316.1	Acerv_evm.model.Segkk4048_pilon.24, Acerv_evm.model.Segkk1880_pilon.8, Acerv_evm.model.Segkk4048_pilon.26, Acerv_evm.model.Segkk1117_pilon.4, Acerv_evm.model.Segkk2221_pilon.2, Acerv_evm.model.Segkk1880_pilon.11, Acerv_evm.model.Segkk1588_pilon.7, Acerv_evm.model.Segkk1880_pilon.7, Acerv_evm.model.Segkk4048_pilon.25, Acerv_evm.model.Segkk1588_pilon.8
OG0000053	XP_020627766.1, XP_020627832.1	Acerv_evm.model.Segkk1880_pilon.6, Acerv_evm.model.Segkk1880_pilon.12, Acerv_evm.model.Segkk1880_pilon.9, Acerv_evm.model.Segkk4048_pilon.20, Acerv_evm.model.Segkk1880_pilon.10, Acerv_evm.model.Segkk4048_pilon.17, Acerv_evm.model.Segkk2221_pilon.1, Acerv_evm.model.Segkk1117_pilon.3
OG0000054	XP_020601447.1	Acerv_evm.model.Segkk1478_pilon.39, Acerv_evm.model.Segkk275_pilon.1
OG0000054	XP_020601403.1	Acerv_evm.model.Segkk1728_pilon.18, Acerv_evm.model.Segkk2199_pilon.13, Acerv_evm.model.Segkk2253_pilon.2, Acerv_evm.model.Segkk4255_pilon.22, Acerv_evm.model.Segkk1599_pilon.13, Acerv_evm.model.Segkk1451_pilon.28, Acerv_evm.model.Segkk2324_pilon.5, Acerv_evm.model.Segkk2194_pilon.1, Acerv_evm.model.Segkk4131_pilon.10, Acerv_evm.model.Segkk2449_pilon.1, Acerv_evm.model.Segkk118_pilon.1, Acerv_evm.model.Segkk4245_pilon.1, Acerv_evm.model.Segkk4323_pilon.5, Acerv_evm.model.Segkk3305_pilon.3
OG0000055	XP_020623899.1	Acerv_evm.model.Segkk2410_pilon.19, Acerv_evm.model.Segkk2424_pilon.9
OG0000055	XP_020614132.1	Acerv_evm.model.Segkk3642_pilon.1, Acerv_evm.model.Segkk3451_pilon.11
OG0000056	XP_020623612.1, XP_020625265.1, XP_020600743.1, XP_020600757.1, XP_020600756.1, XP_020600755.1, XP_020617250.1, XP_020617249.1	Acerv_evm.model.Segkk2483_pilon.39, Acerv_evm.model.Segkk4211_pilon.4, Acerv_evm.model.Segkk2483_pilon.38, Acerv_evm.model.Segkk3213_pilon.13, Acerv_evm.model.Segkk1320_pilon.3, Acerv_evm.model.Segkk4211_pilon.3, Acerv_evm.model.Segkk4211_pilon.2
OG0000056	XP_020625674.1, XP_020622824.1, XP_020618704.1, XP_020618705.1	Acerv_evm.model.Segkk4302_pilon.26
OG0000057	XP_020615456.1, XP_020628315.1, XP_020605017.1, XP_020621024.1, XP_020630249.1, XP_020620996.1, XP_020620993.1, XP_020611415.1, XP_020611434.1, XP_020611141.1, XP_020621026.1, XP_020620913.1, XP_020620892.1, XP_020620871.1, XP_020620877.1, XP_020606159.1, XP_020622542.1, XP_020622544.1, XP_020622547.1, XP_020622538.1, XP_020622540.1, XP_020622536.1, XP_020622535.1, XP_020622543.1, XP_020622537.1, XP_020603113.1, XP_020603111.1, XP_020603114.1, XP_020617893.1, XP_020617892.1, XP_020603112.1, XP_020617891.1, XP_020616435.1, XP_020616474.1, XP_020611456.1, XP_020611566.1, XP_020605514.1, XP_020611465.1, XP_020605515.1	Acerv_evm.model.Segkk862_pilon.2
OG0000058	XP_020620698.1, XP_020625430.1, XP_020629104.1, XP_020606139.1, XP_020618377.1	Acerv_evm.model.Segkk687_pilon.13, Acerv_evm.model.Segkk186_pilon.2, Acerv_evm.model.Segkk582_pilon.8, Acerv_evm.model.Segkk921_pilon.4, Acerv_evm.model.Segkk4028_pilon.33, Acerv_evm.model.Segkk921_pilon.1, Acerv_evm.model.Segkk921_pilon.3, Acerv_evm.model.Segkk675_pilon.11, Acerv_evm.model.Segkk675_pilon.14, Acerv_evm.model.Segkk582_pilon.6, Acerv_evm.model.Segkk1386_pilon.15, Acerv_evm.model.Segkk582_pilon.10, Acerv_evm.model.Segkk675_pilon.4, Acerv_evm.model.Segkk2210_pilon.2, Acerv_evm.model.Segkk3063_pilon.2, Acerv_evm.model.Segkk675_pilon.6, Acerv_evm.model.Segkk1386_pilon.1, Acerv_evm.model.Segkk1386_pilon.12, Acerv_evm.model.Segkk1386_pilon.14, Acerv_evm.model.Segkk1373_pilon.1, Acerv_evm.model.Segkk186_pilon.3, Acerv_evm.model.Segkk3063_pilon.1, Acerv_evm.model.Segkk1961_pilon.1, Acerv_evm.model.Segkk675_pilon.10, Acerv_evm.model.Segkk921_pilon.2, Acerv_evm.model.Segkk3996_pilon.2, Acerv_evm.model.Segkk186_pilon.1, Acerv_evm.model.Segkk1386_pilon.11, Acerv_evm.model.Segkk1386_pilon.8
OG0000059	XP_020614082.1	Acerv_evm.model.Segkk3943_pilon.3, Acerv_evm.model.Segkk3364_pilon.21, Acerv_evm.model.Segkk2109_pilon.47
OG0000059	XP_020608483.1	Acerv_evm.model.Segkk1292_pilon.13
OG0000059	XP_020608121.1	Acerv_evm.model.Segkk4201_pilon.5, Acerv_evm.model.Segkk2109_pilon.5
OG0000059	XP_020623965.1	Acerv_evm.model.Segkk2109_pilon.48
OG0000060	XP_020621557.1, XP_020613969.1, XP_020621678.1	Acerv_evm.model.Segkk2319_pilon.11
OG0000060	XP_020622640.1, XP_020622639.1, XP_020622642.1, XP_020622641.1, XP_020622699.1, XP_020622698.1	Acerv_evm.model.Segkk2319_pilon.10
OG0000060	XP_020623243.1, XP_020625398.1, XP_020619662.1, XP_020619664.1, XP_020627723.1, XP_020619613.1, XP_020625407.1, XP_020625846.1, XP_020625853.1	Acerv_evm.model.Segkk3834_pilon.2, Acerv_evm.model.Segkk3479_pilon.5, Acerv_evm.model.Segkk2208_pilon.1, Acerv_evm.model.Segkk3254_pilon.2, Acerv_evm.model.Segkk122_pilon.2, Acerv_evm.model.Segkk122_pilon.3, Acerv_evm.model.Segkk3834_pilon.1, Acerv_evm.model.Segkk3834_pilon.3, Acerv_evm.model.Segkk2623_pilon.2, Acerv_evm.model.Segkk3479_pilon.3
OG0000062	XP_020627036.1	Acerv_evm.model.Segkk2765_pilon.24
OG0000062	XP_020609298.1	Acerv_evm.model.Segkk2765_pilon.25
OG0000062	XP_020611524.1, XP_020617186.1	Acerv_evm.model.Segkk3699_pilon.1, Acerv_evm.model.Segkk181_pilon.3, Acerv_evm.model.Segkk2278_pilon.4, Acerv_evm.model.Segkk2117_pilon.11, Acerv_evm.model.Segkk480_pilon.1, Acerv_evm.model.Segkk1288_pilon.50, Acerv_evm.model.Segkk2481_pilon.34, Acerv_evm.model.Segkk1003_pilon.79, Acerv_evm.model.Segkk4327_pilon.3, Acerv_evm.model.Segkk1835_pilon.17, Acerv_evm.model.Segkk1288_pilon.78
OG0000063	XP_020615708.1, XP_020615707.1, XP_020615706.1	Acerv_evm.model.Segkk3263_pilon.42
OG0000063	XP_020629945.1, XP_020629199.1, XP_020629154.1, XP_020629153.1, XP_020611007.1, XP_020601391.1, XP_020601392.1, XP_020601393.1, XP_020619296.1, XP_020605021.1, XP_020605020.1	Acerv_evm.model.Segkk2716_pilon.5, Acerv_evm.model.Segkk2716_pilon.7, Acerv_evm.model.Segkk2716_pilon.6, Acerv_evm.model.Segkk1848_pilon.2, Acerv_evm.model.Segkk1553_pilon.6, Acerv_evm.model.Segkk2433_pilon.3, Acerv_evm.model.Segkk1848_pilon.3, Acerv_evm.model.Segkk1182_pilon.1, Acerv_evm.model.Segkk1405_pilon.1, Acerv_evm.model.Segkk1441_pilon.1, Acerv_evm.model.Segkk1441_pilon.2, Acerv_evm.model.Segkk2377_pilon.1, Acerv_evm.model.Segkk3099_pilon.2, Acerv_evm.model.Segkk4013_pilon.3, Acerv_evm.model.Segkk664_pilon.3, Acerv_evm.model.Segkk184_pilon.1, Acerv_evm.model.Segkk1421_pilon.4, Acerv_evm.model.Segkk4013_pilon.6, Acerv_evm.model.Segkk664_pilon.4
OG0000064	XP_020605204.1	Acerv_evm.model.Segkk609_pilon.14, Acerv_evm.model.Segkk4109_pilon.12, Acerv_evm.model.Segkk587_pilon.8, Acerv_evm.model.Segkk3167_pilon.6, Acerv_evm.model.Segkk1845_pilon.3, Acerv_evm.model.Segkk2216_pilon.11, Acerv_evm.model.Segkk3859_pilon.7, Acerv_evm.model.Segkk564_pilon.1, Acerv_evm.model.Segkk1513_pilon.15, Acerv_evm.model.Segkk3709_pilon.3, Acerv_evm.model.Segkk2978_pilon.29, Acerv_evm.model.Segkk3407_pilon.28, Acerv_evm.model.Segkk2782_pilon.38, Acerv_evm.model.Segkk514_pilon.6, Acerv_evm.model.Segkk524_pilon.75, Acerv_evm.model.Segkk1281_pilon.46, Acerv_evm.model.Segkk3668_pilon.24, Acerv_evm.model.Segkk208_pilon.10, Acerv_evm.model.Segkk582_pilon.5, Acerv_evm.model.Segkk3655_pilon.31, Acerv_evm.model.Segkk2113_pilon.2, Acerv_evm.model.Segkk4065_pilon.16, Acerv_evm.model.Segkk3407_pilon.27, Acerv_evm.model.Segkk3050_pilon.43, Acerv_evm.model.Segkk3672_pilon.15, Acerv_evm.model.Segkk993_pilon.66, Acerv_evm.model.Segkk1674_pilon.3, Acerv_evm.model.Segkk1440_pilon.18
OG0000065	XP_020617179.1	Acerv_evm.model.Segkk1011_pilon.48, Acerv_evm.model.Segkk1011_pilon.50
OG0000065	XP_020617175.1, XP_020601830.1, XP_020624118.1, XP_020601829.1	Acerv_evm.model.Segkk2530_pilon.1
OG0000065	XP_020617182.1, XP_020613358.1, XP_020602992.1, XP_020632522.1, XP_020632580.1, XP_020632437.1, XP_020632447.1, XP_020632457.1	Acerv_evm.model.Segkk1546_pilon.2, Acerv_evm.model.Segkk1546_pilon.1, Acerv_evm.model.Segkk1605_pilon.11
OG0000066	XP_020614000.1	Acerv_evm.model.Segkk3976_pilon.44, Acerv_evm.model.Segkk553_pilon.7, Acerv_evm.model.Segkk473_pilon.20, Acerv_evm.model.Segkk1728_pilon.10, Acerv_evm.model.Segkk3388_pilon.22, Acerv_evm.model.Segkk389_pilon.53, Acerv_evm.model.Segkk266_pilon.24, Acerv_evm.model.Segkk2585_pilon.12, Acerv_evm.model.Segkk3638_pilon.1, Acerv_evm.model.Segkk3193_pilon.3, Acerv_evm.model.Segkk2464_pilon.4, Acerv_evm.model.Segkk882_pilon.2, Acerv_evm.model.Segkk1835_pilon.12, Acerv_evm.model.Segkk971_pilon.9, Acerv_evm.model.Segkk2978_pilon.33, Acerv_evm.model.Segkk1003_pilon.52, Acerv_evm.model.Segkk535_pilon.4, Acerv_evm.model.Segkk652_pilon.2, Acerv_evm.model.Segkk3250_pilon.3, Acerv_evm.model.Segkk3976_pilon.14, Acerv_evm.model.Segkk1728_pilon.7, Acerv_evm.model.Segkk469_pilon.90, Acerv_evm.model.Segkk535_pilon.1, Acerv_evm.model.Segkk1853_pilon.1, Acerv_evm.model.Segkk2912_pilon.1, Acerv_evm.model.Segkk3786_pilon.3, Acerv_evm.model.Segkk2201_pilon.14, Acerv_evm.model.Segkk1112_pilon.3, Acerv_evm.model.Segkk3781_pilon.1
OG0000068	XP_020624921.1, XP_020624918.1	Acerv_evm.model.Segkk4218_pilon.11, Acerv_evm.model.Segkk934_pilon.19
OG0000068	XP_020605045.1	Acerv_evm.model.Segkk900_pilon.1, Acerv_evm.model.Segkk2471_pilon.18, Acerv_evm.model.Segkk2578_pilon.56
OG0000069	XP_020629985.1	Acerv_evm.model.Segkk1800_pilon.24, Acerv_evm.model.Segkk2213_pilon.1, Acerv_evm.model.Segkk1158_pilon.67
OG0000069	XP_020610210.1	Acerv_evm.model.Segkk3485_pilon.14
OG0000074	XP_020624413.1	Acerv_evm.model.Segkk463_pilon.21
OG0000074	XP_020606184.1	Acerv_evm.model.Segkk3408_pilon.23, Acerv_evm.model.Segkk886_pilon.3, Acerv_evm.model.Segkk2973_pilon.4, Acerv_evm.model.Segkk1029_pilon.13
OG0000075	XP_020605807.1, XP_020614929.1, XP_020616648.1, XP_020616647.1	Acerv_evm.model.Segkk1134_pilon.2, Acerv_evm.model.Segkk1158_pilon.14, Acerv_evm.model.Segkk3378_pilon.2, Acerv_evm.model.Segkk3378_pilon.4, Acerv_evm.model.Segkk721_pilon.19, Acerv_evm.model.Segkk1451_pilon.27, Acerv_evm.model.Segkk1126_pilon.3, Acerv_evm.model.Segkk1158_pilon.54, Acerv_evm.model.Segkk4201_pilon.17, Acerv_evm.model.Segkk1158_pilon.74, Acerv_evm.model.Segkk1868_pilon.15, Acerv_evm.model.Segkk1158_pilon.38, Acerv_evm.model.Segkk4201_pilon.1, Acerv_evm.model.Segkk1158_pilon.65, Acerv_evm.model.Segkk3836_pilon.2
OG0000075	XP_020631056.1, XP_020609722.1, XP_020628457.1, XP_020623900.1, XP_020607887.1, XP_020607873.1	Acerv_evm.model.Segkk3836_pilon.3
OG0000076	XP_020601923.1, XP_020601924.1, XP_020601926.1	Acerv_evm.model.Segkk234_pilon.3
OG0000077	XP_020625578.1, XP_020625579.1	Acerv_evm.model.Segkk2510_pilon.24, Acerv_evm.model.Segkk1606_pilon.1, Acerv_evm.model.Segkk477_pilon.18, Acerv_evm.model.Segkk249_pilon.9
OG0000077	XP_020631043.1	Acerv_evm.model.Segkk2510_pilon.25
OG0000077	XP_020602521.1	Acerv_evm.model.Segkk126_pilon.2, Acerv_evm.model.Segkk886_pilon.2
OG0000078	XP_020617948.1, XP_020615958.1	Acerv_evm.model.Segkk338_pilon.4
OG0000078	XP_020604506.1, XP_020604497.1	Acerv_evm.model.Segkk3238_pilon.5, Acerv_evm.model.Segkk574_pilon.11, Acerv_evm.model.Segkk1346_pilon.10, Acerv_evm.model.Segkk1003_pilon.53
OG0000078	XP_020623975.1	Acerv_evm.model.Segkk1946_pilon.52, Acerv_evm.model.Segkk1346_pilon.9
OG0000078	XP_020604507.1, XP_020604505.1	Acerv_evm.model.Segkk4081_pilon.8
OG0000079	XP_020608197.1, XP_020621047.1, XP_020608175.1, XP_020608174.1, XP_020608179.1, XP_020609030.1, XP_020609029.1, XP_020609028.1, XP_020609027.1	Acerv_evm.model.Segkk344_pilon.1
OG0000079	XP_020605004.1	Acerv_evm.model.Segkk4039_pilon.45, Acerv_evm.model.Segkk4039_pilon.48, Acerv_evm.model.Segkk1207_pilon.1, Acerv_evm.model.Segkk4039_pilon.49
OG0000080	XP_020629612.1	Acerv_evm.model.Segkk352_pilon.3
OG0000080	XP_020609308.1	Acerv_evm.model.Segkk718_pilon.2
OG0000080	XP_020607142.1, XP_020607141.1	Acerv_evm.model.Segkk904_pilon.1
OG0000081	XP_020621346.1	Acerv_evm.model.Segkk1436_pilon.8, Acerv_evm.model.Segkk3192_pilon.36
OG0000081	XP_020618402.1	Acerv_evm.model.Segkk1884_pilon.11
OG0000081	XP_020608851.1	Acerv_evm.model.Segkk962_pilon.8
OG0000082	XP_020631075.1	Acerv_evm.model.Segkk4023_pilon.18
OG0000082	XP_020601925.1	Acerv_evm.model.Segkk500_pilon.3, Acerv_evm.model.Segkk500_pilon.1
OG0000083	XP_020613984.1	Acerv_evm.model.Segkk1451_pilon.59
OG0000084	XP_020623007.1, XP_020621035.1, XP_020621036.1, XP_020606232.1, XP_020623000.1, XP_020622999.1, XP_020623009.1, XP_020623010.1, XP_020623011.1, XP_020622989.1, XP_020623012.1, XP_020631179.1, XP_020624435.1, XP_020615287.1, XP_020615286.1	Acerv_evm.model.Segkk3896_pilon.2, Acerv_evm.model.Segkk94_pilon.9, Acerv_evm.model.Segkk2212_pilon.5, Acerv_evm.model.Segkk1455_pilon.1
OG0000085	XP_020630075.1	Acerv_evm.model.Segkk2111_pilon.1
OG0000085	XP_020600945.1	Acerv_evm.model.Segkk4345_pilon.9, Acerv_evm.model.Segkk993_pilon.55, Acerv_evm.model.Segkk2062_pilon.4
OG0000086	XP_020621061.1	Acerv_evm.model.Segkk3937_pilon.9
OG0000087	XP_020631096.1, XP_020609717.1	Acerv_evm.model.Segkk1489_pilon.5, Acerv_evm.model.Segkk3221_pilon.9, Acerv_evm.model.Segkk1489_pilon.6
