Orthogroup	plut2v1.1.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0000035	plut2.m8.9298.m1, plut2.m8.9297.m1	XP_020619700.1, XP_020632631.1, XP_020606721.1, XP_020617996.1, XP_020617993.1, XP_020617995.1, XP_020621158.1, XP_020616938.1, XP_020616937.1, XP_020613594.1, XP_020621157.1, XP_020609978.1, XP_020621155.1, XP_020607942.1
OG0000035	jamg1.model.Sc0000010.116, jamg1.model.Sc0000010.118, jamg1.model.Sc0000010.117, jamg1.model.Sc0000029.5, jamg1.model.Sc0000132.66, plut2.m8.10879.m1, jamg1.model.Sc0000416.37, plut2.m8.10857.m1, plut2.m8.11781.m1, jamg1.model.Sc0000152.1, jamg1.model.Sc0000132.10, jamg1.model.Sc0000132.11, plut2.m8.26375.m1, plut2.m8.10856.m1	XP_020630723.1
OG0000036	plut2.m8.21490.m1, plut2.m8.21491.m1, plut2.m8.22829.m1, plut2.m8.22828.m1, plut2.m8.21489.m1, plut2.m8.21488.m1, plut2.m8.21487.m1, plut2.m8.2929.m1, plut2.m8.4782.m1, plut2.m8.2932.m1	XP_020614215.1, XP_020614213.1, XP_020614212.1, XP_020614214.1, XP_020614388.1, XP_020614389.1
OG0000037	plut2.m8.13171.m1	XP_020623187.1, XP_020626518.1, XP_020626640.1, XP_020629375.1, XP_020619256.1, XP_020619255.1
OG0000037	jamg1.model.Sc0000266.12	XP_020624813.1, XP_020624812.1, XP_020617259.1
OG0000037	plut2.m8.12151.m1, jamg1.model.Sc0000136.46, plut2.m8.12121.m1, plut2.m8.12120.m1, plut2.m8.12123.m1, plut2.m8.12116.m1, plut2.m8.12118.m1, plut2.m8.12117.m1	XP_020619576.1, XP_020619575.1, XP_020619602.1
OG0000037	plut2.m8.14295.m1	XP_020615241.1
OG0000037	plut2.m8.8166.m1	XP_020603532.1, XP_020603593.1, XP_020623583.1, XP_020623582.1, XP_020623474.1
OG0000037	plut2.m8.16784.m1, plut2.m8.16789.m1, plut2.m8.4103.m1, plut2.m8.16786.m1, plut2.m8.16787.m1, plut2.m8.16788.m1, plut2.m8.8165.m1	XP_020630136.1
OG0000037	jamg1.model.Sc0000340.16, plut2.m8.2265.m1, jamg1.model.Sc0000167.9, plut2.m8.2264.m1	XP_020612153.1
OG0000038	jamg1.model.Sc0000804.2, plut2.m8.26291.m1	XP_020623751.1, XP_020622144.1, XP_020620202.1, XP_020623750.1
OG0000038	plut2.m8.26344.m1, plut2.m8.21788.m1, plut2.m8.25055.m1	XP_020617981.1, XP_020617982.1, XP_020620346.1, XP_020611887.1, XP_020611888.1, XP_020611889.1
OG0000039	plut2.m8.22055.m1, plut2.m8.15501.m1, plut2.m8.4800.m1, plut2.m8.15500.m1, plut2.m8.15587.m1, plut2.m8.15504.m1, plut2.m8.15505.m1	XP_020625543.1
OG0000039	plut2.m8.4028.m1	XP_020602885.1
OG0000039	plut2.m8.26094.m1, plut2.m8.4240.m1, plut2.m8.26099.m1, plut2.m8.4238.m1, plut2.m8.4239.m1, plut2.m8.26096.m1, plut2.m8.26093.m1, plut2.m8.26095.m1, plut2.m8.33491.m1, plut2.m8.26098.m1, plut2.m8.4243.m1, plut2.m8.29915.m1	XP_020614718.1, XP_020602884.1, XP_020609847.1, XP_020618287.1, XP_020629889.1
OG0000039	plut2.m8.22435.m1, plut2.m8.7726.m1, plut2.m8.17890.m1, plut2.m8.29108.m1, plut2.m8.29105.m1, plut2.m8.16341.m1, plut2.m8.16336.m1, plut2.m8.16339.m1, plut2.m8.16340.m1, plut2.m8.16324.m1, plut2.m8.6585.m1, plut2.m8.16328.m1	XP_020603836.1, XP_020632239.1, XP_020632041.1, XP_020606661.1, XP_020610334.1
OG0000040	jamg1.model.Sc0000665.13	XP_020604022.1
OG0000042	plut2.m8.19849.m1	XP_020604162.1
OG0000044	jamg1.model.Sc0000034.100	XP_020607568.1, XP_020624950.1
OG0000045	plut2.m8.22353.m1	XP_020607562.1, XP_020607576.1
OG0000045	plut2.m8.1928.m1	XP_020632312.1, XP_020613042.1
OG0000046	plut2.m8.11491.m1, jamg1.model.xpSc0007138.2	XP_020614613.1
OG0000046	plut2.m8.5271.m1, plut2.m8.31495.m1, plut2.m8.5268.m1	XP_020615576.1
OG0000046	plut2.m8.24520.m1, plut2.m8.24517.m1, plut2.m8.12502.m1	XP_020610128.1
OG0000046	plut2.m8.4149.m1, plut2.m8.5139.m1, jamg1.model.Sc0000232.4, plut2.m8.4150.m1, plut2.m8.4148.m1, jamg1.model.Sc0000249.16, plut2.m8.15972.m1, jamg1.model.Sc0000032.33, jamg1.model.Sc0000188.62, jamg1.model.Sc0000188.60, plut2.m8.14112.m1, plut2.m8.14127.m1, plut2.m8.20227.m1, plut2.m8.20226.m1, plut2.m8.4125.m1, plut2.m8.4131.m1, plut2.m8.4137.m1, plut2.m8.4132.m1, plut2.m8.4139.m1, plut2.m8.4126.m1, jamg1.model.Sc0000049.1, jamg1.model.Sc0000049.86	XP_020619800.1, XP_020612897.1, XP_020612902.1, XP_020604970.1, XP_020614611.1, XP_020623346.1, XP_020623345.1, XP_020623324.1
OG0000046	plut2.m8.26118.m1, plut2.m8.11497.m1	XP_020616445.1, XP_020616446.1, XP_020612424.1
OG0000048	plut2.m8.7800.m1, jamg1.model.xfSc0000023.10, jamg1.model.xfSc0000023.13	XP_020630620.1, XP_020630672.1, XP_020630593.1
OG0000048	plut2.m8.7799.m1	XP_020630608.1
OG0000049	plut2.m8.22389.m1, plut2.m8.25080.m1, plut2.m8.19348.m1, plut2.m8.28886.m1, plut2.m8.32925.m1	XP_020607866.1, XP_020607862.1, XP_020607853.1, XP_020607869.1, XP_020607868.1, XP_020607871.1, XP_020607872.1, XP_020607874.1, XP_020607875.1, XP_020601331.1, XP_020608300.1
OG0000049	plut2.m8.15112.m1, jamg1.model.Sc0000211.52	XP_020627539.1
OG0000049	plut2.m8.1847.m1	XP_020631038.1
OG0000049	plut2.m8.1567.m1	XP_020609795.1, XP_020600959.1
OG0000049	plut2.m8.2018.m1	XP_020603386.1
OG0000050	jamg1.model.Sc0000017.139, jamg1.model.xpSc0007104.3	XP_020606617.1
OG0000051	plut2.m8.21956.m1	XP_020607916.1, XP_020630870.1
OG0000051	plut2.m8.27791.m1, plut2.m8.25869.m1, plut2.m8.31594.m1, plut2.m8.27789.m1, plut2.m8.23050.m1, plut2.m8.25870.m1, plut2.m8.9223.m1, plut2.m8.9228.m1	XP_020613311.1, XP_020613329.1
OG0000051	plut2.m8.9229.m1	XP_020601255.1, XP_020627705.1, XP_020630872.1, XP_020613332.1
OG0000052	plut2.m8.15705.m1	XP_020624253.1
OG0000052	plut2.m8.4221.m1, plut2.m8.4223.m1, plut2.m8.4222.m1	XP_020605998.1
OG0000052	plut2.m8.9669.m1	XP_020626335.1
OG0000052	plut2.m8.12329.m1	XP_020626965.1, XP_020627043.1
OG0000052	plut2.m8.14946.m1	XP_020615374.1, XP_020615367.1
OG0000052	plut2.m8.14950.m1, plut2.m8.14948.m1, plut2.m8.14949.m1, plut2.m8.2040.m1	XP_020615385.1, XP_020615366.1, XP_020615365.1, XP_020626418.1, XP_020626422.1, XP_020615356.1, XP_020615358.1, XP_020615373.1
OG0000053	plut2.m8.24223.m1, plut2.m8.24211.m1, plut2.m8.24210.m1, plut2.m8.24222.m1, plut2.m8.24228.m1, plut2.m8.24227.m1, plut2.m8.24219.m1, plut2.m8.24220.m1, plut2.m8.16458.m1, plut2.m8.24209.m1, plut2.m8.24208.m1, plut2.m8.24226.m1	XP_020627829.1, XP_020627827.1, XP_020627828.1, XP_020631907.1, XP_020627793.1, XP_020627792.1, XP_020627791.1, XP_020631906.1, XP_020627830.1, XP_020627767.1, XP_020631921.1, XP_020631923.1, XP_020631924.1, XP_020631910.1, XP_020631911.1, XP_020631922.1, XP_020622510.1, XP_020627716.1, XP_020609316.1
OG0000053	plut2.m8.24207.m1, plut2.m8.24212.m1, plut2.m8.24204.m1, plut2.m8.24217.m1, plut2.m8.24216.m1, plut2.m8.24215.m1	XP_020627766.1, XP_020627832.1
OG0000054	plut2.m8.26399.m1	XP_020601447.1, XP_020601403.1
OG0000055	plut2.m8.23361.m1	XP_020614132.1
OG0000056	plut2.m8.13061.m1, plut2.m8.18187.m1, plut2.m8.18189.m1, plut2.m8.23745.m1	XP_020623612.1
OG0000056	plut2.m8.23532.m1, plut2.m8.13057.m1, plut2.m8.13059.m1, plut2.m8.19364.m1, plut2.m8.19366.m1, plut2.m8.19362.m1, plut2.m8.19361.m1, plut2.m8.18186.m1, plut2.m8.13062.m1, plut2.m8.13063.m1, plut2.m8.13060.m1, plut2.m8.13070.m1, plut2.m8.28595.m1, plut2.m8.4483.m1, plut2.m8.26237.m1	XP_020625265.1, XP_020600743.1, XP_020600757.1, XP_020600756.1, XP_020600755.1, XP_020617250.1, XP_020617249.1
OG0000056	plut2.m8.18176.m1, plut2.m8.18174.m1, plut2.m8.24495.m1, plut2.m8.24493.m1, plut2.m8.24494.m1, plut2.m8.23758.m1, plut2.m8.24497.m1, plut2.m8.29224.m1, plut2.m8.10179.m1, plut2.m8.10181.m1, plut2.m8.29221.m1, plut2.m8.29223.m1, plut2.m8.8963.m1	XP_020625098.1
OG0000056	plut2.m8.14277.m1	XP_020631187.1
OG0000057	plut2.m8.25466.m1, plut2.m8.33427.m1, plut2.m8.23444.m1	XP_020615456.1, XP_020628315.1
OG0000057	plut2.m8.17489.m1, plut2.m8.33007.m1, plut2.m8.27340.m1	XP_020605017.1, XP_020621024.1, XP_020630249.1, XP_020620996.1, XP_020620993.1, XP_020611415.1, XP_020611434.1, XP_020611141.1, XP_020621026.1, XP_020620913.1, XP_020620892.1, XP_020620871.1, XP_020620877.1, XP_020606159.1, XP_020622542.1, XP_020622544.1, XP_020622547.1, XP_020622538.1, XP_020622540.1, XP_020622536.1, XP_020622535.1, XP_020622543.1, XP_020622537.1, XP_020603113.1, XP_020603111.1, XP_020603114.1, XP_020617893.1, XP_020617892.1, XP_020603112.1, XP_020617891.1, XP_020616435.1, XP_020616474.1, XP_020611456.1, XP_020611566.1, XP_020605514.1, XP_020611465.1, XP_020605515.1
OG0000058	plut2.m8.4525.m1, plut2.m8.4514.m1, plut2.m8.31145.m1, jamg1.model.Sc0000040.31, plut2.m8.31147.m1, plut2.m8.4503.m1, plut2.m8.31148.m1, plut2.m8.4510.m1, plut2.m8.4512.m1, plut2.m8.4515.m1, plut2.m8.4516.m1, plut2.m8.4513.m1, plut2.m8.4484.m1, plut2.m8.4485.m1, plut2.m8.33555.m1, plut2.m8.4487.m1, plut2.m8.11102.m1, plut2.m8.11099.m1, plut2.m8.11108.m1, plut2.m8.4486.m1, jamg1.model.Sc0000137.8, plut2.m8.4530.m1, plut2.m8.4526.m1, plut2.m8.4524.m1	XP_020620698.1, XP_020625430.1, XP_020629104.1, XP_020606139.1, XP_020618377.1
OG0000059	plut2.m8.4162.m1	XP_020614082.1
OG0000059	plut2.m8.4169.m1	XP_020608483.1
OG0000060	plut2.m8.9053.m1, plut2.m8.33383.m1, plut2.m8.9045.m1	XP_020621557.1, XP_020613969.1, XP_020621678.1
OG0000060	plut2.m8.6968.m1, plut2.m8.17206.m1	XP_020622640.1, XP_020622639.1, XP_020622642.1, XP_020622641.1, XP_020622699.1, XP_020622698.1
OG0000060	plut2.m8.25595.m1, plut2.m8.17726.m1, plut2.m8.17728.m1, plut2.m8.20051.m1, plut2.m8.20050.m1, plut2.m8.5831.m1, plut2.m8.26060.m1, plut2.m8.26062.m1, plut2.m8.25591.m1, plut2.m8.25596.m1, plut2.m8.25597.m1, plut2.m8.25590.m1	XP_020623243.1, XP_020625398.1, XP_020619662.1, XP_020619664.1, XP_020627723.1, XP_020619613.1, XP_020625407.1, XP_020625846.1, XP_020625853.1
OG0000061	plut2.m8.14826.m1	XP_020630236.1
OG0000062	plut2.m8.10732.m1	XP_020627036.1
OG0000062	plut2.m8.17011.m1, plut2.m8.22348.m1, plut2.m8.15713.m1, plut2.m8.14815.m1, plut2.m8.14814.m1	XP_020611524.1, XP_020617186.1
OG0000063	plut2.m8.3413.m1, plut2.m8.26442.m1	XP_020615708.1, XP_020615707.1, XP_020615706.1
OG0000063	plut2.m8.32312.m1	XP_020629199.1
OG0000063	plut2.m8.24797.m1	XP_020629154.1, XP_020629153.1, XP_020611007.1
OG0000063	plut2.m8.19159.m1, plut2.m8.21843.m1, plut2.m8.20184.m1, plut2.m8.19148.m1, plut2.m8.26195.m1, plut2.m8.27498.m1	XP_020619296.1
OG0000063	plut2.m8.25822.m1, plut2.m8.31168.m1, plut2.m8.19153.m1, plut2.m8.19150.m1, plut2.m8.21847.m1, plut2.m8.19144.m1	XP_020605021.1, XP_020605020.1
OG0000063	plut2.m8.20746.m1	XP_020613138.1, XP_020613139.1
OG0000064	plut2.m8.14928.m1, plut2.m8.28534.m1, plut2.m8.23738.m1, plut2.m8.22129.m1, plut2.m8.9151.m1, jamg1.model.Sc0000250.1, plut2.m8.25296.m1, plut2.m8.21734.m1, plut2.m8.15271.m1, plut2.m8.19136.m1, plut2.m8.23742.m1, plut2.m8.25034.m1, plut2.m8.9150.m1, jamg1.model.Sc0000467.7, jamg1.model.xpSc0007074.1, jamg1.model.Sc0000191.34, jamg1.model.Sc0000096.13, jamg1.model.Sc0000518.15, jamg1.model.Sc0000270.22, plut2.m8.21388.m1, jamg1.model.Sc0000250.4, jamg1.model.Sc0000278.53, jamg1.model.xpSc0007078.4, plut2.m8.4743.m1, jamg1.model.Sc0000013.22, plut2.m8.3597.m1	XP_020605204.1
OG0000065	plut2.m8.19783.m1	XP_020617179.1
OG0000065	jamg1.model.Sc0000013.139, plut2.m8.1796.m1	XP_020629572.1, XP_020603145.1, XP_020629642.1
OG0000065	plut2.m8.4966.m1, plut2.m8.4968.m1, plut2.m8.4967.m1, plut2.m8.22362.m1, plut2.m8.22361.m1, plut2.m8.22363.m1, plut2.m8.22360.m1	XP_020617175.1, XP_020601830.1, XP_020624118.1, XP_020601829.1
OG0000065	plut2.m8.27309.m1	XP_020613358.1
OG0000065	plut2.m8.4958.m1	XP_020602992.1, XP_020632522.1, XP_020632580.1, XP_020632437.1, XP_020632447.1, XP_020632457.1
OG0000066	plut2.m8.32557.m1, plut2.m8.23565.m1	XP_020614000.1
OG0000067	plut2.m8.15650.m1	XP_020620789.1
OG0000068	plut2.m8.19140.m1, plut2.m8.25336.m1, plut2.m8.11498.m1, plut2.m8.11359.m1	XP_020628245.1
OG0000068	jamg1.model.Sc0000273.8	XP_020605045.1
OG0000069	jamg1.model.xfSc0005072.1, plut2.m8.27321.m1	XP_020629985.1
OG0000069	plut2.m8.7947.m1	XP_020610210.1
OG0000071	jamg1.model.Sc0000036.48	XP_020607831.1
OG0000075	plut2.m8.30043.m1, plut2.m8.23488.m1, plut2.m8.20216.m1	XP_020605807.1, XP_020614929.1, XP_020616648.1, XP_020616647.1
OG0000075	plut2.m8.19244.m1	XP_020631056.1, XP_020609722.1, XP_020628457.1, XP_020623900.1, XP_020607887.1, XP_020607873.1
OG0000076	plut2.m8.4749.m1	XP_020617521.1, XP_020617520.1, XP_020617430.1, XP_020617452.1, XP_020617475.1, XP_020630105.1
OG0000076	plut2.m8.4755.m1, plut2.m8.12996.m1, plut2.m8.7941.m1, plut2.m8.12998.m1, plut2.m8.13007.m1, plut2.m8.8872.m1, plut2.m8.31310.m1	XP_020622113.1, XP_020622124.1, XP_020605160.1, XP_020606562.1
OG0000076	plut2.m8.4750.m1, plut2.m8.4751.m1, plut2.m8.4754.m1, plut2.m8.4758.m1	XP_020600599.1
OG0000076	plut2.m8.24761.m1	XP_020631138.1, XP_020631159.1
OG0000076	plut2.m8.25304.m1	XP_020601923.1, XP_020601924.1
OG0000076	plut2.m8.25303.m1	XP_020601926.1
OG0000077	jamg1.model.xfSc0000124.2	XP_020625578.1, XP_020625579.1
OG0000077	plut2.m8.1837.m1, plut2.m8.23402.m1	XP_020625577.1, XP_020631043.1, XP_020602521.1
OG0000079	plut2.m8.15316.m1, plut2.m8.11142.m1, plut2.m8.15319.m1, plut2.m8.17815.m1, plut2.m8.17816.m1, plut2.m8.28455.m1, plut2.m8.28451.m1, plut2.m8.28453.m1, plut2.m8.28454.m1, jamg1.model.xfSc0000112.12, plut2.m8.28460.m1, plut2.m8.28459.m1, plut2.m8.17810.m1, plut2.m8.17809.m1, plut2.m8.17812.m1	XP_020608197.1, XP_020621047.1, XP_020608175.1, XP_020608174.1, XP_020608179.1, XP_020609030.1, XP_020609029.1, XP_020609028.1, XP_020609027.1
OG0000079	plut2.m8.29655.m1, plut2.m8.29656.m1, plut2.m8.29653.m1, plut2.m8.29657.m1, plut2.m8.14261.m1, plut2.m8.22038.m1	XP_020605004.1
OG0000080	plut2.m8.12441.m1	XP_020604883.1, XP_020604882.1, XP_020604885.1, XP_020604723.1
OG0000080	plut2.m8.30939.m1	XP_020600469.1, XP_020600468.1
OG0000080	plut2.m8.29667.m1, plut2.m8.21461.m1, plut2.m8.21481.m1, plut2.m8.21474.m1, plut2.m8.21475.m1	XP_020609308.1
OG0000080	plut2.m8.21480.m1, plut2.m8.26553.m1, plut2.m8.21473.m1, plut2.m8.21478.m1, plut2.m8.15348.m1, plut2.m8.21476.m1, plut2.m8.21479.m1, plut2.m8.21477.m1, plut2.m8.21482.m1	XP_020609251.1, XP_020609252.1, XP_020609253.1, XP_020609254.1
OG0000080	plut2.m8.21469.m1, plut2.m8.29664.m1, plut2.m8.21468.m1, plut2.m8.21460.m1	XP_020607142.1, XP_020607141.1
OG0000081	plut2.m8.4575.m1	XP_020621346.1
OG0000081	jamg1.model.Sc0000783.3, plut2.m8.33339.m1	XP_020608851.1
OG0000082	plut2.m8.19534.m1	XP_020628501.1
OG0000082	plut2.m8.30532.m1	XP_020604346.1, XP_020631071.1
OG0000082	plut2.m8.29252.m1, plut2.m8.26247.m1, plut2.m8.26294.m1, plut2.m8.4536.m1, plut2.m8.32787.m1, plut2.m8.32785.m1, plut2.m8.32788.m1, plut2.m8.32789.m1, plut2.m8.32786.m1, plut2.m8.16957.m1, plut2.m8.16958.m1, plut2.m8.16965.m1, plut2.m8.19350.m1	XP_020628698.1
OG0000082	plut2.m8.9864.m1, plut2.m8.20888.m1, plut2.m8.20881.m1, plut2.m8.19533.m1, plut2.m8.20882.m1, plut2.m8.23195.m1	XP_020631075.1
OG0000082	plut2.m8.33085.m1, plut2.m8.33385.m1, plut2.m8.28889.m1	XP_020607552.1
OG0000082	plut2.m8.25306.m1, plut2.m8.25307.m1, plut2.m8.25305.m1	XP_020601925.1
OG0000083	plut2.m8.14575.m1, plut2.m8.19966.m1, plut2.m8.8791.m1, plut2.m8.32722.m1	XP_020613984.1
OG0000083	plut2.m8.15809.m1	XP_020605311.1
OG0000084	plut2.m8.5002.m1, plut2.m8.5005.m1, plut2.m8.25905.m1	XP_020623007.1, XP_020621035.1, XP_020621036.1, XP_020606232.1, XP_020623000.1, XP_020622999.1, XP_020623009.1, XP_020623010.1, XP_020623011.1, XP_020622989.1, XP_020623012.1
OG0000084	jamg1.model.Sc0000465.34, jamg1.model.Sc0000629.8, jamg1.model.Sc0000629.13, jamg1.model.Sc0000276.1	XP_020631179.1
OG0000084	plut2.m8.19542.m1, plut2.m8.19536.m1, plut2.m8.19540.m1, plut2.m8.33058.m1, plut2.m8.23313.m1, jamg1.model.xfSc0000057.1, plut2.m8.17543.m1, plut2.m8.17544.m1	XP_020624435.1, XP_020615287.1, XP_020615286.1
OG0000085	plut2.m8.16374.m1	XP_020630075.1, XP_020600945.1
OG0000086	jamg1.model.Sc0000029.13	XP_020632798.1
OG0000087	jamg1.model.Sc0000707.3	XP_020631096.1, XP_020609717.1
OG0000087	plut2.m8.20451.m1	XP_020631072.1, XP_020631073.1
OG0000087	plut2.m8.9832.m1, plut2.m8.20420.m1, plut2.m8.25902.m1, plut2.m8.9582.m1, plut2.m8.14233.m1, plut2.m8.14915.m1, plut2.m8.320.m1, plut2.m8.17828.m1, plut2.m8.31249.m1, plut2.m8.31250.m1, plut2.m8.7316.m1, plut2.m8.3577.m1, plut2.m8.20461.m1	XP_020631095.1, XP_020621069.1, XP_020621068.1, XP_020628791.1
OG0000088	plut2.m8.17408.m1, plut2.m8.17409.m1, plut2.m8.17410.m1	XP_020620114.1, XP_020620127.1
OG0000088	plut2.m8.18055.m1, plut2.m8.4891.m1, plut2.m8.4890.m1, plut2.m8.6813.m1, plut2.m8.6814.m1	XP_020628413.1, XP_020628389.1, XP_020628391.1
OG0000089	plut2.m8.26689.m1	XP_020620153.1
OG0000090	plut2.m8.23127.m1, plut2.m8.23133.m1, plut2.m8.23131.m1, plut2.m8.23132.m1, plut2.m8.31122.m1, plut2.m8.23122.m1, plut2.m8.31121.m1, plut2.m8.23125.m1	XP_020602557.1, XP_020602550.1, XP_020602507.1, XP_020602508.1, XP_020602513.1, XP_020602512.1, XP_020602515.1, XP_020602517.1, XP_020602518.1, XP_020602549.1
OG0000091	plut2.m8.7499.m1, plut2.m8.27531.m1, plut2.m8.14922.m1, plut2.m8.15937.m1, plut2.m8.18828.m1, plut2.m8.2102.m1, plut2.m8.22388.m1, plut2.m8.24450.m1, plut2.m8.24072.m1, plut2.m8.21334.m1, plut2.m8.15600.m1, plut2.m8.21742.m1, plut2.m8.21737.m1, plut2.m8.18782.m1, plut2.m8.33028.m1, plut2.m8.309.m1, plut2.m8.7700.m1, jamg1.model.Sc0000006.14, plut2.m8.15002.m1, plut2.m8.2599.m1, jamg1.model.Sc0000033.8, plut2.m8.2597.m1, jamg1.model.xfSc0000152.7, plut2.m8.20781.m1, plut2.m8.23677.m1	XP_020601093.1
OG0000093	plut2.m8.22931.m1, plut2.m8.25961.m1, plut2.m8.18922.m1, plut2.m8.4940.m1, plut2.m8.15807.m1	XP_020601045.1
OG0000093	plut2.m8.16864.m1, plut2.m8.15724.m1, plut2.m8.16863.m1	XP_020620607.1
OG0000094	jamg1.model.xfSc0002233.1	XP_020620369.1
OG0000094	jamg1.model.Sc0000363.16	XP_020614805.1, XP_020614804.1, XP_020620270.1, XP_020621106.1, XP_020609775.1, XP_020609415.1, XP_020618102.1, XP_020622509.1
OG0000095	plut2.m8.25851.m1	XP_020617677.1
OG0000096	plut2.m8.10782.m1, plut2.m8.10781.m1, plut2.m8.10780.m1, plut2.m8.22946.m1, plut2.m8.23156.m1	XP_020612563.1, XP_020631015.1, XP_020628782.1, XP_020628777.1, XP_020628776.1, XP_020613401.1, XP_020626262.1, XP_020624070.1, XP_020624069.1
OG0000097	plut2.m8.31980.m1, plut2.m8.19274.m1	XP_020614229.1
OG0000097	plut2.m8.24774.m1	XP_020614656.1
OG0000098	plut2.m8.22902.m1, plut2.m8.23509.m1, plut2.m8.23507.m1, plut2.m8.26289.m1, plut2.m8.33299.m1, plut2.m8.24488.m1, plut2.m8.16632.m1, plut2.m8.29545.m1, plut2.m8.18798.m1	XP_020617469.1
OG0000098	plut2.m8.23512.m1, plut2.m8.23511.m1	XP_020606251.1
OG0000098	plut2.m8.12447.m1, plut2.m8.12456.m1, plut2.m8.12453.m1, plut2.m8.12454.m1, plut2.m8.7180.m1, plut2.m8.24706.m1	XP_020629840.1, XP_020629817.1, XP_020629829.1
OG0000100	plut2.m8.20366.m1, plut2.m8.20363.m1, plut2.m8.32607.m1	XP_020620287.1, XP_020620245.1, XP_020620286.1, XP_020620285.1, XP_020620373.1
OG0000101	plut2.m8.11150.m1, plut2.m8.18710.m1, plut2.m8.8508.m1, plut2.m8.8965.m1	XP_020624351.1, XP_020624352.1
OG0000102	jamg1.model.Sc0000113.55	XP_020609618.1
OG0000103	plut2.m8.33611.m1	XP_020626660.1, XP_020626659.1
OG0000103	plut2.m8.16380.m1	XP_020628622.1, XP_020628621.1, XP_020628599.1, XP_020628605.1, XP_020613619.1, XP_020628614.1
OG0000103	plut2.m8.30958.m1, plut2.m8.10673.m1	XP_020614402.1, XP_020607856.1, XP_020607879.1
OG0000103	plut2.m8.20870.m1, plut2.m8.31443.m1, plut2.m8.2082.m1, plut2.m8.4374.m1	XP_020623490.1
OG0000104	plut2.m8.4580.m1	XP_020631867.1, XP_020631868.1
OG0000104	jamg1.model.xpSc0007104.13	XP_020610813.1
OG0000105	jamg1.model.Sc0000459.7, jamg1.model.Sc0000459.6, jamg1.model.xfSc0002449.1	XP_020628014.1
OG0000105	jamg1.model.Sc0000012.100, jamg1.model.Sc0000122.87, jamg1.model.Sc0000358.3, jamg1.model.Sc0000122.5, jamg1.model.xfSc0000311.9	XP_020631342.1
OG0000106	jamg1.model.Sc0000160.71	XP_020619610.1, XP_020606473.1, XP_020608610.1, XP_020619609.1, XP_020603908.1, XP_020603909.1
OG0000107	jamg1.model.Sc0000148.38	XP_020601428.1
OG0000108	plut2.m8.23364.m1, plut2.m8.23362.m1, plut2.m8.7282.m1, plut2.m8.31598.m1, plut2.m8.30978.m1	XP_020627924.1
OG0000109	plut2.m8.33056.m1	XP_020603849.1, XP_020603853.1
OG0000110	jamg1.model.Sc0000053.6, jamg1.model.Sc0000125.44	XP_020624358.1
OG0000110	jamg1.model.Sc0000019.95	XP_020617678.1
OG0000110	plut2.m8.32103.m1	XP_020624357.1
OG0000111	plut2.m8.18947.m1	XP_020606221.1
OG0000111	plut2.m8.18953.m1, plut2.m8.20880.m1, plut2.m8.20889.m1, plut2.m8.32917.m1, plut2.m8.31163.m1, plut2.m8.20878.m1, plut2.m8.9862.m1, plut2.m8.2886.m1, plut2.m8.25292.m1, plut2.m8.33301.m1, plut2.m8.4943.m1, plut2.m8.25985.m1, plut2.m8.18689.m1, plut2.m8.6279.m1, plut2.m8.32904.m1, plut2.m8.30657.m1, plut2.m8.22069.m1	XP_020622757.1, XP_020622759.1, XP_020622738.1, XP_020622737.1
OG0000112	jamg1.model.Sc0000484.4	XP_020629745.1
OG0000112	plut2.m8.15682.m1	XP_020625952.1, XP_020625680.1, XP_020603033.1, XP_020611822.1, XP_020611850.1, XP_020609377.1
OG0000113	plut2.m8.22390.m1, plut2.m8.9982.m1, plut2.m8.21529.m1, plut2.m8.29531.m1, plut2.m8.24248.m1, plut2.m8.32911.m1, plut2.m8.32577.m1	XP_020625320.1
OG0000114	plut2.m8.18260.m1, plut2.m8.22452.m1, plut2.m8.26219.m1, plut2.m8.24993.m1, plut2.m8.24987.m1, plut2.m8.19567.m1, plut2.m8.25382.m1	XP_020606541.1
OG0000114	plut2.m8.8884.m1, plut2.m8.25624.m1, plut2.m8.23275.m1, plut2.m8.23277.m1, plut2.m8.23556.m1	XP_020608621.1
OG0000114	plut2.m8.14235.m1	XP_020625972.1
OG0000114	plut2.m8.19566.m1, plut2.m8.25380.m1	XP_020614314.1, XP_020614702.1, XP_020632752.1, XP_020615652.1, XP_020614393.1, XP_020614382.1, XP_020615650.1
OG0000114	plut2.m8.3352.m1	XP_020603309.1
OG0000115	plut2.m8.32957.m1	XP_020626190.1
OG0000115	plut2.m8.29516.m1, plut2.m8.23493.m1	XP_020623804.1, XP_020623794.1, XP_020623813.1, XP_020622854.1, XP_020622717.1, XP_020622736.1
OG0000115	plut2.m8.23494.m1, plut2.m8.29515.m1	XP_020622561.1
OG0000115	plut2.m8.32955.m1, plut2.m8.32950.m1, plut2.m8.17057.m1	XP_020614044.1
