Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0000090	Mcavernosa31911-RA, Mcavernosa23365-RA, Mcavernosa33624-RA, Mcavernosa17893-RA, Mcavernosa31914-RA	Acerv_evm.model.Segkk3006_pilon.9, Acerv_evm.model.Segkk3006_pilon.7, Acerv_evm.model.Segkk3310_pilon.1, Acerv_evm.model.Segkk3882_pilon.1, Acerv_evm.model.Segkk2469_pilon.10, Acerv_evm.model.Segkk2947_pilon.3, Acerv_evm.model.Segkk2180_pilon.2, Acerv_evm.model.Segkk1421_pilon.7
OG0000090	Mcavernosa31912-RA, Mcavernosa31910-RA	Acerv_evm.model.Segkk3523_pilon.4, Acerv_evm.model.Segkk3523_pilon.1, Acerv_evm.model.Segkk3504_pilon.1, Acerv_evm.model.Segkk3882_pilon.2, Acerv_evm.model.Segkk2180_pilon.1, Acerv_evm.model.Segkk2947_pilon.2, Acerv_evm.model.Segkk125_pilon.2, Acerv_evm.model.Segkk2469_pilon.9, Acerv_evm.model.Segkk455_pilon.5, Acerv_evm.model.Segkk1001_pilon.7, Acerv_evm.model.Segkk1524_pilon.2, Acerv_evm.model.Segkk2551_pilon.2, Acerv_evm.model.Segkk3523_pilon.3, Acerv_evm.model.Segkk3006_pilon.8
OG0000092	Mcavernosa29307-RA	Acerv_evm.model.Segkk2540_pilon.8, Acerv_evm.model.Segkk1003_pilon.41, Acerv_evm.model.Segkk2195_pilon.47, Acerv_evm.model.Segkk1158_pilon.20, Acerv_evm.model.Segkk4201_pilon.16, Acerv_evm.model.Segkk4115_pilon.7, Acerv_evm.model.Segkk3457_pilon.1, Acerv_evm.model.Segkk2523_pilon.3, Acerv_evm.model.Segkk4256_pilon.11, Acerv_evm.model.Segkk2195_pilon.46, Acerv_evm.model.Segkk3190_pilon.12, Acerv_evm.model.Segkk4053_pilon.8, Acerv_evm.model.Segkk4053_pilon.9, Acerv_evm.model.Segkk4063_pilon.14, Acerv_evm.model.Segkk3219_pilon.15, Acerv_evm.model.Segkk4053_pilon.12, Acerv_evm.model.Segkk3322_pilon.1, Acerv_evm.model.Segkk4309_pilon.24, Acerv_evm.model.Segkk1882_pilon.15, Acerv_evm.model.Segkk3550_pilon.3, Acerv_evm.model.Segkk3133_pilon.7, Acerv_evm.model.Segkk1280_pilon.5, Acerv_evm.model.Segkk1509_pilon.17, Acerv_evm.model.Segkk4201_pilon.15, Acerv_evm.model.Segkk2025_pilon.3, Acerv_evm.model.Segkk4115_pilon.6, Acerv_evm.model.Segkk4256_pilon.10, Acerv_evm.model.Segkk1158_pilon.21, Acerv_evm.model.Segkk3977_pilon.8, Acerv_evm.model.Segkk1750_pilon.2, Acerv_evm.model.Segkk2523_pilon.2
OG0000092	Mcavernosa25308-RA, Mcavernosa30106-RA	Acerv_evm.model.Segkk3550_pilon.4, Acerv_evm.model.Segkk312_pilon.2, Acerv_evm.model.Segkk721_pilon.8
OG0000093	Mcavernosa10442-RA, Mcavernosa05650-RA, Mcavernosa33785-RA, Mcavernosa10443-RA, Mcavernosa33023-RA, Mcavernosa34109-RA	Acerv_evm.model.Segkk3431_pilon.13, Acerv_evm.model.Segkk2111_pilon.21, Acerv_evm.model.Segkk3857_pilon.30
OG0000093	Mcavernosa22177-RA, Mcavernosa28973-RA, Mcavernosa22182-RA	Acerv_evm.model.Segkk1871_pilon.3, Acerv_evm.model.Segkk464_pilon.12, Acerv_evm.model.Segkk3262_pilon.3, Acerv_evm.model.Segkk2596_pilon.47
OG0000095	Mcavernosa26914-RA	Acerv_evm.model.Segkk374_pilon.15
OG0000095	Mcavernosa33921-RA	Acerv_evm.model.Segkk1938_pilon.1
OG0000095	Mcavernosa30441-RA, Mcavernosa19081-RA, Mcavernosa33385-RA, Mcavernosa27530-RA, Mcavernosa35041-RA	Acerv_evm.model.Segkk2840_pilon.4, Acerv_evm.model.Segkk2322_pilon.9, Acerv_evm.model.Segkk1639_pilon.7
OG0000095	Mcavernosa04775-RA	Acerv_evm.model.Segkk374_pilon.16, Acerv_evm.model.Segkk2353_pilon.6
OG0000095	Mcavernosa05588-RA	Acerv_evm.model.Segkk2615_pilon.2
OG0000095	Mcavernosa16624-RA, Mcavernosa34764-RA, Mcavernosa29497-RA, Mcavernosa26915-RA, Mcavernosa14472-RA	Acerv_evm.model.Segkk684_pilon.8
OG0000097	Mcavernosa16074-RA	Acerv_evm.model.Segkk962_pilon.21
OG0000097	Mcavernosa01703-RA, Mcavernosa21418-RA	Acerv_evm.model.Segkk2759_pilon.17, Acerv_evm.model.Segkk2612_pilon.8, Acerv_evm.model.Segkk2752_pilon.20, Acerv_evm.model.Segkk3171_pilon.1, Acerv_evm.model.Segkk4345_pilon.3
OG0000097	Mcavernosa28439-RA	Acerv_evm.model.Segkk2510_pilon.4, Acerv_evm.model.Segkk2262_pilon.13
OG0000097	Mcavernosa04648-RA, Mcavernosa04647-RA	Acerv_evm.model.Segkk649_pilon.15
OG0000098	Mcavernosa19438-RA	Acerv_evm.model.Segkk2758_pilon.11
OG0000099	Mcavernosa26601-RA, Mcavernosa27775-RA	Acerv_evm.model.Segkk2072_pilon.19
OG0000101	Mcavernosa32315-RA, Mcavernosa35043-RA	Acerv_evm.model.Segkk575_pilon.3
OG0000101	Mcavernosa35039-RA	Acerv_evm.model.Segkk2725_pilon.2, Acerv_evm.model.Segkk4046_pilon.9, Acerv_evm.model.Segkk397_pilon.8, Acerv_evm.model.Segkk4289_pilon.18, Acerv_evm.model.Segkk575_pilon.4, Acerv_evm.model.Segkk824_pilon.19, Acerv_evm.model.Segkk3843_pilon.3
OG0000101	Mcavernosa32314-RA, Mcavernosa33208-RA	Acerv_evm.model.Segkk1732_pilon.35
OG0000102	Mcavernosa32662-RA	Acerv_evm.model.Segkk587_pilon.10, Acerv_evm.model.Segkk2407_pilon.2, Acerv_evm.model.Segkk2407_pilon.1
OG0000102	Mcavernosa24357-RA, Mcavernosa05190-RA, Mcavernosa33810-RA	Acerv_evm.model.Segkk587_pilon.11, Acerv_evm.model.Segkk1427_pilon.3, Acerv_evm.model.Segkk357_pilon.4, Acerv_evm.model.Segkk2945_pilon.1
OG0000102	Mcavernosa13172-RA	Acerv_evm.model.Segkk2512_pilon.2
OG0000103	Mcavernosa11573-RA	Acerv_evm.model.Segkk1158_pilon.46, Acerv_evm.model.Segkk2630_pilon.2, Acerv_evm.model.Segkk969_pilon.4, Acerv_evm.model.Segkk2507_pilon.7, Acerv_evm.model.Segkk230_pilon.21, Acerv_evm.model.Segkk3706_pilon.1, Acerv_evm.model.Segkk3706_pilon.3, Acerv_evm.model.Segkk3706_pilon.6, Acerv_evm.model.Segkk3706_pilon.11, Acerv_evm.model.Segkk981_pilon.8, Acerv_evm.model.Segkk1514_pilon.2, Acerv_evm.model.Segkk3153_pilon.4
OG0000106	Mcavernosa31858-RA	Acerv_evm.model.Segkk2261_pilon.10, Acerv_evm.model.Segkk117_pilon.8, Acerv_evm.model.Segkk1630_pilon.6, Acerv_evm.model.Segkk2878_pilon.2, Acerv_evm.model.Segkk364_pilon.8, Acerv_evm.model.Segkk1732_pilon.69, Acerv_evm.model.Segkk4117_pilon.12, Acerv_evm.model.Segkk2015_pilon.4
OG0000106	Mcavernosa22154-RA	Acerv_evm.model.Segkk117_pilon.7
OG0000106	Mcavernosa21692-RA, Mcavernosa02243-RA, Mcavernosa29057-RA	Acerv_evm.model.Segkk2878_pilon.1, Acerv_evm.model.Segkk4043_pilon.24
OG0000108	Mcavernosa29157-RA, Mcavernosa04549-RA	Acerv_evm.model.Segkk4327_pilon.5, Acerv_evm.model.Segkk1756_pilon.2, Acerv_evm.model.Segkk3400_pilon.4, Acerv_evm.model.Segkk1158_pilon.23, Acerv_evm.model.Segkk1288_pilon.21, Acerv_evm.model.Segkk2111_pilon.11, Acerv_evm.model.Segkk2782_pilon.43
OG0000108	Mcavernosa11148-RA, Mcavernosa04769-RA	Acerv_evm.model.Segkk1828_pilon.3, Acerv_evm.model.Segkk1414_pilon.1, Acerv_evm.model.Segkk4043_pilon.15
OG0000108	Mcavernosa32249-RA	Acerv_evm.model.Segkk3935_pilon.17, Acerv_evm.model.Segkk649_pilon.13
OG0000108	Mcavernosa33565-RA	Acerv_evm.model.Segkk3432_pilon.4
OG0000108	Mcavernosa26922-RA, Mcavernosa30540-RA, Mcavernosa16297-RA, Mcavernosa32097-RA	Acerv_evm.model.Segkk301_pilon.30
OG0000109	Mcavernosa35073-RA	Acerv_evm.model.Segkk360_pilon.9
OG0000109	Mcavernosa00408-RA	Acerv_evm.model.Segkk4028_pilon.34, Acerv_evm.model.Segkk3233_pilon.13, Acerv_evm.model.Segkk2504_pilon.2, Acerv_evm.model.Segkk2060_pilon.7
OG0000110	Mcavernosa29496-RA	Acerv_evm.model.Segkk374_pilon.14
OG0000110	Mcavernosa34762-RA	Acerv_evm.model.Segkk3155_pilon.3, Acerv_evm.model.Segkk684_pilon.10
OG0000112	Mcavernosa14437-RA	Acerv_evm.model.Segkk190_pilon.2
OG0000114	Mcavernosa33693-RA, Mcavernosa20206-RA, Mcavernosa20196-RA, Mcavernosa33996-RA, Mcavernosa12914-RA, Mcavernosa09888-RA, Mcavernosa09882-RA, Mcavernosa17840-RA, Mcavernosa34420-RA, Mcavernosa10404-RA	Acerv_evm.model.Segkk2306_pilon.12, Acerv_evm.model.Segkk208_pilon.11
OG0000114	Mcavernosa11883-RA, Mcavernosa02849-RA	Acerv_evm.model.Segkk2771_pilon.5, Acerv_evm.model.Segkk509_pilon.3, Acerv_evm.model.Segkk1819_pilon.7, Acerv_evm.model.Segkk2306_pilon.13
OG0000115	Mcavernosa16149-RA, Mcavernosa22487-RA, Mcavernosa32819-RA, Mcavernosa34677-RA, Mcavernosa15349-RA	Acerv_evm.model.Segkk269_pilon.7, Acerv_evm.model.Segkk1461_pilon.1, Acerv_evm.model.Segkk2267_pilon.22, Acerv_evm.model.Segkk2267_pilon.6, Acerv_evm.model.Segkk377_pilon.3, Acerv_evm.model.Segkk269_pilon.8, Acerv_evm.model.Segkk269_pilon.9, Acerv_evm.model.Segkk4108_pilon.16, Acerv_evm.model.Segkk269_pilon.6
OG0000116	Mcavernosa20864-RA	Acerv_evm.model.Segkk276_pilon.1
OG0000117	Mcavernosa03767-RA	Acerv_evm.model.Segkk864_pilon.7
OG0000117	Mcavernosa22773-RA	Acerv_evm.model.Segkk223_pilon.3, Acerv_evm.model.Segkk3394_pilon.8
OG0000118	Mcavernosa07350-RA	Acerv_evm.model.Segkk630_pilon.4, Acerv_evm.model.Segkk842_pilon.33, Acerv_evm.model.Segkk4067_pilon.2, Acerv_evm.model.Segkk4109_pilon.8, Acerv_evm.model.Segkk2355_pilon.16
OG0000118	Mcavernosa34101-RA	Acerv_evm.model.Segkk842_pilon.32
OG0000118	Mcavernosa32911-RA, Mcavernosa26966-RA, Mcavernosa29056-RA, Mcavernosa00569-RA, Mcavernosa22265-RA	Acerv_evm.model.Segkk1003_pilon.60
OG0000118	Mcavernosa32969-RA	Acerv_evm.model.Segkk1513_pilon.17
OG0000121	Mcavernosa18234-RA	Acerv_evm.model.Segkk2611_pilon.5
OG0000121	Mcavernosa21258-RA	Acerv_evm.model.Segkk1689_pilon.2
OG0000121	Mcavernosa26923-RA, Mcavernosa09510-RA	Acerv_evm.model.Segkk1828_pilon.2
OG0000121	Mcavernosa09509-RA, Mcavernosa27652-RA	Acerv_evm.model.Segkk2481_pilon.53
OG0000121	Mcavernosa30542-RA	Acerv_evm.model.Segkk3935_pilon.18, Acerv_evm.model.Segkk649_pilon.14
OG0000121	Mcavernosa24776-RA, Mcavernosa19092-RA, Mcavernosa04553-RA, Mcavernosa08899-RA, Mcavernosa30470-RA	Acerv_evm.model.Segkk1630_pilon.5, Acerv_evm.model.Segkk4327_pilon.6, Acerv_evm.model.Segkk1756_pilon.3, Acerv_evm.model.Segkk3400_pilon.3, Acerv_evm.model.Segkk1158_pilon.22
OG0000121	Mcavernosa17608-RA, Mcavernosa02085-RA	Acerv_evm.model.Segkk501_pilon.1, Acerv_evm.model.Segkk115_pilon.5, Acerv_evm.model.Segkk2111_pilon.12, Acerv_evm.model.Segkk2262_pilon.15
OG0000122	Mcavernosa25907-RA, Mcavernosa29534-RA	Acerv_evm.model.Segkk1389_pilon.4
OG0000124	Mcavernosa12461-RA	Acerv_evm.model.Segkk3363_pilon.35, Acerv_evm.model.Segkk3363_pilon.29
OG0000127	Mcavernosa27878-RA, Mcavernosa27866-RA, Mcavernosa15770-RA, Mcavernosa27867-RA, Mcavernosa27868-RA	Acerv_evm.model.Segkk4047_pilon.16
OG0000128	Mcavernosa32175-RA	Acerv_evm.model.Segkk2878_pilon.8, Acerv_evm.model.Segkk1987_pilon.5, Acerv_evm.model.Segkk833_pilon.1, Acerv_evm.model.Segkk1400_pilon.14, Acerv_evm.model.Segkk2798_pilon.1
OG0000130	Mcavernosa11352-RA	Acerv_evm.model.Segkk3320_pilon.16
OG0000131	Mcavernosa34392-RA	Acerv_evm.model.Segkk1302_pilon.12, Acerv_evm.model.Segkk2195_pilon.8, Acerv_evm.model.Segkk1050_pilon.29, Acerv_evm.model.Segkk1029_pilon.10, Acerv_evm.model.Segkk2540_pilon.3
OG0000131	Mcavernosa00475-RA	Acerv_evm.model.Segkk2113_pilon.13, Acerv_evm.model.Segkk670_pilon.12
OG0000133	Mcavernosa30686-RA, Mcavernosa29559-RA, Mcavernosa22332-RA, Mcavernosa33856-RA, Mcavernosa33430-RA	Acerv_evm.model.Segkk527_pilon.3
OG0000133	Mcavernosa24058-RA	Acerv_evm.model.Segkk3503_pilon.2, Acerv_evm.model.Segkk3503_pilon.1
OG0000135	Mcavernosa20102-RA	Acerv_evm.model.Segkk3987_pilon.5
OG0000135	Mcavernosa20101-RA	Acerv_evm.model.Segkk2634_pilon.20, Acerv_evm.model.Segkk2634_pilon.14
OG0000135	Mcavernosa23995-RA, Mcavernosa23994-RA	Acerv_evm.model.Segkk2387_pilon.1, Acerv_evm.model.Segkk3648_pilon.3, Acerv_evm.model.Segkk3648_pilon.2
OG0000135	Mcavernosa10157-RA	Acerv_evm.model.Segkk2632_pilon.18, Acerv_evm.model.Segkk2632_pilon.17, Acerv_evm.model.Segkk2632_pilon.15
OG0000135	Mcavernosa04570-RA	Acerv_evm.model.Segkk253_pilon.10
OG0000138	Mcavernosa32360-RA	Acerv_evm.model.Segkk3416_pilon.1, Acerv_evm.model.Segkk3416_pilon.8, Acerv_evm.model.Segkk3538_pilon.3, Acerv_evm.model.Segkk598_pilon.3
OG0000138	Mcavernosa32357-RA	Acerv_evm.model.Segkk1841_pilon.2, Acerv_evm.model.Segkk3538_pilon.2
OG0000138	Mcavernosa30039-RA	Acerv_evm.model.Segkk1736_pilon.2, Acerv_evm.model.Segkk3777_pilon.1
OG0000140	Mcavernosa08157-RA	Acerv_evm.model.Segkk1776_pilon.4
OG0000141	Mcavernosa20876-RA	Acerv_evm.model.Segkk1728_pilon.37
OG0000141	Mcavernosa29543-RA	Acerv_evm.model.Segkk3341_pilon.3, Acerv_evm.model.Segkk1316_pilon.1, Acerv_evm.model.Segkk3976_pilon.56, Acerv_evm.model.Segkk3121_pilon.2, Acerv_evm.model.Segkk1282_pilon.17, Acerv_evm.model.Segkk2386_pilon.2, Acerv_evm.model.Segkk252_pilon.25
OG0000141	Mcavernosa22277-RA	Acerv_evm.model.Segkk2859_pilon.1, Acerv_evm.model.Segkk3143_pilon.2
OG0000143	Mcavernosa13017-RA, Mcavernosa02826-RA	Acerv_evm.model.Segkk3407_pilon.2
OG0000143	Mcavernosa29435-RA, Mcavernosa32197-RA	Acerv_evm.model.Segkk3976_pilon.17, Acerv_evm.model.Segkk971_pilon.7, Acerv_evm.model.Segkk469_pilon.60
OG0000143	Mcavernosa17679-RA, Mcavernosa17678-RA	Acerv_evm.model.Segkk4338_pilon.7, Acerv_evm.model.Segkk3976_pilon.18, Acerv_evm.model.Segkk2433_pilon.11
OG0000144	Mcavernosa19272-RA	Acerv_evm.model.Segkk4364_pilon.28
OG0000146	Mcavernosa27338-RA	Acerv_evm.model.Segkk2666_pilon.22
OG0000146	Mcavernosa26434-RA, Mcavernosa16127-RA	Acerv_evm.model.Segkk2481_pilon.119
OG0000146	Mcavernosa01726-RA	Acerv_evm.model.Segkk3257_pilon.8
OG0000146	Mcavernosa34121-RA	Acerv_evm.model.Segkk3233_pilon.32
OG0000146	Mcavernosa23524-RA	Acerv_evm.model.Segkk1653_pilon.8
OG0000146	Mcavernosa15797-RA	Acerv_evm.model.Segkk2310_pilon.20
OG0000146	Mcavernosa04205-RA	Acerv_evm.model.Segkk646_pilon.9
OG0000146	Mcavernosa34122-RA	Acerv_evm.model.Segkk2056_pilon.22
OG0000147	Mcavernosa27334-RA	Acerv_evm.model.Segkk1573_pilon.5, Acerv_evm.model.Segkk971_pilon.72, Acerv_evm.model.Segkk3611_pilon.2, Acerv_evm.model.Segkk3609_pilon.3, Acerv_evm.model.Segkk1821_pilon.29, Acerv_evm.model.Segkk1158_pilon.49, Acerv_evm.model.Segkk3378_pilon.3, Acerv_evm.model.Segkk2481_pilon.48
OG0000147	Mcavernosa27333-RA, Mcavernosa21846-RA	Acerv_evm.model.Segkk2253_pilon.1
OG0000147	Mcavernosa20415-RA, Mcavernosa20621-RA	Acerv_evm.model.Segkk3454_pilon.37
OG0000147	Mcavernosa11134-RA, Mcavernosa30962-RA, Mcavernosa14470-RA, Mcavernosa19077-RA	Acerv_evm.model.Segkk4132_pilon.4
OG0000152	Mcavernosa16634-RA	Acerv_evm.model.Segkk664_pilon.11
OG0000153	Mcavernosa30499-RA	Acerv_evm.model.Segkk555_pilon.46, Acerv_evm.model.Segkk555_pilon.47
OG0000155	Mcavernosa33935-RA	Acerv_evm.model.Segkk1166_pilon.5, Acerv_evm.model.Segkk1266_pilon.25, Acerv_evm.model.Segkk1216_pilon.8, Acerv_evm.model.Segkk1020_pilon.4, Acerv_evm.model.Segkk1020_pilon.5, Acerv_evm.model.Segkk2612_pilon.13, Acerv_evm.model.Segkk993_pilon.4, Acerv_evm.model.Segkk3672_pilon.3
OG0000157	Mcavernosa26260-RA, Mcavernosa25694-RA, Mcavernosa25681-RA	Acerv_evm.model.Segkk3043_pilon.3, Acerv_evm.model.Segkk3043_pilon.1, Acerv_evm.model.Segkk3081_pilon.1
OG0000158	Mcavernosa12865-RA	Acerv_evm.model.Segkk182_pilon.3, Acerv_evm.model.Segkk2422_pilon.6
OG0000158	Mcavernosa06925-RA, Mcavernosa12202-RA	Acerv_evm.model.Segkk2201_pilon.34, Acerv_evm.model.Segkk1458_pilon.1, Acerv_evm.model.Segkk3469_pilon.5, Acerv_evm.model.Segkk2451_pilon.30, Acerv_evm.model.Segkk20_pilon.11, Acerv_evm.model.Segkk4258_pilon.3
OG0000159	Mcavernosa34123-RA	Acerv_evm.model.Segkk3233_pilon.34, Acerv_evm.model.Segkk1216_pilon.3, Acerv_evm.model.Segkk2293_pilon.2, Acerv_evm.model.Segkk3675_pilon.17, Acerv_evm.model.Segkk1653_pilon.9, Acerv_evm.model.Segkk626_pilon.2, Acerv_evm.model.Segkk2832_pilon.18, Acerv_evm.model.Segkk1498_pilon.4
OG0000159	Mcavernosa26435-RA	Acerv_evm.model.Segkk2666_pilon.33, Acerv_evm.model.Segkk93_pilon.13, Acerv_evm.model.Segkk2870_pilon.4, Acerv_evm.model.Segkk2506_pilon.11, Acerv_evm.model.Segkk2506_pilon.9, Acerv_evm.model.Segkk2666_pilon.23, Acerv_evm.model.Segkk2310_pilon.19
OG0000160	Mcavernosa18555-RA	Acerv_evm.model.Segkk3166_pilon.5, Acerv_evm.model.Segkk1637_pilon.2, Acerv_evm.model.Segkk4082_pilon.8
OG0000160	Mcavernosa10992-RA	Acerv_evm.model.Segkk171_pilon.1
OG0000160	Mcavernosa12250-RA	Acerv_evm.model.Segkk1452_pilon.23, Acerv_evm.model.Segkk2596_pilon.5
OG0000164	Mcavernosa09305-RA, Mcavernosa25805-RA, Mcavernosa09294-RA, Mcavernosa19793-RA, Mcavernosa30196-RA	Acerv_evm.model.Segkk767_pilon.3
OG0000166	Mcavernosa31992-RA, Mcavernosa34649-RA, Mcavernosa33840-RA	Acerv_evm.model.Segkk2051_pilon.3, Acerv_evm.model.Segkk2626_pilon.3, Acerv_evm.model.Segkk966_pilon.3, Acerv_evm.model.Segkk3480_pilon.2, Acerv_evm.model.Segkk4158_pilon.13, Acerv_evm.model.Segkk2051_pilon.7, Acerv_evm.model.Segkk3222_pilon.1, Acerv_evm.model.Segkk4158_pilon.5
OG0000168	Mcavernosa24096-RA, Mcavernosa24087-RA, Mcavernosa24092-RA, Mcavernosa24088-RA, Mcavernosa24089-RA, Mcavernosa24093-RA	Acerv_evm.model.Segkk2307_pilon.3, Acerv_evm.model.Segkk2307_pilon.1, Acerv_evm.model.Segkk2307_pilon.5, Acerv_evm.model.Segkk2307_pilon.2, Acerv_evm.model.Segkk2307_pilon.4
OG0000169	Mcavernosa11660-RA	Acerv_evm.model.Segkk4024_pilon.1
OG0000171	Mcavernosa19533-RA, Mcavernosa31906-RA	Acerv_evm.model.Segkk1035_pilon.3, Acerv_evm.model.Segkk2578_pilon.14, Acerv_evm.model.Segkk28_pilon.8, Acerv_evm.model.Segkk58_pilon.8, Acerv_evm.model.Segkk1158_pilon.26, Acerv_evm.model.Segkk339_pilon.6, Acerv_evm.model.Segkk1837_pilon.4, Acerv_evm.model.Segkk2434_pilon.4, Acerv_evm.model.Segkk2076_pilon.24, Acerv_evm.model.Segkk1704_pilon.2, Acerv_evm.model.Segkk2987_pilon.14
OG0000171	Mcavernosa32307-RA	Acerv_evm.model.Segkk2481_pilon.76, Acerv_evm.model.Segkk766_pilon.2, Acerv_evm.model.Segkk4159_pilon.2
OG0000171	Mcavernosa25799-RA	Acerv_evm.model.Segkk2076_pilon.13
OG0000172	Mcavernosa07347-RA, Mcavernosa34632-RA, Mcavernosa33401-RA, Mcavernosa28494-RA, Mcavernosa21368-RA, Mcavernosa18119-RA, Mcavernosa28495-RA, Mcavernosa16145-RA, Mcavernosa33402-RA	Acerv_evm.model.Segkk669_pilon.32
OG0000173	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA	Acerv_evm.model.Segkk283_pilon.1
OG0000174	Mcavernosa01374-RA	Acerv_evm.model.Segkk1078_pilon.55
OG0000176	Mcavernosa21048-RA, Mcavernosa22818-RA, Mcavernosa22817-RA	Acerv_evm.model.Segkk1330_pilon.5, Acerv_evm.model.Segkk2589_pilon.1, Acerv_evm.model.Segkk1211_pilon.13, Acerv_evm.model.Segkk1330_pilon.12, Acerv_evm.model.Segkk1330_pilon.9, Acerv_evm.model.Segkk1211_pilon.9
OG0000177	Mcavernosa08315-RA, Mcavernosa34884-RA	Acerv_evm.model.Segkk2432_pilon.9, Acerv_evm.model.Segkk1551_pilon.5
OG0000177	Mcavernosa33768-RA, Mcavernosa08094-RA, Mcavernosa09443-RA, Mcavernosa34605-RA, Mcavernosa34606-RA, Mcavernosa31028-RA, Mcavernosa22527-RA, Mcavernosa22526-RA, Mcavernosa11332-RA	Acerv_evm.model.Segkk2432_pilon.11
OG0000178	Mcavernosa30315-RA	Acerv_evm.model.Segkk3730_pilon.19
OG0000180	Mcavernosa31903-RA	Acerv_evm.model.Segkk1512_pilon.2, Acerv_evm.model.Segkk1827_pilon.1, Acerv_evm.model.Segkk4081_pilon.7, Acerv_evm.model.Segkk920_pilon.3, Acerv_evm.model.Segkk4212_pilon.4, Acerv_evm.model.Segkk748_pilon.12, Acerv_evm.model.Segkk1051_pilon.1, Acerv_evm.model.Segkk2081_pilon.1
OG0000183	Mcavernosa19770-RA	Acerv_evm.model.Segkk2752_pilon.34, Acerv_evm.model.Segkk548_pilon.2, Acerv_evm.model.Segkk842_pilon.11, Acerv_evm.model.Segkk4308_pilon.6
OG0000183	Mcavernosa24529-RA, Mcavernosa13550-RA	Acerv_evm.model.Segkk2481_pilon.80, Acerv_evm.model.Segkk3417_pilon.26, Acerv_evm.model.Segkk611_pilon.14
OG0000185	Mcavernosa22361-RA, Mcavernosa03366-RA, Mcavernosa18826-RA	Acerv_evm.model.Segkk3151_pilon.3, Acerv_evm.model.Segkk1686_pilon.1, Acerv_evm.model.Segkk3741_pilon.35, Acerv_evm.model.Segkk2750_pilon.8
OG0000186	Mcavernosa17260-RA	Acerv_evm.model.Segkk3057_pilon.29
OG0000186	Mcavernosa04617-RA, Mcavernosa11140-RA, Mcavernosa30478-RA, Mcavernosa15353-RA, Mcavernosa20885-RA, Mcavernosa18703-RA, Mcavernosa11141-RA	Acerv_evm.model.Segkk1366_pilon.7
OG0000187	Mcavernosa29661-RA	Acerv_evm.model.Segkk2634_pilon.21
OG0000188	Mcavernosa29798-RA, Mcavernosa09233-RA, Mcavernosa09229-RA, Mcavernosa20711-RA, Mcavernosa29799-RA	Acerv_evm.model.Segkk2994_pilon.8
OG0000189	Mcavernosa11682-RA	Acerv_evm.model.Segkk3551_pilon.1
OG0000191	Mcavernosa18827-RA	Acerv_evm.model.Segkk842_pilon.17, Acerv_evm.model.Segkk2841_pilon.3, Acerv_evm.model.Segkk2355_pilon.7
OG0000192	Mcavernosa17666-RA	Acerv_evm.model.Segkk323_pilon.2
OG0000192	Mcavernosa34232-RA	Acerv_evm.model.Segkk1078_pilon.97
OG0000193	Mcavernosa27510-RA, Mcavernosa09346-RA, Mcavernosa16258-RA, Mcavernosa17665-RA, Mcavernosa34233-RA, Mcavernosa30108-RA, Mcavernosa13988-RA, Mcavernosa06820-RA, Mcavernosa19001-RA, Mcavernosa04874-RA	Acerv_evm.model.Segkk853_pilon.1
OG0000194	Mcavernosa02447-RA, Mcavernosa02988-RA, Mcavernosa02987-RA, Mcavernosa32501-RA, Mcavernosa11967-RA, Mcavernosa32504-RA, Mcavernosa02989-RA, Mcavernosa03559-RA	Acerv_evm.model.Segkk3779_pilon.3
OG0000195	Mcavernosa10777-RA, Mcavernosa30514-RA	Acerv_evm.model.Segkk2840_pilon.1
OG0000195	Mcavernosa30513-RA	Acerv_evm.model.Segkk28_pilon.17, Acerv_evm.model.Segkk1003_pilon.9, Acerv_evm.model.Segkk28_pilon.16
OG0000196	Mcavernosa23663-RA	Acerv_evm.model.Segkk402_pilon.1, Acerv_evm.model.Segkk2267_pilon.25, Acerv_evm.model.Segkk1871_pilon.15, Acerv_evm.model.Segkk978_pilon.7, Acerv_evm.model.Segkk255_pilon.1
OG0000197	Mcavernosa22949-RA, Mcavernosa01436-RA	Acerv_evm.model.Segkk563_pilon.1
OG0000197	Mcavernosa22457-RA	Acerv_evm.model.Segkk2596_pilon.27, Acerv_evm.model.Segkk2322_pilon.2, Acerv_evm.model.Segkk971_pilon.36
OG0000197	Mcavernosa05994-RA	Acerv_evm.model.Segkk1288_pilon.25, Acerv_evm.model.Segkk2354_pilon.15, Acerv_evm.model.Segkk928_pilon.2
OG0000197	Mcavernosa05995-RA	Acerv_evm.model.Segkk962_pilon.1, Acerv_evm.model.Segkk4209_pilon.1
OG0000198	Mcavernosa01452-RA	Acerv_evm.model.Segkk3860_pilon.16
OG0000200	Mcavernosa22458-RA, Mcavernosa24591-RA, Mcavernosa24061-RA, Mcavernosa20889-RA	Acerv_evm.model.Segkk165_pilon.2, Acerv_evm.model.Segkk3260_pilon.5
OG0000202	Mcavernosa02619-RA	Acerv_evm.model.Segkk1946_pilon.21
