Orthogroup	plut2v1.1.proteins	Acerv_assembly_v1.0.protein
OG0000018	jamg1.model.xfSc0000135.2, plut2.m8.33119.m1, jamg1.model.xfSc0000166.3	Acerv_evm.model.Segkk3057_pilon.35, Acerv_evm.model.Segkk1046_pilon.6, Acerv_evm.model.Segkk2061_pilon.10, Acerv_evm.model.Segkk3057_pilon.38, Acerv_evm.model.Segkk2410_pilon.26, Acerv_evm.model.Segkk123_pilon.16, Acerv_evm.model.Segkk2578_pilon.53, Acerv_evm.model.Segkk882_pilon.1, Acerv_evm.model.Segkk601_pilon.5, Acerv_evm.model.Segkk1820_pilon.1, Acerv_evm.model.Segkk3753_pilon.4, Acerv_evm.model.Segkk1835_pilon.13, Acerv_evm.model.Segkk652_pilon.1, Acerv_evm.model.Segkk2574_pilon.11, Acerv_evm.model.Segkk3250_pilon.2, Acerv_evm.model.Segkk473_pilon.19, Acerv_evm.model.Segkk2853_pilon.8, Acerv_evm.model.Segkk535_pilon.3, Acerv_evm.model.Segkk2643_pilon.2, Acerv_evm.model.Segkk1844_pilon.12, Acerv_evm.model.Segkk3019_pilon.4, Acerv_evm.model.Segkk1946_pilon.23, Acerv_evm.model.Segkk4138_pilon.17
OG0000018	plut2.m8.33120.m1	Acerv_evm.model.Segkk971_pilon.8, Acerv_evm.model.Segkk2018_pilon.3, Acerv_evm.model.Segkk2978_pilon.32, Acerv_evm.model.Segkk3935_pilon.20, Acerv_evm.model.Segkk2194_pilon.30, Acerv_evm.model.Segkk1112_pilon.2, Acerv_evm.model.Segkk942_pilon.1, Acerv_evm.model.Segkk389_pilon.54, Acerv_evm.model.Segkk3976_pilon.15, Acerv_evm.model.Segkk1728_pilon.9, Acerv_evm.model.Segkk3223_pilon.8
OG0000019	plut2.m8.7393.m1, plut2.m8.31363.m1, plut2.m8.7392.m1	Acerv_evm.model.Segkk2194_pilon.4
OG0000019	plut2.m8.24251.m1	Acerv_evm.model.Segkk2883_pilon.4
OG0000019	plut2.m8.29028.m1, plut2.m8.715.m1, plut2.m8.723.m1, plut2.m8.19584.m1, plut2.m8.2647.m1, plut2.m8.29026.m1, plut2.m8.7835.m1, plut2.m8.11714.m1, plut2.m8.29027.m1, plut2.m8.29036.m1	Acerv_evm.model.Segkk1027_pilon.1
OG0000019	plut2.m8.20559.m1	Acerv_evm.model.Segkk2242_pilon.3, Acerv_evm.model.Segkk2242_pilon.2, Acerv_evm.model.Segkk2242_pilon.1, Acerv_evm.model.Segkk2242_pilon.4, Acerv_evm.model.Segkk2242_pilon.5
OG0000019	plut2.m8.24823.m1, plut2.m8.24826.m1, plut2.m8.30471.m1, plut2.m8.10909.m1	Acerv_evm.model.Segkk985_pilon.9, Acerv_evm.model.Segkk985_pilon.10
OG0000020	plut2.m8.6231.m1, plut2.m8.11818.m1	Acerv_evm.model.Segkk2514_pilon.3
OG0000021	plut2.m8.4342.m1, plut2.m8.4343.m1, plut2.m8.6167.m1	Acerv_evm.model.Segkk3869_pilon.3, Acerv_evm.model.Segkk3869_pilon.8, Acerv_evm.model.Segkk721_pilon.1, Acerv_evm.model.Segkk721_pilon.4, Acerv_evm.model.Segkk721_pilon.3, Acerv_evm.model.Segkk1794_pilon.4, Acerv_evm.model.Segkk1794_pilon.5, Acerv_evm.model.Segkk721_pilon.2, Acerv_evm.model.Segkk777_pilon.2, Acerv_evm.model.Segkk469_pilon.24, Acerv_evm.model.Segkk469_pilon.23, Acerv_evm.model.Segkk469_pilon.18, Acerv_evm.model.Segkk469_pilon.35, Acerv_evm.model.Segkk2351_pilon.14, Acerv_evm.model.Segkk2351_pilon.15, Acerv_evm.model.Segkk2351_pilon.13, Acerv_evm.model.Segkk2351_pilon.12, Acerv_evm.model.Segkk2351_pilon.11
OG0000021	plut2.m8.26892.m1, plut2.m8.26897.m1	Acerv_evm.model.Segkk1708_pilon.13, Acerv_evm.model.Segkk1708_pilon.16, Acerv_evm.model.Segkk1708_pilon.14, Acerv_evm.model.Segkk1708_pilon.15, Acerv_evm.model.Segkk3255_pilon.7
OG0000021	plut2.m8.5431.m1	Acerv_evm.model.Segkk3549_pilon.2
OG0000022	jamg1.model.Sc0000141.73, jamg1.model.Sc0000827.7, jamg1.model.Sc0000377.15, jamg1.model.Sc0000612.3, jamg1.model.xpSc0007185.7, jamg1.model.Sc0000076.44, jamg1.model.xpSc0007481.6, jamg1.model.Sc0000500.16, jamg1.model.Sc0000415.14, jamg1.model.Sc0000415.17, jamg1.model.Sc0000606.7, jamg1.model.Sc0000213.22, jamg1.model.Sc0000207.22, jamg1.model.xpSc0007090.11, jamg1.model.Sc0000122.53, jamg1.model.Sc0000034.113, jamg1.model.Sc0000326.7, jamg1.model.Sc0000092.10, jamg1.model.Sc0000500.15, jamg1.model.Sc0000089.4, jamg1.model.xpSc0007261.8, jamg1.model.xpSc0007481.5, jamg1.model.xpSc0007153.12, jamg1.model.Sc0000101.74, jamg1.model.xfSc0000241.14, jamg1.model.Sc0000213.18, jamg1.model.Sc0000084.75, jamg1.model.Sc0000244.47, jamg1.model.Sc0000546.8	Acerv_evm.model.Segkk1003_pilon.10, Acerv_evm.model.Segkk1151_pilon.22, Acerv_evm.model.Segkk2770_pilon.4, Acerv_evm.model.Segkk3376_pilon.18, Acerv_evm.model.Segkk1151_pilon.27, Acerv_evm.model.Segkk1003_pilon.15, Acerv_evm.model.Segkk3999_pilon.16, Acerv_evm.model.Segkk2151_pilon.6, Acerv_evm.model.Segkk3376_pilon.14
OG0000023	jamg1.model.Sc0000137.80, jamg1.model.Sc0000338.14, jamg1.model.Sc0000083.7, jamg1.model.Sc0000244.48, jamg1.model.xfSc0000076.24, jamg1.model.Sc0000034.90, jamg1.model.Sc0000415.7	Acerv_evm.model.Segkk3376_pilon.12, Acerv_evm.model.Segkk3999_pilon.19, Acerv_evm.model.Segkk1151_pilon.29, Acerv_evm.model.Segkk1003_pilon.16, Acerv_evm.model.Segkk2264_pilon.13, Acerv_evm.model.Segkk2151_pilon.8, Acerv_evm.model.Segkk2050_pilon.15, Acerv_evm.model.Segkk2477_pilon.5
OG0000023	jamg1.model.Sc0000214.14, jamg1.model.Sc0000653.8, jamg1.model.Sc0000009.45, plut2.m8.16792.m1, jamg1.model.xpSc0007232.10, jamg1.model.Sc0000851.8, jamg1.model.Sc0000456.16, jamg1.model.Sc0000827.8, jamg1.model.Sc0000141.74, jamg1.model.Sc0000377.14, jamg1.model.Sc0000089.3, jamg1.model.Sc0000636.13, jamg1.model.Sc0000092.11, jamg1.model.Sc0000390.9, jamg1.model.xfSc0000241.13, jamg1.model.Sc0000076.45, jamg1.model.Sc0000034.114, jamg1.model.Sc0000645.8, jamg1.model.xpSc0007481.3, jamg1.model.xpSc0007481.4, jamg1.model.Sc0000500.14, jamg1.model.Sc0000213.19, plut2.m8.24554.m1, jamg1.model.Sc0000213.24, jamg1.model.xfSc0000241.12, jamg1.model.Sc0000092.12, jamg1.model.Sc0000834.9, jamg1.model.xpSc0007123.23, jamg1.model.Sc0000207.21, jamg1.model.xpSc0007153.11, jamg1.model.Sc0000326.8, jamg1.model.xfSc0000241.10, jamg1.model.Sc0000101.73, jamg1.model.xpSc0007261.7, jamg1.model.xpSc0007185.6, jamg1.model.Sc0000546.10, jamg1.model.xfSc0000076.25, plut2.m8.5808.m1, jamg1.model.xfSc0000044.19, jamg1.model.Sc0000083.6, jamg1.model.Sc0000338.15, jamg1.model.Sc0000322.20, jamg1.model.Sc0000107.70, jamg1.model.xfSc0000091.8, jamg1.model.Sc0000183.33	Acerv_evm.model.Segkk324_pilon.1
OG0000024	plut2.m8.20458.m1, plut2.m8.20455.m1	Acerv_evm.model.Segkk2493_pilon.2
OG0000024	plut2.m8.31467.m1, plut2.m8.20439.m1	Acerv_evm.model.Segkk3029_pilon.7
OG0000024	plut2.m8.20464.m1, plut2.m8.20466.m1, plut2.m8.10816.m1, plut2.m8.20462.m1, plut2.m8.20465.m1, plut2.m8.20463.m1, plut2.m8.5031.m1, plut2.m8.20454.m1, plut2.m8.20457.m1, plut2.m8.20456.m1	Acerv_evm.model.Segkk1547_pilon.7
OG0000024	plut2.m8.20440.m1	Acerv_evm.model.Segkk759_pilon.27
OG0000024	plut2.m8.5900.m1, plut2.m8.20442.m1	Acerv_evm.model.Segkk759_pilon.29
OG0000024	plut2.m8.6936.m1, plut2.m8.6941.m1	Acerv_evm.model.Segkk2013_pilon.2, Acerv_evm.model.Segkk1438_pilon.2
OG0000025	plut2.m8.20563.m1	Acerv_evm.model.Segkk4087_pilon.5
OG0000025	plut2.m8.19378.m1, plut2.m8.19384.m1, plut2.m8.19381.m1, plut2.m8.19386.m1, plut2.m8.19376.m1, plut2.m8.19380.m1, plut2.m8.19377.m1, plut2.m8.19383.m1, plut2.m8.19382.m1, plut2.m8.19375.m1, plut2.m8.19379.m1	Acerv_evm.model.Segkk604_pilon.11
OG0000025	plut2.m8.16600.m1, plut2.m8.16599.m1	Acerv_evm.model.Segkk1348_pilon.2
OG0000025	plut2.m8.22987.m1, plut2.m8.22379.m1	Acerv_evm.model.Segkk3469_pilon.1, Acerv_evm.model.Segkk1241_pilon.3
OG0000026	plut2.m8.5235.m1	Acerv_evm.model.Segkk2510_pilon.33
OG0000026	plut2.m8.24033.m1, plut2.m8.4389.m1	Acerv_evm.model.Segkk1150_pilon.1
OG0000026	plut2.m8.31728.m1	Acerv_evm.model.Segkk3084_pilon.21, Acerv_evm.model.Segkk3202_pilon.17, Acerv_evm.model.Segkk721_pilon.23, Acerv_evm.model.Segkk881_pilon.5, Acerv_evm.model.Segkk3202_pilon.18, Acerv_evm.model.Segkk3084_pilon.23, Acerv_evm.model.Segkk1012_pilon.1, Acerv_evm.model.Segkk346_pilon.3, Acerv_evm.model.Segkk3432_pilon.7, Acerv_evm.model.Segkk346_pilon.2, Acerv_evm.model.Segkk3084_pilon.22, Acerv_evm.model.Segkk2274_pilon.15
OG0000027	plut2.m8.24865.m1, plut2.m8.24867.m1, plut2.m8.24335.m1, plut2.m8.31329.m1, plut2.m8.19044.m1, plut2.m8.24332.m1	Acerv_evm.model.Segkk1158_pilon.58
OG0000027	plut2.m8.14633.m1, plut2.m8.33174.m1	Acerv_evm.model.Segkk3971_pilon.11, Acerv_evm.model.Segkk3971_pilon.18, Acerv_evm.model.Segkk3971_pilon.14
OG0000027	plut2.m8.24338.m1, plut2.m8.24341.m1, plut2.m8.24869.m1, plut2.m8.24874.m1, plut2.m8.24871.m1, plut2.m8.31375.m1	Acerv_evm.model.Segkk3256_pilon.2, Acerv_evm.model.Segkk4357_pilon.6, Acerv_evm.model.Segkk1076_pilon.7
OG0000027	plut2.m8.14634.m1	Acerv_evm.model.Segkk4357_pilon.3, Acerv_evm.model.Segkk3790_pilon.2
OG0000027	plut2.m8.17292.m1, plut2.m8.17302.m1, plut2.m8.11828.m1, plut2.m8.33504.m1, plut2.m8.17296.m1, plut2.m8.23345.m1, plut2.m8.17301.m1, plut2.m8.17303.m1, plut2.m8.17291.m1	Acerv_evm.model.Segkk2162_pilon.15
OG0000028	plut2.m8.29548.m1, plut2.m8.29557.m1, plut2.m8.15565.m1, plut2.m8.15561.m1, plut2.m8.15562.m1	Acerv_evm.model.Segkk431_pilon.6, Acerv_evm.model.Segkk431_pilon.7
OG0000028	plut2.m8.4359.m1, plut2.m8.29546.m1, plut2.m8.29552.m1, plut2.m8.4330.m1, plut2.m8.29553.m1, plut2.m8.4331.m1, plut2.m8.29544.m1, plut2.m8.29559.m1, plut2.m8.4332.m1, plut2.m8.29554.m1, plut2.m8.29555.m1	Acerv_evm.model.Segkk2216_pilon.13
OG0000028	plut2.m8.18835.m1, plut2.m8.1918.m1, plut2.m8.18836.m1, plut2.m8.18837.m1, plut2.m8.18840.m1, plut2.m8.18847.m1	Acerv_evm.model.Segkk2482_pilon.7, Acerv_evm.model.Segkk2482_pilon.8
OG0000029	plut2.m8.30628.m1	Acerv_evm.model.Segkk4247_pilon.4, Acerv_evm.model.Segkk2306_pilon.15
OG0000029	plut2.m8.2190.m1	Acerv_evm.model.Segkk3336_pilon.15, Acerv_evm.model.Segkk4131_pilon.5
OG0000030	plut2.m8.16989.m1	Acerv_evm.model.Segkk3998_pilon.2, Acerv_evm.model.Segkk4010_pilon.5
OG0000030	plut2.m8.30623.m1, plut2.m8.30621.m1, plut2.m8.16994.m1, plut2.m8.20829.m1, plut2.m8.17001.m1	Acerv_evm.model.Segkk4321_pilon.1, Acerv_evm.model.Segkk4321_pilon.3
OG0000030	plut2.m8.16968.m1	Acerv_evm.model.Segkk383_pilon.16, Acerv_evm.model.Segkk4232_pilon.5, Acerv_evm.model.Segkk4232_pilon.6
OG0000030	jamg1.model.xfSc0000231.4	Acerv_evm.model.Segkk3998_pilon.3, Acerv_evm.model.Segkk4010_pilon.4, Acerv_evm.model.Segkk4010_pilon.1, Acerv_evm.model.Segkk3998_pilon.4, Acerv_evm.model.Segkk4010_pilon.3, Acerv_evm.model.Segkk4010_pilon.2, Acerv_evm.model.Segkk463_pilon.43
OG0000030	plut2.m8.29240.m1, plut2.m8.29251.m1, plut2.m8.31621.m1, plut2.m8.26295.m1, plut2.m8.29246.m1, plut2.m8.29250.m1	Acerv_evm.model.Segkk984_pilon.7, Acerv_evm.model.Segkk984_pilon.10, Acerv_evm.model.Segkk1541_pilon.4
OG0000030	plut2.m8.24713.m1, plut2.m8.6767.m1, plut2.m8.6769.m1, plut2.m8.24716.m1, plut2.m8.25684.m1, plut2.m8.17600.m1, plut2.m8.31478.m1, plut2.m8.6768.m1, plut2.m8.31912.m1, plut2.m8.20331.m1, plut2.m8.17603.m1	Acerv_evm.model.Segkk228_pilon.9, Acerv_evm.model.Segkk228_pilon.10, Acerv_evm.model.Segkk2576_pilon.2, Acerv_evm.model.Segkk228_pilon.8, Acerv_evm.model.Segkk1158_pilon.7
OG0000031	plut2.m8.6451.m1, plut2.m8.32505.m1	Acerv_evm.model.Segkk1850_pilon.7, Acerv_evm.model.Segkk3763_pilon.9, Acerv_evm.model.Segkk2967_pilon.3, Acerv_evm.model.Segkk2967_pilon.2, Acerv_evm.model.Segkk2967_pilon.4, Acerv_evm.model.Segkk3763_pilon.6
OG0000031	jamg1.model.xpSc0007142.5, jamg1.model.Sc0000021.101, plut2.m8.2680.m1, plut2.m8.25314.m1, plut2.m8.15690.m1, plut2.m8.33175.m1, plut2.m8.25313.m1, plut2.m8.15691.m1, plut2.m8.33176.m1, plut2.m8.15689.m1, plut2.m8.15688.m1, plut2.m8.14383.m1, plut2.m8.14369.m1, plut2.m8.7886.m1, plut2.m8.33424.m1, plut2.m8.32360.m1, plut2.m8.2662.m1, plut2.m8.33044.m1, plut2.m8.6312.m1, plut2.m8.18661.m1, plut2.m8.29943.m1, plut2.m8.18666.m1	Acerv_evm.model.Segkk1796_pilon.23, Acerv_evm.model.Segkk1796_pilon.24, Acerv_evm.model.Segkk1796_pilon.22
OG0000031	plut2.m8.16483.m1, plut2.m8.1830.m1, plut2.m8.4118.m1, plut2.m8.30616.m1, plut2.m8.27503.m1, plut2.m8.31553.m1, plut2.m8.27499.m1, plut2.m8.16492.m1, plut2.m8.27506.m1, plut2.m8.27505.m1, plut2.m8.16490.m1, plut2.m8.33106.m1, plut2.m8.2982.m1, plut2.m8.9191.m1, plut2.m8.15976.m1, plut2.m8.19936.m1	Acerv_evm.model.Segkk2930_pilon.1, Acerv_evm.model.Segkk3124_pilon.2, Acerv_evm.model.Segkk1514_pilon.7, Acerv_evm.model.Segkk2789_pilon.1, Acerv_evm.model.Segkk1583_pilon.2, Acerv_evm.model.Segkk1709_pilon.2, Acerv_evm.model.Segkk3203_pilon.2, Acerv_evm.model.Segkk3417_pilon.34, Acerv_evm.model.Segkk3519_pilon.1, Acerv_evm.model.Segkk3333_pilon.2, Acerv_evm.model.Segkk2741_pilon.13, Acerv_evm.model.Segkk465_pilon.5, Acerv_evm.model.Segkk671_pilon.20, Acerv_evm.model.Segkk4189_pilon.2, Acerv_evm.model.Segkk719_pilon.4, Acerv_evm.model.Segkk1622_pilon.2, Acerv_evm.model.Segkk2205_pilon.4, Acerv_evm.model.Segkk3417_pilon.12
OG0000031	plut2.m8.14069.m1	Acerv_evm.model.Segkk150_pilon.22
OG0000033	plut2.m8.25132.m1, plut2.m8.16487.m1	Acerv_evm.model.Segkk3773_pilon.3, Acerv_evm.model.Segkk978_pilon.9, Acerv_evm.model.Segkk2829_pilon.3, Acerv_evm.model.Segkk3997_pilon.4
OG0000033	plut2.m8.6700.m1, plut2.m8.5750.m1, plut2.m8.5805.m1, plut2.m8.5798.m1	Acerv_evm.model.Segkk469_pilon.61, Acerv_evm.model.Segkk469_pilon.59, Acerv_evm.model.Segkk309_pilon.4
OG0000033	plut2.m8.31867.m1	Acerv_evm.model.Segkk2814_pilon.8, Acerv_evm.model.Segkk3417_pilon.25, Acerv_evm.model.Segkk611_pilon.15
OG0000033	plut2.m8.14849.m1, plut2.m8.23158.m1, plut2.m8.5797.m1	Acerv_evm.model.Segkk1068_pilon.3, Acerv_evm.model.Segkk622_pilon.2
OG0000033	plut2.m8.1599.m1, plut2.m8.31134.m1	Acerv_evm.model.Segkk1436_pilon.30
OG0000033	plut2.m8.31804.m1	Acerv_evm.model.Segkk2481_pilon.28
OG0000033	plut2.m8.19878.m1	Acerv_evm.model.Segkk3386_pilon.13, Acerv_evm.model.Segkk3940_pilon.27, Acerv_evm.model.Segkk2481_pilon.73, Acerv_evm.model.Segkk1684_pilon.6, Acerv_evm.model.Segkk3900_pilon.11, Acerv_evm.model.Segkk1834_pilon.2, Acerv_evm.model.Segkk1516_pilon.2, Acerv_evm.model.Segkk3416_pilon.13, Acerv_evm.model.Segkk389_pilon.14
OG0000033	plut2.m8.26433.m1, plut2.m8.3041.m1, plut2.m8.15262.m1, plut2.m8.5761.m1, plut2.m8.30615.m1	Acerv_evm.model.Segkk389_pilon.34
OG0000033	plut2.m8.10926.m1	Acerv_evm.model.Segkk2829_pilon.4, Acerv_evm.model.Segkk3262_pilon.9
OG0000034	plut2.m8.17284.m1, plut2.m8.15074.m1, plut2.m8.17283.m1, plut2.m8.17277.m1, plut2.m8.2453.m1, jamg1.model.Sc0000267.33, plut2.m8.17285.m1, plut2.m8.8216.m1, plut2.m8.15072.m1, plut2.m8.15070.m1, plut2.m8.20565.m1, plut2.m8.24418.m1, plut2.m8.25408.m1, plut2.m8.24055.m1, plut2.m8.15905.m1, plut2.m8.15904.m1, plut2.m8.80.m1, plut2.m8.14171.m1, plut2.m8.14173.m1, plut2.m8.14170.m1, plut2.m8.14172.m1, plut2.m8.14215.m1, plut2.m8.20670.m1, plut2.m8.14182.m1, plut2.m8.20669.m1, plut2.m8.14179.m1, plut2.m8.14178.m1	Acerv_evm.model.Segkk2445_pilon.1, Acerv_evm.model.Segkk2445_pilon.10, Acerv_evm.model.Segkk2445_pilon.11, Acerv_evm.model.Segkk3539_pilon.5, Acerv_evm.model.Segkk1913_pilon.2, Acerv_evm.model.Segkk1317_pilon.15, Acerv_evm.model.Segkk1108_pilon.2, Acerv_evm.model.Segkk1069_pilon.3, Acerv_evm.model.Segkk1867_pilon.9, Acerv_evm.model.Segkk1988_pilon.16, Acerv_evm.model.Segkk3470_pilon.4, Acerv_evm.model.Segkk3231_pilon.2, Acerv_evm.model.Segkk1317_pilon.17, Acerv_evm.model.Segkk551_pilon.5, Acerv_evm.model.Segkk1574_pilon.6, Acerv_evm.model.Segkk3539_pilon.1, Acerv_evm.model.Segkk3231_pilon.3, Acerv_evm.model.Segkk785_pilon.13, Acerv_evm.model.Segkk1559_pilon.1, Acerv_evm.model.Segkk1317_pilon.19, Acerv_evm.model.Segkk1317_pilon.14, Acerv_evm.model.Segkk2837_pilon.3, Acerv_evm.model.Segkk3231_pilon.1, Acerv_evm.model.Segkk2445_pilon.12, Acerv_evm.model.Segkk1404_pilon.2, Acerv_evm.model.Segkk2949_pilon.3, Acerv_evm.model.Segkk1574_pilon.4, Acerv_evm.model.Segkk1574_pilon.3, Acerv_evm.model.Segkk2594_pilon.22, Acerv_evm.model.Segkk2594_pilon.24, Acerv_evm.model.Segkk4041_pilon.2, Acerv_evm.model.Segkk3422_pilon.2, Acerv_evm.model.Segkk476_pilon.4, Acerv_evm.model.Segkk3331_pilon.32, Acerv_evm.model.Segkk3422_pilon.3, Acerv_evm.model.Segkk1271_pilon.4, Acerv_evm.model.Segkk652_pilon.3
OG0000034	jamg1.model.xfSc0003787.1	Acerv_evm.model.Segkk663_pilon.6, Acerv_evm.model.Segkk1317_pilon.18, Acerv_evm.model.Segkk476_pilon.5, Acerv_evm.model.Segkk3539_pilon.2
OG0000035	jamg1.model.Sc0000780.4, plut2.m8.30514.m1, plut2.m8.30518.m1, plut2.m8.30517.m1, jamg1.model.Sc0000393.31, plut2.m8.30521.m1, plut2.m8.30516.m1, plut2.m8.30515.m1	Acerv_evm.model.Segkk2312_pilon.3, Acerv_evm.model.Segkk2312_pilon.2
OG0000035	jamg1.model.Sc0000662.4, jamg1.model.Sc0000662.5, jamg1.model.Sc0000486.4, jamg1.model.xfSc0000031.1, jamg1.model.Sc0000199.21, jamg1.model.Sc0000199.20, jamg1.model.Sc0000786.6, jamg1.model.Sc0000786.5, jamg1.model.Sc0000076.37, jamg1.model.Sc0000076.36, jamg1.model.xfSc0000213.8, plut2.m8.30561.m1, jamg1.model.Sc0000199.36, jamg1.model.Sc0000064.55	Acerv_evm.model.Segkk3546_pilon.5, Acerv_evm.model.Segkk3546_pilon.4, Acerv_evm.model.Segkk3546_pilon.3
OG0000036	plut2.m8.19906.m1	Acerv_evm.model.Segkk130_pilon.1, Acerv_evm.model.Segkk130_pilon.2, Acerv_evm.model.Segkk3778_pilon.4, Acerv_evm.model.Segkk1432_pilon.7, Acerv_evm.model.Segkk2059_pilon.5, Acerv_evm.model.Segkk1432_pilon.8, Acerv_evm.model.Segkk1578_pilon.1, Acerv_evm.model.Segkk1432_pilon.6, Acerv_evm.model.Segkk463_pilon.30
OG0000037	plut2.m8.13171.m1	Acerv_evm.model.Segkk841_pilon.6
OG0000037	plut2.m8.12151.m1, jamg1.model.Sc0000136.46, plut2.m8.12121.m1, plut2.m8.12120.m1, plut2.m8.12123.m1, plut2.m8.12116.m1, plut2.m8.12118.m1, plut2.m8.12117.m1	Acerv_evm.model.Segkk2240_pilon.20
OG0000037	plut2.m8.14295.m1, plut2.m8.8166.m1, plut2.m8.16784.m1, plut2.m8.16789.m1, plut2.m8.4103.m1, plut2.m8.16786.m1, plut2.m8.16787.m1, plut2.m8.16788.m1, plut2.m8.8165.m1	Acerv_evm.model.Segkk3741_pilon.11, Acerv_evm.model.Segkk3741_pilon.18, Acerv_evm.model.Segkk3741_pilon.15, Acerv_evm.model.Segkk4307_pilon.1, Acerv_evm.model.Segkk270_pilon.9, Acerv_evm.model.Segkk4307_pilon.2, Acerv_evm.model.Segkk3741_pilon.6, Acerv_evm.model.Segkk3741_pilon.19, Acerv_evm.model.Segkk270_pilon.11
OG0000037	plut2.m8.2265.m1, jamg1.model.Sc0000167.9, plut2.m8.2264.m1	Acerv_evm.model.Segkk841_pilon.5
OG0000038	plut2.m8.26344.m1, plut2.m8.21788.m1, plut2.m8.25055.m1	Acerv_evm.model.Segkk2060_pilon.3, Acerv_evm.model.Segkk242_pilon.6, Acerv_evm.model.Segkk1400_pilon.20, Acerv_evm.model.Segkk3980_pilon.20
OG0000039	plut2.m8.22055.m1, plut2.m8.15501.m1, plut2.m8.4800.m1, plut2.m8.15500.m1, plut2.m8.15587.m1, plut2.m8.15504.m1, plut2.m8.15505.m1	Acerv_evm.model.Segkk2564_pilon.5
OG0000039	plut2.m8.4028.m1	Acerv_evm.model.Segkk3668_pilon.30
OG0000039	plut2.m8.28318.m1	Acerv_evm.model.Segkk827_pilon.5, Acerv_evm.model.Segkk827_pilon.1, Acerv_evm.model.Segkk827_pilon.7, Acerv_evm.model.Segkk3668_pilon.31, Acerv_evm.model.Segkk3668_pilon.29, Acerv_evm.model.Segkk827_pilon.4, Acerv_evm.model.Segkk3484_pilon.7, Acerv_evm.model.Segkk3484_pilon.11, Acerv_evm.model.Segkk3928_pilon.1, Acerv_evm.model.Segkk3668_pilon.28, Acerv_evm.model.Segkk3668_pilon.23, Acerv_evm.model.Segkk1010_pilon.4, Acerv_evm.model.Segkk1010_pilon.3
OG0000040	jamg1.model.Sc0000665.13	Acerv_evm.model.Segkk2164_pilon.10, Acerv_evm.model.Segkk873_pilon.40, Acerv_evm.model.Segkk252_pilon.36, Acerv_evm.model.Segkk873_pilon.12, Acerv_evm.model.Segkk33_pilon.6, Acerv_evm.model.Segkk1281_pilon.39, Acerv_evm.model.Segkk934_pilon.14, Acerv_evm.model.Segkk2443_pilon.1, Acerv_evm.model.Segkk2484_pilon.3, Acerv_evm.model.Segkk873_pilon.15, Acerv_evm.model.Segkk2578_pilon.16, Acerv_evm.model.Segkk235_pilon.7, Acerv_evm.model.Segkk3567_pilon.2, Acerv_evm.model.Segkk3567_pilon.1
OG0000040	jamg1.model.Sc0000682.12, jamg1.model.Sc0000066.2	Acerv_evm.model.Segkk1868_pilon.45
OG0000041	plut2.m8.33511.m1	Acerv_evm.model.Segkk1153_pilon.17
OG0000042	plut2.m8.8953.m1	Acerv_evm.model.Segkk2004_pilon.7
OG0000042	plut2.m8.19849.m1	Acerv_evm.model.Segkk2164_pilon.4, Acerv_evm.model.Segkk2637_pilon.3, Acerv_evm.model.Segkk1932_pilon.12, Acerv_evm.model.Segkk401_pilon.2, Acerv_evm.model.Segkk2622_pilon.2, Acerv_evm.model.Segkk719_pilon.2, Acerv_evm.model.Segkk3469_pilon.4, Acerv_evm.model.Segkk2573_pilon.20, Acerv_evm.model.Segkk4203_pilon.3, Acerv_evm.model.Segkk2350_pilon.4, Acerv_evm.model.Segkk2302_pilon.3, Acerv_evm.model.Segkk2857_pilon.4, Acerv_evm.model.Segkk3408_pilon.8, Acerv_evm.model.Segkk440_pilon.6
OG0000043	jamg1.model.xfSc0005964.1	Acerv_evm.model.Segkk3572_pilon.15
OG0000043	plut2.m8.24079.m1, plut2.m8.22282.m1	Acerv_evm.model.Segkk581_pilon.20
OG0000043	plut2.m8.28799.m1, jamg1.model.Sc0000198.22, jamg1.model.xfSc0000589.1	Acerv_evm.model.Segkk1868_pilon.64, Acerv_evm.model.Segkk574_pilon.1, Acerv_evm.model.Segkk3290_pilon.23, Acerv_evm.model.Segkk842_pilon.42, Acerv_evm.model.Segkk3364_pilon.29, Acerv_evm.model.Segkk102_pilon.1, Acerv_evm.model.Segkk1946_pilon.2, Acerv_evm.model.Segkk3528_pilon.3, Acerv_evm.model.Segkk2814_pilon.2, Acerv_evm.model.Segkk3403_pilon.7, Acerv_evm.model.Segkk875_pilon.5, Acerv_evm.model.Segkk555_pilon.8, Acerv_evm.model.Segkk3233_pilon.16, Acerv_evm.model.Segkk1316_pilon.29, Acerv_evm.model.Segkk3386_pilon.7, Acerv_evm.model.Segkk4255_pilon.29, Acerv_evm.model.Segkk552_pilon.13, Acerv_evm.model.Segkk2201_pilon.20, Acerv_evm.model.Segkk1630_pilon.3, Acerv_evm.model.Segkk1288_pilon.23
OG0000044	plut2.m8.22418.m1	Acerv_evm.model.Segkk4255_pilon.10
OG0000044	jamg1.model.Sc0000034.100	Acerv_evm.model.Segkk1282_pilon.8, Acerv_evm.model.Segkk2881_pilon.15, Acerv_evm.model.Segkk3051_pilon.2, Acerv_evm.model.Segkk2050_pilon.26, Acerv_evm.model.Segkk1068_pilon.7, Acerv_evm.model.Segkk1302_pilon.7, Acerv_evm.model.Segkk1282_pilon.9, Acerv_evm.model.Segkk2335_pilon.6, Acerv_evm.model.Segkk2885_pilon.11
