Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Montipora_capitata_HIv2.genes.pep
OG0000023	Pocillopora_acuta_HIv1_PredGene_g12430.t1, Pocillopora_acuta_HIv1_PredGene_g28651.t1, Pocillopora_acuta_HIv1_PredGene_g26228.t1, Pocillopora_acuta_HIv1_PredGene_g26228.t2, Pocillopora_acuta_HIv1_PredGene_g5441.t1, Pocillopora_acuta_HIv1_PredGene_g2301.t1, Pocillopora_acuta_HIv1_PredGene_g10753.t1, Pocillopora_acuta_HIv1_PredGene_g14002.t1, Pocillopora_acuta_HIv1_PredGene_g20117.t1, Pocillopora_acuta_HIv1_PredGene_g4219.t1, Pocillopora_acuta_HIv1_PredGene_g21249.t1, Pocillopora_acuta_HIv1_PredGene_g8813.t1, Pocillopora_acuta_HIv1_PredGene_g12426.t1, Pocillopora_acuta_HIv1_PredGene_g32413.t1	Montipora_capitata_PredGene_g69306.t1, Montipora_capitata_PredGene_g69307.t1, Montipora_capitata_PredGene_g69317.t1, Montipora_capitata_PredGene_g68031.t1, Montipora_capitata_PredGene_g60595.t1, Montipora_capitata_PredGene_g5244.t1, Montipora_capitata_PredGene_g56065.t1
OG0000024	Pocillopora_acuta_HIv1_PredGene_g14061.t1	Montipora_capitata_PredGene_g66889.t1, Montipora_capitata_PredGene_g66891.t1
OG0000024	Pocillopora_acuta_HIv1_PredGene_g15187.t1, Pocillopora_acuta_HIv1_PredGene_g15190.t1	Montipora_capitata_PredGene_g32499.t1, Montipora_capitata_PredGene_g32503.t1, Montipora_capitata_PredGene_g32500.t1
OG0000026	Pocillopora_acuta_HIv1_PredGene_g27335.t1	Montipora_capitata_PredGene_g5845.t1, Montipora_capitata_PredGene_g5844.t1, Montipora_capitata_PredGene_g21791.t1, Montipora_capitata_PredGene_g39469.t1
OG0000026	Pocillopora_acuta_HIv1_PredGene_g13341.t1	Montipora_capitata_PredGene_g34671.t1
OG0000026	Pocillopora_acuta_HIv1_PredGene_g25956.t1	Montipora_capitata_PredGene_g23089.t1, Montipora_capitata_PredGene_g30797.t1
OG0000026	Pocillopora_acuta_HIv1_PredGene_g19298.t1	Montipora_capitata_PredGene_g65173.t1
OG0000026	Pocillopora_acuta_HIv1_PredGene_g25957.t1	Montipora_capitata_PredGene_g65174.t1
OG0000026	Pocillopora_acuta_HIv1_PredGene_g3538.t1	Montipora_capitata_PredGene_g1034.t1
OG0000027	Pocillopora_acuta_HIv1_PredGene_g23803.t1, Pocillopora_acuta_HIv1_PredGene_g23801.t1, Pocillopora_acuta_HIv1_PredGene_g23800.t1, Pocillopora_acuta_HIv1_PredGene_g23802.t1, Pocillopora_acuta_HIv1_PredGene_g23797.t1, Pocillopora_acuta_HIv1_PredGene_g23804.t1	Montipora_capitata_PredGene_g38273.t1
OG0000027	Pocillopora_acuta_HIv1_PredGene_g32518.t1	Montipora_capitata_PredGene_g25211.t1, Montipora_capitata_PredGene_g53807.t1, Montipora_capitata_PredGene_g53816.t1, Montipora_capitata_PredGene_g30077.t1
OG0000028	Pocillopora_acuta_HIv1_PredGene_g10949.t1, Pocillopora_acuta_HIv1_PredGene_g6098.t1, Pocillopora_acuta_HIv1_PredGene_g5052.t1, Pocillopora_acuta_HIv1_PredGene_g8017.t1, Pocillopora_acuta_HIv1_PredGene_g8018.t1, Pocillopora_acuta_HIv1_PredGene_g8032.t1, Pocillopora_acuta_HIv1_PredGene_g10948.t1	Montipora_capitata_PredGene_g66627.t1
OG0000028	Pocillopora_acuta_HIv1_PredGene_g3077.t1	Montipora_capitata_PredGene_g44723.t1, Montipora_capitata_PredGene_g44720.t1, Montipora_capitata_PredGene_g1661.t1, Montipora_capitata_PredGene_adi2mcaRNA35439_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA35439_R2.t1
OG0000029	Pocillopora_acuta_HIv1_PredGene_g16471.t1, Pocillopora_acuta_HIv1_PredGene_g18434.t1, Pocillopora_acuta_HIv1_PredGene_g24655.t1, Pocillopora_acuta_HIv1_PredGene_g24675.t1, Pocillopora_acuta_HIv1_PredGene_g24687.t1, Pocillopora_acuta_HIv1_PredGene_g10794.t1, Pocillopora_acuta_HIv1_PredGene_g23257.t1, Pocillopora_acuta_HIv1_PredGene_g24815.t1	Montipora_capitata_PredGene_g28602.t1, Montipora_capitata_PredGene_g31564.t1, Montipora_capitata_PredGene_g23180.t1, Montipora_capitata_PredGene_g28518.t1
OG0000029	Pocillopora_acuta_HIv1_PredGene_g22455.t1, Pocillopora_acuta_HIv1_PredGene_g29225.t1, Pocillopora_acuta_HIv1_PredGene_g19234.t1	Montipora_capitata_PredGene_adi2mcaRNA7714_R9.t1
OG0000029	Pocillopora_acuta_HIv1_PredGene_g27339.t1, Pocillopora_acuta_HIv1_PredGene_g3536.t1	Montipora_capitata_PredGene_g65973.t1
OG0000029	Pocillopora_acuta_HIv1_PredGene_g12774.t1	Montipora_capitata_PredGene_g14353.t1
OG0000029	Pocillopora_acuta_HIv1_PredGene_g11520.t1	Montipora_capitata_PredGene_g802.t1, Montipora_capitata_PredGene_g1149.t1
OG0000031	Pocillopora_acuta_HIv1_PredGene_g8165.t1, Pocillopora_acuta_HIv1_PredGene_878_t, Pocillopora_acuta_HIv1_PredGene_g8166.t1	Montipora_capitata_PredGene_g49226.t1
OG0000032	Pocillopora_acuta_HIv1_PredGene_g132.t1	Montipora_capitata_PredGene_g53315.t1, Montipora_capitata_PredGene_g62112.t1, Montipora_capitata_PredGene_g64901.t1
OG0000032	Pocillopora_acuta_HIv1_PredGene_g131.t1, Pocillopora_acuta_HIv1_PredGene_g3565.t1, Pocillopora_acuta_HIv1_PredGene_g748.t1, Pocillopora_acuta_HIv1_PredGene_g26732.t1, Pocillopora_acuta_HIv1_PredGene_g16655.t1, Pocillopora_acuta_HIv1_PredGene_g5846.t1, Pocillopora_acuta_HIv1_PredGene_g17219.t1	Montipora_capitata_PredGene_g33864.t1
OG0000032	Pocillopora_acuta_HIv1_PredGene_g3564.t1, Pocillopora_acuta_HIv1_PredGene_g133.t1	Montipora_capitata_PredGene_g38979.t1, Montipora_capitata_PredGene_g6017.t1
OG0000033	Pocillopora_acuta_HIv1_PredGene_g22838.t1	Montipora_capitata_PredGene_adi2mcaRNA6994_R2.t1, Montipora_capitata_PredGene_g4095.t1
OG0000033	Pocillopora_acuta_HIv1_PredGene_g13238.t1, Pocillopora_acuta_HIv1_PredGene_g13239.t1	Montipora_capitata_PredGene_g45059.t1, Montipora_capitata_PredGene_adi2mcaRNA14220_R5.t1, Montipora_capitata_PredGene_g1245.t1, Montipora_capitata_PredGene_g30297.t1, Montipora_capitata_PredGene_g1796.t1, Montipora_capitata_PredGene_g54837.t1, Montipora_capitata_PredGene_adi2mcaRNA3483_R9.t1, Montipora_capitata_PredGene_g51887.t1, Montipora_capitata_PredGene_g44203.t1
OG0000034	Pocillopora_acuta_HIv1_PredGene_g24460.t1	Montipora_capitata_PredGene_adi2mcaRNA20852_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R6.t1
OG0000034	Pocillopora_acuta_HIv1_PredGene_g13636.t1, Pocillopora_acuta_HIv1_PredGene_g31280.t1, Pocillopora_acuta_HIv1_PredGene_g19771.t1	Montipora_capitata_PredGene_g10414.t1, Montipora_capitata_PredGene_g68966.t1, Montipora_capitata_PredGene_g11250.t1, Montipora_capitata_PredGene_g56670.t1, Montipora_capitata_PredGene_g8540.t1, Montipora_capitata_PredGene_g40741.t1
OG0000035	Pocillopora_acuta_HIv1_PredGene_g8624.t1	Montipora_capitata_PredGene_g33684.t1
OG0000037	Pocillopora_acuta_HIv1_PredGene_g28025.t1, Pocillopora_acuta_HIv1_PredGene_g27690.t1	Montipora_capitata_PredGene_g41991.t1
OG0000037	Pocillopora_acuta_HIv1_PredGene_g19977.t1, Pocillopora_acuta_HIv1_PredGene_g8372.t1	Montipora_capitata_PredGene_g24351.t1
OG0000037	Pocillopora_acuta_HIv1_PredGene_g8371.t1	Montipora_capitata_PredGene_g53179.t1
OG0000038	Pocillopora_acuta_HIv1_PredGene_g29150.t1, Pocillopora_acuta_HIv1_PredGene_g29150.t2, Pocillopora_acuta_HIv1_PredGene_g23887.t1, Pocillopora_acuta_HIv1_PredGene_g17537.t1, Pocillopora_acuta_HIv1_PredGene_g32219.t1, Pocillopora_acuta_HIv1_PredGene_g18248.t1, Pocillopora_acuta_HIv1_PredGene_g3504.t1, Pocillopora_acuta_HIv1_PredGene_g13017.t3	Montipora_capitata_PredGene_adi2mcaRNA13775_R4.t1
OG0000038	Pocillopora_acuta_HIv1_PredGene_g16991.t1	Montipora_capitata_PredGene_g43382.t1, Montipora_capitata_PredGene_g51582.t1
OG0000038	Pocillopora_acuta_HIv1_PredGene_g7005.t1, Pocillopora_acuta_HIv1_PredGene_g16675.t2	Montipora_capitata_PredGene_adi2mcaRNA22933_R0.t1
OG0000039	Pocillopora_acuta_HIv1_PredGene_g3924.t1	Montipora_capitata_PredGene_g13996.t1
OG0000040	Pocillopora_acuta_HIv1_PredGene_g29224.t2, Pocillopora_acuta_HIv1_PredGene_g29224.t1	Montipora_capitata_PredGene_g65364.t1
OG0000040	Pocillopora_acuta_HIv1_PredGene_g24021.t1	Montipora_capitata_PredGene_adi2mcaRNA14963_R0.t1, Montipora_capitata_PredGene_g47290.t1
OG0000040	Pocillopora_acuta_HIv1_PredGene_g1805.t1, Pocillopora_acuta_HIv1_PredGene_g5483.t1	Montipora_capitata_PredGene_g54681.t1, Montipora_capitata_PredGene_adi2mcaRNA39073_R4.t1, Montipora_capitata_PredGene_g26485.t1, Montipora_capitata_PredGene_g2881.t1
OG0000040	Pocillopora_acuta_HIv1_PredGene_g29223.t1	Montipora_capitata_PredGene_g5531.t1, Montipora_capitata_PredGene_g47289.t1, Montipora_capitata_PredGene_g51482.t1, Montipora_capitata_PredGene_g66117.t1, Montipora_capitata_PredGene_g68962.t1
OG0000040	Pocillopora_acuta_HIv1_PredGene_g3405.t1	Montipora_capitata_PredGene_g30789.t1
OG0000040	Pocillopora_acuta_HIv1_PredGene_g24742.t1	Montipora_capitata_PredGene_g69278.t1, Montipora_capitata_PredGene_g30910.t1, Montipora_capitata_PredGene_g30911.t1
OG0000041	Pocillopora_acuta_HIv1_PredGene_g15756.t1, Pocillopora_acuta_HIv1_PredGene_g1809.t1, Pocillopora_acuta_HIv1_PredGene_g16511.t1, Pocillopora_acuta_HIv1_PredGene_g27097.t1, Pocillopora_acuta_HIv1_PredGene_g2343.t1	Montipora_capitata_PredGene_g65025.t1, Montipora_capitata_PredGene_g32396.t1, Montipora_capitata_PredGene_g35630.t1, Montipora_capitata_PredGene_g18309.t1, Montipora_capitata_PredGene_g49803.t1, Montipora_capitata_PredGene_g53019.t1, Montipora_capitata_PredGene_g67143.t1, Montipora_capitata_PredGene_g36779.t1, Montipora_capitata_PredGene_g24870.t1, Montipora_capitata_PredGene_g65128.t1, Montipora_capitata_PredGene_g39056.t1, Montipora_capitata_PredGene_g5336.t1
OG0000041	Pocillopora_acuta_HIv1_PredGene_g26081.t1	Montipora_capitata_PredGene_adi2mcaRNA19173_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA19173_R8.t1, Montipora_capitata_PredGene_g58785.t1, Montipora_capitata_PredGene_g29099.t1, Montipora_capitata_PredGene_g20905.t1, Montipora_capitata_PredGene_g13760.t1, Montipora_capitata_PredGene_g40367.t1, Montipora_capitata_PredGene_g43922.t1, Montipora_capitata_PredGene_g71560.t1, Montipora_capitata_PredGene_g65088.t1, Montipora_capitata_PredGene_g67550.t1, Montipora_capitata_PredGene_g55779.t1, Montipora_capitata_PredGene_g50278.t1, Montipora_capitata_PredGene_g69337.t1, Montipora_capitata_PredGene_g69102.t1, Montipora_capitata_PredGene_g9375.t1, Montipora_capitata_PredGene_g33471.t1, Montipora_capitata_PredGene_g3365.t1, Montipora_capitata_PredGene_g40855.t1, Montipora_capitata_PredGene_g13611.t1, Montipora_capitata_PredGene_g14357.t1, Montipora_capitata_PredGene_g65932.t1, Montipora_capitata_PredGene_adi2mcaRNA19173_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA19173_R4.t1, Montipora_capitata_PredGene_g71295.t1, Montipora_capitata_PredGene_g38284.t1, Montipora_capitata_PredGene_adi2mcaRNA19173_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA19173_R3.t1, Montipora_capitata_PredGene_g23368.t1, Montipora_capitata_PredGene_g64117.t1, Montipora_capitata_PredGene_g5733.t1, Montipora_capitata_PredGene_g69025.t1, Montipora_capitata_PredGene_g57286.t1, Montipora_capitata_PredGene_g64653.t1, Montipora_capitata_PredGene_g68932.t1, Montipora_capitata_PredGene_g1142.t1, Montipora_capitata_PredGene_g4063.t1, Montipora_capitata_PredGene_g43796.t1, Montipora_capitata_PredGene_g33173.t1, Montipora_capitata_PredGene_g62322.t1
OG0000042	Pocillopora_acuta_HIv1_PredGene_g23273.t1	Montipora_capitata_PredGene_g61340.t1, Montipora_capitata_PredGene_g52527.t1
OG0000042	Pocillopora_acuta_HIv1_PredGene_g32751.t1	Montipora_capitata_PredGene_g67400.t1
OG0000042	Pocillopora_acuta_HIv1_PredGene_g964.t1	Montipora_capitata_PredGene_g27710.t1, Montipora_capitata_PredGene_g25883.t1, Montipora_capitata_PredGene_g55911.t1, Montipora_capitata_PredGene_g37612.t1, Montipora_capitata_PredGene_g18676.t1, Montipora_capitata_PredGene_adi2mcaRNA23291_R9.t1, Montipora_capitata_PredGene_g47360.t1
OG0000042	Pocillopora_acuta_HIv1_PredGene_g11409.t1	Montipora_capitata_PredGene_g60566.t1, Montipora_capitata_PredGene_g758.t1, Montipora_capitata_PredGene_adi2mcaRNA23291_R1.t1
OG0000043	Pocillopora_acuta_HIv1_PredGene_g16148.t1	Montipora_capitata_PredGene_g43901.t1
OG0000043	Pocillopora_acuta_HIv1_PredGene_g10297.t1, Pocillopora_acuta_HIv1_PredGene_g27046.t1	Montipora_capitata_PredGene_g10130.t1, Montipora_capitata_PredGene_g47582.t1, Montipora_capitata_PredGene_g40100.t1
OG0000043	Pocillopora_acuta_HIv1_PredGene_g21275.t1	Montipora_capitata_PredGene_g21544.t1
OG0000043	Pocillopora_acuta_HIv1_PredGene_4782_t	Montipora_capitata_PredGene_g49098.t1
OG0000044	Pocillopora_acuta_HIv1_PredGene_g6446.t2	Montipora_capitata_PredGene_g642.t1, Montipora_capitata_PredGene_g954.t1, Montipora_capitata_PredGene_g42207.t1
OG0000044	Pocillopora_acuta_HIv1_PredGene_g11274.t1, Pocillopora_acuta_HIv1_PredGene_g17550.t1, Pocillopora_acuta_HIv1_PredGene_g8847.t1, Pocillopora_acuta_HIv1_PredGene_g18485.t1, Pocillopora_acuta_HIv1_PredGene_g33201.t1, Pocillopora_acuta_HIv1_PredGene_g29349.t1, Pocillopora_acuta_HIv1_PredGene_g27059.t1, Pocillopora_acuta_HIv1_PredGene_g32344.t1, Pocillopora_acuta_HIv1_PredGene_g24285.t1, Pocillopora_acuta_HIv1_PredGene_g6877.t1, Pocillopora_acuta_HIv1_PredGene_g32057.t1	Montipora_capitata_PredGene_g45381.t1, Montipora_capitata_PredGene_g66035.t1
OG0000044	Pocillopora_acuta_HIv1_PredGene_g1801.t1, Pocillopora_acuta_HIv1_PredGene_g10673.t1, Pocillopora_acuta_HIv1_PredGene_g25164.t1, Pocillopora_acuta_HIv1_PredGene_g23243.t1, Pocillopora_acuta_HIv1_PredGene_g9586.t1, Pocillopora_acuta_HIv1_PredGene_g31959.t1, Pocillopora_acuta_HIv1_PredGene_g6054.t1	Montipora_capitata_PredGene_adi2mcaRNA37765_R8.t1
OG0000045	Pocillopora_acuta_HIv1_PredGene_g23479.t1	Montipora_capitata_PredGene_g3585.t1, Montipora_capitata_PredGene_g13992.t1
OG0000045	Pocillopora_acuta_HIv1_PredGene_g22446.t1, Pocillopora_acuta_HIv1_PredGene_g24640.t1, Pocillopora_acuta_HIv1_PredGene_g6404.t1, Pocillopora_acuta_HIv1_PredGene_g22452.t1	Montipora_capitata_PredGene_g55432.t1, Montipora_capitata_PredGene_g49486.t1, Montipora_capitata_PredGene_g51650.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R2.t1, Montipora_capitata_PredGene_g3612.t1, Montipora_capitata_PredGene_g3613.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA21145_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA21145_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA21145_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA21145_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA21145_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA21145_R9.t1
OG0000045	Pocillopora_acuta_HIv1_PredGene_g27628.t1, Pocillopora_acuta_HIv1_PredGene_g20159.t1, Pocillopora_acuta_HIv1_PredGene_24418_t, Pocillopora_acuta_HIv1_PredGene_g27274.t1, Pocillopora_acuta_HIv1_PredGene_25297_t, Pocillopora_acuta_HIv1_PredGene_g6287.t2, Pocillopora_acuta_HIv1_PredGene_13670_t, Pocillopora_acuta_HIv1_PredGene_g19270.t1, Pocillopora_acuta_HIv1_PredGene_g24619.t1, Pocillopora_acuta_HIv1_PredGene_g27631.t1, Pocillopora_acuta_HIv1_PredGene_20860_t, Pocillopora_acuta_HIv1_PredGene_g23964.t1, Pocillopora_acuta_HIv1_PredGene_g23965.t1, Pocillopora_acuta_HIv1_PredGene_g6448.t1, Pocillopora_acuta_HIv1_PredGene_g24809.t1	Montipora_capitata_PredGene_adi2mcaRNA30234_R9.t1, Montipora_capitata_PredGene_g26801.t1
OG0000046	Pocillopora_acuta_HIv1_PredGene_g17090.t1, Pocillopora_acuta_HIv1_PredGene_g15032.t1, Pocillopora_acuta_HIv1_PredGene_g15036.t1, Pocillopora_acuta_HIv1_PredGene_g15021.t1, Pocillopora_acuta_HIv1_PredGene_g15043.t1	Montipora_capitata_PredGene_g8836.t1
OG0000046	Pocillopora_acuta_HIv1_PredGene_g8532.t1, Pocillopora_acuta_HIv1_PredGene_g17135.t1, Pocillopora_acuta_HIv1_PredGene_g8531.t1	Montipora_capitata_PredGene_g63500.t1, Montipora_capitata_PredGene_g56875.t1, Montipora_capitata_PredGene_g16899.t1, Montipora_capitata_PredGene_g12356.t1, Montipora_capitata_PredGene_g8831.t1, Montipora_capitata_PredGene_g56866.t1, Montipora_capitata_PredGene_g32262.t1, Montipora_capitata_PredGene_g12353.t1, Montipora_capitata_PredGene_g12358.t1, Montipora_capitata_PredGene_g16893.t1, Montipora_capitata_PredGene_g16895.t1, Montipora_capitata_PredGene_g5322.t1, Montipora_capitata_PredGene_g67619.t1, Montipora_capitata_PredGene_g22787.t1, Montipora_capitata_PredGene_g32256.t1, Montipora_capitata_PredGene_g31903.t1, Montipora_capitata_PredGene_g32255.t1, Montipora_capitata_PredGene_g32261.t1
OG0000047	Pocillopora_acuta_HIv1_PredGene_g4850.t1	Montipora_capitata_PredGene_adi2mcaRNA16564_R8.t1
OG0000047	Pocillopora_acuta_HIv1_PredGene_g28494.t1	Montipora_capitata_PredGene_g67403.t1
OG0000047	Pocillopora_acuta_HIv1_PredGene_g13674.t1	Montipora_capitata_PredGene_g3299.t1
OG0000048	Pocillopora_acuta_HIv1_PredGene_g7180.t1, Pocillopora_acuta_HIv1_PredGene_g7176.t1, Pocillopora_acuta_HIv1_PredGene_g7182.t1, Pocillopora_acuta_HIv1_PredGene_g7174.t1, Pocillopora_acuta_HIv1_PredGene_169_t, Pocillopora_acuta_HIv1_PredGene_g7175.t1, Pocillopora_acuta_HIv1_PredGene_g7181.t1, Pocillopora_acuta_HIv1_PredGene_g7179.t1, Pocillopora_acuta_HIv1_PredGene_g7183.t1, Pocillopora_acuta_HIv1_PredGene_g33513.t1, Pocillopora_acuta_HIv1_PredGene_g33512.t1, Pocillopora_acuta_HIv1_PredGene_g7173.t1, Pocillopora_acuta_HIv1_PredGene_g7178.t1, Pocillopora_acuta_HIv1_PredGene_g7185.t1	Montipora_capitata_PredGene_g69831.t1, Montipora_capitata_PredGene_g35464.t1, Montipora_capitata_PredGene_adi2mcaRNA7455_R3.t1, Montipora_capitata_PredGene_g35051.t1, Montipora_capitata_PredGene_adi2mcaRNA13982_R2.t1, Montipora_capitata_PredGene_g35460.t1, Montipora_capitata_PredGene_g35049.t1, Montipora_capitata_PredGene_g69817.t1, Montipora_capitata_PredGene_g35050.t1, Montipora_capitata_PredGene_g35459.t1, Montipora_capitata_PredGene_g35052.t1, Montipora_capitata_PredGene_g35463.t1, Montipora_capitata_PredGene_g39881.t1, Montipora_capitata_PredGene_g39880.t1, Montipora_capitata_PredGene_g39883.t1, Montipora_capitata_PredGene_g69827.t1
OG0000048	Pocillopora_acuta_HIv1_PredGene_g24188.t1, Pocillopora_acuta_HIv1_PredGene_g7186.t1	Montipora_capitata_PredGene_g35468.t1, Montipora_capitata_PredGene_g35469.t1
OG0000048	Pocillopora_acuta_HIv1_PredGene_g8093.t1, Pocillopora_acuta_HIv1_PredGene_g8089.t1	Montipora_capitata_PredGene_g24283.t1
OG0000049	Pocillopora_acuta_HIv1_PredGene_g30645.t1, Pocillopora_acuta_HIv1_PredGene_g30638.t1, Pocillopora_acuta_HIv1_PredGene_g30635.t1, Pocillopora_acuta_HIv1_PredGene_g30642.t1, Pocillopora_acuta_HIv1_PredGene_g30636.t1, Pocillopora_acuta_HIv1_PredGene_g30634.t1, Pocillopora_acuta_HIv1_PredGene_g30643.t1, Pocillopora_acuta_HIv1_PredGene_g30644.t1, Pocillopora_acuta_HIv1_PredGene_g30639.t1	Montipora_capitata_PredGene_adi2mcaRNA41049_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA18171_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA38021_R6.t1
OG0000049	Pocillopora_acuta_HIv1_PredGene_g22297.t1, Pocillopora_acuta_HIv1_PredGene_g31777.t1, Pocillopora_acuta_HIv1_PredGene_g31780.t1	Montipora_capitata_PredGene_g20370.t1, Montipora_capitata_PredGene_g2365.t1, Montipora_capitata_PredGene_g12643.t1, Montipora_capitata_PredGene_g16222.t1, Montipora_capitata_PredGene_adi2mcaRNA39547_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA39547_R7.t1, Montipora_capitata_PredGene_g41271.t1, Montipora_capitata_PredGene_adi2mcaRNA39547_R1.t1, Montipora_capitata_PredGene_g3269.t1, Montipora_capitata_PredGene_g14088.t1, Montipora_capitata_PredGene_g70913.t1
OG0000050	Pocillopora_acuta_HIv1_PredGene_g26125.t1	Montipora_capitata_PredGene_adi2mcaRNA16111_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA16111_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA16111_R5.t1, Montipora_capitata_PredGene_g40815.t1, Montipora_capitata_PredGene_adi2mcaRNA29825_R7.t1, Montipora_capitata_PredGene_g23242.t1, Montipora_capitata_PredGene_g18307.t1, Montipora_capitata_PredGene_g52570.t1, Montipora_capitata_PredGene_g55304.t1, Montipora_capitata_PredGene_g64388.t1, Montipora_capitata_PredGene_g39800.t1, Montipora_capitata_PredGene_g42064.t1, Montipora_capitata_PredGene_g19794.t1, Montipora_capitata_PredGene_g53369.t1, Montipora_capitata_PredGene_g46127.t1
OG0000050	Pocillopora_acuta_HIv1_PredGene_g15508.t1	Montipora_capitata_PredGene_g10070.t1
OG0000050	Pocillopora_acuta_HIv1_PredGene_g23997.t1	Montipora_capitata_PredGene_g71221.t1, Montipora_capitata_PredGene_adi2mcaRNA7583_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA7583_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA7583_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA7583_R5.t1, Montipora_capitata_PredGene_g67420.t1
OG0000051	Pocillopora_acuta_HIv1_PredGene_g13217.t1, Pocillopora_acuta_HIv1_PredGene_g13216.t1, Pocillopora_acuta_HIv1_PredGene_g13215.t1, Pocillopora_acuta_HIv1_PredGene_g13214.t1, Pocillopora_acuta_HIv1_PredGene_g11406.t1, Pocillopora_acuta_HIv1_PredGene_g21692.t1, Pocillopora_acuta_HIv1_PredGene_g11413.t1, Pocillopora_acuta_HIv1_PredGene_g11423.t1, Pocillopora_acuta_HIv1_PredGene_g11424.t1, Pocillopora_acuta_HIv1_PredGene_g11414.t1, Pocillopora_acuta_HIv1_PredGene_g21689.t1	Montipora_capitata_PredGene_g35357.t1
OG0000052	Pocillopora_acuta_HIv1_PredGene_g5305.t1	Montipora_capitata_PredGene_g43362.t1
OG0000052	Pocillopora_acuta_HIv1_PredGene_g26863.t1, Pocillopora_acuta_HIv1_PredGene_g26862.t1, Pocillopora_acuta_HIv1_PredGene_g26864.t1, Pocillopora_acuta_HIv1_PredGene_g26861.t1	Montipora_capitata_PredGene_g9370.t1
OG0000052	Pocillopora_acuta_HIv1_PredGene_g19623.t1	Montipora_capitata_PredGene_g2082.t1, Montipora_capitata_PredGene_g2085.t1
OG0000052	Pocillopora_acuta_HIv1_PredGene_g5445.t1	Montipora_capitata_PredGene_g17134.t1, Montipora_capitata_PredGene_g70158.t1
OG0000052	Pocillopora_acuta_HIv1_PredGene_g33469.t1	Montipora_capitata_PredGene_g20472.t1
OG0000052	Pocillopora_acuta_HIv1_PredGene_g15564.t1	Montipora_capitata_PredGene_g14346.t1, Montipora_capitata_PredGene_adi2mcaRNA31970_R0.t1, Montipora_capitata_PredGene_g32590.t1, Montipora_capitata_PredGene_g32585.t1, Montipora_capitata_PredGene_g32580.t1, Montipora_capitata_PredGene_g32584.t1, Montipora_capitata_PredGene_adi2mcaRNA31973_R8.t1, Montipora_capitata_PredGene_g32581.t1
OG0000053	Pocillopora_acuta_HIv1_PredGene_g5680.t1	Montipora_capitata_PredGene_g578.t1
OG0000053	Pocillopora_acuta_HIv1_PredGene_g5679.t1, Pocillopora_acuta_HIv1_PredGene_g5676.t1	Montipora_capitata_PredGene_g561.t1, Montipora_capitata_PredGene_g566.t1, Montipora_capitata_PredGene_g577.t1, Montipora_capitata_PredGene_g568.t1, Montipora_capitata_PredGene_g567.t1, Montipora_capitata_PredGene_g572.t1, Montipora_capitata_PredGene_g564.t1
