Orthogroup	Montipora_capitata_HIv2.genes.pep	GCF_002042975.1_ofav_dov_v1_protein
OG0000018	Montipora_capitata_PredGene_g48022.t1, Montipora_capitata_PredGene_g32344.t1, Montipora_capitata_PredGene_g50232.t1, Montipora_capitata_PredGene_g62817.t1, Montipora_capitata_PredGene_g6091.t1, Montipora_capitata_PredGene_g16410.t1, Montipora_capitata_PredGene_g37073.t1, Montipora_capitata_PredGene_g21964.t1	XP_020600424.1
OG0000018	Montipora_capitata_PredGene_g14356.t1	XP_020629095.1
OG0000018	Montipora_capitata_PredGene_g19550.t1	XP_020608156.1
OG0000019	Montipora_capitata_PredGene_g16117.t1, Montipora_capitata_PredGene_g30413.t1, Montipora_capitata_PredGene_g16113.t1, Montipora_capitata_PredGene_adi2mcaRNA3652_R0.t1	XP_020601436.1, XP_020601400.1, XP_020601401.1, XP_020601399.1, XP_020601405.1
OG0000019	Montipora_capitata_PredGene_g56012.t1, Montipora_capitata_PredGene_g56000.t1, Montipora_capitata_PredGene_g55990.t1, Montipora_capitata_PredGene_g56019.t1, Montipora_capitata_PredGene_adi2mcaRNA3655_R9.t1, Montipora_capitata_PredGene_g56015.t1, Montipora_capitata_PredGene_g16042.t1, Montipora_capitata_PredGene_g12796.t1, Montipora_capitata_PredGene_g12798.t1	XP_020612613.1, XP_020612611.1
OG0000019	Montipora_capitata_PredGene_adi2mcaRNA35872_R9.t1, Montipora_capitata_PredGene_g9835.t1, Montipora_capitata_PredGene_g18912.t1, Montipora_capitata_PredGene_g44937.t1, Montipora_capitata_PredGene_g53373.t1, Montipora_capitata_PredGene_g18130.t1, Montipora_capitata_PredGene_g44898.t1, Montipora_capitata_PredGene_g44900.t1, Montipora_capitata_PredGene_g47250.t1	XP_020612622.1
OG0000020	Montipora_capitata_PredGene_g29735.t1, Montipora_capitata_PredGene_g49966.t1	XP_020628118.1, XP_020612088.1, XP_020612050.1, XP_020612054.1
OG0000020	Montipora_capitata_PredGene_adi2mcaRNA19784_R2.t1, Montipora_capitata_PredGene_g8806.t1, Montipora_capitata_PredGene_g44682.t1, Montipora_capitata_PredGene_g12373.t1, Montipora_capitata_PredGene_adi2mcaRNA36969_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA19779_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA19789_R9.t1, Montipora_capitata_PredGene_g59270.t1	XP_020610956.1, XP_020619079.1, XP_020628624.1
OG0000020	Montipora_capitata_PredGene_g2470.t1	XP_020617518.1, XP_020617519.1
OG0000020	Montipora_capitata_PredGene_adi2mcaRNA19778_R4.t1	XP_020617135.1, XP_020617136.1, XP_020615948.1, XP_020601332.1, XP_020615274.1, XP_020615273.1, XP_020618819.1, XP_020631452.1, XP_020624433.1, XP_020615285.1
OG0000021	Montipora_capitata_PredGene_adi2mcaRNA15410_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA15410_R4.t1	XP_020614230.1
OG0000021	Montipora_capitata_PredGene_adi2mcaRNA12529_R0.t1	XP_020626984.1, XP_020603801.1, XP_020619331.1
OG0000021	Montipora_capitata_PredGene_adi2mcaRNA2274_R2.t1	XP_020614202.1, XP_020623228.1
OG0000022	Montipora_capitata_PredGene_g23342.t1, Montipora_capitata_PredGene_g69226.t1, Montipora_capitata_PredGene_g69199.t1, Montipora_capitata_PredGene_g69253.t1, Montipora_capitata_PredGene_g29027.t1, Montipora_capitata_PredGene_g58708.t1	XP_020603098.1, XP_020622548.1, XP_020601031.1
OG0000023	Montipora_capitata_PredGene_g71332.t1	XP_020608200.1, XP_020602810.1
OG0000023	Montipora_capitata_PredGene_g69306.t1, Montipora_capitata_PredGene_g69307.t1, Montipora_capitata_PredGene_g69317.t1, Montipora_capitata_PredGene_g68031.t1, Montipora_capitata_PredGene_g60595.t1, Montipora_capitata_PredGene_g5244.t1, Montipora_capitata_PredGene_g56065.t1	XP_020620274.1, XP_020603979.1, XP_020620240.1, XP_020629452.1, XP_020629453.1, XP_020627862.1
OG0000024	Montipora_capitata_PredGene_g57111.t1, Montipora_capitata_PredGene_g57110.t1	XP_020623047.1
OG0000024	Montipora_capitata_PredGene_g10917.t1, Montipora_capitata_PredGene_g17293.t1, Montipora_capitata_PredGene_g54971.t1	XP_020604945.1
OG0000024	Montipora_capitata_PredGene_g66889.t1, Montipora_capitata_PredGene_g66891.t1	XP_020605230.1
OG0000024	Montipora_capitata_PredGene_g32499.t1	XP_020604511.1, XP_020604510.1, XP_020604509.1, XP_020604508.1, XP_020604653.1
OG0000024	Montipora_capitata_PredGene_g32503.t1, Montipora_capitata_PredGene_g32500.t1	XP_020604741.1
OG0000025	Montipora_capitata_PredGene_g32092.t1, Montipora_capitata_PredGene_g32088.t1, Montipora_capitata_PredGene_g32093.t1, Montipora_capitata_PredGene_g32089.t1, Montipora_capitata_PredGene_g32094.t1	XP_020630305.1, XP_020630356.1, XP_020630306.1
OG0000025	Montipora_capitata_PredGene_g7628.t1, Montipora_capitata_PredGene_g7631.t1	XP_020630369.1, XP_020630276.1
OG0000025	Montipora_capitata_PredGene_g32099.t1	XP_020630255.1, XP_020630254.1
OG0000025	Montipora_capitata_PredGene_g19356.t1, Montipora_capitata_PredGene_g19358.t1, Montipora_capitata_PredGene_g9736.t1, Montipora_capitata_PredGene_g9742.t1, Montipora_capitata_PredGene_g9744.t1, Montipora_capitata_PredGene_g9745.t1, Montipora_capitata_PredGene_g4910.t1, Montipora_capitata_PredGene_g9747.t1, Montipora_capitata_PredGene_g50716.t1, Montipora_capitata_PredGene_g9737.t1, Montipora_capitata_PredGene_g9746.t1, Montipora_capitata_PredGene_g9749.t1, Montipora_capitata_PredGene_g9748.t1, Montipora_capitata_PredGene_g4916.t1, Montipora_capitata_PredGene_g4917.t1, Montipora_capitata_PredGene_g19355.t1, Montipora_capitata_PredGene_g9743.t1, Montipora_capitata_PredGene_g4911.t1	XP_020602041.1, XP_020602049.1, XP_020607383.1, XP_020617959.1
OG0000026	Montipora_capitata_PredGene_g34671.t1	XP_020615056.1
OG0000026	Montipora_capitata_PredGene_g1034.t1	XP_020625925.1
OG0000027	Montipora_capitata_PredGene_g38273.t1	XP_020604973.1, XP_020604972.1, XP_020604980.1
OG0000027	Montipora_capitata_PredGene_g25211.t1, Montipora_capitata_PredGene_g53807.t1, Montipora_capitata_PredGene_g53816.t1, Montipora_capitata_PredGene_g30077.t1	XP_020611253.1, XP_020611254.1
OG0000027	Montipora_capitata_PredGene_g49528.t1	XP_020604977.1
OG0000028	Montipora_capitata_PredGene_g66627.t1	XP_020624752.1, XP_020624751.1, XP_020624753.1, XP_020624701.1, XP_020624700.1, XP_020624691.1, XP_020616112.1
OG0000028	Montipora_capitata_PredGene_adi2mcaRNA35439_R0.t1, Montipora_capitata_PredGene_g48205.t1, Montipora_capitata_PredGene_adi2mcaRNA35439_R1.t1, Montipora_capitata_PredGene_g18474.t1	XP_020617768.1, XP_020617769.1, XP_020617770.1, XP_020618771.1, XP_020624744.1, XP_020624748.1, XP_020624692.1, XP_020624754.1, XP_020624745.1, XP_020624747.1, XP_020624687.1
OG0000028	Montipora_capitata_PredGene_g22268.t1	XP_020613659.1
OG0000028	Montipora_capitata_PredGene_g1661.t1, Montipora_capitata_PredGene_adi2mcaRNA35439_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA35439_R2.t1	XP_020609481.1
OG0000029	Montipora_capitata_PredGene_g28602.t1, Montipora_capitata_PredGene_g31564.t1, Montipora_capitata_PredGene_g23180.t1, Montipora_capitata_PredGene_g28518.t1	XP_020608739.1
OG0000029	Montipora_capitata_PredGene_adi2mcaRNA34566_R4.t1, Montipora_capitata_PredGene_g15447.t1, Montipora_capitata_PredGene_g1708.t1, Montipora_capitata_PredGene_g21843.t1	XP_020619744.1, XP_020619743.1, XP_020601667.1, XP_020601668.1, XP_020629983.1, XP_020605269.1
OG0000030	Montipora_capitata_PredGene_adi2mcaRNA37078_R0.t1	XP_020613210.1
OG0000030	Montipora_capitata_PredGene_g17831.t1, Montipora_capitata_PredGene_adi2mcaRNA28389_R2.t1	XP_020613209.1, XP_020613241.1, XP_020615961.1
OG0000030	Montipora_capitata_PredGene_adi2mcaRNA31729_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA37078_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA31729_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA31729_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA31729_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA17035_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA17039_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA17035_R1.t1	XP_020618763.1, XP_020618740.1
OG0000030	Montipora_capitata_PredGene_adi2mcaRNA9428_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA9434_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA27809_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA9419_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA9419_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA22950_R3.t1	XP_020611394.1, XP_020626590.1, XP_020618435.1
OG0000031	Montipora_capitata_PredGene_g49226.t1	XP_020603581.1
OG0000032	Montipora_capitata_PredGene_g13092.t1	XP_020613765.1
OG0000032	Montipora_capitata_PredGene_g53315.t1	XP_020628455.1, XP_020628456.1, XP_020619162.1
OG0000032	Montipora_capitata_PredGene_g62112.t1	XP_020629758.1, XP_020615316.1, XP_020615115.1, XP_020630998.1, XP_020606780.1, XP_020602614.1, XP_020602207.1, XP_020621740.1
OG0000032	Montipora_capitata_PredGene_g64901.t1	XP_020620269.1, XP_020620271.1, XP_020608597.1, XP_020600915.1, XP_020617309.1, XP_020620891.1
OG0000032	Montipora_capitata_PredGene_g33864.t1	XP_020627081.1, XP_020619420.1
OG0000032	Montipora_capitata_PredGene_g48923.t1, Montipora_capitata_PredGene_g3290.t1, Montipora_capitata_PredGene_g61412.t1, Montipora_capitata_PredGene_g38806.t1	XP_020631330.1
OG0000033	Montipora_capitata_PredGene_g30297.t1, Montipora_capitata_PredGene_g1796.t1, Montipora_capitata_PredGene_g54837.t1	XP_020613040.1
OG0000034	Montipora_capitata_PredGene_adi2mcaRNA20852_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA20852_R6.t1	XP_020603227.1
OG0000034	Montipora_capitata_PredGene_g10414.t1	XP_020618430.1, XP_020618432.1
OG0000035	Montipora_capitata_PredGene_g67864.t1, Montipora_capitata_PredGene_g21060.t1, Montipora_capitata_PredGene_g33914.t1, Montipora_capitata_PredGene_g33910.t1, Montipora_capitata_PredGene_g33908.t1, Montipora_capitata_PredGene_g67866.t1, Montipora_capitata_PredGene_g33907.t1, Montipora_capitata_PredGene_g33917.t1, Montipora_capitata_PredGene_g21062.t1, Montipora_capitata_PredGene_g33911.t1, Montipora_capitata_PredGene_g32437.t1, Montipora_capitata_PredGene_g35276.t1	XP_020601812.1, XP_020601820.1
OG0000035	Montipora_capitata_PredGene_g21307.t1, Montipora_capitata_PredGene_g12760.t1, Montipora_capitata_PredGene_adi2mcaRNA30584_R8.t1	XP_020614579.1, XP_020614732.1
OG0000035	Montipora_capitata_PredGene_g5851.t1, Montipora_capitata_PredGene_g24059.t1	XP_020601138.1
OG0000035	Montipora_capitata_PredGene_g35245.t1	XP_020619700.1, XP_020632631.1, XP_020606721.1, XP_020617996.1, XP_020617993.1, XP_020617995.1, XP_020621158.1, XP_020616938.1, XP_020616937.1, XP_020613594.1, XP_020621157.1, XP_020609978.1, XP_020621155.1, XP_020607942.1
OG0000035	Montipora_capitata_PredGene_g33684.t1	XP_020630723.1
OG0000037	Montipora_capitata_PredGene_g41991.t1	XP_020623187.1, XP_020626518.1, XP_020626640.1, XP_020629375.1, XP_020619256.1, XP_020619255.1
OG0000037	Montipora_capitata_PredGene_g19111.t1, Montipora_capitata_PredGene_g19106.t1, Montipora_capitata_PredGene_adi2mcaRNA2472_R1.t1, Montipora_capitata_PredGene_g60919.t1, Montipora_capitata_PredGene_adi2mcaRNA2470_R1.t1	XP_020619576.1, XP_020619575.1, XP_020619602.1
OG0000037	Montipora_capitata_PredGene_g24351.t1	XP_020624374.1, XP_020624389.1
OG0000037	Montipora_capitata_PredGene_g53179.t1	XP_020612153.1
OG0000038	Montipora_capitata_PredGene_g10984.t1, Montipora_capitata_PredGene_g22028.t1, Montipora_capitata_PredGene_adi2mcaRNA13775_R4.t1, Montipora_capitata_PredGene_g43382.t1, Montipora_capitata_PredGene_g51582.t1	XP_020623751.1, XP_020622144.1
OG0000038	Montipora_capitata_PredGene_g56574.t1, Montipora_capitata_PredGene_g59172.t1, Montipora_capitata_PredGene_adi2mcaRNA20891_R4.t1	XP_020620202.1, XP_020623750.1
OG0000038	Montipora_capitata_PredGene_adi2mcaRNA566_R1.t1, Montipora_capitata_PredGene_g52978.t1	XP_020608059.1, XP_020608057.1, XP_020608058.1
OG0000038	Montipora_capitata_PredGene_adi2mcaRNA22933_R0.t1	XP_020617981.1, XP_020617982.1
OG0000039	Montipora_capitata_PredGene_g13996.t1	XP_020625543.1
OG0000039	Montipora_capitata_PredGene_g40273.t1, Montipora_capitata_PredGene_adi2mcaRNA29772_R7.t1	XP_020602885.1
OG0000039	Montipora_capitata_PredGene_adi2mcaRNA9523_R9.t1	XP_020603836.1, XP_020632239.1, XP_020632041.1, XP_020606661.1, XP_020610334.1
OG0000040	Montipora_capitata_PredGene_g30911.t1	XP_020604022.1
OG0000042	Montipora_capitata_PredGene_g27710.t1, Montipora_capitata_PredGene_g25883.t1, Montipora_capitata_PredGene_g55911.t1, Montipora_capitata_PredGene_g37612.t1, Montipora_capitata_PredGene_g18676.t1, Montipora_capitata_PredGene_adi2mcaRNA23291_R9.t1, Montipora_capitata_PredGene_g47360.t1	XP_020617570.1
OG0000042	Montipora_capitata_PredGene_adi2mcaRNA28531_R6.t1	XP_020604162.1
OG0000043	Montipora_capitata_PredGene_g29642.t1	XP_020623974.1
OG0000044	Montipora_capitata_PredGene_g45381.t1, Montipora_capitata_PredGene_g66035.t1	XP_020607568.1
OG0000044	Montipora_capitata_PredGene_adi2mcaRNA37765_R8.t1	XP_020624950.1
OG0000045	Montipora_capitata_PredGene_adi2mcaRNA7432_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA7432_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA7432_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA7432_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA7432_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA33256_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA28592_R0.t1, Montipora_capitata_PredGene_g31686.t1, Montipora_capitata_PredGene_g57985.t1	XP_020607562.1, XP_020607576.1
OG0000045	Montipora_capitata_PredGene_g55432.t1, Montipora_capitata_PredGene_g49486.t1, Montipora_capitata_PredGene_g51650.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R2.t1, Montipora_capitata_PredGene_g3612.t1, Montipora_capitata_PredGene_g3613.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA24915_R9.t1	XP_020632312.1, XP_020613042.1
OG0000046	Montipora_capitata_PredGene_g8836.t1	XP_020614613.1
OG0000046	Montipora_capitata_PredGene_g63500.t1, Montipora_capitata_PredGene_g56875.t1, Montipora_capitata_PredGene_g16899.t1, Montipora_capitata_PredGene_g12356.t1, Montipora_capitata_PredGene_g8831.t1, Montipora_capitata_PredGene_g56866.t1, Montipora_capitata_PredGene_g32262.t1, Montipora_capitata_PredGene_g12353.t1, Montipora_capitata_PredGene_g12358.t1, Montipora_capitata_PredGene_g16893.t1, Montipora_capitata_PredGene_g16895.t1, Montipora_capitata_PredGene_g5322.t1, Montipora_capitata_PredGene_g67619.t1, Montipora_capitata_PredGene_g22787.t1, Montipora_capitata_PredGene_g32256.t1, Montipora_capitata_PredGene_g31903.t1, Montipora_capitata_PredGene_g32255.t1, Montipora_capitata_PredGene_g32261.t1	XP_020631189.1, XP_020631190.1, XP_020615576.1, XP_020610128.1, XP_020610129.1, XP_020619800.1, XP_020612897.1, XP_020612902.1, XP_020604970.1, XP_020614611.1, XP_020623346.1, XP_020623345.1, XP_020623324.1, XP_020616445.1, XP_020616446.1, XP_020612424.1
OG0000048	Montipora_capitata_PredGene_g69831.t1, Montipora_capitata_PredGene_g35464.t1, Montipora_capitata_PredGene_adi2mcaRNA7455_R3.t1, Montipora_capitata_PredGene_g35051.t1, Montipora_capitata_PredGene_adi2mcaRNA13982_R2.t1, Montipora_capitata_PredGene_g35460.t1, Montipora_capitata_PredGene_g35049.t1, Montipora_capitata_PredGene_g69817.t1, Montipora_capitata_PredGene_g35050.t1, Montipora_capitata_PredGene_g35459.t1, Montipora_capitata_PredGene_g35052.t1, Montipora_capitata_PredGene_g35463.t1, Montipora_capitata_PredGene_g39881.t1, Montipora_capitata_PredGene_g39880.t1, Montipora_capitata_PredGene_g39883.t1, Montipora_capitata_PredGene_g69827.t1	XP_020630620.1, XP_020630672.1, XP_020630593.1
OG0000048	Montipora_capitata_PredGene_g35468.t1, Montipora_capitata_PredGene_g35469.t1	XP_020630608.1
OG0000048	Montipora_capitata_PredGene_g24283.t1	XP_020630609.1
OG0000049	Montipora_capitata_PredGene_adi2mcaRNA39413_R2.t1	XP_020607866.1, XP_020607862.1, XP_020607853.1, XP_020607869.1, XP_020607868.1, XP_020607871.1, XP_020607872.1, XP_020607874.1, XP_020607875.1, XP_020601331.1, XP_020608300.1
OG0000049	Montipora_capitata_PredGene_adi2mcaRNA18171_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA38021_R6.t1	XP_020627539.1
OG0000049	Montipora_capitata_PredGene_g20370.t1, Montipora_capitata_PredGene_g2365.t1, Montipora_capitata_PredGene_g12643.t1, Montipora_capitata_PredGene_g16222.t1, Montipora_capitata_PredGene_adi2mcaRNA39547_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA39547_R7.t1, Montipora_capitata_PredGene_g41271.t1, Montipora_capitata_PredGene_adi2mcaRNA39547_R1.t1, Montipora_capitata_PredGene_g3269.t1, Montipora_capitata_PredGene_g14088.t1, Montipora_capitata_PredGene_g70913.t1	XP_020609795.1, XP_020600959.1
OG0000050	Montipora_capitata_PredGene_g38744.t1, Montipora_capitata_PredGene_g10070.t1	XP_020606617.1
OG0000051	Montipora_capitata_PredGene_g35357.t1	XP_020613310.1, XP_020613312.1, XP_020630873.1, XP_020607916.1, XP_020630870.1
OG0000051	Montipora_capitata_PredGene_g35337.t1	XP_020601255.1, XP_020627705.1, XP_020630872.1
OG0000051	Montipora_capitata_PredGene_g38296.t1	XP_020613332.1
OG0000052	Montipora_capitata_PredGene_g43362.t1	XP_020624253.1
OG0000052	Montipora_capitata_PredGene_g9370.t1	XP_020605998.1
OG0000052	Montipora_capitata_PredGene_g2082.t1, Montipora_capitata_PredGene_g2085.t1	XP_020626335.1
OG0000052	Montipora_capitata_PredGene_g17134.t1, Montipora_capitata_PredGene_g70158.t1	XP_020604783.1
OG0000052	Montipora_capitata_PredGene_g20472.t1	XP_020626965.1, XP_020627043.1
OG0000052	Montipora_capitata_PredGene_adi2mcaRNA30118_R6.t1, Montipora_capitata_PredGene_g57238.t1, Montipora_capitata_PredGene_g57239.t1, Montipora_capitata_PredGene_g66492.t1, Montipora_capitata_PredGene_g66493.t1, Montipora_capitata_PredGene_g66487.t1, Montipora_capitata_PredGene_g66495.t1	XP_020626781.1, XP_020626833.1, XP_020626780.1, XP_020626777.1, XP_020626779.1, XP_020626778.1
OG0000052	Montipora_capitata_PredGene_g32745.t1	XP_020606033.1, XP_020606032.1
OG0000052	Montipora_capitata_PredGene_g32595.t1	XP_020615370.1
OG0000052	Montipora_capitata_PredGene_g41477.t1, Montipora_capitata_PredGene_g41471.t1	XP_020615374.1, XP_020615367.1
OG0000052	Montipora_capitata_PredGene_g14346.t1, Montipora_capitata_PredGene_adi2mcaRNA31970_R0.t1, Montipora_capitata_PredGene_g32590.t1, Montipora_capitata_PredGene_g32585.t1, Montipora_capitata_PredGene_g32580.t1, Montipora_capitata_PredGene_g32584.t1, Montipora_capitata_PredGene_adi2mcaRNA31973_R8.t1, Montipora_capitata_PredGene_g32581.t1	XP_020615385.1, XP_020615366.1, XP_020615365.1, XP_020626418.1, XP_020626422.1, XP_020615356.1, XP_020615358.1, XP_020615373.1
OG0000053	Montipora_capitata_PredGene_g561.t1, Montipora_capitata_PredGene_g566.t1, Montipora_capitata_PredGene_g577.t1, Montipora_capitata_PredGene_g568.t1, Montipora_capitata_PredGene_g567.t1, Montipora_capitata_PredGene_g572.t1	XP_020627829.1, XP_020627827.1, XP_020627828.1, XP_020631907.1, XP_020627793.1, XP_020627792.1, XP_020627791.1, XP_020631906.1, XP_020627830.1, XP_020627767.1, XP_020631921.1, XP_020631923.1, XP_020631924.1, XP_020631910.1, XP_020631911.1, XP_020631922.1, XP_020622510.1, XP_020627716.1, XP_020609316.1
OG0000053	Montipora_capitata_PredGene_g564.t1	XP_020627766.1, XP_020627832.1
OG0000054	Montipora_capitata_PredGene_g70280.t1	XP_020601447.1
OG0000054	Montipora_capitata_PredGene_g8317.t1, Montipora_capitata_PredGene_adi2mcaRNA18344_R1.t1	XP_020601403.1
OG0000055	Montipora_capitata_PredGene_g20773.t1, Montipora_capitata_PredGene_g7852.t1	XP_020614132.1
OG0000056	Montipora_capitata_PredGene_adi2mcaRNA6594_R0.t1	XP_020623612.1
OG0000056	Montipora_capitata_PredGene_g60902.t1	XP_020625674.1, XP_020622824.1, XP_020618704.1, XP_020618705.1
OG0000056	Montipora_capitata_PredGene_adi2mcaRNA6594_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA7330_R6.t1	XP_020625098.1
OG0000058	Montipora_capitata_PredGene_adi2mcaRNA16492_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R9.t1	XP_020620698.1, XP_020625430.1, XP_020629104.1, XP_020606139.1, XP_020618377.1
OG0000059	Montipora_capitata_PredGene_g60123.t1, Montipora_capitata_PredGene_g64003.t1, Montipora_capitata_PredGene_g31287.t1, Montipora_capitata_PredGene_g53082.t1, Montipora_capitata_PredGene_g12678.t1, Montipora_capitata_PredGene_g18872.t1, Montipora_capitata_PredGene_g55478.t1, Montipora_capitata_PredGene_g18096.t1, Montipora_capitata_PredGene_adi2mcaRNA32317_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA32317_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA32317_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA32317_R4.t1, Montipora_capitata_PredGene_g54510.t1, Montipora_capitata_PredGene_g2232.t1, Montipora_capitata_PredGene_g4884.t1, Montipora_capitata_PredGene_g28651.t1, Montipora_capitata_PredGene_g54509.t1, Montipora_capitata_PredGene_g51473.t1, Montipora_capitata_PredGene_g33117.t1, Montipora_capitata_PredGene_g51008.t1, Montipora_capitata_PredGene_adi2mcaRNA32317_R3.t1, Montipora_capitata_PredGene_g40600.t1, Montipora_capitata_PredGene_g56196.t1, Montipora_capitata_PredGene_g10938.t1, Montipora_capitata_PredGene_g52288.t1, Montipora_capitata_PredGene_g26597.t1, Montipora_capitata_PredGene_g69448.t1	XP_020614082.1
OG0000059	Montipora_capitata_PredGene_g56197.t1	XP_020608483.1
OG0000059	Montipora_capitata_PredGene_adi2mcaRNA8631_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA8631_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA8631_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA8631_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA8631_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA22686_R4.t1	XP_020623965.1
