Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0000090	Acerv_evm.model.Segkk3006_pilon.9, Acerv_evm.model.Segkk3006_pilon.7, Acerv_evm.model.Segkk3310_pilon.1, Acerv_evm.model.Segkk3882_pilon.1, Acerv_evm.model.Segkk2469_pilon.10, Acerv_evm.model.Segkk2947_pilon.3, Acerv_evm.model.Segkk2180_pilon.2, Acerv_evm.model.Segkk1421_pilon.7	Mcavernosa31911-RA, Mcavernosa23365-RA, Mcavernosa33624-RA, Mcavernosa17893-RA, Mcavernosa31914-RA
OG0000090	Acerv_evm.model.Segkk3523_pilon.4, Acerv_evm.model.Segkk3523_pilon.1, Acerv_evm.model.Segkk3504_pilon.1, Acerv_evm.model.Segkk3882_pilon.2, Acerv_evm.model.Segkk2180_pilon.1, Acerv_evm.model.Segkk2947_pilon.2, Acerv_evm.model.Segkk125_pilon.2, Acerv_evm.model.Segkk2469_pilon.9, Acerv_evm.model.Segkk455_pilon.5, Acerv_evm.model.Segkk1001_pilon.7, Acerv_evm.model.Segkk1524_pilon.2, Acerv_evm.model.Segkk2551_pilon.2, Acerv_evm.model.Segkk3523_pilon.3, Acerv_evm.model.Segkk3006_pilon.8	Mcavernosa31912-RA, Mcavernosa31910-RA
OG0000092	Acerv_evm.model.Segkk2540_pilon.8, Acerv_evm.model.Segkk1003_pilon.41, Acerv_evm.model.Segkk2195_pilon.47, Acerv_evm.model.Segkk1158_pilon.20, Acerv_evm.model.Segkk4201_pilon.16, Acerv_evm.model.Segkk4115_pilon.7, Acerv_evm.model.Segkk3457_pilon.1, Acerv_evm.model.Segkk2523_pilon.3, Acerv_evm.model.Segkk4256_pilon.11, Acerv_evm.model.Segkk2195_pilon.46, Acerv_evm.model.Segkk3190_pilon.12, Acerv_evm.model.Segkk4053_pilon.8, Acerv_evm.model.Segkk4053_pilon.9, Acerv_evm.model.Segkk4063_pilon.14, Acerv_evm.model.Segkk3219_pilon.15, Acerv_evm.model.Segkk4053_pilon.12, Acerv_evm.model.Segkk3322_pilon.1, Acerv_evm.model.Segkk4309_pilon.24, Acerv_evm.model.Segkk1882_pilon.15, Acerv_evm.model.Segkk3550_pilon.3, Acerv_evm.model.Segkk3133_pilon.7, Acerv_evm.model.Segkk1280_pilon.5, Acerv_evm.model.Segkk1509_pilon.17, Acerv_evm.model.Segkk4201_pilon.15, Acerv_evm.model.Segkk2025_pilon.3, Acerv_evm.model.Segkk4115_pilon.6, Acerv_evm.model.Segkk4256_pilon.10, Acerv_evm.model.Segkk1158_pilon.21, Acerv_evm.model.Segkk3977_pilon.8, Acerv_evm.model.Segkk1750_pilon.2, Acerv_evm.model.Segkk2523_pilon.2	Mcavernosa29307-RA
OG0000092	Acerv_evm.model.Segkk3550_pilon.4, Acerv_evm.model.Segkk312_pilon.2, Acerv_evm.model.Segkk721_pilon.8	Mcavernosa25308-RA, Mcavernosa30106-RA
OG0000093	Acerv_evm.model.Segkk3431_pilon.13, Acerv_evm.model.Segkk2111_pilon.21, Acerv_evm.model.Segkk3857_pilon.30	Mcavernosa10442-RA, Mcavernosa05650-RA, Mcavernosa33785-RA, Mcavernosa10443-RA, Mcavernosa33023-RA, Mcavernosa34109-RA
OG0000093	Acerv_evm.model.Segkk1871_pilon.3, Acerv_evm.model.Segkk464_pilon.12, Acerv_evm.model.Segkk3262_pilon.3, Acerv_evm.model.Segkk2596_pilon.47	Mcavernosa22177-RA, Mcavernosa28973-RA, Mcavernosa22182-RA
OG0000095	Acerv_evm.model.Segkk374_pilon.15	Mcavernosa26914-RA
OG0000095	Acerv_evm.model.Segkk1938_pilon.1	Mcavernosa33921-RA
OG0000095	Acerv_evm.model.Segkk2840_pilon.4, Acerv_evm.model.Segkk2322_pilon.9, Acerv_evm.model.Segkk1639_pilon.7	Mcavernosa30441-RA, Mcavernosa19081-RA, Mcavernosa33385-RA, Mcavernosa27530-RA, Mcavernosa35041-RA
OG0000095	Acerv_evm.model.Segkk374_pilon.16, Acerv_evm.model.Segkk2353_pilon.6	Mcavernosa04775-RA
OG0000095	Acerv_evm.model.Segkk2615_pilon.2	Mcavernosa05588-RA
OG0000095	Acerv_evm.model.Segkk684_pilon.8	Mcavernosa16624-RA, Mcavernosa34764-RA, Mcavernosa29497-RA, Mcavernosa26915-RA, Mcavernosa14472-RA
OG0000097	Acerv_evm.model.Segkk962_pilon.21	Mcavernosa16074-RA
OG0000097	Acerv_evm.model.Segkk2759_pilon.17, Acerv_evm.model.Segkk2612_pilon.8, Acerv_evm.model.Segkk2752_pilon.20, Acerv_evm.model.Segkk3171_pilon.1, Acerv_evm.model.Segkk4345_pilon.3	Mcavernosa01703-RA, Mcavernosa21418-RA
OG0000097	Acerv_evm.model.Segkk2510_pilon.4, Acerv_evm.model.Segkk2262_pilon.13	Mcavernosa28439-RA
OG0000097	Acerv_evm.model.Segkk649_pilon.15	Mcavernosa04648-RA, Mcavernosa04647-RA
OG0000098	Acerv_evm.model.Segkk2758_pilon.11	Mcavernosa19438-RA
OG0000099	Acerv_evm.model.Segkk2072_pilon.19	Mcavernosa26601-RA, Mcavernosa27775-RA
OG0000101	Acerv_evm.model.Segkk575_pilon.3	Mcavernosa32315-RA, Mcavernosa35043-RA
OG0000101	Acerv_evm.model.Segkk2725_pilon.2, Acerv_evm.model.Segkk4046_pilon.9, Acerv_evm.model.Segkk397_pilon.8, Acerv_evm.model.Segkk4289_pilon.18, Acerv_evm.model.Segkk575_pilon.4, Acerv_evm.model.Segkk824_pilon.19, Acerv_evm.model.Segkk3843_pilon.3	Mcavernosa35039-RA
OG0000101	Acerv_evm.model.Segkk1732_pilon.35	Mcavernosa32314-RA, Mcavernosa33208-RA
OG0000102	Acerv_evm.model.Segkk587_pilon.10, Acerv_evm.model.Segkk2407_pilon.2, Acerv_evm.model.Segkk2407_pilon.1	Mcavernosa32662-RA
OG0000102	Acerv_evm.model.Segkk587_pilon.11, Acerv_evm.model.Segkk1427_pilon.3, Acerv_evm.model.Segkk357_pilon.4, Acerv_evm.model.Segkk2945_pilon.1	Mcavernosa24357-RA, Mcavernosa05190-RA, Mcavernosa33810-RA
OG0000102	Acerv_evm.model.Segkk2512_pilon.2	Mcavernosa13172-RA
OG0000103	Acerv_evm.model.Segkk1158_pilon.46, Acerv_evm.model.Segkk2630_pilon.2, Acerv_evm.model.Segkk969_pilon.4, Acerv_evm.model.Segkk2507_pilon.7, Acerv_evm.model.Segkk230_pilon.21, Acerv_evm.model.Segkk3706_pilon.1, Acerv_evm.model.Segkk3706_pilon.3, Acerv_evm.model.Segkk3706_pilon.6, Acerv_evm.model.Segkk3706_pilon.11, Acerv_evm.model.Segkk981_pilon.8, Acerv_evm.model.Segkk1514_pilon.2, Acerv_evm.model.Segkk3153_pilon.4	Mcavernosa11573-RA
OG0000106	Acerv_evm.model.Segkk2261_pilon.10, Acerv_evm.model.Segkk117_pilon.8, Acerv_evm.model.Segkk1630_pilon.6, Acerv_evm.model.Segkk2878_pilon.2, Acerv_evm.model.Segkk364_pilon.8, Acerv_evm.model.Segkk1732_pilon.69, Acerv_evm.model.Segkk4117_pilon.12, Acerv_evm.model.Segkk2015_pilon.4	Mcavernosa31858-RA
OG0000106	Acerv_evm.model.Segkk117_pilon.7	Mcavernosa22154-RA
OG0000106	Acerv_evm.model.Segkk2878_pilon.1, Acerv_evm.model.Segkk4043_pilon.24	Mcavernosa21692-RA, Mcavernosa02243-RA, Mcavernosa29057-RA
OG0000108	Acerv_evm.model.Segkk4327_pilon.5, Acerv_evm.model.Segkk1756_pilon.2, Acerv_evm.model.Segkk3400_pilon.4, Acerv_evm.model.Segkk1158_pilon.23, Acerv_evm.model.Segkk1288_pilon.21, Acerv_evm.model.Segkk2111_pilon.11, Acerv_evm.model.Segkk2782_pilon.43	Mcavernosa29157-RA, Mcavernosa04549-RA
OG0000108	Acerv_evm.model.Segkk1828_pilon.3, Acerv_evm.model.Segkk1414_pilon.1, Acerv_evm.model.Segkk4043_pilon.15	Mcavernosa11148-RA, Mcavernosa04769-RA
OG0000108	Acerv_evm.model.Segkk3935_pilon.17, Acerv_evm.model.Segkk649_pilon.13	Mcavernosa32249-RA
OG0000108	Acerv_evm.model.Segkk3432_pilon.4	Mcavernosa33565-RA
OG0000108	Acerv_evm.model.Segkk301_pilon.30	Mcavernosa26922-RA, Mcavernosa30540-RA, Mcavernosa16297-RA, Mcavernosa32097-RA
OG0000109	Acerv_evm.model.Segkk360_pilon.9	Mcavernosa35073-RA
OG0000109	Acerv_evm.model.Segkk4028_pilon.34, Acerv_evm.model.Segkk3233_pilon.13, Acerv_evm.model.Segkk2504_pilon.2, Acerv_evm.model.Segkk2060_pilon.7	Mcavernosa00408-RA
OG0000110	Acerv_evm.model.Segkk374_pilon.14	Mcavernosa29496-RA
OG0000110	Acerv_evm.model.Segkk3155_pilon.3, Acerv_evm.model.Segkk684_pilon.10	Mcavernosa34762-RA
OG0000112	Acerv_evm.model.Segkk190_pilon.2	Mcavernosa14437-RA
OG0000114	Acerv_evm.model.Segkk2306_pilon.12, Acerv_evm.model.Segkk208_pilon.11	Mcavernosa33693-RA, Mcavernosa20206-RA, Mcavernosa20196-RA, Mcavernosa33996-RA, Mcavernosa12914-RA, Mcavernosa09888-RA, Mcavernosa09882-RA, Mcavernosa17840-RA, Mcavernosa34420-RA, Mcavernosa10404-RA
OG0000114	Acerv_evm.model.Segkk2771_pilon.5, Acerv_evm.model.Segkk509_pilon.3, Acerv_evm.model.Segkk1819_pilon.7, Acerv_evm.model.Segkk2306_pilon.13	Mcavernosa11883-RA, Mcavernosa02849-RA
OG0000115	Acerv_evm.model.Segkk269_pilon.7, Acerv_evm.model.Segkk1461_pilon.1, Acerv_evm.model.Segkk2267_pilon.22, Acerv_evm.model.Segkk2267_pilon.6, Acerv_evm.model.Segkk377_pilon.3, Acerv_evm.model.Segkk269_pilon.8, Acerv_evm.model.Segkk269_pilon.9, Acerv_evm.model.Segkk4108_pilon.16, Acerv_evm.model.Segkk269_pilon.6	Mcavernosa16149-RA, Mcavernosa22487-RA, Mcavernosa32819-RA, Mcavernosa34677-RA, Mcavernosa15349-RA
OG0000116	Acerv_evm.model.Segkk276_pilon.1	Mcavernosa20864-RA
OG0000117	Acerv_evm.model.Segkk864_pilon.7	Mcavernosa03767-RA
OG0000117	Acerv_evm.model.Segkk223_pilon.3, Acerv_evm.model.Segkk3394_pilon.8	Mcavernosa22773-RA
OG0000118	Acerv_evm.model.Segkk630_pilon.4, Acerv_evm.model.Segkk842_pilon.33, Acerv_evm.model.Segkk4067_pilon.2, Acerv_evm.model.Segkk4109_pilon.8, Acerv_evm.model.Segkk2355_pilon.16	Mcavernosa07350-RA
OG0000118	Acerv_evm.model.Segkk842_pilon.32	Mcavernosa34101-RA
OG0000118	Acerv_evm.model.Segkk1003_pilon.60	Mcavernosa32911-RA, Mcavernosa26966-RA, Mcavernosa29056-RA, Mcavernosa00569-RA, Mcavernosa22265-RA
OG0000118	Acerv_evm.model.Segkk1513_pilon.17	Mcavernosa32969-RA
OG0000121	Acerv_evm.model.Segkk2611_pilon.5	Mcavernosa18234-RA
OG0000121	Acerv_evm.model.Segkk1689_pilon.2	Mcavernosa21258-RA
OG0000121	Acerv_evm.model.Segkk1828_pilon.2	Mcavernosa26923-RA, Mcavernosa09510-RA
OG0000121	Acerv_evm.model.Segkk2481_pilon.53	Mcavernosa09509-RA, Mcavernosa27652-RA
OG0000121	Acerv_evm.model.Segkk3935_pilon.18, Acerv_evm.model.Segkk649_pilon.14	Mcavernosa30542-RA
OG0000121	Acerv_evm.model.Segkk1630_pilon.5, Acerv_evm.model.Segkk4327_pilon.6, Acerv_evm.model.Segkk1756_pilon.3, Acerv_evm.model.Segkk3400_pilon.3, Acerv_evm.model.Segkk1158_pilon.22	Mcavernosa24776-RA, Mcavernosa19092-RA, Mcavernosa04553-RA, Mcavernosa08899-RA, Mcavernosa30470-RA
OG0000121	Acerv_evm.model.Segkk501_pilon.1, Acerv_evm.model.Segkk115_pilon.5, Acerv_evm.model.Segkk2111_pilon.12, Acerv_evm.model.Segkk2262_pilon.15	Mcavernosa17608-RA, Mcavernosa02085-RA
OG0000122	Acerv_evm.model.Segkk1389_pilon.4	Mcavernosa25907-RA, Mcavernosa29534-RA
OG0000124	Acerv_evm.model.Segkk3363_pilon.35, Acerv_evm.model.Segkk3363_pilon.29	Mcavernosa12461-RA
OG0000127	Acerv_evm.model.Segkk4047_pilon.16	Mcavernosa27878-RA, Mcavernosa27866-RA, Mcavernosa15770-RA, Mcavernosa27867-RA, Mcavernosa27868-RA
OG0000128	Acerv_evm.model.Segkk2878_pilon.8, Acerv_evm.model.Segkk1987_pilon.5, Acerv_evm.model.Segkk833_pilon.1, Acerv_evm.model.Segkk1400_pilon.14, Acerv_evm.model.Segkk2798_pilon.1	Mcavernosa32175-RA
OG0000130	Acerv_evm.model.Segkk3320_pilon.16	Mcavernosa11352-RA
OG0000131	Acerv_evm.model.Segkk1302_pilon.12, Acerv_evm.model.Segkk2195_pilon.8, Acerv_evm.model.Segkk1050_pilon.29, Acerv_evm.model.Segkk1029_pilon.10, Acerv_evm.model.Segkk2540_pilon.3	Mcavernosa34392-RA
OG0000131	Acerv_evm.model.Segkk2113_pilon.13, Acerv_evm.model.Segkk670_pilon.12	Mcavernosa00475-RA
OG0000133	Acerv_evm.model.Segkk527_pilon.3	Mcavernosa30686-RA, Mcavernosa29559-RA, Mcavernosa22332-RA, Mcavernosa33856-RA, Mcavernosa33430-RA
OG0000133	Acerv_evm.model.Segkk3503_pilon.2, Acerv_evm.model.Segkk3503_pilon.1	Mcavernosa24058-RA
OG0000135	Acerv_evm.model.Segkk3987_pilon.5	Mcavernosa20102-RA
OG0000135	Acerv_evm.model.Segkk2634_pilon.20, Acerv_evm.model.Segkk2634_pilon.14	Mcavernosa20101-RA
OG0000135	Acerv_evm.model.Segkk2387_pilon.1, Acerv_evm.model.Segkk3648_pilon.3, Acerv_evm.model.Segkk3648_pilon.2	Mcavernosa23995-RA, Mcavernosa23994-RA
OG0000135	Acerv_evm.model.Segkk2632_pilon.18, Acerv_evm.model.Segkk2632_pilon.17, Acerv_evm.model.Segkk2632_pilon.15	Mcavernosa10157-RA
OG0000135	Acerv_evm.model.Segkk253_pilon.10	Mcavernosa04570-RA
OG0000138	Acerv_evm.model.Segkk3416_pilon.1, Acerv_evm.model.Segkk3416_pilon.8, Acerv_evm.model.Segkk3538_pilon.3, Acerv_evm.model.Segkk598_pilon.3	Mcavernosa32360-RA
OG0000138	Acerv_evm.model.Segkk1841_pilon.2, Acerv_evm.model.Segkk3538_pilon.2	Mcavernosa32357-RA
OG0000138	Acerv_evm.model.Segkk1736_pilon.2, Acerv_evm.model.Segkk3777_pilon.1	Mcavernosa30039-RA
OG0000140	Acerv_evm.model.Segkk1776_pilon.4	Mcavernosa08157-RA
OG0000141	Acerv_evm.model.Segkk1728_pilon.37	Mcavernosa20876-RA
OG0000141	Acerv_evm.model.Segkk3341_pilon.3, Acerv_evm.model.Segkk1316_pilon.1, Acerv_evm.model.Segkk3976_pilon.56, Acerv_evm.model.Segkk3121_pilon.2, Acerv_evm.model.Segkk1282_pilon.17, Acerv_evm.model.Segkk2386_pilon.2, Acerv_evm.model.Segkk252_pilon.25	Mcavernosa29543-RA
OG0000141	Acerv_evm.model.Segkk2859_pilon.1, Acerv_evm.model.Segkk3143_pilon.2	Mcavernosa22277-RA
OG0000143	Acerv_evm.model.Segkk3407_pilon.2	Mcavernosa13017-RA, Mcavernosa02826-RA
OG0000143	Acerv_evm.model.Segkk3976_pilon.17, Acerv_evm.model.Segkk971_pilon.7, Acerv_evm.model.Segkk469_pilon.60	Mcavernosa29435-RA, Mcavernosa32197-RA
OG0000143	Acerv_evm.model.Segkk4338_pilon.7, Acerv_evm.model.Segkk3976_pilon.18, Acerv_evm.model.Segkk2433_pilon.11	Mcavernosa17679-RA, Mcavernosa17678-RA
OG0000144	Acerv_evm.model.Segkk4364_pilon.28	Mcavernosa19272-RA
OG0000146	Acerv_evm.model.Segkk2666_pilon.22	Mcavernosa27338-RA
OG0000146	Acerv_evm.model.Segkk2481_pilon.119	Mcavernosa26434-RA, Mcavernosa16127-RA
OG0000146	Acerv_evm.model.Segkk3257_pilon.8	Mcavernosa01726-RA
OG0000146	Acerv_evm.model.Segkk3233_pilon.32	Mcavernosa34121-RA
OG0000146	Acerv_evm.model.Segkk1653_pilon.8	Mcavernosa23524-RA
OG0000146	Acerv_evm.model.Segkk2310_pilon.20	Mcavernosa15797-RA
OG0000146	Acerv_evm.model.Segkk646_pilon.9	Mcavernosa04205-RA
OG0000146	Acerv_evm.model.Segkk2056_pilon.22	Mcavernosa34122-RA
OG0000147	Acerv_evm.model.Segkk1573_pilon.5, Acerv_evm.model.Segkk971_pilon.72, Acerv_evm.model.Segkk3611_pilon.2, Acerv_evm.model.Segkk3609_pilon.3, Acerv_evm.model.Segkk1821_pilon.29, Acerv_evm.model.Segkk1158_pilon.49, Acerv_evm.model.Segkk3378_pilon.3, Acerv_evm.model.Segkk2481_pilon.48	Mcavernosa27334-RA
OG0000147	Acerv_evm.model.Segkk2253_pilon.1	Mcavernosa27333-RA, Mcavernosa21846-RA
OG0000147	Acerv_evm.model.Segkk3454_pilon.37	Mcavernosa20415-RA, Mcavernosa20621-RA
OG0000147	Acerv_evm.model.Segkk4132_pilon.4	Mcavernosa11134-RA, Mcavernosa30962-RA, Mcavernosa14470-RA, Mcavernosa19077-RA
OG0000152	Acerv_evm.model.Segkk664_pilon.11	Mcavernosa16634-RA
OG0000153	Acerv_evm.model.Segkk555_pilon.46, Acerv_evm.model.Segkk555_pilon.47	Mcavernosa30499-RA
OG0000155	Acerv_evm.model.Segkk1166_pilon.5, Acerv_evm.model.Segkk1266_pilon.25, Acerv_evm.model.Segkk1216_pilon.8, Acerv_evm.model.Segkk1020_pilon.4, Acerv_evm.model.Segkk1020_pilon.5, Acerv_evm.model.Segkk2612_pilon.13, Acerv_evm.model.Segkk993_pilon.4, Acerv_evm.model.Segkk3672_pilon.3	Mcavernosa33935-RA
OG0000157	Acerv_evm.model.Segkk3043_pilon.3, Acerv_evm.model.Segkk3043_pilon.1, Acerv_evm.model.Segkk3081_pilon.1	Mcavernosa26260-RA, Mcavernosa25694-RA, Mcavernosa25681-RA
OG0000158	Acerv_evm.model.Segkk182_pilon.3, Acerv_evm.model.Segkk2422_pilon.6	Mcavernosa12865-RA
OG0000158	Acerv_evm.model.Segkk2201_pilon.34, Acerv_evm.model.Segkk1458_pilon.1, Acerv_evm.model.Segkk3469_pilon.5, Acerv_evm.model.Segkk2451_pilon.30, Acerv_evm.model.Segkk20_pilon.11, Acerv_evm.model.Segkk4258_pilon.3	Mcavernosa06925-RA, Mcavernosa12202-RA
OG0000159	Acerv_evm.model.Segkk3233_pilon.34, Acerv_evm.model.Segkk1216_pilon.3, Acerv_evm.model.Segkk2293_pilon.2, Acerv_evm.model.Segkk3675_pilon.17, Acerv_evm.model.Segkk1653_pilon.9, Acerv_evm.model.Segkk626_pilon.2, Acerv_evm.model.Segkk2832_pilon.18, Acerv_evm.model.Segkk1498_pilon.4	Mcavernosa34123-RA
OG0000159	Acerv_evm.model.Segkk2666_pilon.33, Acerv_evm.model.Segkk93_pilon.13, Acerv_evm.model.Segkk2870_pilon.4, Acerv_evm.model.Segkk2506_pilon.11, Acerv_evm.model.Segkk2506_pilon.9, Acerv_evm.model.Segkk2666_pilon.23, Acerv_evm.model.Segkk2310_pilon.19	Mcavernosa26435-RA
OG0000160	Acerv_evm.model.Segkk3166_pilon.5, Acerv_evm.model.Segkk1637_pilon.2, Acerv_evm.model.Segkk4082_pilon.8	Mcavernosa18555-RA
OG0000160	Acerv_evm.model.Segkk171_pilon.1	Mcavernosa10992-RA
OG0000160	Acerv_evm.model.Segkk1452_pilon.23, Acerv_evm.model.Segkk2596_pilon.5	Mcavernosa12250-RA
OG0000164	Acerv_evm.model.Segkk767_pilon.3	Mcavernosa09305-RA, Mcavernosa25805-RA, Mcavernosa09294-RA, Mcavernosa19793-RA, Mcavernosa30196-RA
OG0000166	Acerv_evm.model.Segkk2051_pilon.3, Acerv_evm.model.Segkk2626_pilon.3, Acerv_evm.model.Segkk966_pilon.3, Acerv_evm.model.Segkk3480_pilon.2, Acerv_evm.model.Segkk4158_pilon.13, Acerv_evm.model.Segkk2051_pilon.7, Acerv_evm.model.Segkk3222_pilon.1, Acerv_evm.model.Segkk4158_pilon.5	Mcavernosa31992-RA, Mcavernosa34649-RA, Mcavernosa33840-RA
OG0000168	Acerv_evm.model.Segkk2307_pilon.3, Acerv_evm.model.Segkk2307_pilon.1, Acerv_evm.model.Segkk2307_pilon.5, Acerv_evm.model.Segkk2307_pilon.2, Acerv_evm.model.Segkk2307_pilon.4	Mcavernosa24096-RA, Mcavernosa24087-RA, Mcavernosa24092-RA, Mcavernosa24088-RA, Mcavernosa24089-RA, Mcavernosa24093-RA
OG0000169	Acerv_evm.model.Segkk4024_pilon.1	Mcavernosa11660-RA
OG0000171	Acerv_evm.model.Segkk1035_pilon.3, Acerv_evm.model.Segkk2578_pilon.14, Acerv_evm.model.Segkk28_pilon.8, Acerv_evm.model.Segkk58_pilon.8, Acerv_evm.model.Segkk1158_pilon.26, Acerv_evm.model.Segkk339_pilon.6, Acerv_evm.model.Segkk1837_pilon.4, Acerv_evm.model.Segkk2434_pilon.4, Acerv_evm.model.Segkk2076_pilon.24, Acerv_evm.model.Segkk1704_pilon.2, Acerv_evm.model.Segkk2987_pilon.14	Mcavernosa19533-RA, Mcavernosa31906-RA
OG0000171	Acerv_evm.model.Segkk2481_pilon.76, Acerv_evm.model.Segkk766_pilon.2, Acerv_evm.model.Segkk4159_pilon.2	Mcavernosa32307-RA
OG0000171	Acerv_evm.model.Segkk2076_pilon.13	Mcavernosa25799-RA
OG0000172	Acerv_evm.model.Segkk669_pilon.32	Mcavernosa07347-RA, Mcavernosa34632-RA, Mcavernosa33401-RA, Mcavernosa28494-RA, Mcavernosa21368-RA, Mcavernosa18119-RA, Mcavernosa28495-RA, Mcavernosa16145-RA, Mcavernosa33402-RA
OG0000173	Acerv_evm.model.Segkk283_pilon.1	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA
OG0000174	Acerv_evm.model.Segkk1078_pilon.55	Mcavernosa01374-RA
OG0000176	Acerv_evm.model.Segkk1330_pilon.5, Acerv_evm.model.Segkk2589_pilon.1, Acerv_evm.model.Segkk1211_pilon.13, Acerv_evm.model.Segkk1330_pilon.12, Acerv_evm.model.Segkk1330_pilon.9, Acerv_evm.model.Segkk1211_pilon.9	Mcavernosa21048-RA, Mcavernosa22818-RA, Mcavernosa22817-RA
OG0000177	Acerv_evm.model.Segkk2432_pilon.9, Acerv_evm.model.Segkk1551_pilon.5	Mcavernosa08315-RA, Mcavernosa34884-RA
OG0000177	Acerv_evm.model.Segkk2432_pilon.11	Mcavernosa33768-RA, Mcavernosa08094-RA, Mcavernosa09443-RA, Mcavernosa34605-RA, Mcavernosa34606-RA, Mcavernosa31028-RA, Mcavernosa22527-RA, Mcavernosa22526-RA, Mcavernosa11332-RA
OG0000178	Acerv_evm.model.Segkk3730_pilon.19	Mcavernosa30315-RA
OG0000180	Acerv_evm.model.Segkk1512_pilon.2, Acerv_evm.model.Segkk1827_pilon.1, Acerv_evm.model.Segkk4081_pilon.7, Acerv_evm.model.Segkk920_pilon.3, Acerv_evm.model.Segkk4212_pilon.4, Acerv_evm.model.Segkk748_pilon.12, Acerv_evm.model.Segkk1051_pilon.1, Acerv_evm.model.Segkk2081_pilon.1	Mcavernosa31903-RA
OG0000183	Acerv_evm.model.Segkk2752_pilon.34, Acerv_evm.model.Segkk548_pilon.2, Acerv_evm.model.Segkk842_pilon.11, Acerv_evm.model.Segkk4308_pilon.6	Mcavernosa19770-RA
OG0000183	Acerv_evm.model.Segkk2481_pilon.80, Acerv_evm.model.Segkk3417_pilon.26, Acerv_evm.model.Segkk611_pilon.14	Mcavernosa24529-RA, Mcavernosa13550-RA
OG0000185	Acerv_evm.model.Segkk3151_pilon.3, Acerv_evm.model.Segkk1686_pilon.1, Acerv_evm.model.Segkk3741_pilon.35, Acerv_evm.model.Segkk2750_pilon.8	Mcavernosa22361-RA, Mcavernosa03366-RA, Mcavernosa18826-RA
OG0000186	Acerv_evm.model.Segkk3057_pilon.29	Mcavernosa17260-RA
OG0000186	Acerv_evm.model.Segkk1366_pilon.7	Mcavernosa04617-RA, Mcavernosa11140-RA, Mcavernosa30478-RA, Mcavernosa15353-RA, Mcavernosa20885-RA, Mcavernosa18703-RA, Mcavernosa11141-RA
OG0000187	Acerv_evm.model.Segkk2634_pilon.21	Mcavernosa29661-RA
OG0000188	Acerv_evm.model.Segkk2994_pilon.8	Mcavernosa29798-RA, Mcavernosa09233-RA, Mcavernosa09229-RA, Mcavernosa20711-RA, Mcavernosa29799-RA
OG0000189	Acerv_evm.model.Segkk3551_pilon.1	Mcavernosa11682-RA
OG0000191	Acerv_evm.model.Segkk842_pilon.17, Acerv_evm.model.Segkk2841_pilon.3, Acerv_evm.model.Segkk2355_pilon.7	Mcavernosa18827-RA
OG0000192	Acerv_evm.model.Segkk323_pilon.2	Mcavernosa17666-RA
OG0000192	Acerv_evm.model.Segkk1078_pilon.97	Mcavernosa34232-RA
OG0000193	Acerv_evm.model.Segkk853_pilon.1	Mcavernosa27510-RA, Mcavernosa09346-RA, Mcavernosa16258-RA, Mcavernosa17665-RA, Mcavernosa34233-RA, Mcavernosa30108-RA, Mcavernosa13988-RA, Mcavernosa06820-RA, Mcavernosa19001-RA, Mcavernosa04874-RA
OG0000194	Acerv_evm.model.Segkk3779_pilon.3	Mcavernosa02447-RA, Mcavernosa02988-RA, Mcavernosa02987-RA, Mcavernosa32501-RA, Mcavernosa11967-RA, Mcavernosa32504-RA, Mcavernosa02989-RA, Mcavernosa03559-RA
OG0000195	Acerv_evm.model.Segkk2840_pilon.1	Mcavernosa10777-RA, Mcavernosa30514-RA
OG0000195	Acerv_evm.model.Segkk28_pilon.17, Acerv_evm.model.Segkk1003_pilon.9, Acerv_evm.model.Segkk28_pilon.16	Mcavernosa30513-RA
OG0000196	Acerv_evm.model.Segkk402_pilon.1, Acerv_evm.model.Segkk2267_pilon.25, Acerv_evm.model.Segkk1871_pilon.15, Acerv_evm.model.Segkk978_pilon.7, Acerv_evm.model.Segkk255_pilon.1	Mcavernosa23663-RA
OG0000197	Acerv_evm.model.Segkk563_pilon.1	Mcavernosa22949-RA, Mcavernosa01436-RA
OG0000197	Acerv_evm.model.Segkk2596_pilon.27, Acerv_evm.model.Segkk2322_pilon.2, Acerv_evm.model.Segkk971_pilon.36	Mcavernosa22457-RA
OG0000197	Acerv_evm.model.Segkk1288_pilon.25, Acerv_evm.model.Segkk2354_pilon.15, Acerv_evm.model.Segkk928_pilon.2	Mcavernosa05994-RA
OG0000197	Acerv_evm.model.Segkk962_pilon.1, Acerv_evm.model.Segkk4209_pilon.1	Mcavernosa05995-RA
OG0000198	Acerv_evm.model.Segkk3860_pilon.16	Mcavernosa01452-RA
OG0000200	Acerv_evm.model.Segkk165_pilon.2, Acerv_evm.model.Segkk3260_pilon.5	Mcavernosa22458-RA, Mcavernosa24591-RA, Mcavernosa24061-RA, Mcavernosa20889-RA
OG0000202	Acerv_evm.model.Segkk1946_pilon.21	Mcavernosa02619-RA
