Orthogroup	Mcavernosa.maker.proteins	Montipora_capitata_HIv2.genes.pep
OG0000052	Mcavernosa25562-RA	Montipora_capitata_PredGene_g14346.t1, Montipora_capitata_PredGene_adi2mcaRNA31970_R0.t1, Montipora_capitata_PredGene_g32590.t1, Montipora_capitata_PredGene_g32585.t1, Montipora_capitata_PredGene_g32580.t1, Montipora_capitata_PredGene_g32584.t1, Montipora_capitata_PredGene_adi2mcaRNA31973_R8.t1, Montipora_capitata_PredGene_g32581.t1
OG0000053	Mcavernosa27418-RA	Montipora_capitata_PredGene_g578.t1
OG0000053	Mcavernosa27416-RA, Mcavernosa22372-RA, Mcavernosa27417-RA, Mcavernosa22373-RA	Montipora_capitata_PredGene_g561.t1, Montipora_capitata_PredGene_g566.t1, Montipora_capitata_PredGene_g577.t1, Montipora_capitata_PredGene_g568.t1, Montipora_capitata_PredGene_g567.t1, Montipora_capitata_PredGene_g572.t1, Montipora_capitata_PredGene_g564.t1
OG0000055	Mcavernosa19954-RA, Mcavernosa33237-RA, Mcavernosa28132-RA	Montipora_capitata_PredGene_adi2mcaRNA16414_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA16414_R2.t1
OG0000055	Mcavernosa23280-RA	Montipora_capitata_PredGene_adi2mcaRNA16414_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA16414_R3.t1
OG0000058	Mcavernosa28662-RA	Montipora_capitata_PredGene_adi2mcaRNA16492_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA16492_R9.t1
OG0000060	Mcavernosa12136-RA	Montipora_capitata_PredGene_adi2mcaRNA18600_R1.t1
OG0000060	Mcavernosa34575-RA	Montipora_capitata_PredGene_g22664.t1, Montipora_capitata_PredGene_g3531.t1, Montipora_capitata_PredGene_g3529.t1, Montipora_capitata_PredGene_g3523.t1, Montipora_capitata_PredGene_adi2mcaRNA511_R8.t1, Montipora_capitata_PredGene_g3519.t1, Montipora_capitata_PredGene_g3518.t1, Montipora_capitata_PredGene_g3528.t1, Montipora_capitata_PredGene_adi2mcaRNA18600_R9.t1, Montipora_capitata_PredGene_g3525.t1, Montipora_capitata_PredGene_g3527.t1, Montipora_capitata_PredGene_g27873.t1
OG0000061	Mcavernosa22468-RA, Mcavernosa21454-RA	Montipora_capitata_PredGene_g18048.t1, Montipora_capitata_PredGene_g26648.t1, Montipora_capitata_PredGene_g18420.t1, Montipora_capitata_PredGene_g18049.t1, Montipora_capitata_PredGene_g57411.t1, Montipora_capitata_PredGene_g26654.t1, Montipora_capitata_PredGene_g65592.t1
OG0000061	Mcavernosa28889-RA, Mcavernosa17922-RA	Montipora_capitata_PredGene_g22703.t1, Montipora_capitata_PredGene_g43365.t1, Montipora_capitata_PredGene_g34069.t1
OG0000061	Mcavernosa21842-RA	Montipora_capitata_PredGene_g19617.t1
OG0000061	Mcavernosa10959-RA	Montipora_capitata_PredGene_adi2mcaRNA27400_R5.t1
OG0000063	Mcavernosa09943-RA	Montipora_capitata_PredGene_g30019.t1
OG0000065	Mcavernosa23210-RA, Mcavernosa32765-RA	Montipora_capitata_PredGene_adi2mcaRNA20091_R1.t1
OG0000068	Mcavernosa13548-RA, Mcavernosa33614-RA	Montipora_capitata_PredGene_g46192.t1
OG0000068	Mcavernosa21417-RA, Mcavernosa01704-RA	Montipora_capitata_PredGene_g2374.t1, Montipora_capitata_PredGene_g10019.t1, Montipora_capitata_PredGene_adi2mcaRNA35442_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA35442_R2.t1
OG0000068	Mcavernosa10989-RA, Mcavernosa30593-RA	Montipora_capitata_PredGene_g46102.t1, Montipora_capitata_PredGene_g59927.t1
OG0000070	Mcavernosa23025-RA	Montipora_capitata_PredGene_g47035.t1
OG0000070	Mcavernosa01233-RA	Montipora_capitata_PredGene_g21988.t1
OG0000070	Mcavernosa21255-RA, Mcavernosa21256-RA	Montipora_capitata_PredGene_g60257.t1
OG0000072	Mcavernosa02331-RA	Montipora_capitata_PredGene_g2866.t1, Montipora_capitata_PredGene_g31081.t1, Montipora_capitata_PredGene_g61920.t1, Montipora_capitata_PredGene_g55560.t1, Montipora_capitata_PredGene_g45966.t1
OG0000072	Mcavernosa27209-RA, Mcavernosa33386-RA, Mcavernosa06945-RA, Mcavernosa11532-RA, Mcavernosa30422-RA	Montipora_capitata_PredGene_g24851.t1
OG0000073	Mcavernosa13032-RA	Montipora_capitata_PredGene_g32729.t1
OG0000073	Mcavernosa26792-RA	Montipora_capitata_PredGene_g44451.t1, Montipora_capitata_PredGene_g61248.t1
OG0000079	Mcavernosa08890-RA	Montipora_capitata_PredGene_adi2mcaRNA1541_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA1541_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA1541_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA1543_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA2597_R0.t1, Montipora_capitata_PredGene_g20813.t1, Montipora_capitata_PredGene_g9880.t1, Montipora_capitata_PredGene_g64157.t1, Montipora_capitata_PredGene_adi2mcaRNA13726_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA13729_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA13729_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA13729_R0.t1
OG0000080	Mcavernosa03513-RA	Montipora_capitata_PredGene_adi2mcaRNA39821_R0.t1
OG0000080	Mcavernosa28333-RA	Montipora_capitata_PredGene_g14300.t1
OG0000082	Mcavernosa24329-RA, Mcavernosa28166-RA, Mcavernosa28160-RA, Mcavernosa28161-RA, Mcavernosa24330-RA	Montipora_capitata_PredGene_adi2mcaRNA15602_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA38625_R0.t1
OG0000083	Mcavernosa26646-RA	Montipora_capitata_PredGene_g42832.t1
OG0000084	Mcavernosa07904-RA	Montipora_capitata_PredGene_g44847.t1
OG0000086	Mcavernosa18302-RA	Montipora_capitata_PredGene_adi2mcaRNA30545_R5.t1
OG0000086	Mcavernosa02516-RA	Montipora_capitata_PredGene_adi2mcaRNA24507_R1.t1, Montipora_capitata_PredGene_g1521.t1, Montipora_capitata_PredGene_g40641.t1, Montipora_capitata_PredGene_adi2mcaRNA4474_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA1688_R8.t1
OG0000087	Mcavernosa17557-RA, Mcavernosa17556-RA, Mcavernosa09501-RA	Montipora_capitata_PredGene_adi2mcaRNA17119_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA17117_R0.t1
OG0000087	Mcavernosa27632-RA	Montipora_capitata_PredGene_g38623.t1
OG0000088	Mcavernosa25231-RA, Mcavernosa16874-RA	Montipora_capitata_PredGene_g58159.t1
OG0000088	Mcavernosa11047-RA	Montipora_capitata_PredGene_g57828.t1, Montipora_capitata_PredGene_g24455.t1, Montipora_capitata_PredGene_g24452.t1, Montipora_capitata_PredGene_g9032.t1, Montipora_capitata_PredGene_g37196.t1, Montipora_capitata_PredGene_g51279.t1, Montipora_capitata_PredGene_g41908.t1, Montipora_capitata_PredGene_g17965.t1, Montipora_capitata_PredGene_g67424.t1, Montipora_capitata_PredGene_g50882.t1
OG0000089	Mcavernosa19265-RA	Montipora_capitata_PredGene_g40243.t1
OG0000089	Mcavernosa19264-RA	Montipora_capitata_PredGene_g34221.t1, Montipora_capitata_PredGene_adi2mcaRNA8875_R9.t1, Montipora_capitata_PredGene_g15788.t1, Montipora_capitata_PredGene_g43762.t1, Montipora_capitata_PredGene_adi2mcaRNA20201_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA20201_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA8875_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA8875_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA8875_R6.t1, Montipora_capitata_PredGene_g30069.t1, Montipora_capitata_PredGene_g44253.t1, Montipora_capitata_PredGene_adi2mcaRNA5619_R5.t1, Montipora_capitata_PredGene_g3323.t1, Montipora_capitata_PredGene_g4717.t1, Montipora_capitata_PredGene_g39185.t1, Montipora_capitata_PredGene_g43345.t1, Montipora_capitata_PredGene_adi2mcaRNA22684_R9.t1, Montipora_capitata_PredGene_g36963.t1, Montipora_capitata_PredGene_g45609.t1, Montipora_capitata_PredGene_g7351.t1, Montipora_capitata_PredGene_g17796.t1, Montipora_capitata_PredGene_g54643.t1, Montipora_capitata_PredGene_g30620.t1, Montipora_capitata_PredGene_g64780.t1, Montipora_capitata_PredGene_g30616.t1
OG0000090	Mcavernosa31911-RA, Mcavernosa23365-RA, Mcavernosa33624-RA, Mcavernosa17893-RA, Mcavernosa31914-RA	Montipora_capitata_PredGene_g31026.t1, Montipora_capitata_PredGene_g31029.t1, Montipora_capitata_PredGene_g31021.t1, Montipora_capitata_PredGene_g31030.t1
OG0000090	Mcavernosa31912-RA, Mcavernosa31910-RA	Montipora_capitata_PredGene_g31020.t1, Montipora_capitata_PredGene_g31019.t1, Montipora_capitata_PredGene_g24013.t1
OG0000092	Mcavernosa29307-RA	Montipora_capitata_PredGene_g51488.t1, Montipora_capitata_PredGene_g25304.t1
OG0000092	Mcavernosa25393-RA	Montipora_capitata_PredGene_g26183.t1, Montipora_capitata_PredGene_g62923.t1
OG0000093	Mcavernosa10442-RA, Mcavernosa05650-RA, Mcavernosa33785-RA, Mcavernosa10443-RA, Mcavernosa33023-RA, Mcavernosa34109-RA	Montipora_capitata_PredGene_g9426.t1, Montipora_capitata_PredGene_g51318.t1, Montipora_capitata_PredGene_g60860.t1
OG0000093	Mcavernosa22177-RA, Mcavernosa28973-RA, Mcavernosa22182-RA	Montipora_capitata_PredGene_g52302.t1, Montipora_capitata_PredGene_g35637.t1, Montipora_capitata_PredGene_g60859.t1, Montipora_capitata_PredGene_g9427.t1, Montipora_capitata_PredGene_adi2mcaRNA31353_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA31353_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA31353_R8.t1, Montipora_capitata_PredGene_g29883.t1
OG0000093	Mcavernosa23251-RA	Montipora_capitata_PredGene_g23354.t1
OG0000095	Mcavernosa26914-RA	Montipora_capitata_PredGene_g9985.t1
OG0000095	Mcavernosa04774-RA	Montipora_capitata_PredGene_g57965.t1
OG0000095	Mcavernosa04775-RA	Montipora_capitata_PredGene_g22558.t1
OG0000095	Mcavernosa05588-RA	Montipora_capitata_PredGene_g42860.t1
OG0000095	Mcavernosa16624-RA, Mcavernosa34764-RA, Mcavernosa29497-RA, Mcavernosa26915-RA, Mcavernosa14472-RA	Montipora_capitata_PredGene_g25845.t1, Montipora_capitata_PredGene_g63782.t1, Montipora_capitata_PredGene_adi2mcaRNA35923_R1.t1
OG0000097	Mcavernosa16074-RA	Montipora_capitata_PredGene_adi2mcaRNA39268_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA39268_R3.t1
OG0000097	Mcavernosa01703-RA, Mcavernosa21418-RA	Montipora_capitata_PredGene_g51993.t1, Montipora_capitata_PredGene_g47829.t1, Montipora_capitata_PredGene_adi2mcaRNA4641_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA4641_R1.t1, Montipora_capitata_PredGene_g55085.t1, Montipora_capitata_PredGene_adi2mcaRNA4641_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA4641_R4.t1, Montipora_capitata_PredGene_g39983.t1, Montipora_capitata_PredGene_adi2mcaRNA4641_R9.t1
OG0000097	Mcavernosa28439-RA	Montipora_capitata_PredGene_g12165.t1
OG0000097	Mcavernosa04648-RA, Mcavernosa04647-RA	Montipora_capitata_PredGene_g54060.t1, Montipora_capitata_PredGene_g22093.t1, Montipora_capitata_PredGene_g47199.t1
OG0000097	Mcavernosa29194-RA, Mcavernosa23943-RA, Mcavernosa04531-RA	Montipora_capitata_PredGene_adi2mcaRNA14098_R3.t1
OG0000098	Mcavernosa19438-RA	Montipora_capitata_PredGene_g46178.t1
OG0000099	Mcavernosa26601-RA, Mcavernosa27775-RA	Montipora_capitata_PredGene_g23333.t1
OG0000099	Mcavernosa20879-RA	Montipora_capitata_PredGene_adi2mcaRNA34708_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA34708_R4.t1
OG0000099	Mcavernosa33077-RA	Montipora_capitata_PredGene_g1726.t1, Montipora_capitata_PredGene_g21931.t1, Montipora_capitata_PredGene_g67916.t1
OG0000099	Mcavernosa26149-RA	Montipora_capitata_PredGene_g5658.t1, Montipora_capitata_PredGene_g69623.t1, Montipora_capitata_PredGene_g5629.t1
OG0000099	Mcavernosa33913-RA, Mcavernosa19214-RA	Montipora_capitata_PredGene_g2519.t1
OG0000099	Mcavernosa35119-RA, Mcavernosa15254-RA	Montipora_capitata_PredGene_adi2mcaRNA36084_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA36084_R9.t1
OG0000101	Mcavernosa30591-RA	Montipora_capitata_PredGene_g22935.t1
OG0000101	Mcavernosa32315-RA, Mcavernosa35043-RA	Montipora_capitata_PredGene_g47942.t1, Montipora_capitata_PredGene_g6700.t1
OG0000101	Mcavernosa35039-RA	Montipora_capitata_PredGene_g40373.t1, Montipora_capitata_PredGene_g47943.t1
OG0000101	Mcavernosa32314-RA	Montipora_capitata_PredGene_adi2mcaRNA18100_R9.t1
OG0000101	Mcavernosa33208-RA	Montipora_capitata_PredGene_g61090.t1
OG0000101	Mcavernosa23472-RA	Montipora_capitata_PredGene_g47148.t1
OG0000102	Mcavernosa32662-RA	Montipora_capitata_PredGene_g49581.t1, Montipora_capitata_PredGene_g3158.t1
OG0000102	Mcavernosa13173-RA	Montipora_capitata_PredGene_g36259.t1, Montipora_capitata_PredGene_g26613.t1
OG0000102	Mcavernosa24357-RA, Mcavernosa05190-RA, Mcavernosa33810-RA	Montipora_capitata_PredGene_g2571.t1, Montipora_capitata_PredGene_adi2mcaRNA19549_R9.t1, Montipora_capitata_PredGene_g7524.t1, Montipora_capitata_PredGene_g14657.t1, Montipora_capitata_PredGene_g43759.t1, Montipora_capitata_PredGene_g55267.t1, Montipora_capitata_PredGene_g30710.t1, Montipora_capitata_PredGene_g69552.t1, Montipora_capitata_PredGene_g41300.t1
OG0000102	Mcavernosa13172-RA	Montipora_capitata_PredGene_g7233.t1
OG0000103	Mcavernosa11573-RA	Montipora_capitata_PredGene_g30774.t1, Montipora_capitata_PredGene_adi2mcaRNA1705_R0.t1, Montipora_capitata_PredGene_g51812.t1, Montipora_capitata_PredGene_g49413.t1, Montipora_capitata_PredGene_g4962.t1, Montipora_capitata_PredGene_g41176.t1, Montipora_capitata_PredGene_g41177.t1, Montipora_capitata_PredGene_g12384.t1, Montipora_capitata_PredGene_g33156.t1, Montipora_capitata_PredGene_g41167.t1, Montipora_capitata_PredGene_g57941.t1
OG0000106	Mcavernosa29861-RA	Montipora_capitata_PredGene_g49983.t1
OG0000106	Mcavernosa31858-RA	Montipora_capitata_PredGene_g26170.t1, Montipora_capitata_PredGene_g61805.t1, Montipora_capitata_PredGene_g33125.t1, Montipora_capitata_PredGene_g19421.t1, Montipora_capitata_PredGene_g23358.t1, Montipora_capitata_PredGene_g57869.t1, Montipora_capitata_PredGene_g9367.t1, Montipora_capitata_PredGene_g38278.t1, Montipora_capitata_PredGene_g32819.t1, Montipora_capitata_PredGene_g44690.t1, Montipora_capitata_PredGene_adi2mcaRNA8449_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA8449_R9.t1, Montipora_capitata_PredGene_g40719.t1, Montipora_capitata_PredGene_g40720.t1, Montipora_capitata_PredGene_g10628.t1, Montipora_capitata_PredGene_g25901.t1, Montipora_capitata_PredGene_g49099.t1, Montipora_capitata_PredGene_g40299.t1, Montipora_capitata_PredGene_g70464.t1, Montipora_capitata_PredGene_g19422.t1, Montipora_capitata_PredGene_g9368.t1
OG0000106	Mcavernosa22154-RA	Montipora_capitata_PredGene_g50954.t1
OG0000108	Mcavernosa33265-RA, Mcavernosa24775-RA, Mcavernosa19090-RA, Mcavernosa30468-RA	Montipora_capitata_PredGene_adi2mcaRNA22879_R7.t1
OG0000108	Mcavernosa29157-RA, Mcavernosa04549-RA	Montipora_capitata_PredGene_g24559.t1, Montipora_capitata_PredGene_g63727.t1, Montipora_capitata_PredGene_g47851.t1, Montipora_capitata_PredGene_adi2mcaRNA9648_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA14707_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA14707_R2.t1
OG0000108	Mcavernosa11148-RA, Mcavernosa04769-RA	Montipora_capitata_PredGene_adi2mcaRNA39054_R5.t1, Montipora_capitata_PredGene_g71480.t1, Montipora_capitata_PredGene_g23647.t1, Montipora_capitata_PredGene_g24865.t1, Montipora_capitata_PredGene_g62639.t1, Montipora_capitata_PredGene_adi2mcaRNA39054_R0.t1, Montipora_capitata_PredGene_g70406.t1, Montipora_capitata_PredGene_g40578.t1, Montipora_capitata_PredGene_g50021.t1
OG0000108	Mcavernosa32249-RA	Montipora_capitata_PredGene_adi2mcaRNA5730_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA5730_R0.t1
OG0000108	Mcavernosa26922-RA, Mcavernosa30540-RA, Mcavernosa16297-RA, Mcavernosa32097-RA	Montipora_capitata_PredGene_adi2mcaRNA611_R8.t1
OG0000109	Mcavernosa35073-RA	Montipora_capitata_PredGene_adi2mcaRNA4648_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA4648_R7.t1, Montipora_capitata_PredGene_g48726.t1
OG0000109	Mcavernosa00408-RA	Montipora_capitata_PredGene_g1049.t1, Montipora_capitata_PredGene_g40595.t1, Montipora_capitata_PredGene_g31076.t1, Montipora_capitata_PredGene_g64289.t1, Montipora_capitata_PredGene_g69906.t1, Montipora_capitata_PredGene_g891.t1, Montipora_capitata_PredGene_g59826.t1, Montipora_capitata_PredGene_g11924.t1, Montipora_capitata_PredGene_g52598.t1, Montipora_capitata_PredGene_g57466.t1, Montipora_capitata_PredGene_g33091.t1, Montipora_capitata_PredGene_g57570.t1, Montipora_capitata_PredGene_g38135.t1, Montipora_capitata_PredGene_g68568.t1, Montipora_capitata_PredGene_g33043.t1, Montipora_capitata_PredGene_g30869.t1, Montipora_capitata_PredGene_g38712.t1, Montipora_capitata_PredGene_g7661.t1, Montipora_capitata_PredGene_g6653.t1, Montipora_capitata_PredGene_g12872.t1, Montipora_capitata_PredGene_g42160.t1, Montipora_capitata_PredGene_g60477.t1, Montipora_capitata_PredGene_g36560.t1, Montipora_capitata_PredGene_g22650.t1, Montipora_capitata_PredGene_g59864.t1, Montipora_capitata_PredGene_g54851.t1, Montipora_capitata_PredGene_g59867.t1, Montipora_capitata_PredGene_g38134.t1, Montipora_capitata_PredGene_g38748.t1, Montipora_capitata_PredGene_g14071.t1
OG0000110	Mcavernosa33384-RA	Montipora_capitata_PredGene_g57975.t1
OG0000110	Mcavernosa33383-RA, Mcavernosa34688-RA	Montipora_capitata_PredGene_g23973.t1, Montipora_capitata_PredGene_g6523.t1
OG0000110	Mcavernosa29496-RA	Montipora_capitata_PredGene_g25718.t1
OG0000110	Mcavernosa26913-RA, Mcavernosa34763-RA	Montipora_capitata_PredGene_g473.t1
OG0000110	Mcavernosa05589-RA	Montipora_capitata_PredGene_g7941.t1, Montipora_capitata_PredGene_g33219.t1, Montipora_capitata_PredGene_g59932.t1, Montipora_capitata_PredGene_g1804.t1, Montipora_capitata_PredGene_adi2mcaRNA35922_R5.t1, Montipora_capitata_PredGene_g55005.t1, Montipora_capitata_PredGene_g42859.t1
OG0000110	Mcavernosa34762-RA	Montipora_capitata_PredGene_g30316.t1, Montipora_capitata_PredGene_g29938.t1, Montipora_capitata_PredGene_g12551.t1, Montipora_capitata_PredGene_g42858.t1, Montipora_capitata_PredGene_g1807.t1, Montipora_capitata_PredGene_g64361.t1, Montipora_capitata_PredGene_g9987.t1, Montipora_capitata_PredGene_g43772.t1, Montipora_capitata_PredGene_g22577.t1, Montipora_capitata_PredGene_adi2mcaRNA35921_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA35921_R5.t1, Montipora_capitata_PredGene_g55083.t1, Montipora_capitata_PredGene_g58975.t1, Montipora_capitata_PredGene_g47762.t1
OG0000112	Mcavernosa14437-RA	Montipora_capitata_PredGene_g1491.t1
OG0000114	Mcavernosa02849-RA	Montipora_capitata_PredGene_g4039.t1, Montipora_capitata_PredGene_g67591.t1, Montipora_capitata_PredGene_g61724.t1, Montipora_capitata_PredGene_g37659.t1, Montipora_capitata_PredGene_adi2mcaRNA39014_R3.t1
OG0000115	Mcavernosa16149-RA, Mcavernosa22487-RA, Mcavernosa32819-RA, Mcavernosa34677-RA, Mcavernosa15349-RA	Montipora_capitata_PredGene_g55731.t1, Montipora_capitata_PredGene_g55743.t1, Montipora_capitata_PredGene_g55750.t1, Montipora_capitata_PredGene_g55745.t1, Montipora_capitata_PredGene_adi2mcaRNA9874_R4.t1, Montipora_capitata_PredGene_g55746.t1, Montipora_capitata_PredGene_g55748.t1, Montipora_capitata_PredGene_g55732.t1, Montipora_capitata_PredGene_g55747.t1, Montipora_capitata_PredGene_g55737.t1, Montipora_capitata_PredGene_adi2mcaRNA40657_R3.t1, Montipora_capitata_PredGene_g12923.t1, Montipora_capitata_PredGene_g12922.t1, Montipora_capitata_PredGene_g55744.t1, Montipora_capitata_PredGene_g55741.t1
OG0000116	Mcavernosa20864-RA	Montipora_capitata_PredGene_g63088.t1, Montipora_capitata_PredGene_g63083.t1, Montipora_capitata_PredGene_g63086.t1, Montipora_capitata_PredGene_g9662.t1
OG0000117	Mcavernosa22773-RA	Montipora_capitata_PredGene_adi2mcaRNA29166_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA29166_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA29166_R9.t1
OG0000118	Mcavernosa07350-RA	Montipora_capitata_PredGene_g12539.t1, Montipora_capitata_PredGene_g60337.t1, Montipora_capitata_PredGene_g51442.t1, Montipora_capitata_PredGene_g63327.t1, Montipora_capitata_PredGene_g22027.t1, Montipora_capitata_PredGene_g17361.t1, Montipora_capitata_PredGene_g7723.t1, Montipora_capitata_PredGene_g35907.t1, Montipora_capitata_PredGene_g58661.t1, Montipora_capitata_PredGene_g26142.t1
OG0000118	Mcavernosa32969-RA	Montipora_capitata_PredGene_adi2mcaRNA17291_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA17291_R9.t1
OG0000121	Mcavernosa18234-RA	Montipora_capitata_PredGene_g33122.t1, Montipora_capitata_PredGene_g50966.t1
OG0000121	Mcavernosa26923-RA, Mcavernosa09510-RA	Montipora_capitata_PredGene_adi2mcaRNA14971_R6.t1
OG0000121	Mcavernosa30542-RA	Montipora_capitata_PredGene_adi2mcaRNA16018_R5.t1
OG0000121	Mcavernosa24776-RA, Mcavernosa19092-RA, Mcavernosa04553-RA, Mcavernosa08899-RA, Mcavernosa30470-RA	Montipora_capitata_PredGene_adi2mcaRNA9646_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA9646_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA9646_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA9646_R5.t1, Montipora_capitata_PredGene_g24558.t1, Montipora_capitata_PredGene_g63726.t1
OG0000121	Mcavernosa17608-RA, Mcavernosa02085-RA	Montipora_capitata_PredGene_g823.t1
OG0000122	Mcavernosa25907-RA, Mcavernosa29534-RA	Montipora_capitata_PredGene_g4535.t1, Montipora_capitata_PredGene_g47948.t1, Montipora_capitata_PredGene_g266.t1, Montipora_capitata_PredGene_g25599.t1
OG0000124	Mcavernosa12464-RA, Mcavernosa12462-RA	Montipora_capitata_PredGene_adi2mcaRNA26676_R8.t1, Montipora_capitata_PredGene_g42856.t1, Montipora_capitata_PredGene_g42861.t1
OG0000124	Mcavernosa12458-RA, Mcavernosa12456-RA, Mcavernosa12459-RA	Montipora_capitata_PredGene_g27894.t1, Montipora_capitata_PredGene_g58108.t1
OG0000125	Mcavernosa34222-RA, Mcavernosa29918-RA, Mcavernosa05662-RA	Montipora_capitata_PredGene_g18957.t1, Montipora_capitata_PredGene_g3951.t1, Montipora_capitata_PredGene_g61503.t1, Montipora_capitata_PredGene_g9144.t1, Montipora_capitata_PredGene_g7446.t1, Montipora_capitata_PredGene_g62165.t1
OG0000125	Mcavernosa26964-RA	Montipora_capitata_PredGene_g45491.t1, Montipora_capitata_PredGene_g42419.t1, Montipora_capitata_PredGene_g26996.t1, Montipora_capitata_PredGene_g16889.t1, Montipora_capitata_PredGene_g11789.t1
OG0000125	Mcavernosa25650-RA, Mcavernosa17522-RA, Mcavernosa02533-RA	Montipora_capitata_PredGene_g64213.t1, Montipora_capitata_PredGene_g62108.t1, Montipora_capitata_PredGene_g17588.t1, Montipora_capitata_PredGene_g32812.t1, Montipora_capitata_PredGene_g68891.t1, Montipora_capitata_PredGene_g48020.t1, Montipora_capitata_PredGene_g64577.t1, Montipora_capitata_PredGene_g37920.t1, Montipora_capitata_PredGene_g2231.t1, Montipora_capitata_PredGene_g18641.t1, Montipora_capitata_PredGene_g35867.t1, Montipora_capitata_PredGene_g54734.t1, Montipora_capitata_PredGene_g30325.t1, Montipora_capitata_PredGene_g50490.t1, Montipora_capitata_PredGene_g40856.t1, Montipora_capitata_PredGene_g3549.t1, Montipora_capitata_PredGene_g48274.t1, Montipora_capitata_PredGene_g47722.t1, Montipora_capitata_PredGene_g19357.t1
