Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0000115	Mcavernosa16149-RA, Mcavernosa22487-RA, Mcavernosa32819-RA, Mcavernosa34677-RA, Mcavernosa15349-RA	Pocillopora_acuta_HIv1_PredGene_g18165.t1, Pocillopora_acuta_HIv1_PredGene_g18166.t1, Pocillopora_acuta_HIv1_PredGene_g30790.t1, Pocillopora_acuta_HIv1_PredGene_g3469.t1, Pocillopora_acuta_HIv1_PredGene_19705_t, Pocillopora_acuta_HIv1_PredGene_g28252.t1
OG0000116	Mcavernosa20864-RA	Pocillopora_acuta_HIv1_PredGene_g23681.t1, Pocillopora_acuta_HIv1_PredGene_9956_t, Pocillopora_acuta_HIv1_PredGene_g23688.t1, Pocillopora_acuta_HIv1_PredGene_g23680.t1, Pocillopora_acuta_HIv1_PredGene_g23682.t1, Pocillopora_acuta_HIv1_PredGene_g20529.t1
OG0000117	Mcavernosa03767-RA, Mcavernosa22773-RA	Pocillopora_acuta_HIv1_PredGene_g19235.t1
OG0000118	Mcavernosa07350-RA	Pocillopora_acuta_HIv1_PredGene_g16732.t1, Pocillopora_acuta_HIv1_PredGene_g31304.t1
OG0000118	Mcavernosa25498-RA, Mcavernosa29817-RA	Pocillopora_acuta_HIv1_PredGene_g15510.t1, Pocillopora_acuta_HIv1_PredGene_g6028.t1
OG0000118	Mcavernosa32969-RA	Pocillopora_acuta_HIv1_PredGene_g13173.t1, Pocillopora_acuta_HIv1_PredGene_g10441.t1
OG0000121	Mcavernosa18234-RA	Pocillopora_acuta_HIv1_PredGene_g151.t1
OG0000121	Mcavernosa17608-RA, Mcavernosa02085-RA	Pocillopora_acuta_HIv1_PredGene_g2314.t1, Pocillopora_acuta_HIv1_PredGene_g20682.t1
OG0000122	Mcavernosa25907-RA, Mcavernosa29534-RA	Pocillopora_acuta_HIv1_PredGene_g8483.t1
OG0000124	Mcavernosa12464-RA, Mcavernosa12462-RA, Mcavernosa12458-RA, Mcavernosa12456-RA, Mcavernosa12459-RA, Mcavernosa12461-RA, Mcavernosa12460-RA	Pocillopora_acuta_HIv1_PredGene_g19810.t1
OG0000125	Mcavernosa34222-RA, Mcavernosa29918-RA, Mcavernosa05662-RA	Pocillopora_acuta_HIv1_PredGene_g2154.t1, Pocillopora_acuta_HIv1_PredGene_g5067.t1
OG0000125	Mcavernosa26964-RA	Pocillopora_acuta_HIv1_PredGene_g10246.t1, Pocillopora_acuta_HIv1_PredGene_g130.t1
OG0000125	Mcavernosa25650-RA, Mcavernosa17522-RA, Mcavernosa02533-RA	Pocillopora_acuta_HIv1_PredGene_g18385.t1, Pocillopora_acuta_HIv1_PredGene_g1460.t1
OG0000127	Mcavernosa27878-RA, Mcavernosa27866-RA, Mcavernosa15770-RA, Mcavernosa27867-RA, Mcavernosa27868-RA	Pocillopora_acuta_HIv1_PredGene_11122_t, Pocillopora_acuta_HIv1_PredGene_11803_t, Pocillopora_acuta_HIv1_PredGene_g32173.t1, Pocillopora_acuta_HIv1_PredGene_g31214.t1
OG0000128	Mcavernosa32176-RA, Mcavernosa11551-RA, Mcavernosa19109-RA	Pocillopora_acuta_HIv1_PredGene_g16079.t1
OG0000128	Mcavernosa32175-RA	Pocillopora_acuta_HIv1_PredGene_g1051.t1, Pocillopora_acuta_HIv1_PredGene_g31352.t1, Pocillopora_acuta_HIv1_PredGene_g31360.t1, Pocillopora_acuta_HIv1_PredGene_g31358.t1, Pocillopora_acuta_HIv1_PredGene_g27625.t1, Pocillopora_acuta_HIv1_PredGene_g16078.t1, Pocillopora_acuta_HIv1_PredGene_17089_t
OG0000129	Mcavernosa11913-RA, Mcavernosa06319-RA	Pocillopora_acuta_HIv1_PredGene_g12107.t1
OG0000130	Mcavernosa11352-RA	Pocillopora_acuta_HIv1_PredGene_g5242.t1
OG0000131	Mcavernosa34392-RA	Pocillopora_acuta_HIv1_PredGene_g13657.t1, Pocillopora_acuta_HIv1_PredGene_g10943.t1, Pocillopora_acuta_HIv1_PredGene_g10941.t1, Pocillopora_acuta_HIv1_PredGene_g6384.t1
OG0000133	Mcavernosa30686-RA, Mcavernosa29559-RA, Mcavernosa22332-RA, Mcavernosa33856-RA, Mcavernosa33430-RA, Mcavernosa24058-RA	Pocillopora_acuta_HIv1_PredGene_g7436.t1
OG0000135	Mcavernosa20102-RA	Pocillopora_acuta_HIv1_PredGene_g5995.t1
OG0000135	Mcavernosa20101-RA	Pocillopora_acuta_HIv1_PredGene_g5996.t1
OG0000135	Mcavernosa23995-RA	Pocillopora_acuta_HIv1_PredGene_g11061.t1, Pocillopora_acuta_HIv1_PredGene_g11062.t1
OG0000135	Mcavernosa10157-RA, Mcavernosa04571-RA, Mcavernosa04570-RA	Pocillopora_acuta_HIv1_PredGene_g14648.t1, Pocillopora_acuta_HIv1_PredGene_30622_t
OG0000138	Mcavernosa32360-RA	Pocillopora_acuta_HIv1_PredGene_g13196.t1, Pocillopora_acuta_HIv1_PredGene_g13180.t1, Pocillopora_acuta_HIv1_PredGene_13292_t
OG0000138	Mcavernosa32357-RA	Pocillopora_acuta_HIv1_PredGene_g30267.t1, Pocillopora_acuta_HIv1_PredGene_g13183.t1
OG0000138	Mcavernosa26271-RA	Pocillopora_acuta_HIv1_PredGene_g13195.t1, Pocillopora_acuta_HIv1_PredGene_g13179.t1
OG0000138	Mcavernosa32367-RA	Pocillopora_acuta_HIv1_PredGene_g13190.t1, Pocillopora_acuta_HIv1_PredGene_g13198.t1, Pocillopora_acuta_HIv1_PredGene_g13198.t3, Pocillopora_acuta_HIv1_PredGene_g13198.t2
OG0000138	Mcavernosa30039-RA	Pocillopora_acuta_HIv1_PredGene_g349.t1
OG0000140	Mcavernosa08157-RA	Pocillopora_acuta_HIv1_PredGene_g3668.t1, Pocillopora_acuta_HIv1_PredGene_g30263.t1
OG0000141	Mcavernosa29543-RA	Pocillopora_acuta_HIv1_PredGene_g27577.t1, Pocillopora_acuta_HIv1_PredGene_g27947.t1, Pocillopora_acuta_HIv1_PredGene_g23562.t1, Pocillopora_acuta_HIv1_PredGene_g20558.t1, Pocillopora_acuta_HIv1_PredGene_g8546.t1, Pocillopora_acuta_HIv1_PredGene_g33280.t1, Pocillopora_acuta_HIv1_PredGene_g8724.t1, Pocillopora_acuta_HIv1_PredGene_g23234.t1, Pocillopora_acuta_HIv1_PredGene_g24789.t1
OG0000141	Mcavernosa22056-RA	Pocillopora_acuta_HIv1_PredGene_g1358.t1
OG0000141	Mcavernosa22277-RA	Pocillopora_acuta_HIv1_PredGene_g28821.t1
OG0000142	Mcavernosa17832-RA, Mcavernosa14859-RA	Pocillopora_acuta_HIv1_PredGene_g13251.t1
OG0000143	Mcavernosa13017-RA, Mcavernosa02826-RA	Pocillopora_acuta_HIv1_PredGene_28114_t
OG0000143	Mcavernosa29436-RA, Mcavernosa32198-RA, Mcavernosa34010-RA, Mcavernosa29435-RA, Mcavernosa32197-RA, Mcavernosa17679-RA, Mcavernosa17678-RA, Mcavernosa07276-RA, Mcavernosa02825-RA	Pocillopora_acuta_HIv1_PredGene_g14775.t1, Pocillopora_acuta_HIv1_PredGene_g253.t1
OG0000145	Mcavernosa18874-RA	Pocillopora_acuta_HIv1_PredGene_g17047.t1, Pocillopora_acuta_HIv1_PredGene_g4734.t1, Pocillopora_acuta_HIv1_PredGene_g12824.t1
OG0000145	Mcavernosa15482-RA, Mcavernosa33667-RA, Mcavernosa33819-RA, Mcavernosa22713-RA, Mcavernosa24346-RA, Mcavernosa33562-RA, Mcavernosa11163-RA	Pocillopora_acuta_HIv1_PredGene_g1752.t1, Pocillopora_acuta_HIv1_PredGene_g1748.t1, Pocillopora_acuta_HIv1_PredGene_g587.t1, Pocillopora_acuta_HIv1_PredGene_g583.t1
OG0000146	Mcavernosa27338-RA	Pocillopora_acuta_HIv1_PredGene_g22574.t1
OG0000146	Mcavernosa01726-RA	Pocillopora_acuta_HIv1_PredGene_g15509.t1
OG0000152	Mcavernosa16634-RA	Pocillopora_acuta_HIv1_PredGene_g3605.t1
OG0000153	Mcavernosa30499-RA	Pocillopora_acuta_HIv1_PredGene_g9682.t1, Pocillopora_acuta_HIv1_PredGene_g3103.t1, Pocillopora_acuta_HIv1_PredGene_g9680.t1, Pocillopora_acuta_HIv1_PredGene_14024_t, Pocillopora_acuta_HIv1_PredGene_14029_t, Pocillopora_acuta_HIv1_PredGene_g9683.t1, Pocillopora_acuta_HIv1_PredGene_g9684.t1, Pocillopora_acuta_HIv1_PredGene_g3102.t1
OG0000153	Mcavernosa23414-RA	Pocillopora_acuta_HIv1_PredGene_g27641.t1
OG0000155	Mcavernosa33935-RA	Pocillopora_acuta_HIv1_PredGene_g32589.t1, Pocillopora_acuta_HIv1_PredGene_g4980.t1, Pocillopora_acuta_HIv1_PredGene_g6748.t1, Pocillopora_acuta_HIv1_PredGene_g21747.t1, Pocillopora_acuta_HIv1_PredGene_g21273.t1, Pocillopora_acuta_HIv1_PredGene_g16245.t1, Pocillopora_acuta_HIv1_PredGene_g12974.t1, Pocillopora_acuta_HIv1_PredGene_g17967.t1, Pocillopora_acuta_HIv1_PredGene_g28480.t1, Pocillopora_acuta_HIv1_PredGene_g30165.t1, Pocillopora_acuta_HIv1_PredGene_g22575.t1, Pocillopora_acuta_HIv1_PredGene_g1054.t1, Pocillopora_acuta_HIv1_PredGene_g11206.t1, Pocillopora_acuta_HIv1_PredGene_g16428.t1
OG0000157	Mcavernosa25694-RA	Pocillopora_acuta_HIv1_PredGene_g19939.t1
OG0000159	Mcavernosa26435-RA	Pocillopora_acuta_HIv1_PredGene_g1916.t1, Pocillopora_acuta_HIv1_PredGene_g27645.t1, Pocillopora_acuta_HIv1_PredGene_g7024.t1, Pocillopora_acuta_HIv1_PredGene_g15751.t1, Pocillopora_acuta_HIv1_PredGene_g16443.t1, Pocillopora_acuta_HIv1_PredGene_g29597.t1, Pocillopora_acuta_HIv1_PredGene_g16884.t1, Pocillopora_acuta_HIv1_PredGene_g21312.t1, Pocillopora_acuta_HIv1_PredGene_g147.t1, Pocillopora_acuta_HIv1_PredGene_g13624.t1
OG0000164	Mcavernosa02620-RA, Mcavernosa02621-RA	Pocillopora_acuta_HIv1_PredGene_g21000.t1
OG0000164	Mcavernosa19797-RA	Pocillopora_acuta_HIv1_PredGene_7670_t, Pocillopora_acuta_HIv1_PredGene_30676_t, Pocillopora_acuta_HIv1_PredGene_g9191.t1, Pocillopora_acuta_HIv1_PredGene_g11046.t1
OG0000164	Mcavernosa27476-RA, Mcavernosa34471-RA, Mcavernosa09533-RA, Mcavernosa16718-RA	Pocillopora_acuta_HIv1_PredGene_g6770.t1
OG0000164	Mcavernosa09305-RA, Mcavernosa25805-RA, Mcavernosa09294-RA, Mcavernosa19793-RA, Mcavernosa30196-RA	Pocillopora_acuta_HIv1_PredGene_g6793.t1, Pocillopora_acuta_HIv1_PredGene_g6773.t1, Pocillopora_acuta_HIv1_PredGene_g6782.t1, Pocillopora_acuta_HIv1_PredGene_g6751.t1, Pocillopora_acuta_HIv1_PredGene_g6755.t1, Pocillopora_acuta_HIv1_PredGene_g6792.t1, Pocillopora_acuta_HIv1_PredGene_g6768.t1, Pocillopora_acuta_HIv1_PredGene_g6767.t1
OG0000166	Mcavernosa31992-RA, Mcavernosa34649-RA, Mcavernosa33840-RA	Pocillopora_acuta_HIv1_PredGene_g5060.t2, Pocillopora_acuta_HIv1_PredGene_g5060.t1
OG0000168	Mcavernosa24096-RA, Mcavernosa24087-RA, Mcavernosa24092-RA, Mcavernosa24088-RA, Mcavernosa24089-RA, Mcavernosa24093-RA	Pocillopora_acuta_HIv1_PredGene_6938_t, Pocillopora_acuta_HIv1_PredGene_g20455.t1, Pocillopora_acuta_HIv1_PredGene_6937_t, Pocillopora_acuta_HIv1_PredGene_g20457.t1, Pocillopora_acuta_HIv1_PredGene_g20456.t1, Pocillopora_acuta_HIv1_PredGene_g20454.t1, Pocillopora_acuta_HIv1_PredGene_g20453.t1, Pocillopora_acuta_HIv1_PredGene_g20458.t1, Pocillopora_acuta_HIv1_PredGene_g20459.t1, Pocillopora_acuta_HIv1_PredGene_g20460.t1, Pocillopora_acuta_HIv1_PredGene_g15914.t1, Pocillopora_acuta_HIv1_PredGene_g20472.t1, Pocillopora_acuta_HIv1_PredGene_g20338.t1, Pocillopora_acuta_HIv1_PredGene_g20332.t1, Pocillopora_acuta_HIv1_PredGene_g20468.t1, Pocillopora_acuta_HIv1_PredGene_g20461.t1, Pocillopora_acuta_HIv1_PredGene_g20465.t1, Pocillopora_acuta_HIv1_PredGene_g20462.t1, Pocillopora_acuta_HIv1_PredGene_g20464.t1
OG0000169	Mcavernosa11660-RA	Pocillopora_acuta_HIv1_PredGene_g25538.t1, Pocillopora_acuta_HIv1_PredGene_g27588.t1, Pocillopora_acuta_HIv1_PredGene_g6702.t1, Pocillopora_acuta_HIv1_PredGene_g27576.t1, Pocillopora_acuta_HIv1_PredGene_g6705.t1
OG0000171	Mcavernosa32307-RA	Pocillopora_acuta_HIv1_PredGene_g32307.t1, Pocillopora_acuta_HIv1_PredGene_g24077.t1, Pocillopora_acuta_HIv1_PredGene_g29117.t1
OG0000171	Mcavernosa25799-RA	Pocillopora_acuta_HIv1_PredGene_g10145.t1
OG0000173	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA	Pocillopora_acuta_HIv1_PredGene_g2818.t1
OG0000173	Mcavernosa03259-RA	Pocillopora_acuta_HIv1_PredGene_g15701.t1, Pocillopora_acuta_HIv1_PredGene_g15699.t1, Pocillopora_acuta_HIv1_PredGene_g15702.t1
OG0000173	Mcavernosa03262-RA, Mcavernosa03267-RA, Mcavernosa23944-RA	Pocillopora_acuta_HIv1_PredGene_g15700.t1
OG0000174	Mcavernosa34441-RA, Mcavernosa01371-RA	Pocillopora_acuta_HIv1_PredGene_g11168.t1, Pocillopora_acuta_HIv1_PredGene_g11166.t1
OG0000176	Mcavernosa21048-RA, Mcavernosa22818-RA, Mcavernosa22817-RA	Pocillopora_acuta_HIv1_PredGene_g31299.t1, Pocillopora_acuta_HIv1_PredGene_g31300.t1, Pocillopora_acuta_HIv1_PredGene_g31315.t1, Pocillopora_acuta_HIv1_PredGene_g31316.t1
OG0000177	Mcavernosa34605-RA, Mcavernosa34606-RA	Pocillopora_acuta_HIv1_PredGene_g32838.t1, Pocillopora_acuta_HIv1_PredGene_g16538.t1
OG0000177	Mcavernosa22527-RA	Pocillopora_acuta_HIv1_PredGene_g16541.t1
OG0000178	Mcavernosa14214-RA	Pocillopora_acuta_HIv1_PredGene_g24697.t2, Pocillopora_acuta_HIv1_PredGene_g24697.t1
OG0000178	Mcavernosa30315-RA	Pocillopora_acuta_HIv1_PredGene_g1927.t1, Pocillopora_acuta_HIv1_PredGene_g6150.t1, Pocillopora_acuta_HIv1_PredGene_g10521.t1, Pocillopora_acuta_HIv1_PredGene_g16402.t1, Pocillopora_acuta_HIv1_PredGene_g27548.t1, Pocillopora_acuta_HIv1_PredGene_g23499.t1, Pocillopora_acuta_HIv1_PredGene_g19096.t1, Pocillopora_acuta_HIv1_PredGene_g1585.t1, Pocillopora_acuta_HIv1_PredGene_g26791.t1
OG0000180	Mcavernosa31903-RA	Pocillopora_acuta_HIv1_PredGene_g505.t1
OG0000182	Mcavernosa20786-RA, Mcavernosa20787-RA, Mcavernosa20785-RA, Mcavernosa18561-RA, Mcavernosa18562-RA	Pocillopora_acuta_HIv1_PredGene_g17361.t1, Pocillopora_acuta_HIv1_PredGene_g29664.t1, Pocillopora_acuta_HIv1_PredGene_g17363.t1
OG0000183	Mcavernosa19770-RA	Pocillopora_acuta_HIv1_PredGene_g5479.t1
OG0000183	Mcavernosa24529-RA, Mcavernosa13550-RA	Pocillopora_acuta_HIv1_PredGene_g12623.t1, Pocillopora_acuta_HIv1_PredGene_g10227.t1
OG0000185	Mcavernosa22361-RA, Mcavernosa03366-RA, Mcavernosa18826-RA	Pocillopora_acuta_HIv1_PredGene_g8447.t1, Pocillopora_acuta_HIv1_PredGene_g29501.t1, Pocillopora_acuta_HIv1_PredGene_g29312.t1
OG0000187	Mcavernosa29661-RA	Pocillopora_acuta_HIv1_PredGene_g5213.t1, Pocillopora_acuta_HIv1_PredGene_g5912.t1, Pocillopora_acuta_HIv1_PredGene_g5910.t1, Pocillopora_acuta_HIv1_PredGene_g5212.t1, Pocillopora_acuta_HIv1_PredGene_g5211.t1
OG0000188	Mcavernosa09233-RA, Mcavernosa09229-RA	Pocillopora_acuta_HIv1_PredGene_g3577.t1
OG0000188	Mcavernosa09231-RA, Mcavernosa09227-RA, Mcavernosa09232-RA, Mcavernosa09234-RA	Pocillopora_acuta_HIv1_PredGene_g27033.t1, Pocillopora_acuta_HIv1_PredGene_g2248.t1, Pocillopora_acuta_HIv1_PredGene_g26972.t1, Pocillopora_acuta_HIv1_PredGene_g2252.t1, Pocillopora_acuta_HIv1_PredGene_g26973.t1, Pocillopora_acuta_HIv1_PredGene_g2251.t1, Pocillopora_acuta_HIv1_PredGene_g26974.t1, Pocillopora_acuta_HIv1_PredGene_g26977.t1
OG0000189	Mcavernosa11680-RA	Pocillopora_acuta_HIv1_PredGene_g23335.t1, Pocillopora_acuta_HIv1_PredGene_g25927.t1
OG0000189	Mcavernosa11683-RA	Pocillopora_acuta_HIv1_PredGene_g23333.t1, Pocillopora_acuta_HIv1_PredGene_g25925.t1
OG0000189	Mcavernosa11684-RA	Pocillopora_acuta_HIv1_PredGene_g21430.t1
OG0000192	Mcavernosa17666-RA	Pocillopora_acuta_HIv1_PredGene_g4898.t1, Pocillopora_acuta_HIv1_PredGene_g1061.t1, Pocillopora_acuta_HIv1_PredGene_g25044.t1
OG0000192	Mcavernosa34232-RA	Pocillopora_acuta_HIv1_PredGene_g32757.t1
OG0000193	Mcavernosa27510-RA, Mcavernosa09346-RA, Mcavernosa16258-RA, Mcavernosa17665-RA, Mcavernosa34233-RA, Mcavernosa30108-RA, Mcavernosa13988-RA, Mcavernosa06820-RA, Mcavernosa19001-RA, Mcavernosa04874-RA	Pocillopora_acuta_HIv1_PredGene_g2447.t1, Pocillopora_acuta_HIv1_PredGene_g21050.t1
OG0000197	Mcavernosa22457-RA	Pocillopora_acuta_HIv1_PredGene_g11271.t1, Pocillopora_acuta_HIv1_PredGene_g10834.t1, Pocillopora_acuta_HIv1_PredGene_g15304.t1
OG0000199	Mcavernosa25481-RA	Pocillopora_acuta_HIv1_PredGene_g17946.t1, Pocillopora_acuta_HIv1_PredGene_22028_t
OG0000200	Mcavernosa22458-RA, Mcavernosa24591-RA, Mcavernosa24061-RA, Mcavernosa20889-RA	Pocillopora_acuta_HIv1_PredGene_g10835.t1
OG0000202	Mcavernosa02619-RA	Pocillopora_acuta_HIv1_PredGene_g30177.t1
OG0000202	Mcavernosa05758-RA, Mcavernosa33912-RA	Pocillopora_acuta_HIv1_PredGene_g1770.t1, Pocillopora_acuta_HIv1_PredGene_g11204.t1, Pocillopora_acuta_HIv1_PredGene_g1060.t1
OG0000203	Mcavernosa19289-RA	Pocillopora_acuta_HIv1_PredGene_g21488.t1, Pocillopora_acuta_HIv1_PredGene_g11142.t1, Pocillopora_acuta_HIv1_PredGene_g25184.t1, Pocillopora_acuta_HIv1_PredGene_g24785.t1, Pocillopora_acuta_HIv1_PredGene_g21248.t1, Pocillopora_acuta_HIv1_PredGene_g8418.t1, Pocillopora_acuta_HIv1_PredGene_g28004.t1
OG0000203	Mcavernosa19288-RA, Mcavernosa24018-RA	Pocillopora_acuta_HIv1_PredGene_g6890.t1
OG0000204	Mcavernosa04567-RA	Pocillopora_acuta_HIv1_PredGene_g21335.t2, Pocillopora_acuta_HIv1_PredGene_g21338.t1, Pocillopora_acuta_HIv1_PredGene_g21336.t1, Pocillopora_acuta_HIv1_PredGene_g21337.t1, Pocillopora_acuta_HIv1_PredGene_g21335.t1, Pocillopora_acuta_HIv1_PredGene_g2933.t1, Pocillopora_acuta_HIv1_PredGene_10422_t, Pocillopora_acuta_HIv1_PredGene_g2934.t1
OG0000204	Mcavernosa13994-RA, Mcavernosa10173-RA	Pocillopora_acuta_HIv1_PredGene_g15482.t1
OG0000208	Mcavernosa23285-RA, Mcavernosa19844-RA	Pocillopora_acuta_HIv1_PredGene_g10853.t1
OG0000209	Mcavernosa34435-RA	Pocillopora_acuta_HIv1_PredGene_g15379.t1
OG0000210	Mcavernosa16122-RA	Pocillopora_acuta_HIv1_PredGene_g28820.t1, Pocillopora_acuta_HIv1_PredGene_g28830.t1, Pocillopora_acuta_HIv1_PredGene_g10365.t2, Pocillopora_acuta_HIv1_PredGene_g24792.t1
OG0000210	Mcavernosa16120-RA	Pocillopora_acuta_HIv1_PredGene_g27095.t1
OG0000213	Mcavernosa19394-RA	Pocillopora_acuta_HIv1_PredGene_g26499.t1, Pocillopora_acuta_HIv1_PredGene_g8836.t1, Pocillopora_acuta_HIv1_PredGene_g8835.t1, Pocillopora_acuta_HIv1_PredGene_g21219.t1, Pocillopora_acuta_HIv1_PredGene_g21220.t1, Pocillopora_acuta_HIv1_PredGene_g21222.t1, Pocillopora_acuta_HIv1_PredGene_g21223.t1, Pocillopora_acuta_HIv1_PredGene_g21224.t1
OG0000214	Mcavernosa23427-RA, Mcavernosa10866-RA, Mcavernosa30709-RA, Mcavernosa23322-RA, Mcavernosa24532-RA	Pocillopora_acuta_HIv1_PredGene_g20712.t1
OG0000214	Mcavernosa17425-RA	Pocillopora_acuta_HIv1_PredGene_g4901.t1
OG0000215	Mcavernosa27337-RA, Mcavernosa05770-RA, Mcavernosa25667-RA	Pocillopora_acuta_HIv1_PredGene_g13442.t1
OG0000215	Mcavernosa24169-RA	Pocillopora_acuta_HIv1_PredGene_g22562.t1
OG0000221	Mcavernosa30677-RA	Pocillopora_acuta_HIv1_PredGene_529_t, Pocillopora_acuta_HIv1_PredGene_g7544.t1
OG0000221	Mcavernosa07309-RA	Pocillopora_acuta_HIv1_PredGene_526_t, Pocillopora_acuta_HIv1_PredGene_g7543.t1, Pocillopora_acuta_HIv1_PredGene_528_t
OG0000223	Mcavernosa08711-RA	Pocillopora_acuta_HIv1_PredGene_g29536.t1
OG0000223	Mcavernosa33915-RA	Pocillopora_acuta_HIv1_PredGene_g29107.t1, Pocillopora_acuta_HIv1_PredGene_g29105.t1, Pocillopora_acuta_HIv1_PredGene_g29113.t1, Pocillopora_acuta_HIv1_PredGene_g29111.t1, Pocillopora_acuta_HIv1_PredGene_g9971.t1, Pocillopora_acuta_HIv1_PredGene_g29106.t1, Pocillopora_acuta_HIv1_PredGene_g29110.t1, Pocillopora_acuta_HIv1_PredGene_g9972.t1, Pocillopora_acuta_HIv1_PredGene_g29112.t1, Pocillopora_acuta_HIv1_PredGene_g9973.t1, Pocillopora_acuta_HIv1_PredGene_g9970.t1, Pocillopora_acuta_HIv1_PredGene_g9974.t1, Pocillopora_acuta_HIv1_PredGene_g29104.t1
OG0000223	Mcavernosa33916-RA	Pocillopora_acuta_HIv1_PredGene_g29108.t1
OG0000224	Mcavernosa30937-RA	Pocillopora_acuta_HIv1_PredGene_g9441.t1
OG0000224	Mcavernosa17755-RA	Pocillopora_acuta_HIv1_PredGene_g30996.t1, Pocillopora_acuta_HIv1_PredGene_g18884.t1, Pocillopora_acuta_HIv1_PredGene_g29307.t1
OG0000224	Mcavernosa30938-RA, Mcavernosa30936-RA	Pocillopora_acuta_HIv1_PredGene_g841.t1
OG0000224	Mcavernosa31194-RA	Pocillopora_acuta_HIv1_PredGene_g27733.t1
OG0000225	Mcavernosa12731-RA	Pocillopora_acuta_HIv1_PredGene_g21065.t1
OG0000225	Mcavernosa02105-RA, Mcavernosa34138-RA, Mcavernosa35052-RA	Pocillopora_acuta_HIv1_PredGene_g13992.t1, Pocillopora_acuta_HIv1_PredGene_g29070.t1, Pocillopora_acuta_HIv1_PredGene_g5838.t1, Pocillopora_acuta_HIv1_PredGene_g8530.t1, Pocillopora_acuta_HIv1_PredGene_g10748.t1, Pocillopora_acuta_HIv1_PredGene_g25065.t1, Pocillopora_acuta_HIv1_PredGene_g23893.t1, Pocillopora_acuta_HIv1_PredGene_g9627.t1
OG0000226	Mcavernosa32353-RA, Mcavernosa32350-RA, Mcavernosa32790-RA, Mcavernosa35107-RA, Mcavernosa33821-RA	Pocillopora_acuta_HIv1_PredGene_g17569.t1
OG0000227	Mcavernosa03123-RA, Mcavernosa03127-RA	Pocillopora_acuta_HIv1_PredGene_g22787.t1, Pocillopora_acuta_HIv1_PredGene_g10712.t1, Pocillopora_acuta_HIv1_PredGene_g10719.t1, Pocillopora_acuta_HIv1_PredGene_g10716.t1, Pocillopora_acuta_HIv1_PredGene_g10714.t1, Pocillopora_acuta_HIv1_PredGene_g22790.t1, Pocillopora_acuta_HIv1_PredGene_g10711.t1, Pocillopora_acuta_HIv1_PredGene_g10686.t1
OG0000227	Mcavernosa17966-RA, Mcavernosa17969-RA	Pocillopora_acuta_HIv1_PredGene_g1229.t1
OG0000227	Mcavernosa23452-RA	Pocillopora_acuta_HIv1_PredGene_g18659.t1
OG0000229	Mcavernosa15008-RA	Pocillopora_acuta_HIv1_PredGene_g6062.t2, Pocillopora_acuta_HIv1_PredGene_g13464.t1, Pocillopora_acuta_HIv1_PredGene_g13464.t2, Pocillopora_acuta_HIv1_PredGene_g13464.t3, Pocillopora_acuta_HIv1_PredGene_g13470.t1, Pocillopora_acuta_HIv1_PredGene_g6062.t3, Pocillopora_acuta_HIv1_PredGene_g6062.t1, Pocillopora_acuta_HIv1_PredGene_g6068.t1
OG0000230	Mcavernosa19923-RA, Mcavernosa19918-RA	Pocillopora_acuta_HIv1_PredGene_g18603.t1, Pocillopora_acuta_HIv1_PredGene_g18599.t1, Pocillopora_acuta_HIv1_PredGene_g18602.t1, Pocillopora_acuta_HIv1_PredGene_g18605.t1, Pocillopora_acuta_HIv1_PredGene_g18597.t1, Pocillopora_acuta_HIv1_PredGene_g18598.t1, Pocillopora_acuta_HIv1_PredGene_g18604.t1, Pocillopora_acuta_HIv1_PredGene_g18596.t1
OG0000231	Mcavernosa01761-RA	Pocillopora_acuta_HIv1_PredGene_g22753.t1, Pocillopora_acuta_HIv1_PredGene_g22755.t1
OG0000231	Mcavernosa01763-RA	Pocillopora_acuta_HIv1_PredGene_g22754.t1
OG0000233	Mcavernosa19072-RA	Pocillopora_acuta_HIv1_PredGene_g25890.t1, Pocillopora_acuta_HIv1_PredGene_g23292.t1, Pocillopora_acuta_HIv1_PredGene_g17648.t1
OG0000234	Mcavernosa04822-RA, Mcavernosa04821-RA, Mcavernosa04820-RA	Pocillopora_acuta_HIv1_PredGene_g32337.t1
OG0000234	Mcavernosa24148-RA	Pocillopora_acuta_HIv1_PredGene_g14756.t1, Pocillopora_acuta_HIv1_PredGene_g9637.t1, Pocillopora_acuta_HIv1_PredGene_g5693.t1, Pocillopora_acuta_HIv1_PredGene_g19455.t1
OG0000234	Mcavernosa31654-RA	Pocillopora_acuta_HIv1_PredGene_g5853.t1
OG0000235	Mcavernosa30418-RA	Pocillopora_acuta_HIv1_PredGene_g11000.t1, Pocillopora_acuta_HIv1_PredGene_g7010.t1, Pocillopora_acuta_HIv1_PredGene_g10744.t1, Pocillopora_acuta_HIv1_PredGene_g17574.t1, Pocillopora_acuta_HIv1_PredGene_g1050.t1, Pocillopora_acuta_HIv1_PredGene_g29088.t1, Pocillopora_acuta_HIv1_PredGene_g8114.t1, Pocillopora_acuta_HIv1_PredGene_g26079.t1, Pocillopora_acuta_HIv1_PredGene_g10089.t1, Pocillopora_acuta_HIv1_PredGene_g27538.t1
