Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0000143	plut2.m8.21328.m1, plut2.m8.31612.m1, plut2.m8.16556.m1	Mcavernosa29435-RA, Mcavernosa32197-RA
OG0000143	jamg1.model.xpSc0007555.1	Mcavernosa17679-RA, Mcavernosa17678-RA
OG0000144	plut2.m8.31285.m1	Mcavernosa19272-RA
OG0000144	plut2.m8.1605.m1, plut2.m8.32687.m1	Mcavernosa08142-RA, Mcavernosa21542-RA
OG0000145	plut2.m8.7562.m1, plut2.m8.26063.m1, plut2.m8.26066.m1, plut2.m8.152.m1, plut2.m8.33413.m1, plut2.m8.26064.m1	Mcavernosa18874-RA
OG0000145	jamg1.model.Sc0000025.11, jamg1.model.Sc0000100.57, plut2.m8.14037.m1, plut2.m8.14381.m1, plut2.m8.30663.m1, jamg1.model.Sc0000025.6, plut2.m8.3037.m1, jamg1.model.Sc0000670.5	Mcavernosa15482-RA, Mcavernosa33667-RA, Mcavernosa33819-RA, Mcavernosa22713-RA, Mcavernosa24346-RA, Mcavernosa33562-RA, Mcavernosa11163-RA
OG0000146	plut2.m8.30347.m1, plut2.m8.21539.m1, plut2.m8.1587.m1, plut2.m8.4163.m1, plut2.m8.23352.m1, plut2.m8.23676.m1	Mcavernosa27338-RA
OG0000146	plut2.m8.1589.m1, plut2.m8.4166.m1	Mcavernosa04205-RA
OG0000147	plut2.m8.23944.m1	Mcavernosa27333-RA, Mcavernosa21846-RA
OG0000147	plut2.m8.11538.m1, plut2.m8.25892.m1	Mcavernosa20415-RA, Mcavernosa20621-RA
OG0000147	jamg1.model.Sc0000060.13	Mcavernosa11134-RA, Mcavernosa30962-RA, Mcavernosa14470-RA, Mcavernosa19077-RA
OG0000147	jamg1.model.Sc0000277.28	Mcavernosa35067-RA, Mcavernosa35066-RA
OG0000151	jamg1.model.Sc0000084.98, jamg1.model.Sc0000015.63	Mcavernosa33202-RA, Mcavernosa32839-RA
OG0000152	plut2.m8.26349.m1	Mcavernosa16634-RA
OG0000153	plut2.m8.5909.m1, plut2.m8.5910.m1	Mcavernosa30499-RA
OG0000155	jamg1.model.Sc0000021.27	Mcavernosa33935-RA
OG0000156	plut2.m8.2737.m1, plut2.m8.23971.m1	Mcavernosa23275-RA
OG0000156	plut2.m8.33382.m1, plut2.m8.32948.m1	Mcavernosa34619-RA
OG0000157	plut2.m8.26048.m1	Mcavernosa34440-RA
OG0000157	jamg1.model.Sc0000206.49, plut2.m8.8605.m1	Mcavernosa25694-RA
OG0000159	plut2.m8.29833.m1	Mcavernosa34123-RA
OG0000159	plut2.m8.8890.m1	Mcavernosa26435-RA
OG0000160	plut2.m8.32018.m1	Mcavernosa18555-RA
OG0000160	plut2.m8.7211.m1	Mcavernosa10992-RA, Mcavernosa12250-RA
OG0000164	jamg1.model.Sc0000232.41	Mcavernosa02620-RA, Mcavernosa02621-RA
OG0000164	plut2.m8.15984.m1	Mcavernosa27476-RA, Mcavernosa34471-RA, Mcavernosa09533-RA, Mcavernosa16718-RA
OG0000164	plut2.m8.15983.m1, plut2.m8.4151.m1, jamg1.model.Sc0000188.39	Mcavernosa16459-RA, Mcavernosa24297-RA, Mcavernosa35053-RA, Mcavernosa24296-RA
OG0000166	plut2.m8.23645.m1	Mcavernosa31992-RA, Mcavernosa34649-RA, Mcavernosa33840-RA
OG0000167	plut2.m8.6920.m1	Mcavernosa26625-RA
OG0000168	plut2.m8.18156.m1	Mcavernosa24096-RA, Mcavernosa24087-RA, Mcavernosa24092-RA, Mcavernosa24088-RA, Mcavernosa24089-RA, Mcavernosa24093-RA
OG0000171	plut2.m8.22660.m1	Mcavernosa19533-RA, Mcavernosa31906-RA, Mcavernosa11912-RA, Mcavernosa25800-RA, Mcavernosa32307-RA, Mcavernosa25799-RA
OG0000172	plut2.m8.3062.m1, plut2.m8.31953.m1	Mcavernosa07347-RA, Mcavernosa34632-RA, Mcavernosa33401-RA, Mcavernosa28494-RA, Mcavernosa21368-RA, Mcavernosa18119-RA, Mcavernosa28495-RA, Mcavernosa16145-RA, Mcavernosa33402-RA
OG0000173	plut2.m8.16596.m1, plut2.m8.29601.m1, plut2.m8.16593.m1, plut2.m8.16594.m1	Mcavernosa19097-RA, Mcavernosa03269-RA, Mcavernosa03270-RA
OG0000173	plut2.m8.21405.m1	Mcavernosa03259-RA
OG0000174	plut2.m8.27805.m1	Mcavernosa34441-RA, Mcavernosa01371-RA
OG0000174	plut2.m8.21200.m1, plut2.m8.21199.m1, plut2.m8.4644.m1, plut2.m8.21202.m1, plut2.m8.21198.m1, plut2.m8.32118.m1, plut2.m8.32491.m1, plut2.m8.32413.m1, plut2.m8.24202.m1, plut2.m8.32409.m1, plut2.m8.32493.m1, plut2.m8.32412.m1, plut2.m8.4642.m1, plut2.m8.25969.m1, plut2.m8.19209.m1, plut2.m8.26767.m1	Mcavernosa01374-RA
OG0000176	jamg1.model.xfSc0000264.1, jamg1.model.xfSc0000264.2, jamg1.model.Sc0000195.23, jamg1.model.Sc0000140.17	Mcavernosa21048-RA, Mcavernosa22818-RA, Mcavernosa22817-RA
OG0000177	plut2.m8.4550.m1, plut2.m8.13076.m1	Mcavernosa08315-RA, Mcavernosa34884-RA
OG0000177	plut2.m8.12592.m1	Mcavernosa08094-RA, Mcavernosa09443-RA
OG0000177	plut2.m8.12581.m1	Mcavernosa34605-RA, Mcavernosa34606-RA
OG0000178	plut2.m8.11855.m1, plut2.m8.12766.m1, jamg1.model.Sc0000288.6, plut2.m8.17049.m1, plut2.m8.25767.m1, plut2.m8.24317.m1, plut2.m8.25770.m1, plut2.m8.21702.m1, plut2.m8.10001.m1	Mcavernosa06788-RA
OG0000178	plut2.m8.20902.m1, plut2.m8.32921.m1, plut2.m8.32922.m1, plut2.m8.16743.m1, plut2.m8.16744.m1	Mcavernosa30315-RA
OG0000180	plut2.m8.24643.m1, plut2.m8.24642.m1, plut2.m8.7885.m1, plut2.m8.7903.m1, plut2.m8.25435.m1, plut2.m8.14375.m1, plut2.m8.14380.m1, plut2.m8.30619.m1, plut2.m8.14376.m1	Mcavernosa31903-RA
OG0000182	jamg1.model.Sc0000042.9	Mcavernosa20786-RA, Mcavernosa20787-RA, Mcavernosa20785-RA, Mcavernosa18561-RA, Mcavernosa18562-RA
OG0000183	plut2.m8.3992.m1, jamg1.model.Sc0000510.16	Mcavernosa19770-RA
OG0000185	plut2.m8.19128.m1, plut2.m8.24596.m1, plut2.m8.24851.m1, plut2.m8.4605.m1, plut2.m8.25384.m1	Mcavernosa22361-RA, Mcavernosa03366-RA, Mcavernosa18826-RA
OG0000186	plut2.m8.9491.m1	Mcavernosa17260-RA
OG0000186	plut2.m8.8886.m1, plut2.m8.9779.m1	Mcavernosa04617-RA
OG0000187	jamg1.model.Sc0000423.36, jamg1.model.Sc0000303.32, jamg1.model.Sc0000423.34, plut2.m8.18463.m1, plut2.m8.21548.m1, jamg1.model.Sc0000423.35, jamg1.model.Sc0000303.36, jamg1.model.Sc0000303.33, plut2.m8.18459.m1, jamg1.model.Sc0000303.31, plut2.m8.14149.m1	Mcavernosa29661-RA
OG0000188	plut2.m8.30066.m1	Mcavernosa29798-RA, Mcavernosa09233-RA, Mcavernosa09229-RA, Mcavernosa20711-RA, Mcavernosa29799-RA
OG0000188	plut2.m8.30065.m1	Mcavernosa09231-RA, Mcavernosa09227-RA, Mcavernosa09232-RA, Mcavernosa09234-RA
OG0000189	plut2.m8.4628.m1	Mcavernosa11680-RA
OG0000189	plut2.m8.4625.m1, plut2.m8.4632.m1, plut2.m8.4623.m1, plut2.m8.4627.m1, plut2.m8.4621.m1, plut2.m8.4631.m1, plut2.m8.4629.m1, plut2.m8.4638.m1, plut2.m8.4633.m1, plut2.m8.4630.m1, plut2.m8.4622.m1, plut2.m8.4626.m1, plut2.m8.4624.m1	Mcavernosa11682-RA
OG0000189	plut2.m8.4614.m1	Mcavernosa11681-RA
OG0000191	jamg1.model.Sc0000242.2	Mcavernosa18827-RA
OG0000193	plut2.m8.25058.m1	Mcavernosa27510-RA
OG0000193	jamg1.model.Sc0000022.67	Mcavernosa09346-RA, Mcavernosa16258-RA
OG0000195	jamg1.model.Sc0000098.10	Mcavernosa30513-RA
OG0000196	plut2.m8.31196.m1, jamg1.model.Sc0000109.55	Mcavernosa23663-RA
OG0000197	plut2.m8.24881.m1	Mcavernosa05995-RA
OG0000199	plut2.m8.14838.m1	Mcavernosa07311-RA
OG0000199	plut2.m8.11009.m1, plut2.m8.31921.m1, jamg1.model.xfSc0000352.1	Mcavernosa25481-RA
OG0000200	jamg1.model.xpSc0007109.9	Mcavernosa22458-RA, Mcavernosa24591-RA, Mcavernosa24061-RA, Mcavernosa20889-RA
OG0000202	plut2.m8.23821.m1, plut2.m8.7086.m1	Mcavernosa02619-RA
OG0000202	jamg1.model.Sc0000270.33	Mcavernosa05758-RA, Mcavernosa33912-RA
OG0000203	jamg1.model.Sc0000226.24, jamg1.model.xfSc0000107.22	Mcavernosa19289-RA
OG0000203	plut2.m8.4053.m1	Mcavernosa19288-RA, Mcavernosa24018-RA
OG0000204	plut2.m8.9760.m1, plut2.m8.9762.m1, plut2.m8.9761.m1	Mcavernosa02194-RA, Mcavernosa04567-RA
OG0000204	jamg1.model.Sc0000078.34, plut2.m8.14129.m1, plut2.m8.14128.m1, plut2.m8.14126.m1, jamg1.model.Sc0000157.55, jamg1.model.Sc0000157.56, jamg1.model.Sc0000157.54, jamg1.model.Sc0000196.6, plut2.m8.14448.m1, plut2.m8.14447.m1, plut2.m8.29126.m1, plut2.m8.14467.m1, plut2.m8.14450.m1, jamg1.model.Sc0000416.26, plut2.m8.7487.m1, jamg1.model.Sc0000157.58	Mcavernosa13994-RA
OG0000207	plut2.m8.22256.m1	Mcavernosa19474-RA, Mcavernosa32637-RA
OG0000207	plut2.m8.12603.m1, plut2.m8.12605.m1, plut2.m8.12606.m1, plut2.m8.4812.m1, plut2.m8.12604.m1, plut2.m8.10378.m1, plut2.m8.10377.m1, plut2.m8.10385.m1, plut2.m8.10380.m1, plut2.m8.10381.m1, plut2.m8.10382.m1, plut2.m8.10379.m1	Mcavernosa24084-RA, Mcavernosa29414-RA, Mcavernosa29412-RA, Mcavernosa24085-RA, Mcavernosa29413-RA
OG0000208	plut2.m8.23372.m1	Mcavernosa23285-RA
OG0000208	plut2.m8.30987.m1	Mcavernosa19844-RA
OG0000210	jamg1.model.xfSc0000101.23	Mcavernosa16122-RA, Mcavernosa16120-RA
OG0000213	plut2.m8.26736.m1	Mcavernosa19394-RA
OG0000214	plut2.m8.17289.m1	Mcavernosa23427-RA, Mcavernosa10866-RA, Mcavernosa30709-RA, Mcavernosa23322-RA, Mcavernosa24532-RA
OG0000214	plut2.m8.6257.m1, plut2.m8.31494.m1, plut2.m8.33376.m1, plut2.m8.31949.m1	Mcavernosa07644-RA, Mcavernosa33421-RA, Mcavernosa35230-RA
OG0000215	plut2.m8.33054.m1	Mcavernosa13340-RA, Mcavernosa05745-RA, Mcavernosa00409-RA, Mcavernosa27337-RA, Mcavernosa05770-RA, Mcavernosa25667-RA, Mcavernosa21456-RA, Mcavernosa04082-RA, Mcavernosa24169-RA, Mcavernosa29507-RA
OG0000217	jamg1.model.Sc0000098.56	Mcavernosa26134-RA, Mcavernosa25349-RA, Mcavernosa33382-RA
OG0000221	plut2.m8.2751.m1, plut2.m8.2752.m1, plut2.m8.2756.m1, plut2.m8.2754.m1	Mcavernosa16286-RA, Mcavernosa16283-RA, Mcavernosa16285-RA, Mcavernosa16284-RA
OG0000221	plut2.m8.2750.m1, plut2.m8.33535.m1	Mcavernosa30677-RA
OG0000221	plut2.m8.2753.m1, plut2.m8.2746.m1, plut2.m8.2748.m1, plut2.m8.2745.m1	Mcavernosa07309-RA
OG0000223	plut2.m8.6664.m1	Mcavernosa08711-RA
OG0000223	plut2.m8.31853.m1	Mcavernosa33916-RA
OG0000224	plut2.m8.33436.m1	Mcavernosa19329-RA
OG0000224	plut2.m8.20987.m1	Mcavernosa30937-RA
OG0000224	plut2.m8.22420.m1	Mcavernosa30938-RA, Mcavernosa30936-RA
OG0000225	plut2.m8.4568.m1	Mcavernosa28859-RA, Mcavernosa12731-RA, Mcavernosa29293-RA, Mcavernosa07114-RA, Mcavernosa02105-RA, Mcavernosa34138-RA, Mcavernosa35052-RA
OG0000226	jamg1.model.Sc0000321.4, plut2.m8.4684.m1, plut2.m8.26011.m1, plut2.m8.31247.m1, plut2.m8.18998.m1, jamg1.model.xfSc0003407.1, jamg1.model.xfSc0004232.1, plut2.m8.4676.m1, plut2.m8.30209.m1, plut2.m8.26010.m1, plut2.m8.19004.m1	Mcavernosa32353-RA, Mcavernosa32350-RA, Mcavernosa32790-RA, Mcavernosa35107-RA, Mcavernosa33821-RA
OG0000227	jamg1.model.Sc0000039.40	Mcavernosa03123-RA, Mcavernosa03127-RA
OG0000227	plut2.m8.22212.m1	Mcavernosa17970-RA
OG0000227	plut2.m8.9523.m1, plut2.m8.11667.m1, plut2.m8.11668.m1, plut2.m8.24363.m1, plut2.m8.1218.m1, plut2.m8.11669.m1, plut2.m8.30487.m1, plut2.m8.11673.m1, jamg1.model.Sc0000590.11, jamg1.model.Sc0000146.56, plut2.m8.11661.m1, jamg1.model.Sc0000590.2, plut2.m8.11660.m1, plut2.m8.24357.m1, plut2.m8.24360.m1	Mcavernosa08167-RA, Mcavernosa17966-RA, Mcavernosa17969-RA, Mcavernosa23452-RA
OG0000228	plut2.m8.19895.m1	Mcavernosa01316-RA
OG0000229	plut2.m8.7313.m1	Mcavernosa15008-RA
OG0000229	plut2.m8.7307.m1, plut2.m8.7314.m1, plut2.m8.7302.m1, plut2.m8.7299.m1, plut2.m8.14927.m1, plut2.m8.14942.m1, plut2.m8.14913.m1, plut2.m8.14903.m1, plut2.m8.14933.m1, plut2.m8.7312.m1, plut2.m8.7293.m1, plut2.m8.7321.m1, plut2.m8.33017.m1, plut2.m8.7311.m1, plut2.m8.7322.m1, plut2.m8.7298.m1, plut2.m8.7303.m1, plut2.m8.14909.m1, plut2.m8.14914.m1	Mcavernosa29646-RA, Mcavernosa34922-RA
OG0000230	plut2.m8.30586.m1, jamg1.model.Sc0000365.21, jamg1.model.xfSc0000221.9, jamg1.model.Sc0000365.23, jamg1.model.Sc0000365.20, jamg1.model.Sc0000365.27	Mcavernosa27084-RA
OG0000230	plut2.m8.21525.m1, plut2.m8.10579.m1, plut2.m8.32368.m1, plut2.m8.10580.m1, plut2.m8.32362.m1, plut2.m8.32369.m1	Mcavernosa19923-RA, Mcavernosa19918-RA
OG0000231	plut2.m8.4451.m1, plut2.m8.4449.m1, plut2.m8.4450.m1	Mcavernosa01761-RA, Mcavernosa01763-RA
OG0000233	plut2.m8.41.m1	Mcavernosa26240-RA
OG0000234	plut2.m8.27631.m1	Mcavernosa04822-RA, Mcavernosa04821-RA, Mcavernosa04820-RA
OG0000234	plut2.m8.25465.m1, plut2.m8.9831.m1, plut2.m8.11804.m1, plut2.m8.31981.m1	Mcavernosa24148-RA
OG0000234	plut2.m8.30542.m1	Mcavernosa31654-RA
OG0000235	plut2.m8.23408.m1, jamg1.model.xpSc0007471.1, plut2.m8.32803.m1	Mcavernosa24247-RA, Mcavernosa27974-RA
OG0000235	plut2.m8.16453.m1, plut2.m8.24791.m1, plut2.m8.25362.m1	Mcavernosa30418-RA
OG0000236	plut2.m8.32829.m1, plut2.m8.19774.m1, plut2.m8.23832.m1	Mcavernosa32101-RA
OG0000237	plut2.m8.25554.m1	Mcavernosa17502-RA
OG0000238	plut2.m8.10964.m1, plut2.m8.10963.m1	Mcavernosa18244-RA, Mcavernosa30296-RA, Mcavernosa18245-RA, Mcavernosa04953-RA
OG0000240	plut2.m8.3397.m1, plut2.m8.3404.m1, plut2.m8.3399.m1	Mcavernosa17390-RA
OG0000241	plut2.m8.2179.m1, plut2.m8.2175.m1, plut2.m8.2176.m1, plut2.m8.24720.m1, plut2.m8.17131.m1, plut2.m8.26001.m1, plut2.m8.30915.m1, plut2.m8.26002.m1, plut2.m8.12792.m1, plut2.m8.12787.m1	Mcavernosa32324-RA
OG0000241	plut2.m8.22788.m1	Mcavernosa33461-RA
OG0000241	plut2.m8.30500.m1, plut2.m8.30504.m1, plut2.m8.27610.m1, plut2.m8.27605.m1, plut2.m8.22787.m1, plut2.m8.2177.m1	Mcavernosa02354-RA, Mcavernosa02355-RA
OG0000244	jamg1.model.Sc0000062.53, plut2.m8.6505.m1, jamg1.model.Sc0000062.49, jamg1.model.Sc0000062.44	Mcavernosa23371-RA, Mcavernosa23370-RA, Mcavernosa23369-RA
OG0000246	jamg1.model.Sc0000194.3	Mcavernosa23120-RA
OG0000246	jamg1.model.xfSc0000476.1, plut2.m8.26023.m1	Mcavernosa03599-RA
OG0000248	plut2.m8.5774.m1	Mcavernosa27993-RA, Mcavernosa10154-RA
OG0000250	plut2.m8.20414.m1, plut2.m8.20876.m1, plut2.m8.2083.m1	Mcavernosa21092-RA
OG0000251	plut2.m8.25009.m1, plut2.m8.29503.m1, plut2.m8.27480.m1	Mcavernosa09656-RA, Mcavernosa26751-RA, Mcavernosa26918-RA
OG0000252	plut2.m8.8583.m1, plut2.m8.8581.m1, plut2.m8.8582.m1, plut2.m8.8588.m1, plut2.m8.31302.m1, jamg1.model.xfSc0000420.4	Mcavernosa28685-RA, Mcavernosa27595-RA, Mcavernosa28686-RA, Mcavernosa15621-RA, Mcavernosa28689-RA, Mcavernosa15622-RA, Mcavernosa15627-RA, Mcavernosa27598-RA, Mcavernosa27599-RA
OG0000254	plut2.m8.15638.m1	Mcavernosa01702-RA
OG0000255	plut2.m8.19161.m1, plut2.m8.30226.m1, plut2.m8.25209.m1, plut2.m8.33466.m1, plut2.m8.25587.m1, plut2.m8.30590.m1, plut2.m8.25584.m1, plut2.m8.31125.m1, jamg1.model.Sc0000463.22, jamg1.model.xfSc0000660.1, jamg1.model.Sc0000617.2, plut2.m8.4147.m1, plut2.m8.31123.m1, plut2.m8.27404.m1	Mcavernosa17903-RA, Mcavernosa17906-RA, Mcavernosa17907-RA
OG0000256	plut2.m8.20811.m1	Mcavernosa08126-RA, Mcavernosa08128-RA, Mcavernosa08116-RA
OG0000256	plut2.m8.20812.m1	Mcavernosa08106-RA, Mcavernosa08123-RA, Mcavernosa08109-RA
OG0000256	plut2.m8.20814.m1	Mcavernosa08107-RA
OG0000257	plut2.m8.11324.m1	Mcavernosa30706-RA, Mcavernosa35055-RA
OG0000257	plut2.m8.33403.m1	Mcavernosa23467-RA, Mcavernosa10059-RA, Mcavernosa35056-RA
OG0000258	plut2.m8.6056.m1, plut2.m8.6062.m1, plut2.m8.6060.m1, plut2.m8.6054.m1, plut2.m8.6055.m1, plut2.m8.6061.m1	Mcavernosa02112-RA, Mcavernosa02115-RA
OG0000258	plut2.m8.6065.m1	Mcavernosa02114-RA, Mcavernosa05788-RA, Mcavernosa02117-RA
OG0000260	plut2.m8.12633.m1	Mcavernosa30772-RA
OG0000260	jamg1.model.Sc0000155.64, jamg1.model.Sc0000223.5, jamg1.model.Sc0000728.8, jamg1.model.Sc0000258.21	Mcavernosa07645-RA
OG0000261	plut2.m8.25852.m1	Mcavernosa27515-RA, Mcavernosa17518-RA, Mcavernosa11740-RA, Mcavernosa17516-RA
OG0000262	plut2.m8.15960.m1	Mcavernosa20793-RA
OG0000262	plut2.m8.32546.m1, plut2.m8.32541.m1, plut2.m8.21655.m1, plut2.m8.21656.m1	Mcavernosa00307-RA, Mcavernosa32754-RA, Mcavernosa05318-RA
OG0000263	plut2.m8.20348.m1	Mcavernosa10842-RA
OG0000266	plut2.m8.24015.m1	Mcavernosa20968-RA
OG0000267	plut2.m8.21951.m1	Mcavernosa16710-RA, Mcavernosa31048-RA, Mcavernosa10042-RA
OG0000268	jamg1.model.Sc0000278.22	Mcavernosa06304-RA, Mcavernosa19229-RA
OG0000269	plut2.m8.11900.m1, plut2.m8.11901.m1	Mcavernosa23975-RA
OG0000270	plut2.m8.6752.m1	Mcavernosa08862-RA
OG0000271	plut2.m8.22380.m1, plut2.m8.32780.m1, plut2.m8.32732.m1	Mcavernosa29912-RA
OG0000272	plut2.m8.19301.m1	Mcavernosa00663-RA, Mcavernosa21313-RA, Mcavernosa21101-RA
OG0000273	jamg1.model.Sc0000001.148, plut2.m8.313.m1, plut2.m8.31175.m1, plut2.m8.303.m1, plut2.m8.319.m1	Mcavernosa22736-RA
OG0000273	plut2.m8.308.m1, plut2.m8.305.m1	Mcavernosa19138-RA
OG0000274	plut2.m8.17007.m1, plut2.m8.18408.m1, plut2.m8.16266.m1, plut2.m8.18410.m1	Mcavernosa17125-RA, Mcavernosa17122-RA, Mcavernosa11588-RA
OG0000275	plut2.m8.30167.m1, plut2.m8.20033.m1, plut2.m8.30166.m1, plut2.m8.20023.m1	Mcavernosa16460-RA
OG0000275	plut2.m8.7616.m1	Mcavernosa32891-RA
OG0000276	jamg1.model.Sc0000592.3	Mcavernosa33444-RA, Mcavernosa19065-RA
OG0000276	plut2.m8.16351.m1	Mcavernosa29374-RA
OG0000279	plut2.m8.15268.m1	Mcavernosa13438-RA
OG0000280	plut2.m8.21462.m1, plut2.m8.21464.m1, plut2.m8.29663.m1, plut2.m8.29662.m1, plut2.m8.21463.m1, plut2.m8.16008.m1, plut2.m8.18663.m1	Mcavernosa32524-RA
OG0000280	plut2.m8.24872.m1	Mcavernosa26773-RA, Mcavernosa26771-RA, Mcavernosa34597-RA, Mcavernosa29510-RA, Mcavernosa32525-RA, Mcavernosa32771-RA
OG0000280	plut2.m8.18656.m1, plut2.m8.18660.m1	Mcavernosa28330-RA
OG0000281	plut2.m8.15777.m1, plut2.m8.25748.m1, plut2.m8.26284.m1, plut2.m8.23288.m1, plut2.m8.26232.m1, plut2.m8.26126.m1, plut2.m8.33030.m1, jamg1.model.Sc0000969.1, plut2.m8.21770.m1	Mcavernosa29527-RA, Mcavernosa06032-RA, Mcavernosa06031-RA, Mcavernosa06036-RA, Mcavernosa06028-RA, Mcavernosa03666-RA
OG0000282	jamg1.model.Sc0000208.51, jamg1.model.Sc0000440.5, jamg1.model.Sc0000208.52, jamg1.model.Sc0000117.44, jamg1.model.xpSc0007070.8, jamg1.model.xfSc0000857.1, jamg1.model.Sc0000715.11, jamg1.model.xpSc0007070.7, jamg1.model.Sc0000440.4	Mcavernosa28871-RA
OG0000284	jamg1.model.xpSc0007096.5	Mcavernosa32522-RA, Mcavernosa04818-RA, Mcavernosa21844-RA
OG0000286	plut2.m8.30194.m1, plut2.m8.30197.m1, plut2.m8.7259.m1, plut2.m8.30193.m1, plut2.m8.30199.m1, plut2.m8.7262.m1, plut2.m8.7260.m1, plut2.m8.7261.m1	Mcavernosa20482-RA, Mcavernosa10891-RA, Mcavernosa24267-RA
OG0000287	jamg1.model.Sc0000139.9	Mcavernosa29219-RA, Mcavernosa02733-RA
OG0000289	plut2.m8.28778.m1, plut2.m8.20775.m1, plut2.m8.26144.m1, plut2.m8.32626.m1, plut2.m8.25839.m1, plut2.m8.27334.m1, plut2.m8.23579.m1, plut2.m8.25817.m1, plut2.m8.14232.m1, plut2.m8.21952.m1, plut2.m8.17747.m1, plut2.m8.16635.m1, plut2.m8.20124.m1, plut2.m8.17863.m1	Mcavernosa34838-RA, Mcavernosa09381-RA
OG0000290	plut2.m8.16204.m1, plut2.m8.25697.m1, plut2.m8.16198.m1	Mcavernosa35072-RA, Mcavernosa34862-RA, Mcavernosa29211-RA, Mcavernosa21414-RA, Mcavernosa13551-RA
OG0000291	plut2.m8.23370.m1	Mcavernosa06953-RA, Mcavernosa34438-RA, Mcavernosa24125-RA
OG0000292	plut2.m8.16693.m1	Mcavernosa19223-RA
OG0000292	plut2.m8.16358.m1, plut2.m8.1522.m1, plut2.m8.1520.m1, jamg1.model.Sc0000440.50, plut2.m8.29867.m1, plut2.m8.18979.m1, plut2.m8.25128.m1, plut2.m8.31636.m1, plut2.m8.15396.m1, plut2.m8.552.m1, plut2.m8.16355.m1, plut2.m8.25139.m1	Mcavernosa33853-RA
OG0000292	plut2.m8.1526.m1	Mcavernosa17399-RA
OG0000295	plut2.m8.19950.m1	Mcavernosa11469-RA
OG0000296	jamg1.model.Sc0000563.19	Mcavernosa23454-RA
OG0000298	plut2.m8.28350.m1, plut2.m8.28352.m1, plut2.m8.19111.m1	Mcavernosa29229-RA
OG0000298	plut2.m8.28344.m1, plut2.m8.33229.m1, plut2.m8.30683.m1	Mcavernosa12243-RA
OG0000298	plut2.m8.32206.m1, plut2.m8.28348.m1, plut2.m8.23892.m1, plut2.m8.28346.m1	Mcavernosa12246-RA
OG0000298	plut2.m8.23891.m1	Mcavernosa12242-RA
OG0000299	plut2.m8.5827.m1	Mcavernosa28578-RA
OG0000300	plut2.m8.25319.m1	Mcavernosa03408-RA
OG0000300	plut2.m8.25320.m1	Mcavernosa27535-RA
OG0000301	plut2.m8.11875.m1	Mcavernosa10052-RA, Mcavernosa28994-RA
OG0000301	plut2.m8.11874.m1	Mcavernosa05587-RA, Mcavernosa17513-RA, Mcavernosa09896-RA, Mcavernosa09895-RA
OG0000303	plut2.m8.18968.m1, plut2.m8.24606.m1, plut2.m8.23578.m1, plut2.m8.14843.m1	Mcavernosa32901-RA
OG0000303	jamg1.model.Sc0000186.39	Mcavernosa26581-RA
OG0000305	plut2.m8.33173.m1	Mcavernosa09680-RA
OG0000306	jamg1.model.Sc0000661.6, jamg1.model.Sc0000661.3, jamg1.model.Sc0000806.1	Mcavernosa12421-RA
OG0000306	jamg1.model.Sc0000551.3, plut2.m8.24782.m1	Mcavernosa12423-RA, Mcavernosa34293-RA, Mcavernosa34291-RA
OG0000307	jamg1.model.xpSc0007102.7	Mcavernosa34054-RA, Mcavernosa25866-RA, Mcavernosa30392-RA, Mcavernosa20877-RA, Mcavernosa02637-RA, Mcavernosa18871-RA, Mcavernosa02638-RA
OG0000310	plut2.m8.9653.m1, jamg1.model.Sc0000318.30, plut2.m8.18203.m1, jamg1.model.Sc0000817.2, jamg1.model.Sc0000505.9, jamg1.model.Sc0000011.151, plut2.m8.23047.m1, plut2.m8.19690.m1	Mcavernosa05887-RA
OG0000311	plut2.m8.33218.m1, plut2.m8.33219.m1, plut2.m8.14539.m1	Mcavernosa23987-RA, Mcavernosa27719-RA, Mcavernosa27089-RA, Mcavernosa33313-RA, Mcavernosa04594-RA, Mcavernosa04588-RA
OG0000312	jamg1.model.xpSc0007185.19	Mcavernosa07332-RA
OG0000314	plut2.m8.30967.m1	Mcavernosa18242-RA
OG0000314	jamg1.model.Sc0000053.111	Mcavernosa24343-RA, Mcavernosa11164-RA, Mcavernosa32924-RA
OG0000316	plut2.m8.28476.m1	Mcavernosa05843-RA
OG0000319	plut2.m8.9469.m1, plut2.m8.24775.m1, plut2.m8.1617.m1, plut2.m8.11115.m1, plut2.m8.12680.m1	Mcavernosa14238-RA
OG0000319	jamg1.model.Sc0000013.18	Mcavernosa21443-RA
